row_index,WTUR.tower_base_main_switch_temp
952,850.0
953,850.0
954,850.0
955,850.0
956,850.0
957,850.0
958,850.0
959,850.0
960,850.0
961,850.0
962,850.0
963,850.0
964,850.0
965,850.0
966,850.0
967,850.0
968,850.0
969,850.0
970,850.0
971,850.0
972,850.0
973,850.0
974,850.0
975,850.0
976,850.0
977,850.0
978,850.0
979,850.0
980,850.0
981,850.0
982,850.0
983,850.0
984,850.0
985,850.0
986,850.0
987,850.0
988,850.0
989,850.0
990,850.0
991,850.0
992,850.0
993,850.0
994,850.0
995,850.0
996,850.0
997,850.0
998,850.0
999,850.0
1000,850.0
1001,850.0
1002,850.0
1003,850.0
1004,850.0
1005,850.0
1006,850.0
1007,850.0
1008,850.0
1009,850.0
1010,850.0
1011,850.0
1012,850.0
1013,850.0
1014,850.0
1015,850.0
1016,850.0
1017,850.0
1018,850.0
1019,850.0
1020,850.0
1021,850.0
1022,850.0
1023,850.0
1024,850.0
1025,850.0
1026,850.0
1027,850.0
1028,850.0
1029,850.0
1030,850.0
1031,850.0
1032,850.0
1033,850.0
1034,850.0
1035,850.0
1036,850.0
1037,850.0
1038,850.0
1039,850.0
1040,850.0
1041,850.0
1042,850.0
1043,850.0
1044,850.0
1045,850.0
1046,850.0
1047,850.0
1048,850.0
1049,850.0
1050,850.0
1051,850.0
1052,850.0
1053,850.0
1054,850.0
1055,850.0
1056,850.0
1057,850.0
1058,850.0
1059,850.0
1060,850.0
1061,850.0
1062,850.0
1063,850.0
1064,850.0
1065,850.0
1066,850.0
1067,850.0
1068,850.0
1069,850.0
1070,850.0
1071,850.0
1072,850.0
1073,850.0
1074,850.0
1075,850.0
1076,850.0
1077,850.0
1078,850.0
1079,850.0
1080,850.0
1081,850.0
1082,850.0
1083,850.0
1084,850.0
1085,850.0
1086,850.0
1087,850.0
1088,850.0
1089,850.0
1090,850.0
1091,850.0
1092,850.0
1093,850.0
1094,850.0
1095,850.0
1096,850.0
1097,850.0
1098,850.0
1099,850.0
1100,850.0
1101,850.0
1102,850.0
1103,850.0
1104,850.0
1105,850.0
1106,850.0
1107,850.0
1108,850.0
1109,850.0
1110,850.0
1111,850.0
1112,850.0
1113,850.0
1114,850.0
1115,850.0
1116,850.0
1117,850.0
1118,850.0
1119,850.0
1120,850.0
1121,850.0
1122,850.0
1123,850.0
1124,850.0
1125,850.0
1126,850.0
1127,850.0
1128,850.0
1129,850.0
1130,850.0
1131,850.0
1132,850.0
1133,850.0
1134,850.0
1135,850.0
1136,850.0
1137,850.0
1138,850.0
1139,850.0
1140,850.0
1141,850.0
1142,850.0
1143,850.0
1144,850.0
1145,850.0
1146,850.0
1147,850.0
1148,850.0
1149,850.0
1150,850.0
1151,850.0
1152,850.0
1153,850.0
1154,850.0
1155,850.0
1156,850.0
1157,850.0
1158,850.0
1159,850.0
1160,850.0
1161,850.0
1162,850.0
1163,850.0
1164,850.0
1165,850.0
1166,850.0
1167,850.0
1168,850.0
1169,850.0
1170,850.0
1171,850.0
1172,850.0
1173,850.0
1174,850.0
1175,850.0
1176,850.0
1177,850.0
1178,850.0
1179,850.0
1180,850.0
1181,850.0
1182,850.0
1183,850.0
1184,850.0
1185,850.0
1186,850.0
1187,850.0
1188,850.0
1189,850.0
1190,850.0
1191,850.0
1192,850.0
1193,850.0
1194,850.0
1195,850.0
1196,850.0
1197,850.0
1198,850.0
1199,850.0
1200,850.0
1201,850.0
1202,850.0
1203,850.0
1204,850.0
1205,850.0
1206,850.0
1207,850.0
1208,850.0
1209,850.0
1210,850.0
1211,850.0
1212,850.0
1213,850.0
1214,850.0
1215,850.0
1216,850.0
1217,850.0
1218,850.0
1219,850.0
1220,850.0
1221,850.0
1222,850.0
1223,850.0
1224,850.0
1225,850.0
1226,850.0
1227,850.0
1228,850.0
1229,850.0
1230,850.0
1231,850.0
1232,850.0
1233,850.0
1234,850.0
1235,850.0
1236,850.0
1237,850.0
1238,850.0
1239,850.0
1240,850.0
1241,850.0
1242,850.0
1243,850.0
1244,850.0
1245,850.0
1246,850.0
1247,850.0
1248,850.0
1249,850.0
1250,850.0
1251,850.0
1252,850.0
1253,850.0
1254,850.0
1255,850.0
1256,850.0
1257,850.0
1258,850.0
1259,850.0
1260,850.0
1261,850.0
1262,850.0
1263,850.0
1264,850.0
1265,850.0
1266,850.0
1267,850.0
1268,850.0
1269,850.0
1270,850.0
1271,850.0
1272,850.0
1273,850.0
1274,850.0
1275,850.0
1276,850.0
1277,850.0
1278,850.0
1279,850.0
1280,850.0
1281,850.0
1282,850.0
1283,850.0
1284,850.0
1285,850.0
1286,850.0
1287,850.0
1288,850.0
1289,850.0
1290,850.0
1291,850.0
1292,850.0
1293,850.0
1294,850.0
1295,850.0
1296,850.0
1297,850.0
1298,850.0
1299,850.0
1300,850.0
1301,850.0
1302,850.0
1303,850.0
1304,850.0
1305,850.0
1306,850.0
1307,850.0
1308,850.0
1309,850.0
1310,850.0
1311,850.0
1312,850.0
1313,850.0
1314,850.0
1315,850.0
1316,850.0
1317,850.0
1318,850.0
1319,850.0
1320,850.0
1321,850.0
1322,850.0
1323,850.0
1324,850.0
1325,850.0
1326,850.0
1327,850.0
1328,850.0
1329,850.0
1330,850.0
1331,850.0
1332,850.0
1333,850.0
1334,850.0
1335,850.0
1336,850.0
1337,850.0
1338,850.0
1339,850.0
1340,850.0
1341,850.0
1342,850.0
1343,850.0
1344,850.0
1345,850.0
1346,850.0
1347,850.0
1348,850.0
1349,850.0
1350,850.0
1351,850.0
1352,850.0
1353,850.0
1354,850.0
1355,850.0
1356,850.0
1357,850.0
1358,850.0
1359,850.0
1360,850.0
1361,850.0
1362,850.0
1363,850.0
1364,850.0
1365,850.0
1366,850.0
1367,850.0
1368,850.0
1369,850.0
1370,850.0
1371,850.0
1372,850.0
1373,850.0
1374,850.0
1375,850.0
1376,850.0
1377,850.0
1378,850.0
1379,850.0
1380,850.0
1381,850.0
1382,850.0
1383,850.0
1384,850.0
1385,850.0
1386,850.0
1387,850.0
1388,850.0
1389,850.0
1390,850.0
1391,850.0
1392,850.0
1393,850.0
1394,850.0
1395,850.0
1396,850.0
1397,850.0
1398,850.0
1399,850.0
1400,850.0
1401,850.0
1402,850.0
1403,850.0
1404,850.0
1405,850.0
1406,850.0
1407,850.0
1408,850.0
1409,850.0
1410,850.0
1411,850.0
1412,850.0
1413,850.0
1414,850.0
1415,850.0
1416,850.0
1417,850.0
1418,850.0
1419,850.0
1420,850.0
1421,850.0
1422,850.0
1423,850.0
1424,850.0
1425,850.0
1426,850.0
1427,850.0
1428,850.0
1429,850.0
1430,850.0
1431,850.0
1432,850.0
1433,850.0
1434,850.0
1435,850.0
1436,850.0
1437,850.0
1438,850.0
1439,850.0
1440,850.0
1441,850.0
1442,850.0
1443,850.0
1444,850.0
1445,850.0
1446,850.0
1447,850.0
1448,850.0
1449,850.0
1450,850.0
1451,850.0
1452,850.0
1453,850.0
1454,850.0
1455,850.0
1456,850.0
1457,850.0
1458,850.0
1459,850.0
1460,850.0
1461,850.0
1462,850.0
1463,850.0
1464,850.0
1465,850.0
1466,850.0
1467,850.0
1468,850.0
1469,850.0
1470,850.0
1471,850.0
1472,850.0
1473,850.0
1474,850.0
1475,850.0
1476,850.0
1477,850.0
1478,850.0
1479,850.0
1480,850.0
1481,850.0
1482,850.0
1483,850.0
1484,850.0
1485,850.0
1486,850.0
1487,850.0
1488,850.0
1489,850.0
1490,850.0
1491,850.0
1492,850.0
1493,850.0
1494,850.0
1495,850.0
1496,850.0
1497,850.0
1498,850.0
1499,850.0
1500,850.0
1501,850.0
1502,850.0
1503,850.0
1504,850.0
1505,850.0
1506,850.0
1507,850.0
1508,850.0
1509,850.0
1510,850.0
1511,850.0
1512,850.0
1513,850.0
1514,850.0
1515,850.0
1516,850.0
1517,850.0
1518,850.0
1519,850.0
1520,850.0
1521,850.0
1522,850.0
1523,850.0
1524,850.0
1525,850.0
1526,850.0
1527,850.0
1528,850.0
1529,850.0
1530,850.0
1531,850.0
1532,850.0
1533,850.0
1534,850.0
1535,850.0
1536,850.0
1537,850.0
1538,850.0
1539,850.0
1540,850.0
1541,850.0
1542,850.0
1543,850.0
1544,850.0
1545,850.0
1546,850.0
1547,850.0
1548,850.0
1549,850.0
1550,850.0
1551,850.0
1552,850.0
1553,850.0
1554,850.0
1555,850.0
1556,850.0
1557,850.0
1558,850.0
1559,850.0
1560,850.0
1561,850.0
1562,850.0
1563,850.0
1564,850.0
1565,850.0
1566,850.0
1567,850.0
1568,850.0
1569,850.0
1570,850.0
1571,850.0
1572,850.0
1573,850.0
1574,850.0
1575,850.0
1576,850.0
1577,850.0
1578,850.0
1579,850.0
1580,850.0
1581,850.0
1582,850.0
1583,850.0
1584,850.0
1585,850.0
1586,850.0
1587,850.0
1588,850.0
1589,850.0
1590,850.0
1591,850.0
1592,850.0
1593,850.0
1594,850.0
1595,850.0
1596,850.0
1597,850.0
1598,850.0
1599,850.0
1600,850.0
1601,850.0
1602,850.0
1603,850.0
1604,850.0
1605,850.0
1606,850.0
1607,850.0
1608,850.0
1609,850.0
1610,850.0
1611,850.0
1612,850.0
1613,850.0
1614,850.0
1615,850.0
1616,850.0
1617,850.0
1618,850.0
1619,850.0
1620,850.0
1621,850.0
1622,850.0
1623,850.0
1624,850.0
1625,850.0
1626,850.0
1627,850.0
1628,850.0
1629,850.0
1630,850.0
1631,850.0
1632,850.0
1633,850.0
1634,850.0
1635,850.0
1636,850.0
1637,850.0
1638,850.0
1639,850.0
1640,850.0
1641,850.0
1642,850.0
1643,850.0
1644,850.0
1645,850.0
1646,850.0
1647,850.0
1648,850.0
1649,850.0
1650,850.0
1651,850.0
1652,850.0
1653,850.0
1654,850.0
1655,850.0
1656,850.0
1657,850.0
1658,850.0
1659,850.0
1660,850.0
1661,850.0
1662,850.0
1663,850.0
1664,850.0
1665,850.0
1666,850.0
1667,850.0
1668,850.0
1669,850.0
1670,850.0
1671,850.0
1672,850.0
1673,850.0
1674,850.0
1675,850.0
1676,850.0
1677,850.0
1678,850.0
1679,850.0
1680,850.0
1681,850.0
1682,850.0
1683,850.0
1684,850.0
1685,850.0
1686,850.0
1687,850.0
1688,850.0
1689,850.0
1690,850.0
1691,850.0
1692,850.0
1693,850.0
1694,850.0
1695,850.0
1696,850.0
1697,850.0
1698,850.0
1699,850.0
1700,850.0
1701,850.0
1702,850.0
1703,850.0
1704,850.0
1705,850.0
1706,850.0
1707,850.0
1708,850.0
1709,850.0
1710,850.0
1711,850.0
1712,850.0
1713,850.0
1714,850.0
1715,850.0
1716,850.0
1717,850.0
1718,850.0
1719,850.0
1720,850.0
1721,850.0
1722,850.0
1723,850.0
1724,850.0
1725,850.0
1726,850.0
1727,850.0
1728,850.0
1729,850.0
1730,850.0
1731,850.0
1732,850.0
1733,850.0
1734,850.0
1735,850.0
1736,850.0
1737,850.0
1738,850.0
1739,850.0
1740,850.0
1741,850.0
1742,850.0
1743,850.0
1744,850.0
1745,850.0
1746,850.0
1747,850.0
1748,850.0
1749,850.0
1750,850.0
1751,850.0
1752,850.0
1753,850.0
1754,850.0
1755,850.0
1756,850.0
1757,850.0
1758,850.0
1759,850.0
1760,850.0
1761,850.0
1762,850.0
1763,850.0
1764,850.0
1765,850.0
1766,850.0
1767,850.0
1768,850.0
1769,850.0
1770,850.0
1771,850.0
1772,850.0
1773,850.0
1774,850.0
1775,850.0
1776,850.0
1777,850.0
1778,850.0
1779,850.0
1780,850.0
1781,850.0
1782,850.0
1783,850.0
1784,850.0
1785,850.0
1786,850.0
1787,850.0
1788,850.0
1789,850.0
1790,850.0
1791,850.0
1792,850.0
1793,850.0
1794,850.0
1795,850.0
1796,850.0
1797,850.0
1798,850.0
1799,850.0
1800,850.0
1801,850.0
1802,850.0
1803,850.0
1804,850.0
1805,850.0
1806,850.0
1807,850.0
1808,850.0
1809,850.0
1810,850.0
1811,850.0
1812,850.0
1813,850.0
1814,850.0
1815,850.0
1816,850.0
1817,850.0
1818,850.0
1819,850.0
1820,850.0
1821,850.0
1822,850.0
1823,850.0
1824,850.0
1825,850.0
1826,850.0
1827,850.0
1828,850.0
1829,850.0
1830,850.0
1831,850.0
1832,850.0
1833,850.0
1834,850.0
1835,850.0
1836,850.0
1837,850.0
1838,850.0
1839,850.0
1840,850.0
1841,850.0
1842,850.0
1843,850.0
1844,850.0
1845,850.0
1846,850.0
1847,850.0
1848,850.0
1849,850.0
1850,850.0
1851,850.0
1852,850.0
1853,850.0
1854,850.0
1855,850.0
1856,850.0
1857,850.0
1858,850.0
1859,850.0
1860,850.0
1861,850.0
1862,850.0
1863,850.0
1864,850.0
1865,850.0
1866,850.0
1867,850.0
1868,850.0
1869,850.0
1870,850.0
1871,850.0
1872,850.0
1873,850.0
1874,850.0
1875,850.0
1876,850.0
1877,850.0
1878,850.0
1879,850.0
1880,850.0
1881,850.0
1882,850.0
1883,850.0
1884,850.0
1885,850.0
1886,850.0
1887,850.0
1888,850.0
1889,850.0
1890,850.0
1891,850.0
1892,850.0
1893,850.0
1894,850.0
1895,850.0
1896,850.0
1897,850.0
1898,850.0
1899,850.0
1900,850.0
1901,850.0
1902,850.0
1903,850.0
1904,850.0
1905,850.0
1906,850.0
1907,850.0
1908,850.0
1909,850.0
1910,850.0
1911,850.0
1912,850.0
1913,850.0
1914,850.0
1915,850.0
1916,850.0
1917,850.0
1918,850.0
1919,850.0
1920,850.0
1921,850.0
1922,850.0
1923,850.0
1924,850.0
1925,850.0
1926,850.0
1927,850.0
1928,850.0
1929,850.0
1930,850.0
1931,850.0
1932,850.0
1933,850.0
1934,850.0
1935,850.0
1936,850.0
1937,850.0
1938,850.0
1939,850.0
1940,850.0
1941,850.0
1942,850.0
1943,850.0
1944,850.0
1945,850.0
1946,850.0
1947,850.0
1948,850.0
1949,850.0
1950,850.0
1951,850.0
1952,850.0
1953,850.0
1954,850.0
1955,850.0
1956,850.0
1957,850.0
1958,850.0
1959,850.0
1960,850.0
1961,850.0
1962,850.0
1963,850.0
1964,850.0
1965,850.0
1966,850.0
1967,850.0
1968,850.0
1969,850.0
1970,850.0
1971,850.0
1972,850.0
1973,850.0
1974,850.0
1975,850.0
1976,850.0
1977,850.0
1978,850.0
1979,850.0
1980,850.0
1981,850.0
1982,850.0
1983,850.0
1984,850.0
1985,850.0
1986,850.0
1987,850.0
1988,850.0
1989,850.0
1990,850.0
1991,850.0
1992,850.0
1993,850.0
1994,850.0
1995,850.0
1996,850.0
1997,850.0
1998,850.0
1999,850.0
2000,850.0
2001,850.0
2002,850.0
2003,850.0
2004,850.0
2005,850.0
2006,850.0
2007,850.0
2008,850.0
2009,850.0
2010,850.0
2011,850.0
2012,850.0
2013,850.0
2014,850.0
2015,850.0
2016,850.0
2017,850.0
2018,850.0
2019,850.0
2020,850.0
2021,850.0
2022,850.0
2023,850.0
2024,850.0
2025,850.0
2026,850.0
2027,850.0
2028,850.0
2029,850.0
2030,850.0
2031,850.0
2032,850.0
2033,850.0
2034,850.0
2035,850.0
2036,850.0
2037,850.0
2038,850.0
2039,850.0
2040,850.0
2041,850.0
2042,850.0
2043,850.0
2044,850.0
2045,850.0
2046,850.0
2047,850.0
2048,850.0
2049,850.0
2050,850.0
2051,850.0
2052,850.0
2053,850.0
2054,850.0
2055,850.0
2056,850.0
2057,850.0
2058,850.0
2059,850.0
2060,850.0
2061,850.0
2062,850.0
2063,850.0
2064,850.0
2065,850.0
2066,850.0
2067,850.0
2068,850.0
2069,850.0
2070,850.0
2071,850.0
2072,850.0
2073,850.0
2074,850.0
2075,850.0
2076,850.0
2077,850.0
2078,850.0
2079,850.0
2080,850.0
2081,850.0
2082,850.0
2083,850.0
2084,850.0
2085,850.0
2086,850.0
2087,850.0
2088,850.0
2089,850.0
2090,850.0
2091,850.0
2092,850.0
2093,850.0
2094,850.0
2095,850.0
2096,850.0
2097,850.0
2098,850.0
2099,850.0
2100,850.0
2101,850.0
2102,850.0
2103,850.0
2104,850.0
2105,850.0
2106,850.0
2107,850.0
2108,850.0
2109,850.0
2110,850.0
2111,850.0
2112,850.0
2113,850.0
2114,850.0
2115,850.0
2116,850.0
2117,850.0
2118,850.0
2119,850.0
2120,850.0
2121,850.0
2122,850.0
2123,850.0
2124,850.0
2125,850.0
2126,850.0
2127,850.0
2128,850.0
2129,850.0
2130,850.0
2131,850.0
2132,850.0
2133,850.0
2134,850.0
2135,850.0
2136,850.0
