row_index,WROT.PtTurnOnTmp.Bl3
2118,4.3
2119,4.3
2120,4.3
2121,4.3
2122,4.3
2123,4.3
2124,4.3
2125,4.3
2126,4.3
2127,4.3
2128,4.3
2129,4.3
2130,4.3
2131,4.3
2132,4.3
2133,4.3
2134,4.3
2135,4.3
2136,4.3
2137,4.3
2138,4.3
2139,4.3
2140,4.3
2141,4.3
2142,4.3
2143,4.3
2144,4.3
2145,4.3
2146,4.3
2147,4.3
2148,4.3
2149,4.3
2150,4.3
2151,4.3
2152,4.3
2153,4.3
2154,4.3
2155,4.3
2156,4.3
2157,4.3
2158,4.3
2159,4.3
2160,4.3
2161,4.3
2162,4.3
2163,4.3
2164,4.3
2165,4.3
2166,4.3
2167,4.3
2168,4.3
2169,4.3
2170,4.3
2171,4.3
2172,4.3
2173,4.3
2174,4.3
2175,4.3
2176,4.3
2177,4.3
2178,4.3
2179,4.3
2180,4.3
2181,4.3
2182,4.3
2183,4.3
2184,4.3
2185,4.3
2186,4.3
2187,4.3
2188,4.3
2189,4.3
2190,4.3
2191,4.3
2192,4.3
2193,4.3
2194,4.3
2195,4.3
2196,4.3
2197,4.3
2198,4.3
2199,4.3
2200,4.3
2201,4.3
2202,4.3
2203,4.3
2204,4.3
2205,4.3
2206,4.3
2207,4.3
2208,4.3
2209,4.3
2210,4.3
2211,4.19
2212,4.3
2213,4.3
2214,4.19
2215,4.3
2216,4.19
2217,4.3
2218,4.19
2219,4.3
2220,4.19
2221,4.19
2222,4.19
2223,4.19
2224,4.19
2225,4.19
2226,4.19
2227,4.19
2228,4.3
2229,4.19
2230,4.19
2231,4.19
2232,4.19
2233,4.19
2234,4.19
2235,4.19
2236,4.19
2237,4.19
2238,4.19
2239,4.19
2240,4.19
2241,4.19
2242,4.19
2243,4.19
2244,4.19
2245,4.19
2246,4.19
2247,4.19
2248,4.19
2249,4.19
2250,4.19
2251,4.19
2252,4.19
2253,4.19
2254,4.19
2255,4.19
2256,4.19
2257,4.19
2258,4.19
2259,4.19
2260,4.3
2261,4.19
2262,4.19
2263,4.19
2264,4.19
2265,4.19
2266,4.19
2267,4.19
2268,4.19
2269,4.19
2270,4.19
2271,4.19
2272,4.19
2273,4.19
2274,4.19
2275,4.19
2276,4.19
2277,4.19
2278,4.19
2279,4.19
2280,4.19
2281,4.19
2282,4.19
2283,4.19
2284,4.19
2285,4.19
2286,4.19
2287,4.19
2288,4.19
2289,4.19
2290,4.19
2291,4.19
2292,4.19
2293,4.19
2294,4.19
2295,4.19
2296,4.19
2297,4.19
2298,4.19
2299,4.19
2300,4.19
2301,4.19
2302,4.19
2303,4.19
2304,4.19
2305,4.19
2306,4.19
2307,4.19
2308,4.19
2309,4.19
2310,4.19
2311,4.19
2312,4.19
2313,4.19
2314,4.19
2315,4.19
2316,4.19
2317,4.19
2318,4.19
2319,4.19
2320,4.19
2321,4.19
2322,4.19
2323,4.19
2324,4.19
2325,4.19
2326,4.19
2327,4.19
2328,4.19
2329,4.19
2330,4.19
2331,4.19
2332,4.19
2333,4.19
2334,4.19
2335,4.19
2336,4.19
2337,4.19
2338,4.19
2339,4.19
2340,4.19
2341,4.19
2342,4.19
2343,4.19
2344,4.19
2345,4.19
2346,4.19
2347,4.19
2348,4.19
2349,4.19
2350,4.19
2351,4.19
2352,4.19
2353,4.19
2354,4.19
2355,4.19
2356,4.19
2357,4.19
2358,4.19
2359,4.19
2360,4.19
2361,4.19
2362,4.19
2363,4.19
2364,4.19
2365,4.19
2366,4.19
2367,4.19
2368,4.19
2369,4.19
2370,4.19
2371,4.19
2372,4.19
2373,4.19
2374,4.19
2375,4.19
2376,4.19
2377,4.19
2378,4.19
2379,4.19
2380,4.19
2381,4.19
2382,4.19
2383,4.19
2384,4.19
2385,4.19
2386,4.19
2387,4.19
2388,4.19
2389,4.19
2390,4.19
2391,4.19
2392,4.19
2393,4.19
2394,4.19
2395,4.19
2396,4.19
2397,4.19
2398,4.19
2399,4.19
2400,4.19
2401,4.19
2402,4.19
2403,4.19
2404,4.19
2405,4.19
2406,4.19
2407,4.19
2408,4.19
2409,4.19
2410,4.19
2411,4.19
2412,4.19
2413,4.19
2414,4.19
2415,4.19
2416,4.19
2417,4.19
2418,4.19
2419,4.19
2420,4.19
2421,4.19
2422,4.19
2423,4.19
2424,4.19
2425,4.19
2426,4.19
2427,4.19
2428,4.19
2429,4.19
2430,4.19
2431,4.19
2432,4.19
2433,4.19
2434,4.19
2435,4.19
2436,4.19
2437,4.19
2438,4.19
2439,4.19
2440,4.19
2441,4.19
2442,4.19
2443,4.19
2444,4.19
2445,4.19
2446,4.19
2447,4.19
2448,4.19
2449,4.19
2450,4.19
2451,4.19
2452,4.19
2453,4.19
2454,4.09
2455,4.19
2456,4.19
2457,4.19
2458,4.19
2459,4.19
2460,4.19
2461,4.19
2462,4.19
2463,4.19
2464,4.19
2465,4.19
2466,4.19
2467,4.19
2468,4.19
2469,4.19
2470,4.19
2471,4.19
2472,4.19
2473,4.19
2474,4.19
2475,4.19
2476,4.19
2477,4.19
2478,4.19
2479,4.19
2480,4.19
2481,4.19
2482,4.19
2483,4.19
2484,4.19
2485,4.19
2486,4.19
2487,4.19
2488,4.19
2489,4.19
2490,4.19
2491,4.19
2492,4.19
2493,4.19
2494,4.19
2495,4.19
2496,4.19
2497,4.19
2498,4.19
2499,4.19
2500,4.19
2501,4.19
2502,4.19
2503,4.19
2504,4.19
2505,4.19
2506,4.19
2507,4.19
2508,4.19
2509,4.19
2510,4.19
2511,4.19
2512,4.19
2513,4.19
2514,4.19
2515,4.19
2516,4.19
2517,4.19
2518,4.19
2519,4.19
2520,4.19
2521,4.19
2522,4.19
2523,4.19
2524,4.19
2525,4.19
2526,4.19
2527,4.19
2528,4.19
2529,4.19
2530,4.19
2531,4.19
2532,4.19
2533,4.19
2534,4.19
2535,4.19
2536,4.19
2537,4.19
2538,4.19
2539,4.19
2540,4.19
2541,4.19
2542,4.19
2543,4.19
2544,4.19
2545,4.19
2546,4.19
2547,4.19
2548,4.19
2549,4.19
2550,4.19
2551,4.19
2552,4.19
2553,4.19
2554,4.19
2555,4.19
2556,4.19
2557,4.19
2558,4.19
2559,4.19
2560,4.19
2561,4.19
2562,4.19
2563,4.19
2564,4.19
2565,4.19
2566,4.19
2567,4.19
2568,4.19
2569,4.19
2570,4.19
2571,4.19
2572,4.19
2573,4.19
2574,4.19
2575,4.19
2576,4.19
2577,4.19
2578,4.19
2579,4.19
2580,4.19
2581,4.19
2582,4.19
2583,4.19
2584,4.19
2585,4.19
2586,4.19
2587,4.19
2588,4.19
2589,4.19
2590,4.19
2591,4.19
2592,4.19
2593,4.19
2594,4.19
2595,4.19
2596,4.19
2597,4.19
2598,4.19
2599,4.19
2600,4.19
2601,4.19
2602,4.19
2603,4.19
2604,4.19
2605,4.19
2606,4.19
2607,4.19
2608,4.19
2609,4.19
2610,4.19
2611,4.19
2612,4.19
2613,4.19
2614,4.19
2615,4.19
2616,4.19
2617,4.19
2618,4.19
2619,4.19
2620,4.19
2621,4.19
2622,4.19
2623,4.19
2624,4.19
2625,4.19
2626,4.19
2627,4.19
2628,4.19
2629,4.19
2630,4.19
2631,4.19
2632,4.19
2633,4.19
2634,4.19
2635,4.19
2636,4.19
2637,4.19
2638,4.19
2639,4.19
2640,4.19
2641,4.19
2642,4.19
2643,4.19
2644,4.19
2645,4.19
2646,4.19
2647,4.19
2648,4.19
2649,4.19
2650,4.19
2651,4.19
2652,4.19
2653,4.19
2654,4.19
2655,4.19
2656,4.19
2657,4.19
2658,4.19
2659,4.19
2660,4.19
2661,4.19
2662,4.19
2663,4.19
2664,4.19
2665,4.19
2666,4.19
2667,4.19
2668,4.19
2669,4.19
2670,4.19
2671,4.19
2672,4.19
2673,4.19
2674,4.19
2675,4.19
2676,4.19
2677,4.19
2678,4.19
2679,4.19
2680,4.19
2681,4.19
2682,4.3
2683,4.3
2684,4.19
2685,4.19
2686,4.3
2687,4.3
2688,4.19
2689,4.3
2690,4.3
2691,4.3
2692,4.3
2693,4.3
2694,4.3
2695,4.3
2696,4.3
2697,4.19
2698,4.19
2699,4.3
2700,4.3
2701,4.3
2702,4.3
2703,4.3
2704,4.3
2705,4.3
2706,4.3
2707,4.3
2708,4.3
2709,4.3
2710,4.3
2711,4.3
2712,4.3
2713,4.3
2714,4.3
2715,4.3
2716,4.19
2717,4.19
2718,4.3
2719,4.3
2720,4.19
2721,4.3
2722,4.3
2723,4.19
2724,4.19
2725,4.19
2726,4.19
2727,4.19
2728,4.19
2729,4.19
2730,4.19
2731,4.19
2732,4.19
2733,4.19
2734,4.19
2735,4.19
2736,4.19
2737,4.19
2738,4.19
2739,4.19
2740,4.19
2741,4.19
2742,4.19
2743,4.19
2744,4.19
2745,4.19
2746,4.19
2747,4.19
2748,4.19
2749,4.19
2750,4.19
2751,4.19
2752,4.19
2753,4.19
2754,4.19
2755,4.19
2756,4.19
2757,4.19
2758,4.19
2759,4.19
2760,4.19
2761,4.19
2762,4.19
2763,4.19
2764,4.19
2765,4.19
2766,4.19
2767,4.19
2768,4.19
2769,4.19
2770,4.19
2771,4.19
2772,4.19
2773,4.19
2774,4.19
2775,4.19
2776,4.19
2777,4.19
2778,4.19
2779,4.19
2780,4.19
2781,4.19
2782,4.19
2783,4.19
2784,4.19
2785,4.19
2786,4.19
2787,4.19
2788,4.19
2789,4.19
2790,4.19
2791,4.19
2792,4.19
2793,4.19
2794,4.19
2795,4.19
2796,4.19
2797,4.19
2798,4.19
2799,4.19
2800,4.19
2801,4.19
2802,4.19
2803,4.19
2804,4.19
2805,4.19
2806,4.19
2807,4.19
2808,4.19
2809,4.19
2810,4.19
2811,4.19
2812,4.19
2813,4.19
2814,4.19
2815,4.19
2816,4.19
2817,4.19
2818,4.19
2819,4.19
2820,4.19
2821,4.19
2822,4.19
2823,4.19
2824,4.19
2825,4.19
2826,4.19
2827,4.19
2828,4.19
2829,4.19
2830,4.19
2831,4.19
2832,4.19
2833,4.19
2834,4.19
2835,4.19
2836,4.19
2837,4.19
2838,4.19
2839,4.19
2840,4.19
2841,4.19
2842,4.19
2843,4.19
2844,4.19
2845,4.19
2846,4.19
2847,4.19
2848,4.19
2849,4.19
2850,4.19
2851,4.19
2852,4.19
2853,4.19
2854,4.19
2855,4.19
2856,4.19
2857,4.19
2858,4.19
2859,4.19
2860,4.19
2861,4.19
2862,4.19
2863,4.19
2864,4.19
2865,4.19
2866,4.19
2867,4.19
2868,4.19
2869,4.19
2870,4.19
2871,4.19
2872,4.19
2873,4.19
2874,4.19
2875,4.19
2876,4.19
2877,4.19
2878,4.19
2879,4.19
2880,4.19
2881,4.19
2882,4.19
2883,4.19
2884,4.19
2885,4.19
2886,4.19
2887,4.19
2888,4.19
2889,4.19
2890,4.19
2891,4.19
2892,4.19
2893,4.19
2894,4.19
2895,4.19
2896,4.19
2897,4.19
2898,4.19
2899,4.19
2900,4.3
2901,4.19
2902,4.19
2903,4.19
2904,4.19
2905,4.19
2906,4.19
2907,4.19
2908,4.19
2909,4.19
2910,4.3
2911,4.19
2912,4.19
2913,4.3
2914,4.19
2915,4.19
2916,4.19
2917,4.19
2918,4.19
2919,4.19
2920,4.19
2921,4.19
2922,4.19
2923,4.19
2924,4.19
2925,4.19
2926,4.19
2927,4.19
2928,4.19
2929,4.19
2930,4.19
2931,4.19
2932,4.19
2933,4.19
2934,4.19
2935,4.19
2936,4.19
2937,4.19
2938,4.19
2939,4.19
2940,4.19
2941,4.19
2942,4.19
2943,4.19
2944,4.19
2945,4.19
2946,4.19
2947,4.19
2948,4.19
2949,4.19
2950,4.19
2951,4.19
2952,4.19
2953,4.19
2954,4.19
2955,4.19
2956,4.19
2957,4.19
2958,4.19
2959,4.19
2960,4.19
2961,4.19
2962,4.19
2963,4.19
2964,4.19
2965,4.19
2966,4.19
2967,4.19
2968,4.19
2969,4.19
2970,4.19
2971,4.19
2972,4.19
2973,4.19
2974,4.19
2975,4.19
2976,4.19
2977,4.19
2978,4.19
2979,4.19
2980,4.19
2981,4.19
2982,4.19
2983,4.19
2984,4.19
2985,4.19
2986,4.19
2987,4.19
2988,4.19
2989,4.19
2990,4.19
2991,4.19
2992,4.19
2993,4.19
2994,4.19
2995,4.19
2996,4.19
2997,4.19
2998,4.19
2999,4.19
3000,4.19
3001,4.19
3002,4.19
3003,4.19
3004,4.19
3005,4.19
3006,4.19
3007,4.19
3008,4.19
3009,4.19
3010,4.19
3011,4.19
3012,4.19
3013,4.19
3014,4.19
3015,4.19
3016,4.19
3017,4.19
3018,4.19
3019,4.19
3020,4.19
3021,4.19
3022,4.19
3023,4.19
3024,4.19
3025,4.19
3026,4.19
3027,4.19
3028,4.19
3029,4.19
3030,4.19
3031,4.19
3032,4.19
3033,4.19
3034,4.19
3035,4.19
3036,4.19
3037,4.19
3038,4.19
3039,4.19
3040,4.19
3041,4.19
3042,4.19
3043,4.19
3044,4.19
3045,4.19
3046,4.19
3047,4.19
3048,4.19
3049,4.19
3050,4.19
3051,4.19
3052,4.19
3053,4.19
3054,4.19
3055,4.19
3056,4.19
3057,4.19
3058,4.19
3059,4.19
3060,4.19
3061,4.19
3062,4.19
3063,4.19
3064,4.19
3065,4.19
3066,4.19
3067,4.19
3068,4.19
3069,4.19
3070,4.19
3071,4.19
3072,4.09
3073,4.19
3074,4.19
3075,4.19
3076,4.19
3077,4.19
3078,4.19
3079,4.19
3080,4.19
3081,4.19
3082,4.19
3083,4.19
3084,4.19
3085,4.19
3086,4.19
3087,4.19
3088,4.19
3089,4.19
3090,4.19
3091,4.19
3092,4.19
3093,4.19
3094,4.19
3095,4.19
3096,4.19
3097,4.19
3098,4.19
3099,4.19
3100,4.19
3101,4.19
3102,4.19
3103,4.19
3104,4.19
3105,4.19
3106,4.19
3107,4.19
3108,4.19
3109,4.19
3110,4.19
3111,4.19
3112,4.19
3113,4.19
3114,4.19
3115,4.19
3116,4.19
3117,4.19
3118,4.19
3119,4.19
3120,4.19
3121,4.19
3122,4.19
3123,4.19
3124,4.19
3125,4.19
3126,4.19
3127,4.19
3128,4.19
3129,4.19
3130,4.19
3131,4.19
3132,4.09
3133,4.19
3134,4.19
3135,4.19
3136,4.09
3137,4.19
3138,4.19
3139,4.19
3140,4.19
3141,4.19
3142,4.19
3143,4.19
3144,4.19
3145,4.09
3146,4.19
3147,4.19
3148,4.19
3149,4.19
3150,4.19
3151,4.19
3152,4.19
3153,4.19
3154,4.19
3155,4.19
3156,4.19
3157,4.19
3158,4.19
3159,4.19
3160,4.19
3161,4.19
3162,4.19
3163,4.19
3164,4.19
3165,4.19
3166,4.19
3167,4.19
3168,4.19
3169,4.19
3170,4.19
3171,4.09
3172,4.19
3173,4.19
3174,4.09
3175,4.19
3176,4.09
3177,4.19
3178,4.19
3179,4.19
3180,4.09
3181,4.09
3182,4.19
3183,4.19
3184,4.19
3185,4.09
3186,4.19
3187,4.09
3188,4.09
3189,4.09
3190,4.09
3191,4.09
3192,4.19
3193,4.09
3194,4.09
3195,4.09
3196,4.19
3197,4.19
3198,4.09
3199,4.09
3200,4.09
3201,4.09
3202,4.09
3203,4.09
3204,4.09
3205,4.09
3206,4.09
3207,4.09
3208,4.19
3209,4.09
3210,4.19
3211,4.09
3212,4.09
3213,4.19
3214,4.09
3215,4.09
3216,4.09
3217,4.19
3218,4.19
3219,4.19
3220,4.19
3221,4.19
3222,4.19
3223,4.19
3224,4.19
3225,4.19
3226,4.19
3227,4.19
3228,4.19
3229,4.19
3230,4.19
3231,4.19
3232,4.19
3233,4.19
3234,4.19
3235,4.19
3236,4.19
3237,4.19
3238,4.19
3239,4.19
3240,4.19
3241,4.19
3242,4.19
3243,4.19
3244,4.19
3245,4.19
3246,4.09
3247,4.19
3248,4.19
3249,4.19
3250,4.19
3251,4.09
3252,4.19
3253,4.19
3254,4.19
3255,4.19
3256,4.19
3257,4.19
3258,4.19
3259,4.19
3260,4.09
3261,4.19
3262,4.09
3263,4.19
3264,4.19
3265,4.19
3266,4.19
3267,4.19
3268,4.19
3269,4.19
3270,4.19
3271,4.19
3272,4.19
3273,4.19
3274,4.19
3275,4.19
3276,4.19
3277,4.19
3278,4.19
3279,4.19
3280,4.19
3281,4.19
3282,4.19
3283,4.19
3284,4.19
3285,4.19
3286,4.19
3287,4.19
3288,4.19
3289,4.19
3290,4.19
3291,4.19
3292,4.19
3293,4.19
3294,4.19
3295,4.19
3296,4.19
3297,4.19
3298,4.19
3299,4.19
3300,4.19
3301,4.19
3302,4.19
3303,4.19
3304,4.19
3305,4.19
3306,4.19
3307,4.19
3308,4.19
3309,4.19
3310,4.19
3311,4.19
3312,4.19
3313,4.19
3314,4.19
3315,4.19
3316,4.19
3317,4.19
3318,4.19
3319,4.19
3320,4.19
3321,4.19
3322,4.19
3323,4.19
3324,4.19
3325,4.19
3326,4.19
3327,4.19
3328,4.19
3329,4.19
3330,4.19
3331,4.19
3332,4.19
3333,4.19
3334,4.19
3335,4.19
3336,4.19
3337,4.19
3338,4.19
3339,4.19
3340,4.19
3341,4.19
3342,4.19
3343,4.19
3344,4.19
3345,4.19
3346,4.19
3347,4.19
3348,4.19
3349,4.19
3350,4.19
3351,4.19
3352,4.19
3353,4.19
3354,4.19
3355,4.19
3356,4.19
3357,4.19
3358,4.19
3359,4.19
3360,4.19
3361,4.19
3362,4.19
3363,4.19
3364,4.19
3365,4.19
3366,4.19
3367,4.19
3368,4.19
3369,4.19
3370,4.19
3371,4.19
3372,4.19
3373,4.19
3374,4.19
3375,4.19
3376,4.19
3377,4.19
3378,4.19
3379,4.19
3380,4.19
3381,4.19
3382,4.19
3383,4.19
3384,4.19
3385,4.19
3386,4.19
3387,4.19
3388,4.19
3389,4.19
3390,4.19
3391,4.19
3392,4.19
3393,4.19
3394,4.19
3395,4.19
3396,4.19
3397,4.19
3398,4.19
3399,4.19
3400,4.19
3401,4.19
3402,4.19
3403,4.19
3404,4.19
3405,4.19
3406,4.19
3407,4.19
3408,4.19
3409,4.19
3410,4.19
3411,4.19
3412,4.19
3413,4.19
3414,4.19
3415,4.19
3416,4.19
3417,4.19
3418,4.19
3419,4.19
3420,4.19
3421,4.19
3422,4.19
3423,4.19
3424,4.19
3425,4.19
3426,4.19
3427,4.09
3428,4.09
3429,4.19
3430,4.19
3431,4.19
3432,4.19
3433,4.19
3434,4.09
3435,4.19
3436,4.19
3437,4.19
3438,4.19
3439,4.19
3440,4.09
3441,4.09
3442,4.19
3443,4.09
3444,4.09
3445,4.19
3446,4.19
3447,4.09
3448,4.19
3449,4.19
3450,4.19
3451,4.19
3452,4.19
3453,4.09
3454,4.19
3455,4.19
3456,4.19
3457,4.19
3458,4.19
3459,4.19
3460,4.19
3461,4.19
3462,4.19
3463,4.19
3464,4.19
3465,4.19
3466,4.19
3467,4.19
3468,4.19
3469,4.09
3470,4.19
3471,4.19
3472,4.19
3473,4.19
3474,4.19
3475,4.19
3476,4.19
3477,4.19
3478,4.19
3479,4.19
3480,4.19
3481,4.19
3482,4.19
3483,4.19
3484,4.19
3485,4.19
3486,4.19
3487,4.19
3488,4.19
3489,4.19
3490,4.19
3491,4.19
3492,4.19
3493,4.19
3494,4.19
3495,4.19
3496,4.19
3497,4.19
3498,4.19
3499,4.19
3500,4.19
3501,4.19
3502,4.19
3503,4.19
3504,4.19
3505,4.19
3506,4.19
3507,4.19
3508,4.19
3509,4.19
3510,4.19
3511,4.19
3512,4.19
3513,4.19
3514,4.19
3515,4.19
3516,4.19
3517,4.19
3518,4.19
3519,4.19
3520,4.19
3521,4.19
3522,4.19
3523,4.19
3524,4.19
3525,4.19
3526,4.19
3527,4.19
3528,4.19
3529,4.19
3530,4.19
3531,4.19
3532,4.19
3533,4.19
3534,4.19
3535,4.19
3536,4.19
3537,4.19
3538,4.19
3539,4.19
3540,4.19
3541,4.19
3542,4.19
3543,4.19
3544,4.19
3545,4.19
3546,4.19
3547,4.19
3548,4.19
3549,4.19
3550,4.09
3551,4.19
3552,4.19
3553,4.09
3554,4.09
3555,4.19
3556,4.19
3557,4.19
3558,4.09
3559,4.09
3560,4.19
3561,4.09
3562,4.19
3563,4.19
3564,4.19
3565,4.19
3566,4.19
3567,4.19
3568,4.19
3569,4.19
3570,4.19
3571,4.19
3572,4.19
3573,4.19
3574,4.19
3575,4.19
3576,4.19
3577,4.19
3578,4.19
3579,4.19
3580,4.19
3581,4.19
3582,4.19
3583,4.19
3584,4.19
3585,4.19
3586,4.19
3587,4.19
3588,4.19
3589,4.19
3590,4.19
3591,4.19
3592,4.19
3593,4.19
3594,4.19
3595,4.19
3596,4.19
3597,4.09
3598,4.09
3599,4.19
3600,4.09
3601,4.09
3602,4.19
3603,4.19
3604,4.19
3605,4.09
3606,4.09
3607,4.09
3608,4.09
3609,4.09
3610,4.09
3611,4.19
3612,4.09
3613,4.19
3614,4.19
3615,4.09
3616,4.19
3617,4.09
3618,4.09
3619,4.19
3620,4.19
3621,4.09
3622,4.09
3623,4.09
3624,4.19
3625,4.19
3626,4.19
3627,4.09
3628,4.19
3629,4.19
3630,4.09
3631,4.19
3632,4.19
3633,4.09
3634,4.19
3635,4.19
3636,4.19
3637,4.19
3638,4.19
3639,4.09
3640,4.19
3641,4.19
3642,4.19
3643,4.19
3644,4.09
3645,4.19
3646,4.19
3647,4.09
3648,4.19
3649,4.19
3650,4.19
3651,4.19
3652,4.19
3653,4.19
3654,4.19
3655,4.09
3656,4.19
3657,4.09
3658,4.09
3659,4.19
3660,4.19
3661,4.19
3662,4.19
3663,4.09
3664,4.19
3665,4.19
3666,4.19
3667,4.19
3668,4.19
3669,4.19
3670,4.19
3671,4.19
3672,4.19
3673,4.19
3674,4.19
3675,4.19
3676,4.19
3677,4.19
3678,4.19
3679,4.19
3680,4.19
3681,4.19
3682,4.19
3683,4.19
3684,4.19
3685,4.19
3686,4.19
3687,4.19
3688,4.19
3689,4.19
3690,4.19
3691,4.19
3692,4.19
3693,4.19
3694,4.19
3695,4.19
3696,4.19
3697,4.19
3698,4.19
3699,4.19
3700,4.19
3701,4.19
3702,4.19
3703,4.19
3704,4.19
3705,4.19
3706,4.19
3707,4.19
3708,4.19
3709,4.19
3710,4.19
3711,4.19
3712,4.19
3713,4.19
3714,4.19
3715,4.19
3716,4.19
3717,4.19
3718,4.19
3719,4.19
3720,4.19
3721,4.19
3722,4.19
3723,4.19
3724,4.19
3725,4.19
3726,4.19
3727,4.19
3728,4.19
3729,4.19
3730,4.19
3731,4.19
3732,4.19
3733,4.19
3734,4.19
3735,4.19
3736,4.19
3737,4.19
3738,4.19
3739,4.19
3740,4.19
3741,4.19
3742,4.19
3743,4.19
3744,4.19
3745,4.19
3746,4.19
3747,4.19
3748,4.19
3749,4.19
3750,4.19
3751,4.19
3752,4.19
3753,4.19
3754,4.19
3755,4.19
3756,4.19
3757,4.19
3758,4.19
3759,4.09
3760,4.19
3761,4.19
3762,4.19
3763,4.19
3764,4.19
3765,4.19
3766,4.19
3767,4.19
3768,4.19
3769,4.19
3770,4.19
3771,4.19
3772,4.19
3773,4.19
3774,4.09
3775,4.09
3776,4.09
3777,4.19
3778,4.19
3779,4.19
3780,4.19
3781,4.19
3782,4.09
3783,4.19
3784,4.09
3785,4.19
3786,4.09
3787,4.09
3788,4.09
3789,4.09
3790,4.19
3791,4.09
3792,4.09
3793,4.09
3794,4.09
3795,4.09
3796,4.09
3797,4.09
3798,4.09
3799,4.09
3800,4.09
3801,4.09
3802,4.09
3803,4.09
3804,4.09
3805,4.09
3806,4.09
3807,4.09
3808,4.09
3809,4.09
3810,4.09
3811,4.09
3812,4.19
3813,4.09
3814,4.09
3815,4.19
3816,4.09
3817,4.09
3818,4.09
3819,4.09
3820,4.19
3821,4.19
3822,4.09
3823,4.09
3824,4.09
3825,4.19
3826,4.19
3827,4.19
3828,4.19
3829,4.19
3830,4.19
3831,4.19
3832,4.19
3833,4.19
3834,4.19
3835,4.19
3836,4.09
3837,4.09
3838,4.19
3839,4.19
3840,4.09
3841,4.09
3842,4.19
3843,4.19
3844,4.09
3845,4.09
3846,4.09
3847,4.19
3848,4.19
3849,4.09
3850,4.09
3851,4.19
3852,4.09
3853,4.09
3854,4.09
3855,4.09
3856,4.09
3857,4.19
3858,4.09
3859,4.09
3860,4.09
3861,4.09
3862,4.09
3863,4.09
3864,4.09
3865,4.09
3866,4.09
3867,4.09
3868,4.09
3869,4.09
3870,4.19
3871,4.09
3872,4.09
3873,4.09
3874,4.09
3875,4.09
3876,4.09
3877,4.09
3878,4.09
3879,4.09
3880,4.09
3881,4.09
3882,4.09
3883,4.09
3884,4.09
3885,4.09
3886,4.09
3887,4.09
3888,4.09
3889,4.09
3890,4.19
3891,4.09
3892,4.09
3893,4.09
3894,4.09
3895,4.09
3896,4.09
3897,4.09
3898,4.09
3899,4.19
3900,4.09
3901,4.19
3902,4.09
3903,4.09
3904,4.09
3905,4.09
3906,4.09
3907,4.09
3908,4.19
3909,4.09
3910,4.19
3911,4.09
3912,4.09
3913,4.09
3914,4.09
3915,4.19
3916,4.19
3917,4.19
3918,4.19
3919,4.19
3920,4.09
3921,4.19
3922,4.19
3923,4.19
3924,4.19
3925,4.09
3926,4.19
3927,4.09
3928,4.09
3929,4.09
3930,4.09
3931,4.09
3932,4.09
3933,4.09
3934,4.09
3935,4.09
3936,4.09
3937,4.09
3938,4.19
3939,4.09
3940,4.09
3941,4.09
3942,4.09
3943,4.09
3944,4.09
3945,4.09
3946,4.19
3947,4.19
3948,4.19
3949,4.19
3950,4.09
3951,4.09
3952,4.09
3953,4.09
3954,4.09
3955,4.09
3956,4.09
3957,4.19
3958,4.09
3959,4.09
3960,4.09
3961,4.19
3962,4.09
3963,4.09
3964,4.09
3965,4.09
3966,4.19
3967,4.19
3968,4.19
3969,4.19
3970,4.19
3971,4.19
3972,4.09
3973,4.19
3974,4.19
3975,4.19
3976,4.19
3977,4.19
3978,4.19
3979,4.19
3980,4.09
3981,4.09
3982,4.19
3983,4.19
3984,4.19
3985,4.19
3986,4.19
3987,4.19
3988,4.19
3989,4.19
3990,4.19
3991,4.19
3992,4.19
3993,4.19
3994,4.19
3995,4.19
3996,4.19
3997,4.19
3998,4.19
3999,4.19
4000,4.19
4001,4.19
4002,4.09
4003,4.19
4004,4.19
4005,4.19
4006,4.09
4007,4.19
4008,4.19
4009,4.19
4010,4.19
4011,4.19
4012,4.19
4013,4.19
4014,4.19
4015,4.19
4016,4.19
4017,4.19
4018,4.19
4019,4.19
4020,4.19
4021,4.19
4022,4.19
4023,4.19
4024,4.19
4025,4.19
4026,4.19
4027,4.19
4028,4.19
4029,4.19
4030,4.19
4031,4.19
4032,4.19
4033,4.19
4034,4.19
4035,4.19
4036,4.19
4037,4.19
4038,4.19
4039,4.19
4040,4.19
4041,4.19
4042,4.19
4043,4.19
4044,4.19
4045,4.19
4046,4.19
4047,4.19
4048,4.19
4049,4.19
4050,4.19
4051,4.19
4052,4.19
4053,4.19
4054,4.19
4055,4.19
4056,4.19
4057,4.19
4058,4.19
4059,4.19
4060,4.19
4061,4.19
4062,4.19
4063,4.19
4064,4.19
4065,4.19
4066,4.19
4067,4.19
4068,4.19
4069,4.19
4070,4.19
4071,4.19
4072,4.19
4073,4.19
4074,4.19
4075,4.19
4076,4.19
4077,4.19
4078,4.19
4079,4.19
4080,4.19
4081,4.19
4082,4.19
4083,4.19
4084,4.19
4085,4.19
4086,4.19
4087,4.19
4088,4.3
4089,4.19
4090,4.19
4091,4.19
4092,4.19
4093,4.19
4094,4.19
4095,4.19
4096,4.19
4097,4.19
4098,4.19
4099,4.19
4100,4.19
4101,4.19
4102,4.19
4103,4.19
4104,4.19
4105,4.19
4106,4.19
4107,4.19
4108,4.19
4109,4.19
4110,4.19
4111,4.19
4112,4.19
4113,4.19
