row_index,WTUR.converterMainBreakerCount
309,976501400.0000001
310,976501400.0000001
311,976501400.0000001
312,976501400.0000001
313,976501400.0000001
314,976501400.0000001
315,976501400.0000001
316,976501400.0000001
317,976501400.0000001
318,976501400.0000001
319,976501400.0000001
320,976501400.0000001
321,976501400.0000001
322,976501400.0000001
323,976501400.0000001
324,976501400.0000001
325,976501400.0000001
326,976501400.0000001
327,976501400.0000001
328,976501400.0000001
329,976501400.0000001
330,976501400.0000001
331,976501400.0000001
332,976501400.0000001
333,976501400.0000001
334,976501400.0000001
335,976501400.0000001
336,976501400.0000001
337,976501400.0000001
338,976501400.0000001
339,976501400.0000001
340,976501400.0000001
341,976501400.0000001
342,976501400.0000001
343,976501400.0000001
344,976501400.0000001
345,976501400.0000001
346,976501400.0000001
347,976501400.0000001
348,976501400.0000001
349,976501400.0000001
350,976501400.0000001
351,976501400.0000001
352,976501400.0000001
353,976501400.0000001
354,976501400.0000001
355,976501400.0000001
356,976501400.0000001
357,976501400.0000001
358,976501400.0000001
359,976501400.0000001
360,976501400.0000001
361,976501400.0000001
362,976501400.0000001
363,976501400.0000001
364,976501400.0000001
365,976501400.0000001
366,976501400.0000001
367,976501400.0000001
368,976501400.0000001
369,976501400.0000001
370,976501400.0000001
371,976501400.0000001
372,976501400.0000001
373,976501400.0000001
374,976501400.0000001
375,976501400.0000001
376,976501400.0000001
377,976501400.0000001
378,976501400.0000001
379,976501400.0000001
380,976501400.0000001
381,976501400.0000001
382,976501400.0000001
383,976501400.0000001
384,976501400.0000001
385,976501400.0000001
386,976501400.0000001
387,976501400.0000001
388,976501400.0000001
389,976501400.0000001
390,976501400.0000001
391,976501400.0000001
392,976501400.0000001
393,976501400.0000001
394,976501400.0000001
395,976501400.0000001
396,976501400.0000001
397,976501400.0000001
398,976501400.0000001
399,976501400.0000001
400,976501400.0000001
401,976501400.0000001
402,976501400.0000001
403,976501400.0000001
404,976501400.0000001
405,976501400.0000001
406,976501400.0000001
407,976501400.0000001
408,976501400.0000001
409,976501400.0000001
410,976501400.0000001
411,976501400.0000001
412,976501400.0000001
413,976501400.0000001
414,976501400.0000001
415,976501400.0000001
416,976501400.0000001
417,976501400.0000001
418,976501400.0000001
419,976501400.0000001
420,976501400.0000001
421,976501400.0000001
422,976501400.0000001
423,976501400.0000001
424,976501400.0000001
425,976501400.0000001
426,976501400.0000001
427,976501400.0000001
428,976501400.0000001
429,976501400.0000001
430,976501400.0000001
431,976501400.0000001
432,976501400.0000001
433,976501400.0000001
434,976501400.0000001
435,976501400.0000001
436,976501400.0000001
437,976501400.0000001
438,976501400.0000001
439,976501400.0000001
440,976501400.0000001
441,976501400.0000001
442,976501400.0000001
443,976501400.0000001
444,976501400.0000001
445,976501400.0000001
446,976501400.0000001
447,976501400.0000001
448,976501400.0000001
449,976501400.0000001
450,976501400.0000001
451,976501400.0000001
452,976501400.0000001
453,976501400.0000001
454,976501400.0000001
455,976501400.0000001
456,976501400.0000001
457,976501400.0000001
458,976501400.0000001
459,976501400.0000001
460,976501400.0000001
461,976501400.0000001
462,976501400.0000001
463,976501400.0000001
464,976501400.0000001
465,976501400.0000001
466,976501400.0000001
467,976501400.0000001
468,976501400.0000001
469,976501400.0000001
470,976501400.0000001
471,976501400.0000001
472,976501400.0000001
473,976501400.0000001
474,976501400.0000001
475,976501400.0000001
476,976501400.0000001
477,976501400.0000001
478,976501400.0000001
479,976501400.0000001
480,976501400.0000001
481,976501400.0000001
482,976501400.0000001
483,976501400.0000001
484,976501400.0000001
485,976501400.0000001
486,976501400.0000001
487,976501400.0000001
488,976501400.0000001
489,976501400.0000001
490,976501400.0000001
491,976501400.0000001
492,976501400.0000001
493,976501400.0000001
494,976501400.0000001
495,976501400.0000001
496,976501400.0000001
497,976501400.0000001
498,976501400.0000001
499,976501400.0000001
500,976501400.0000001
501,976501400.0000001
502,976501400.0000001
503,976501400.0000001
504,976501400.0000001
505,976501400.0000001
506,976501400.0000001
507,976501400.0000001
508,976501400.0000001
509,976501400.0000001
510,976501400.0000001
511,976501400.0000001
512,976501400.0000001
513,976501400.0000001
514,976501400.0000001
515,976501400.0000001
516,976501400.0000001
517,976501400.0000001
518,976501400.0000001
519,976501400.0000001
520,976501400.0000001
521,976501400.0000001
522,976501400.0000001
523,976501400.0000001
524,976501400.0000001
525,976501400.0000001
526,976501400.0000001
527,976501400.0000001
528,976501400.0000001
529,976501400.0000001
530,976501400.0000001
531,976501400.0000001
532,976501400.0000001
533,976501400.0000001
534,976501400.0000001
535,976501400.0000001
536,976501400.0000001
537,976501400.0000001
538,976501400.0000001
539,976501400.0000001
540,976501400.0000001
541,976501400.0000001
542,976501400.0000001
543,976501400.0000001
544,976501400.0000001
545,976501400.0000001
546,976501400.0000001
547,976501400.0000001
548,976501400.0000001
549,976501400.0000001
550,976501400.0000001
551,976501400.0000001
552,976501400.0000001
553,976501400.0000001
554,976501400.0000001
555,976501400.0000001
556,976501400.0000001
557,976501400.0000001
558,976501400.0000001
559,976501400.0000001
560,976501400.0000001
561,976501400.0000001
562,976501400.0000001
563,976501400.0000001
564,976501400.0000001
565,976501400.0000001
566,976501400.0000001
567,976501400.0000001
568,976501400.0000001
569,976501400.0000001
570,976501400.0000001
571,976501400.0000001
572,976501400.0000001
573,976501400.0000001
574,976501400.0000001
