source_file,page_num,flags,accepted,reason,original_score,best_score,original_avg_confidence,chosen_avg_confidence,original_char_count,chosen_char_count,candidate_count,elapsed_s
"燃气涡轮发动机燃烧 第3版 (（英）A.H.勒菲沃（Arthur etc.) (z-library.sk, 1lib.sk, z-lib.sk).pdf",238,版面顺序high,True,quality_improved,127.1197,144.53,0.6926,0.7668,820,15954,2,8.28
"燃气涡轮发动机燃烧 第3版 (（英）A.H.勒菲沃（Arthur etc.) (z-library.sk, 1lib.sk, z-lib.sk).pdf",241,版面顺序high,False,quality_not_improved_enough,138.2416,144.3576,0.7311,0.7311,923,923,2,11.152
"燃气涡轮发动机燃烧 第3版 (（英）A.H.勒菲沃（Arthur etc.) (z-library.sk, 1lib.sk, z-lib.sk).pdf",243,版面顺序high,True,quality_improved,117.6312,142.8978,0.599,0.8405,731,752,2,8.527
"燃气涡轮发动机燃烧 第3版 (（英）A.H.勒菲沃（Arthur etc.) (z-library.sk, 1lib.sk, z-lib.sk).pdf",250,版面顺序high,False,quality_not_improved_enough,110.0014,106.7827,0.7499,0.7499,489,489,2,4.381
"燃气涡轮发动机燃烧 第3版 (（英）A.H.勒菲沃（Arthur etc.) (z-library.sk, 1lib.sk, z-lib.sk).pdf",255,版面顺序high,True,quality_improved,142.3524,152.5494,0.7554,0.8603,2235,2372,2,10.132
"燃气涡轮发动机燃烧 第3版 (（英）A.H.勒菲沃（Arthur etc.) (z-library.sk, 1lib.sk, z-lib.sk).pdf",256,版面顺序high,True,quality_improved,143.5763,151.7254,0.7673,0.8488,2376,2423,2,9.958
"燃气涡轮发动机燃烧 第3版 (（英）A.H.勒菲沃（Arthur etc.) (z-library.sk, 1lib.sk, z-lib.sk).pdf",259,版面顺序high,True,quality_improved,141.4425,152.36,0.748,0.8556,2384,2408,2,9.982
"燃气涡轮发动机燃烧 第3版 (（英）A.H.勒菲沃（Arthur etc.) (z-library.sk, 1lib.sk, z-lib.sk).pdf",260,版面顺序high,False,quality_not_improved_enough,143.1068,150.4907,0.7626,0.7626,2385,2385,2,9.911
"燃气涡轮发动机燃烧 第3版 (（英）A.H.勒菲沃（Arthur etc.) (z-library.sk, 1lib.sk, z-lib.sk).pdf",276,版面顺序high,True,quality_improved,140.53,152.9568,0.7391,0.8697,2193,2287,2,9.898
"燃气涡轮发动机燃烧 第3版 (（英）A.H.勒菲沃（Arthur etc.) (z-library.sk, 1lib.sk, z-lib.sk).pdf",280,版面顺序high,True,quality_improved,117.2888,140.2043,0.6328,0.816,695,745,2,8.792
"燃气涡轮发动机燃烧 第3版 (（英）A.H.勒菲沃（Arthur etc.) (z-library.sk, 1lib.sk, z-lib.sk).pdf",282,版面顺序high,False,candidate_lost_too_much_text,136.3731,157.4318,0.6722,0.6722,7044,7044,2,9.665
"燃气涡轮发动机燃烧 第3版 (（英）A.H.勒菲沃（Arthur etc.) (z-library.sk, 1lib.sk, z-lib.sk).pdf",283,版面顺序high,True,quality_improved,113.9269,140.0252,0.5828,0.72,853,14271,2,8.732
"燃气涡轮发动机燃烧 第3版 (（英）A.H.勒菲沃（Arthur etc.) (z-library.sk, 1lib.sk, z-lib.sk).pdf",284,版面顺序high,True,quality_improved,124.5158,140.9737,0.6735,0.7894,782,877,2,9.1
"燃气涡轮发动机燃烧 第3版 (（英）A.H.勒菲沃（Arthur etc.) (z-library.sk, 1lib.sk, z-lib.sk).pdf",285,版面顺序high,True,quality_improved,106.1958,124.701,0.6036,0.7557,637,674,2,6.183
"燃气涡轮发动机燃烧 第3版 (（英）A.H.勒菲沃（Arthur etc.) (z-library.sk, 1lib.sk, z-lib.sk).pdf",286,版面顺序high,True,quality_improved,99.5398,122.4137,0.5801,0.7717,606,672,2,5.849
"燃气涡轮发动机燃烧 第3版 (（英）A.H.勒菲沃（Arthur etc.) (z-library.sk, 1lib.sk, z-lib.sk).pdf",287,版面顺序high,True,quality_improved,85.6476,112.5031,0.5449,0.7305,465,664,2,5.292
"燃气涡轮发动机燃烧 第3版 (（英）A.H.勒菲沃（Arthur etc.) (z-library.sk, 1lib.sk, z-lib.sk).pdf",293,版面顺序high,True,quality_improved,115.159,131.7754,0.648,0.7979,668,658,2,6.873
"燃气涡轮发动机燃烧 第3版 (（英）A.H.勒菲沃（Arthur etc.) (z-library.sk, 1lib.sk, z-lib.sk).pdf",294,版面顺序high,False,candidate_lost_too_much_text,141.8913,142.9495,0.7411,0.7411,14046,14046,2,10.107
"燃气涡轮发动机燃烧 第3版 (（英）A.H.勒菲沃（Arthur etc.) (z-library.sk, 1lib.sk, z-lib.sk).pdf",296,版面顺序high,True,quality_improved,83.0433,103.8595,0.5818,0.7186,290,500,2,3.763
"燃气涡轮发动机燃烧 第3版 (（英）A.H.勒菲沃（Arthur etc.) (z-library.sk, 1lib.sk, z-lib.sk).pdf",312,版面顺序high,False,candidate_lost_too_much_text,142.6081,155.0754,0.7621,0.7621,11765,11765,2,10.253
"燃气涡轮发动机燃烧 第3版 (（英）A.H.勒菲沃（Arthur etc.) (z-library.sk, 1lib.sk, z-lib.sk).pdf",321,版面顺序high,True,quality_improved,115.7775,140.9098,0.6024,0.817,800,823,2,8.814
"燃气涡轮发动机燃烧 第3版 (（英）A.H.勒菲沃（Arthur etc.) (z-library.sk, 1lib.sk, z-lib.sk).pdf",346,版面顺序high,True,quality_improved,114.1594,143.063,0.568,0.8592,762,687,2,8.786
"燃气涡轮发动机燃烧 第3版 (（英）A.H.勒菲沃（Arthur etc.) (z-library.sk, 1lib.sk, z-lib.sk).pdf",368,版面顺序high,True,quality_improved,85.0482,117.9404,0.5655,0.5391,400,3775,2,3.37
"燃气涡轮发动机燃烧 第3版 (（英）A.H.勒菲沃（Arthur etc.) (z-library.sk, 1lib.sk, z-lib.sk).pdf",370,版面顺序high,True,quality_improved,121.6828,148.922,0.5327,0.8121,3959,15178,2,8.435
"燃气涡轮发动机燃烧 第3版 (（英）A.H.勒菲沃（Arthur etc.) (z-library.sk, 1lib.sk, z-lib.sk).pdf",374,版面顺序high,True,quality_improved,143.7673,155.0941,0.7691,0.8828,1936,1964,2,9.049
"燃气涡轮发动机燃烧 第3版 (（英）A.H.勒菲沃（Arthur etc.) (z-library.sk, 1lib.sk, z-lib.sk).pdf",378,版面顺序high,True,quality_improved,146.2376,154.3668,0.7939,0.8752,2307,2341,2,11.189
"燃气涡轮发动机燃烧 第3版 (（英）A.H.勒菲沃（Arthur etc.) (z-library.sk, 1lib.sk, z-lib.sk).pdf",380,版面顺序high,False,quality_not_improved_enough,146.1198,152.7931,0.7926,0.7926,2305,2305,2,11.65
"燃气涡轮发动机燃烧 第3版 (（英）A.H.勒菲沃（Arthur etc.) (z-library.sk, 1lib.sk, z-lib.sk).pdf",398,版面顺序high,False,quality_not_improved_enough,100.3506,102.568,0.7191,0.7191,345,345,2,3.273
"燃气涡轮发动机燃烧 第3版 (（英）A.H.勒菲沃（Arthur etc.) (z-library.sk, 1lib.sk, z-lib.sk).pdf",410,版面顺序high,True,quality_improved,119.4732,162.0627,0.6519,0.8948,735,2451,2,7.904
"燃气涡轮发动机燃烧 第3版 (（英）A.H.勒菲沃（Arthur etc.) (z-library.sk, 1lib.sk, z-lib.sk).pdf",412,版面顺序high,True,quality_improved,118.5377,146.7421,0.5955,0.8641,832,895,2,10.237
"燃气涡轮发动机燃烧 第3版 (（英）A.H.勒菲沃（Arthur etc.) (z-library.sk, 1lib.sk, z-lib.sk).pdf",419,版面顺序high,True,quality_improved,110.4993,118.9545,0.6932,0.7601,568,574,2,5.748
"燃气涡轮发动机燃烧 第3版 (（英）A.H.勒菲沃（Arthur etc.) (z-library.sk, 1lib.sk, z-lib.sk).pdf",420,版面顺序high,True,quality_improved,85.8103,129.0125,0.4728,0.839,490,561,2,5.996
"燃气涡轮发动机燃烧 第3版 (（英）A.H.勒菲沃（Arthur etc.) (z-library.sk, 1lib.sk, z-lib.sk).pdf",432,版面顺序high,True,quality_improved,94.764,112.984,0.5656,0.8244,610,356,2,4.948
"燃气涡轮发动机燃烧 第3版 (（英）A.H.勒菲沃（Arthur etc.) (z-library.sk, 1lib.sk, z-lib.sk).pdf",434,版面顺序high,False,quality_not_improved_enough,122.6749,123.2846,0.648,0.648,941,941,2,8.738
"燃气涡轮发动机燃烧 第3版 (（英）A.H.勒菲沃（Arthur etc.) (z-library.sk, 1lib.sk, z-lib.sk).pdf",60,版面顺序medium,True,quality_improved,60.4499,108.0699,0.4642,0.8263,204,307,2,3.676
"美国飞机燃气涡轮发动机发展史 (James St. Peter) (z-library.sk, 1lib.sk, z-lib.sk).pdf",372,文字极短、平均置信度偏低、短行过多,True,quality_improved,24.8067,75.2475,0.4204,0.4323,25,818,5,7.974
"美国飞机燃气涡轮发动机发展史 (James St. Peter) (z-library.sk, 1lib.sk, z-lib.sk).pdf",88,文字极短、平均置信度偏低,True,quality_improved,12.9033,34.9525,0.422,0.4167,23,35,5,5.337
"美国飞机燃气涡轮发动机发展史 (James St. Peter) (z-library.sk, 1lib.sk, z-lib.sk).pdf",90,文字极短、平均置信度偏低,True,quality_improved,18.69,39.6746,0.3029,0.2939,10,164,5,8.728
"美国飞机燃气涡轮发动机发展史 (James St. Peter) (z-library.sk, 1lib.sk, z-lib.sk).pdf",524,文字极短、平均置信度偏低,True,quality_improved,28.1816,42.9198,0.4067,0.4483,27,68,5,5.853
"美国飞机燃气涡轮发动机发展史 (James St. Peter) (z-library.sk, 1lib.sk, z-lib.sk).pdf",116,无文字,False,candidate_empty,-110.0,-110.0,0.0,0.0,0,0,5,4.158
"美国飞机燃气涡轮发动机发展史 (James St. Peter) (z-library.sk, 1lib.sk, z-lib.sk).pdf",445,无文字,True,quality_improved,-110.0,110.41,0.0,0.9513,0,7,5,5.745
"美国飞机燃气涡轮发动机发展史 (James St. Peter) (z-library.sk, 1lib.sk, z-lib.sk).pdf",611,无文字,True,quality_improved,-110.0,84.23,0.0,0.6895,0,7,5,4.787
"美国飞机燃气涡轮发动机发展史 (James St. Peter) (z-library.sk, 1lib.sk, z-lib.sk).pdf",192,平均置信度偏低、短行过多,True,quality_improved,39.1741,50.22,0.4347,0.7173,51,1,4,3.087
"美国飞机燃气涡轮发动机发展史 (James St. Peter) (z-library.sk, 1lib.sk, z-lib.sk).pdf",550,平均置信度偏低、短行过多,False,quality_not_improved_enough,37.0871,19.9996,0.3877,0.3877,35,35,4,3.391
"美国飞机燃气涡轮发动机发展史 (James St. Peter) (z-library.sk, 1lib.sk, z-lib.sk).pdf",656,平均置信度偏低、版面顺序high,False,candidate_lost_too_much_text,68.5727,110.48,0.4291,0.4291,384,384,4,8.755
"美国飞机燃气涡轮发动机发展史 (James St. Peter) (z-library.sk, 1lib.sk, z-lib.sk).pdf",682,平均置信度偏低、版面顺序high,False,candidate_lost_too_much_text,92.9795,132.6815,0.3836,0.3836,1087,1087,4,11.5
"美国飞机燃气涡轮发动机发展史 (James St. Peter) (z-library.sk, 1lib.sk, z-lib.sk).pdf",25,平均置信度偏低,False,quality_not_improved_enough,41.4429,40.8112,0.3813,0.3813,70,70,4,5.786
"美国飞机燃气涡轮发动机发展史 (James St. Peter) (z-library.sk, 1lib.sk, z-lib.sk).pdf",30,平均置信度偏低,True,quality_improved,41.1728,85.794,0.3176,0.2969,156,13977,4,9.717
"美国飞机燃气涡轮发动机发展史 (James St. Peter) (z-library.sk, 1lib.sk, z-lib.sk).pdf",40,平均置信度偏低,False,candidate_lost_too_much_text,101.2073,142.5886,0.3378,0.3378,7631,7631,4,13.159
"美国飞机燃气涡轮发动机发展史 (James St. Peter) (z-library.sk, 1lib.sk, z-lib.sk).pdf",115,平均置信度偏低,False,candidate_lost_too_much_text,105.0416,127.3934,0.3788,0.3788,2341,2341,4,6.649
"美国飞机燃气涡轮发动机发展史 (James St. Peter) (z-library.sk, 1lib.sk, z-lib.sk).pdf",127,平均置信度偏低,False,candidate_lost_too_much_text,99.3009,137.7064,0.3155,0.3155,12167,12167,4,11.912
"美国飞机燃气涡轮发动机发展史 (James St. Peter) (z-library.sk, 1lib.sk, z-lib.sk).pdf",162,平均置信度偏低,True,quality_improved,35.9207,45.0886,0.3438,0.3206,56,411,4,8.369
"美国飞机燃气涡轮发动机发展史 (James St. Peter) (z-library.sk, 1lib.sk, z-lib.sk).pdf",194,平均置信度偏低,False,quality_not_improved_enough,38.1084,44.6266,0.3431,0.3431,48,48,4,6.469
"美国飞机燃气涡轮发动机发展史 (James St. Peter) (z-library.sk, 1lib.sk, z-lib.sk).pdf",219,平均置信度偏低,False,candidate_lost_too_much_text,107.7129,156.5197,0.4083,0.4083,5290,5290,4,13.26
"美国飞机燃气涡轮发动机发展史 (James St. Peter) (z-library.sk, 1lib.sk, z-lib.sk).pdf",222,平均置信度偏低,False,quality_not_improved_enough,35.5874,37.8539,0.2988,0.2988,113,113,4,6.881
"美国飞机燃气涡轮发动机发展史 (James St. Peter) (z-library.sk, 1lib.sk, z-lib.sk).pdf",238,平均置信度偏低,False,candidate_lost_too_much_text,100.113,145.513,0.3327,0.3327,3419,3419,4,8.088
"美国飞机燃气涡轮发动机发展史 (James St. Peter) (z-library.sk, 1lib.sk, z-lib.sk).pdf",240,平均置信度偏低,True,quality_improved,33.575,47.4569,0.2776,0.2941,106,505,4,8.907
"美国飞机燃气涡轮发动机发展史 (James St. Peter) (z-library.sk, 1lib.sk, z-lib.sk).pdf",244,平均置信度偏低,False,candidate_lost_too_much_text,108.8844,154.97,0.4139,0.4139,16742,16742,4,17.469
"美国飞机燃气涡轮发动机发展史 (James St. Peter) (z-library.sk, 1lib.sk, z-lib.sk).pdf",266,平均置信度偏低,False,quality_not_improved_enough,48.3495,40.841,0.3773,0.3773,122,122,4,6.195
"美国飞机燃气涡轮发动机发展史 (James St. Peter) (z-library.sk, 1lib.sk, z-lib.sk).pdf",286,平均置信度偏低,True,quality_improved,32.3767,55.1442,0.2928,0.3106,77,621,4,10.062
"美国飞机燃气涡轮发动机发展史 (James St. Peter) (z-library.sk, 1lib.sk, z-lib.sk).pdf",324,平均置信度偏低,True,quality_improved,40.5998,55.697,0.3806,0.3457,80,674,4,5.008
"美国飞机燃气涡轮发动机发展史 (James St. Peter) (z-library.sk, 1lib.sk, z-lib.sk).pdf",347,平均置信度偏低,False,candidate_lost_too_much_text,86.3012,142.9021,0.1872,0.1872,11415,11415,4,13.803
"美国飞机燃气涡轮发动机发展史 (James St. Peter) (z-library.sk, 1lib.sk, z-lib.sk).pdf",374,平均置信度偏低,False,quality_not_improved_enough,40.08,40.5225,0.3607,0.3607,64,64,4,5.966
"美国飞机燃气涡轮发动机发展史 (James St. Peter) (z-library.sk, 1lib.sk, z-lib.sk).pdf",416,平均置信度偏低,False,candidate_lost_too_much_text,105.0444,45.9055,0.3818,0.3818,2264,2264,4,9.097
"美国飞机燃气涡轮发动机发展史 (James St. Peter) (z-library.sk, 1lib.sk, z-lib.sk).pdf",443,平均置信度偏低,False,candidate_lost_too_much_text,96.0137,154.3256,0.292,0.292,10817,10817,4,14.877
"美国飞机燃气涡轮发动机发展史 (James St. Peter) (z-library.sk, 1lib.sk, z-lib.sk).pdf",446,平均置信度偏低,True,quality_improved,34.5008,54.815,0.3158,0.2666,67,500,4,10.289
"美国飞机燃气涡轮发动机发展史 (James St. Peter) (z-library.sk, 1lib.sk, z-lib.sk).pdf",449,平均置信度偏低,False,candidate_lost_too_much_text,112.3795,155.8457,0.4474,0.4474,18427,18427,4,17.335
"美国飞机燃气涡轮发动机发展史 (James St. Peter) (z-library.sk, 1lib.sk, z-lib.sk).pdf",474,平均置信度偏低,True,quality_improved,40.3778,84.0075,0.2666,0.2759,190,11008,4,9.786
"美国飞机燃气涡轮发动机发展史 (James St. Peter) (z-library.sk, 1lib.sk, z-lib.sk).pdf",496,平均置信度偏低,False,quality_not_improved_enough,39.7605,41.789,0.3285,0.3285,144,144,4,8.741
"美国飞机燃气涡轮发动机发展史 (James St. Peter) (z-library.sk, 1lib.sk, z-lib.sk).pdf",526,平均置信度偏低,False,quality_not_improved_enough,38.841,39.8165,0.3353,0.3353,77,77,4,9.136
"美国飞机燃气涡轮发动机发展史 (James St. Peter) (z-library.sk, 1lib.sk, z-lib.sk).pdf",549,平均置信度偏低,True,quality_improved,79.38,143.9282,0.2258,0.7698,1150,3808,4,5.378
"美国飞机燃气涡轮发动机发展史 (James St. Peter) (z-library.sk, 1lib.sk, z-lib.sk).pdf",552,平均置信度偏低,False,quality_not_improved_enough,41.0877,36.7062,0.3866,0.3866,73,73,4,5.838
"美国飞机燃气涡轮发动机发展史 (James St. Peter) (z-library.sk, 1lib.sk, z-lib.sk).pdf",555,平均置信度偏低,False,candidate_lost_too_much_text,107.6265,157.3443,0.3987,0.3987,7105,7105,4,18.579
"美国飞机燃气涡轮发动机发展史 (James St. Peter) (z-library.sk, 1lib.sk, z-lib.sk).pdf",560,平均置信度偏低,False,candidate_lost_too_much_text,112.0022,151.0219,0.4318,0.4318,4547,4547,4,15.741
"美国飞机燃气涡轮发动机发展史 (James St. Peter) (z-library.sk, 1lib.sk, z-lib.sk).pdf",585,平均置信度偏低,False,candidate_lost_too_much_text,99.8528,146.4667,0.3204,0.3204,8024,8024,4,10.962
"美国飞机燃气涡轮发动机发展史 (James St. Peter) (z-library.sk, 1lib.sk, z-lib.sk).pdf",590,平均置信度偏低,True,quality_improved,33.3126,42.0408,0.2335,0.2358,138,310,4,10.22
"美国飞机燃气涡轮发动机发展史 (James St. Peter) (z-library.sk, 1lib.sk, z-lib.sk).pdf",616,平均置信度偏低,True,quality_improved,112.576,156.9484,0.4474,0.8898,15475,18580,4,16.705
"美国飞机燃气涡轮发动机发展史 (James St. Peter) (z-library.sk, 1lib.sk, z-lib.sk).pdf",653,平均置信度偏低,False,candidate_lost_too_much_text,97.5508,136.2128,0.2969,0.2969,3067,3067,4,9.946
"美国飞机燃气涡轮发动机发展史 (James St. Peter) (z-library.sk, 1lib.sk, z-lib.sk).pdf",700,平均置信度偏低,False,candidate_lost_too_much_text,107.4852,133.1951,0.4138,0.4138,4130,4130,4,12.196
"美国飞机燃气涡轮发动机发展史 (James St. Peter) (z-library.sk, 1lib.sk, z-lib.sk).pdf",742,平均置信度偏低,False,candidate_lost_too_much_text,98.0553,130.3434,0.3446,0.3446,7306,7306,4,9.046
"美国飞机燃气涡轮发动机发展史 (James St. Peter) (z-library.sk, 1lib.sk, z-lib.sk).pdf",23,文字极短,True,quality_improved,84.86,98.5388,0.6962,0.7254,6,473,5,11.488
"美国飞机燃气涡轮发动机发展史 (James St. Peter) (z-library.sk, 1lib.sk, z-lib.sk).pdf",29,文字极短,False,quality_not_improved_enough,97.7491,101.37,0.7497,0.7497,26,26,5,5.684
"美国飞机燃气涡轮发动机发展史 (James St. Peter) (z-library.sk, 1lib.sk, z-lib.sk).pdf",89,文字极短,False,quality_not_improved_enough,107.72,105.64,0.9196,0.9196,19,19,5,5.024
"美国飞机燃气涡轮发动机发展史 (James St. Peter) (z-library.sk, 1lib.sk, z-lib.sk).pdf",117,文字极短,False,quality_not_improved_enough,109.5133,109.98,0.9554,0.9554,16,16,5,4.341
"美国飞机燃气涡轮发动机发展史 (James St. Peter) (z-library.sk, 1lib.sk, z-lib.sk).pdf",161,文字极短,False,quality_not_improved_enough,83.2163,75.5947,0.8136,0.8136,22,22,5,5.464
"美国飞机燃气涡轮发动机发展史 (James St. Peter) (z-library.sk, 1lib.sk, z-lib.sk).pdf",193,文字极短,True,quality_improved,57.15,96.7371,0.6634,0.886,9,7,5,4.296
"美国飞机燃气涡轮发动机发展史 (James St. Peter) (z-library.sk, 1lib.sk, z-lib.sk).pdf",221,文字极短,False,quality_not_improved_enough,110.36,110.93,0.9484,0.9484,13,13,5,4.423
"美国飞机燃气涡轮发动机发展史 (James St. Peter) (z-library.sk, 1lib.sk, z-lib.sk).pdf",239,文字极短,True,quality_improved,49.3954,111.66,0.4918,0.9646,15,5,5,4.17
"美国飞机燃气涡轮发动机发展史 (James St. Peter) (z-library.sk, 1lib.sk, z-lib.sk).pdf",264,文字极短,True,quality_improved,9.8086,37.7847,0.5962,0.5523,19,26,5,3.684
"美国飞机燃气涡轮发动机发展史 (James St. Peter) (z-library.sk, 1lib.sk, z-lib.sk).pdf",265,文字极短,False,quality_not_improved_enough,109.61,108.04,0.9401,0.9401,15,15,5,4.323
"美国飞机燃气涡轮发动机发展史 (James St. Peter) (z-library.sk, 1lib.sk, z-lib.sk).pdf",285,文字极短,True,quality_improved,54.45,100.63,0.6176,0.8531,11,8,5,4.446
"美国飞机燃气涡轮发动机发展史 (James St. Peter) (z-library.sk, 1lib.sk, z-lib.sk).pdf",323,文字极短,True,quality_improved,67.09,98.52,0.764,0.8945,11,8,5,5.096
"美国飞机燃气涡轮发动机发展史 (James St. Peter) (z-library.sk, 1lib.sk, z-lib.sk).pdf",373,文字极短,False,quality_not_improved_enough,96.49,83.33,0.9201,0.9201,12,12,5,4.948
"美国飞机燃气涡轮发动机发展史 (James St. Peter) (z-library.sk, 1lib.sk, z-lib.sk).pdf",415,文字极短,False,quality_not_improved_enough,73.7,69.7914,0.6572,0.6572,12,12,5,4.827
"美国飞机燃气涡轮发动机发展史 (James St. Peter) (z-library.sk, 1lib.sk, z-lib.sk).pdf",473,文字极短,False,quality_not_improved_enough,101.6938,106.63,0.8994,0.8994,15,15,5,5.022
"美国飞机燃气涡轮发动机发展史 (James St. Peter) (z-library.sk, 1lib.sk, z-lib.sk).pdf",495,文字极短,False,quality_not_improved_enough,95.0244,87.8744,0.8518,0.8518,10,10,5,4.503
"美国飞机燃气涡轮发动机发展史 (James St. Peter) (z-library.sk, 1lib.sk, z-lib.sk).pdf",525,文字极短,False,quality_not_improved_enough,98.2988,100.47,0.8544,0.8544,20,20,5,4.613
"美国飞机燃气涡轮发动机发展史 (James St. Peter) (z-library.sk, 1lib.sk, z-lib.sk).pdf",551,文字极短,False,quality_not_improved_enough,111.47,101.4167,0.9055,0.9055,23,23,5,5.421
"美国飞机燃气涡轮发动机发展史 (James St. Peter) (z-library.sk, 1lib.sk, z-lib.sk).pdf",589,文字极短,False,quality_not_improved_enough,98.8645,95.2573,0.9389,0.9389,13,13,5,4.892
"美国飞机燃气涡轮发动机发展史 (James St. Peter) (z-library.sk, 1lib.sk, z-lib.sk).pdf",618,文字极短,True,quality_improved,64.32,114.2692,0.4876,0.4937,14,3806,5,9.388
"美国飞机燃气涡轮发动机发展史 (James St. Peter) (z-library.sk, 1lib.sk, z-lib.sk).pdf",625,文字极短,True,quality_improved,87.86,108.4074,0.7258,0.8899,7,103,5,7.503
"美国飞机燃气涡轮发动机发展史 (James St. Peter) (z-library.sk, 1lib.sk, z-lib.sk).pdf",627,文字极短,True,quality_improved,92.465,123.0383,0.8027,0.5649,8,1904,5,9.147
"美国飞机燃气涡轮发动机发展史 (James St. Peter) (z-library.sk, 1lib.sk, z-lib.sk).pdf",673,文字极短,True,quality_improved,76.0417,116.3467,0.6142,0.9198,27,25,5,8.077
"美国飞机燃气涡轮发动机发展史 (James St. Peter) (z-library.sk, 1lib.sk, z-lib.sk).pdf",675,文字极短,True,quality_improved,71.57,95.4747,0.6214,0.8465,17,62,5,8.849
"美国飞机燃气涡轮发动机发展史 (James St. Peter) (z-library.sk, 1lib.sk, z-lib.sk).pdf",677,文字极短,True,quality_improved,52.8567,108.3717,0.4655,0.9375,16,27,5,8.111
"美国飞机燃气涡轮发动机发展史 (James St. Peter) (z-library.sk, 1lib.sk, z-lib.sk).pdf",681,文字极短,True,quality_improved,79.67,101.1039,0.6415,0.8922,13,35,5,7.813
"美国飞机燃气涡轮发动机发展史 (James St. Peter) (z-library.sk, 1lib.sk, z-lib.sk).pdf",685,文字极短,True,quality_improved,67.9053,111.6246,0.6396,0.9407,21,43,5,6.316
"美国飞机燃气涡轮发动机发展史 (James St. Peter) (z-library.sk, 1lib.sk, z-lib.sk).pdf",687,文字极短,True,quality_improved,78.49,107.7688,0.6906,0.9465,17,35,5,6.452
"美国飞机燃气涡轮发动机发展史 (James St. Peter) (z-library.sk, 1lib.sk, z-lib.sk).pdf",689,文字极短,True,quality_improved,59.5853,101.6135,0.5168,0.3444,20,2542,5,10.405
"美国飞机燃气涡轮发动机发展史 (James St. Peter) (z-library.sk, 1lib.sk, z-lib.sk).pdf",691,文字极短,True,quality_improved,73.7743,90.19,0.6596,0.8145,15,71,5,9.218
"美国飞机燃气涡轮发动机发展史 (James St. Peter) (z-library.sk, 1lib.sk, z-lib.sk).pdf",695,文字极短,True,quality_improved,89.3556,113.61,0.8054,0.9648,19,22,5,12.701
"美国飞机燃气涡轮发动机发展史 (James St. Peter) (z-library.sk, 1lib.sk, z-lib.sk).pdf",699,文字极短,True,quality_improved,81.0876,97.5749,0.7125,0.8821,18,50,5,5.473
"美国飞机燃气涡轮发动机发展史 (James St. Peter) (z-library.sk, 1lib.sk, z-lib.sk).pdf",701,文字极短,True,quality_improved,83.2576,105.6625,0.7342,0.9467,18,17,5,11.42
"美国飞机燃气涡轮发动机发展史 (James St. Peter) (z-library.sk, 1lib.sk, z-lib.sk).pdf",703,文字极短,True,quality_improved,66.5856,89.68,0.5773,0.8098,20,55,5,9.481
"美国飞机燃气涡轮发动机发展史 (James St. Peter) (z-library.sk, 1lib.sk, z-lib.sk).pdf",707,文字极短,True,quality_improved,72.6027,112.8353,0.5683,0.936,25,42,5,5.199
"美国飞机燃气涡轮发动机发展史 (James St. Peter) (z-library.sk, 1lib.sk, z-lib.sk).pdf",709,文字极短,True,quality_improved,69.7756,109.8543,0.6492,0.9255,20,25,5,7.259
"美国飞机燃气涡轮发动机发展史 (James St. Peter) (z-library.sk, 1lib.sk, z-lib.sk).pdf",713,文字极短,True,quality_improved,67.7353,104.2202,0.5983,0.4183,20,1280,5,8.003
"美国飞机燃气涡轮发动机发展史 (James St. Peter) (z-library.sk, 1lib.sk, z-lib.sk).pdf",715,文字极短,False,quality_not_improved_enough,77.62,79.1752,0.6053,0.6053,21,21,5,7.373
"美国飞机燃气涡轮发动机发展史 (James St. Peter) (z-library.sk, 1lib.sk, z-lib.sk).pdf",717,文字极短,True,quality_improved,80.85,105.5825,0.6537,0.9459,12,17,5,7.522
"美国飞机燃气涡轮发动机发展史 (James St. Peter) (z-library.sk, 1lib.sk, z-lib.sk).pdf",719,文字极短,True,quality_improved,79.59,109.1916,0.6891,0.9189,17,43,5,15.241
"美国飞机燃气涡轮发动机发展史 (James St. Peter) (z-library.sk, 1lib.sk, z-lib.sk).pdf",721,文字极短,True,quality_improved,78.64,109.1372,0.68,0.9194,16,75,5,7.475
"美国飞机燃气涡轮发动机发展史 (James St. Peter) (z-library.sk, 1lib.sk, z-lib.sk).pdf",731,文字极短,False,quality_not_improved_enough,113.8086,109.97,0.9146,0.9146,23,23,5,5.352
"美国飞机燃气涡轮发动机发展史 (James St. Peter) (z-library.sk, 1lib.sk, z-lib.sk).pdf",747,文字极短,True,quality_improved,75.5056,100.0081,0.6665,0.3417,20,1985,5,17.374
"美国飞机燃气涡轮发动机发展史 (James St. Peter) (z-library.sk, 1lib.sk, z-lib.sk).pdf",749,文字极短,True,quality_improved,76.8325,91.374,0.658,0.788,18,56,5,8.036
"美国飞机燃气涡轮发动机发展史 (James St. Peter) (z-library.sk, 1lib.sk, z-lib.sk).pdf",759,文字极短,True,quality_improved,76.8367,110.35,0.7053,0.9322,16,22,5,9.111
"美国飞机燃气涡轮发动机发展史 (James St. Peter) (z-library.sk, 1lib.sk, z-lib.sk).pdf",761,文字极短,True,quality_improved,82.44,101.3427,0.6696,0.9081,12,59,5,10.644
"美国飞机燃气涡轮发动机发展史 (James St. Peter) (z-library.sk, 1lib.sk, z-lib.sk).pdf",771,文字极短,True,quality_improved,60.9,101.6214,0.5128,0.8899,28,59,5,7.527
