source_file,page_num,flags,accepted,reason,original_score,best_score,original_avg_confidence,chosen_avg_confidence,original_char_count,chosen_char_count,candidate_count,elapsed_s
"燃气轮机原理、结构与应用 上 (沈阳黎明航空发动机（集团）有限责任公司编著) (z-library.sk, 1lib.sk, z-lib.sk).pdf",437,版面顺序high,True,quality_improved,130.8305,160.1589,0.6451,0.7901,1014,1403,2,12.023
"燃气轮机原理、结构与应用 上 (沈阳黎明航空发动机（集团）有限责任公司编著) (z-library.sk, 1lib.sk, z-lib.sk).pdf",440,版面顺序high,False,quality_not_improved_enough,143.376,145.5219,0.7368,0.7368,968,968,2,11.177
"燃气轮机原理、结构与应用 上 (沈阳黎明航空发动机（集团）有限责任公司编著) (z-library.sk, 1lib.sk, z-lib.sk).pdf",442,版面顺序high,True,quality_improved,124.3574,146.0717,0.6113,0.7801,929,986,2,10.406
"燃气轮机原理、结构与应用 上 (沈阳黎明航空发动机（集团）有限责任公司编著) (z-library.sk, 1lib.sk, z-lib.sk).pdf",446,版面顺序high,True,quality_improved,99.994,119.6648,0.5644,0.6812,537,748,2,7.288
"燃气轮机原理、结构与应用 上 (沈阳黎明航空发动机（集团）有限责任公司编著) (z-library.sk, 1lib.sk, z-lib.sk).pdf",447,版面顺序high,True,quality_improved,129.7055,138.8778,0.7231,0.7788,710,815,2,7.875
"燃气轮机原理、结构与应用 上 (沈阳黎明航空发动机（集团）有限责任公司编著) (z-library.sk, 1lib.sk, z-lib.sk).pdf",449,版面顺序high,True,quality_improved,109.9814,139.6495,0.5715,0.8289,642,662,2,7.352
"燃气轮机原理、结构与应用 上 (沈阳黎明航空发动机（集团）有限责任公司编著) (z-library.sk, 1lib.sk, z-lib.sk).pdf",450,版面顺序high,True,quality_improved,148.3177,159.8292,0.7732,0.8693,983,1035,2,11.346
"燃气轮机原理、结构与应用 上 (沈阳黎明航空发动机（集团）有限责任公司编著) (z-library.sk, 1lib.sk, z-lib.sk).pdf",453,版面顺序high,True,quality_improved,99.385,114.199,0.5539,0.67,546,624,2,6.158
"燃气轮机原理、结构与应用 上 (沈阳黎明航空发动机（集团）有限责任公司编著) (z-library.sk, 1lib.sk, z-lib.sk).pdf",455,版面顺序high,True,quality_improved,86.3919,104.6134,0.5013,0.649,366,435,2,5.451
"燃气轮机原理、结构与应用 上 (沈阳黎明航空发动机（集团）有限责任公司编著) (z-library.sk, 1lib.sk, z-lib.sk).pdf",458,版面顺序high,True,quality_improved,122.2008,137.0778,0.6479,0.7665,764,844,2,8.763
"燃气轮机原理、结构与应用 上 (沈阳黎明航空发动机（集团）有限责任公司编著) (z-library.sk, 1lib.sk, z-lib.sk).pdf",459,版面顺序high,True,quality_improved,136.1237,151.145,0.6587,0.7898,1034,1087,2,12.033
"燃气轮机原理、结构与应用 上 (沈阳黎明航空发动机（集团）有限责任公司编著) (z-library.sk, 1lib.sk, z-lib.sk).pdf",461,版面顺序high,True,quality_improved,123.8115,143.7853,0.5559,0.7582,6482,13439,2,9.097
"燃气轮机原理、结构与应用 上 (沈阳黎明航空发动机（集团）有限责任公司编著) (z-library.sk, 1lib.sk, z-lib.sk).pdf",464,版面顺序high,True,quality_improved,133.2169,150.1719,0.6927,0.8341,825,922,2,9.22
"燃气轮机原理、结构与应用 上 (沈阳黎明航空发动机（集团）有限责任公司编著) (z-library.sk, 1lib.sk, z-lib.sk).pdf",466,版面顺序high,True,quality_improved,112.359,142.3925,0.5526,0.8049,737,825,2,8.387
"燃气轮机原理、结构与应用 上 (沈阳黎明航空发动机（集团）有限责任公司编著) (z-library.sk, 1lib.sk, z-lib.sk).pdf",467,版面顺序high,True,quality_improved,94.1333,113.1255,0.5926,0.693,327,478,2,5.638
"燃气轮机原理、结构与应用 上 (沈阳黎明航空发动机（集团）有限责任公司编著) (z-library.sk, 1lib.sk, z-lib.sk).pdf",468,版面顺序high,True,quality_improved,82.9924,109.8804,0.4706,0.63,456,565,2,6.097
"燃气轮机原理、结构与应用 上 (沈阳黎明航空发动机（集团）有限责任公司编著) (z-library.sk, 1lib.sk, z-lib.sk).pdf",478,版面顺序high,True,quality_improved,135.2716,149.2874,0.7039,0.8178,891,956,2,9.597
"燃气轮机原理、结构与应用 上 (沈阳黎明航空发动机（集团）有限责任公司编著) (z-library.sk, 1lib.sk, z-lib.sk).pdf",479,版面顺序high,True,quality_improved,109.4954,126.4857,0.5942,0.5902,624,9349,2,9.538
"燃气轮机原理、结构与应用 上 (沈阳黎明航空发动机（集团）有限责任公司编著) (z-library.sk, 1lib.sk, z-lib.sk).pdf",6,版面顺序medium,False,candidate_lost_too_much_text,108.0799,83.1545,0.7015,0.7015,368,368,2,3.719
"燃气轮机原理、结构与应用 上 (沈阳黎明航空发动机（集团）有限责任公司编著) (z-library.sk, 1lib.sk, z-lib.sk).pdf",8,版面顺序medium,False,candidate_lost_too_much_text,121.2768,105.593,0.7504,0.7504,577,577,2,6.352
"燃气轮机原理、结构与应用 上 (沈阳黎明航空发动机（集团）有限责任公司编著) (z-library.sk, 1lib.sk, z-lib.sk).pdf",141,版面顺序medium,True,quality_improved,86.6014,122.6204,0.4951,0.7643,360,493,2,6.176
"燃气轮机与燃气-蒸汽联合循环装置 下 (清华大学热能工程系动力机械与工程研究所，深圳南山热电股份有限公司编著 etc.) (z-library.sk, 1lib.sk, z-lib.sk).pdf",295,平均置信度偏低、版面顺序high,True,quality_improved,68.615,149.6281,0.3333,0.8167,624,13756,4,16.058
"燃气轮机与燃气-蒸汽联合循环装置 下 (清华大学热能工程系动力机械与工程研究所，深圳南山热电股份有限公司编著 etc.) (z-library.sk, 1lib.sk, z-lib.sk).pdf",61,平均置信度偏低,False,candidate_lost_too_much_text,96.9876,173.083,0.2926,0.2926,28474,28474,4,30.17
"燃气轮机与燃气-蒸汽联合循环装置 下 (清华大学热能工程系动力机械与工程研究所，深圳南山热电股份有限公司编著 etc.) (z-library.sk, 1lib.sk, z-lib.sk).pdf",110,平均置信度偏低,False,candidate_lost_too_much_text,111.5404,160.8912,0.4322,0.4322,12905,12905,4,24.712
"燃气轮机与燃气-蒸汽联合循环装置 下 (清华大学热能工程系动力机械与工程研究所，深圳南山热电股份有限公司编著 etc.) (z-library.sk, 1lib.sk, z-lib.sk).pdf",193,平均置信度偏低,False,candidate_lost_too_much_text,106.893,158.0904,0.4018,0.4018,33159,33159,4,25.09
"燃气轮机与燃气-蒸汽联合循环装置 下 (清华大学热能工程系动力机械与工程研究所，深圳南山热电股份有限公司编著 etc.) (z-library.sk, 1lib.sk, z-lib.sk).pdf",205,平均置信度偏低,True,quality_improved,44.8437,106.9567,0.3218,0.4467,216,16880,4,9.839
"燃气轮机与燃气-蒸汽联合循环装置 下 (清华大学热能工程系动力机械与工程研究所，深圳南山热电股份有限公司编著 etc.) (z-library.sk, 1lib.sk, z-lib.sk).pdf",209,平均置信度偏低,False,candidate_lost_too_much_text,101.6908,177.4352,0.3393,0.3393,24399,24399,4,30.392
"燃气轮机与燃气-蒸汽联合循环装置 下 (清华大学热能工程系动力机械与工程研究所，深圳南山热电股份有限公司编著 etc.) (z-library.sk, 1lib.sk, z-lib.sk).pdf",270,平均置信度偏低,False,candidate_lost_too_much_text,103.2376,141.7513,0.4025,0.4025,8807,8807,4,16.95
"燃气轮机与燃气-蒸汽联合循环装置 下 (清华大学热能工程系动力机械与工程研究所，深圳南山热电股份有限公司编著 etc.) (z-library.sk, 1lib.sk, z-lib.sk).pdf",297,平均置信度偏低,False,candidate_lost_too_much_text,85.1872,134.2724,0.1741,0.1741,13566,13566,4,20.429
"燃气轮机与燃气-蒸汽联合循环装置 下 (清华大学热能工程系动力机械与工程研究所，深圳南山热电股份有限公司编著 etc.) (z-library.sk, 1lib.sk, z-lib.sk).pdf",88,文字极短,True,quality_improved,-20.73,102.3232,0.5323,0.3695,1,6295,5,12.312
"燃气轮机与燃气-蒸汽联合循环装置 下 (清华大学热能工程系动力机械与工程研究所，深圳南山热电股份有限公司编著 etc.) (z-library.sk, 1lib.sk, z-lib.sk).pdf",200,文字极短,True,quality_improved,-9.53,97.0607,0.6443,0.3085,1,2802,5,21.84
"燃气轮机与燃气-蒸汽联合循环装置 下 (清华大学热能工程系动力机械与工程研究所，深圳南山热电股份有限公司编著 etc.) (z-library.sk, 1lib.sk, z-lib.sk).pdf",7,长文本但标点很少、版面顺序high,True,quality_improved,102.4822,150.4503,0.603,0.7196,628,1424,4,32.47
"燃气轮机与燃气-蒸汽联合循环装置 下 (清华大学热能工程系动力机械与工程研究所，深圳南山热电股份有限公司编著 etc.) (z-library.sk, 1lib.sk, z-lib.sk).pdf",6,版面顺序high,True,quality_improved,153.1931,175.6258,0.7056,0.8799,1310,1365,2,13.07
"燃气轮机与燃气-蒸汽联合循环装置 下 (清华大学热能工程系动力机械与工程研究所，深圳南山热电股份有限公司编著 etc.) (z-library.sk, 1lib.sk, z-lib.sk).pdf",8,版面顺序high,True,quality_improved,103.495,149.4577,0.6273,0.7187,620,1708,2,15.976
"燃气轮机与燃气-蒸汽联合循环装置 下 (清华大学热能工程系动力机械与工程研究所，深圳南山热电股份有限公司编著 etc.) (z-library.sk, 1lib.sk, z-lib.sk).pdf",10,版面顺序high,True,quality_improved,112.6038,152.9815,0.5687,0.7506,937,1420,2,14.079
"燃气轮机与燃气-蒸汽联合循环装置 下 (清华大学热能工程系动力机械与工程研究所，深圳南山热电股份有限公司编著 etc.) (z-library.sk, 1lib.sk, z-lib.sk).pdf",11,版面顺序high,False,quality_not_improved_enough,137.9386,141.0873,0.7746,0.7746,869,869,2,7.759
"燃气轮机与燃气-蒸汽联合循环装置 下 (清华大学热能工程系动力机械与工程研究所，深圳南山热电股份有限公司编著 etc.) (z-library.sk, 1lib.sk, z-lib.sk).pdf",12,版面顺序high,False,quality_not_improved_enough,137.9798,132.2723,0.6626,0.6626,1637,1637,2,7.452
"燃气轮机与燃气-蒸汽联合循环装置 下 (清华大学热能工程系动力机械与工程研究所，深圳南山热电股份有限公司编著 etc.) (z-library.sk, 1lib.sk, z-lib.sk).pdf",14,版面顺序high,True,quality_improved,108.1999,143.3943,0.6278,0.76,591,13284,2,6.192
"燃气轮机与燃气-蒸汽联合循环装置 下 (清华大学热能工程系动力机械与工程研究所，深圳南山热电股份有限公司编著 etc.) (z-library.sk, 1lib.sk, z-lib.sk).pdf",16,版面顺序high,True,quality_improved,137.2136,149.2509,0.7248,0.8135,985,17523,2,11.185
"燃气轮机与燃气-蒸汽联合循环装置 下 (清华大学热能工程系动力机械与工程研究所，深圳南山热电股份有限公司编著 etc.) (z-library.sk, 1lib.sk, z-lib.sk).pdf",18,版面顺序high,False,quality_not_improved_enough,151.6262,153.376,0.7337,0.7337,1552,1552,2,12.466
"燃气轮机与燃气-蒸汽联合循环装置 下 (清华大学热能工程系动力机械与工程研究所，深圳南山热电股份有限公司编著 etc.) (z-library.sk, 1lib.sk, z-lib.sk).pdf",20,版面顺序high,False,quality_not_improved_enough,132.7049,134.9858,0.6411,0.6411,4616,4616,2,7.995
"燃气轮机与燃气-蒸汽联合循环装置 下 (清华大学热能工程系动力机械与工程研究所，深圳南山热电股份有限公司编著 etc.) (z-library.sk, 1lib.sk, z-lib.sk).pdf",21,版面顺序high,False,quality_not_improved_enough,127.4603,132.2689,0.615,0.615,5867,5867,2,6.551
"燃气轮机与燃气-蒸汽联合循环装置 下 (清华大学热能工程系动力机械与工程研究所，深圳南山热电股份有限公司编著 etc.) (z-library.sk, 1lib.sk, z-lib.sk).pdf",22,版面顺序high,True,quality_improved,127.1286,137.1191,0.626,0.7192,1297,14839,2,6.86
"燃气轮机与燃气-蒸汽联合循环装置 下 (清华大学热能工程系动力机械与工程研究所，深圳南山热电股份有限公司编著 etc.) (z-library.sk, 1lib.sk, z-lib.sk).pdf",23,版面顺序high,False,quality_not_improved_enough,133.1065,131.1515,0.6463,0.6463,2054,2054,2,6.532
"燃气轮机与燃气-蒸汽联合循环装置 下 (清华大学热能工程系动力机械与工程研究所，深圳南山热电股份有限公司编著 etc.) (z-library.sk, 1lib.sk, z-lib.sk).pdf",24,版面顺序high,True,quality_improved,98.9236,137.4129,0.5963,0.7021,603,8792,2,4.74
"燃气轮机与燃气-蒸汽联合循环装置 下 (清华大学热能工程系动力机械与工程研究所，深圳南山热电股份有限公司编著 etc.) (z-library.sk, 1lib.sk, z-lib.sk).pdf",25,版面顺序high,True,quality_improved,144.2228,168.5499,0.6146,0.8415,1576,1733,2,14.282
"燃气轮机与燃气-蒸汽联合循环装置 下 (清华大学热能工程系动力机械与工程研究所，深圳南山热电股份有限公司编著 etc.) (z-library.sk, 1lib.sk, z-lib.sk).pdf",33,版面顺序high,True,quality_improved,120.1781,129.7477,0.7208,0.8466,586,431,2,5.149
"燃气轮机与燃气-蒸汽联合循环装置 下 (清华大学热能工程系动力机械与工程研究所，深圳南山热电股份有限公司编著 etc.) (z-library.sk, 1lib.sk, z-lib.sk).pdf",40,版面顺序high,True,quality_improved,124.8969,164.1807,0.569,0.8196,1060,1303,2,11.532
"燃气轮机与燃气-蒸汽联合循环装置 下 (清华大学热能工程系动力机械与工程研究所，深圳南山热电股份有限公司编著 etc.) (z-library.sk, 1lib.sk, z-lib.sk).pdf",42,版面顺序high,True,quality_improved,124.1825,146.4119,0.6222,0.8694,909,715,2,7.843
"燃气轮机与燃气-蒸汽联合循环装置 下 (清华大学热能工程系动力机械与工程研究所，深圳南山热电股份有限公司编著 etc.) (z-library.sk, 1lib.sk, z-lib.sk).pdf",44,版面顺序high,False,quality_not_improved_enough,122.3694,123.6483,0.6454,0.6454,940,940,2,7.259
"燃气轮机与燃气-蒸汽联合循环装置 下 (清华大学热能工程系动力机械与工程研究所，深圳南山热电股份有限公司编著 etc.) (z-library.sk, 1lib.sk, z-lib.sk).pdf",45,版面顺序high,False,quality_not_improved_enough,160.1614,165.3144,0.7696,0.7696,1516,1516,2,12.63
"燃气轮机与燃气-蒸汽联合循环装置 下 (清华大学热能工程系动力机械与工程研究所，深圳南山热电股份有限公司编著 etc.) (z-library.sk, 1lib.sk, z-lib.sk).pdf",50,版面顺序high,False,quality_not_improved_enough,116.9338,120.344,0.6501,0.6501,895,895,2,5.593
"燃气轮机与燃气-蒸汽联合循环装置 下 (清华大学热能工程系动力机械与工程研究所，深圳南山热电股份有限公司编著 etc.) (z-library.sk, 1lib.sk, z-lib.sk).pdf",55,版面顺序high,True,quality_improved,109.4183,148.6513,0.5145,0.8013,875,1041,2,9.083
"燃气轮机与燃气-蒸汽联合循环装置 下 (清华大学热能工程系动力机械与工程研究所，深圳南山热电股份有限公司编著 etc.) (z-library.sk, 1lib.sk, z-lib.sk).pdf",59,版面顺序high,True,quality_improved,115.4108,157.3675,0.4924,0.8239,1050,1100,2,11.217
"燃气轮机与燃气-蒸汽联合循环装置 下 (清华大学热能工程系动力机械与工程研究所，深圳南山热电股份有限公司编著 etc.) (z-library.sk, 1lib.sk, z-lib.sk).pdf",60,版面顺序high,True,quality_improved,138.0012,169.1034,0.5799,0.8394,1463,1498,2,13.069
"燃气轮机与燃气-蒸汽联合循环装置 下 (清华大学热能工程系动力机械与工程研究所，深圳南山热电股份有限公司编著 etc.) (z-library.sk, 1lib.sk, z-lib.sk).pdf",63,版面顺序high,False,quality_not_improved_enough,142.9791,137.8758,0.777,0.777,957,957,2,8.356
"燃气轮机与燃气-蒸汽联合循环装置 下 (清华大学热能工程系动力机械与工程研究所，深圳南山热电股份有限公司编著 etc.) (z-library.sk, 1lib.sk, z-lib.sk).pdf",65,版面顺序high,False,quality_not_improved_enough,124.0477,125.056,0.653,0.653,975,975,2,8.704
"燃气轮机与燃气-蒸汽联合循环装置 下 (清华大学热能工程系动力机械与工程研究所，深圳南山热电股份有限公司编著 etc.) (z-library.sk, 1lib.sk, z-lib.sk).pdf",66,版面顺序high,True,quality_improved,116.7985,147.2216,0.5206,0.7748,1028,1125,2,10.523
"燃气轮机与燃气-蒸汽联合循环装置 下 (清华大学热能工程系动力机械与工程研究所，深圳南山热电股份有限公司编著 etc.) (z-library.sk, 1lib.sk, z-lib.sk).pdf",68,版面顺序high,True,quality_improved,135.0079,144.2567,0.7564,0.7806,883,1079,2,7.771
"燃气轮机与燃气-蒸汽联合循环装置 下 (清华大学热能工程系动力机械与工程研究所，深圳南山热电股份有限公司编著 etc.) (z-library.sk, 1lib.sk, z-lib.sk).pdf",81,版面顺序high,True,quality_improved,159.5313,176.9842,0.7159,0.8819,1443,1450,2,14.225
"燃气轮机与燃气-蒸汽联合循环装置 下 (清华大学热能工程系动力机械与工程研究所，深圳南山热电股份有限公司编著 etc.) (z-library.sk, 1lib.sk, z-lib.sk).pdf",83,版面顺序high,True,quality_improved,135.3109,151.9774,0.6868,0.8024,960,1010,2,11.073
"燃气轮机与燃气-蒸汽联合循环装置 下 (清华大学热能工程系动力机械与工程研究所，深圳南山热电股份有限公司编著 etc.) (z-library.sk, 1lib.sk, z-lib.sk).pdf",86,版面顺序high,True,quality_improved,130.0987,153.2207,0.5764,0.7635,1132,1234,2,11.695
"燃气轮机与燃气-蒸汽联合循环装置 下 (清华大学热能工程系动力机械与工程研究所，深圳南山热电股份有限公司编著 etc.) (z-library.sk, 1lib.sk, z-lib.sk).pdf",89,版面顺序high,False,quality_not_improved_enough,98.59,104.3475,0.4577,0.4577,1096,1096,2,3.996
"燃气轮机与燃气-蒸汽联合循环装置 下 (清华大学热能工程系动力机械与工程研究所，深圳南山热电股份有限公司编著 etc.) (z-library.sk, 1lib.sk, z-lib.sk).pdf",92,版面顺序high,True,quality_improved,114.6698,148.9356,0.5486,0.8304,839,913,2,9.253
"燃气轮机与燃气-蒸汽联合循环装置 下 (清华大学热能工程系动力机械与工程研究所，深圳南山热电股份有限公司编著 etc.) (z-library.sk, 1lib.sk, z-lib.sk).pdf",94,版面顺序high,True,quality_improved,133.1759,161.0717,0.535,0.7591,1420,1430,2,13.544
"燃气轮机与燃气-蒸汽联合循环装置 下 (清华大学热能工程系动力机械与工程研究所，深圳南山热电股份有限公司编著 etc.) (z-library.sk, 1lib.sk, z-lib.sk).pdf",95,版面顺序high,False,quality_not_improved_enough,144.2361,146.569,0.7163,0.7163,1147,1147,2,11.806
"燃气轮机与燃气-蒸汽联合循环装置 下 (清华大学热能工程系动力机械与工程研究所，深圳南山热电股份有限公司编著 etc.) (z-library.sk, 1lib.sk, z-lib.sk).pdf",96,版面顺序high,True,quality_improved,98.4259,130.8822,0.5138,0.8758,569,338,2,9.631
"燃气轮机与燃气-蒸汽联合循环装置 下 (清华大学热能工程系动力机械与工程研究所，深圳南山热电股份有限公司编著 etc.) (z-library.sk, 1lib.sk, z-lib.sk).pdf",99,版面顺序high,False,candidate_lost_too_much_text,119.8038,114.2357,0.5209,0.5209,7859,7859,2,8.506
"燃气轮机与燃气-蒸汽联合循环装置 下 (清华大学热能工程系动力机械与工程研究所，深圳南山热电股份有限公司编著 etc.) (z-library.sk, 1lib.sk, z-lib.sk).pdf",131,版面顺序high,True,quality_improved,119.1395,143.3829,0.6314,0.7796,819,1035,2,9.364
"燃气轮机与燃气-蒸汽联合循环装置 下 (清华大学热能工程系动力机械与工程研究所，深圳南山热电股份有限公司编著 etc.) (z-library.sk, 1lib.sk, z-lib.sk).pdf",136,版面顺序high,True,quality_improved,127.2876,139.0918,0.584,0.7024,1102,8472,2,12.234
"燃气轮机与燃气-蒸汽联合循环装置 下 (清华大学热能工程系动力机械与工程研究所，深圳南山热电股份有限公司编著 etc.) (z-library.sk, 1lib.sk, z-lib.sk).pdf",140,版面顺序high,True,quality_improved,130.5784,143.1534,0.7507,0.8543,768,686,2,6.996
"燃气轮机与燃气-蒸汽联合循环装置 下 (清华大学热能工程系动力机械与工程研究所，深圳南山热电股份有限公司编著 etc.) (z-library.sk, 1lib.sk, z-lib.sk).pdf",142,版面顺序high,True,quality_improved,139.7748,147.7936,0.7112,0.8037,3533,16343,2,7.281
"燃气轮机与燃气-蒸汽联合循环装置 下 (清华大学热能工程系动力机械与工程研究所，深圳南山热电股份有限公司编著 etc.) (z-library.sk, 1lib.sk, z-lib.sk).pdf",143,版面顺序high,False,quality_not_improved_enough,132.0788,125.8567,0.742,0.742,953,953,2,6.849
"燃气轮机与燃气-蒸汽联合循环装置 下 (清华大学热能工程系动力机械与工程研究所，深圳南山热电股份有限公司编著 etc.) (z-library.sk, 1lib.sk, z-lib.sk).pdf",145,版面顺序high,True,quality_improved,126.5363,136.1173,0.6941,0.8001,845,755,2,7.26
"燃气轮机与燃气-蒸汽联合循环装置 下 (清华大学热能工程系动力机械与工程研究所，深圳南山热电股份有限公司编著 etc.) (z-library.sk, 1lib.sk, z-lib.sk).pdf",146,版面顺序high,False,quality_not_improved_enough,119.8248,124.4056,0.5938,0.5938,1026,1026,2,8.227
"燃气轮机与燃气-蒸汽联合循环装置 下 (清华大学热能工程系动力机械与工程研究所，深圳南山热电股份有限公司编著 etc.) (z-library.sk, 1lib.sk, z-lib.sk).pdf",147,版面顺序high,False,quality_not_improved_enough,150.9926,146.1467,0.7375,0.7375,1902,1902,2,10.775
"燃气轮机与燃气-蒸汽联合循环装置 下 (清华大学热能工程系动力机械与工程研究所，深圳南山热电股份有限公司编著 etc.) (z-library.sk, 1lib.sk, z-lib.sk).pdf",148,版面顺序high,True,quality_improved,99.1265,130.8471,0.4932,0.6296,696,7722,2,8.155
"燃气轮机与燃气-蒸汽联合循环装置 下 (清华大学热能工程系动力机械与工程研究所，深圳南山热电股份有限公司编著 etc.) (z-library.sk, 1lib.sk, z-lib.sk).pdf",149,版面顺序high,False,quality_not_improved_enough,132.741,136.4127,0.6889,0.6889,1047,1047,2,9.186
"燃气轮机与燃气-蒸汽联合循环装置 下 (清华大学热能工程系动力机械与工程研究所，深圳南山热电股份有限公司编著 etc.) (z-library.sk, 1lib.sk, z-lib.sk).pdf",150,版面顺序high,True,quality_improved,114.474,147.1335,0.5429,0.695,962,1450,2,9.645
"燃气轮机与燃气-蒸汽联合循环装置 下 (清华大学热能工程系动力机械与工程研究所，深圳南山热电股份有限公司编著 etc.) (z-library.sk, 1lib.sk, z-lib.sk).pdf",151,版面顺序high,False,quality_not_improved_enough,110.2,110.6672,0.62,0.62,726,726,2,6.322
"燃气轮机与燃气-蒸汽联合循环装置 下 (清华大学热能工程系动力机械与工程研究所，深圳南山热电股份有限公司编著 etc.) (z-library.sk, 1lib.sk, z-lib.sk).pdf",152,版面顺序high,True,quality_improved,130.7663,143.5417,0.7187,0.8314,870,813,2,7.965
"燃气轮机与燃气-蒸汽联合循环装置 下 (清华大学热能工程系动力机械与工程研究所，深圳南山热电股份有限公司编著 etc.) (z-library.sk, 1lib.sk, z-lib.sk).pdf",153,版面顺序high,False,quality_not_improved_enough,129.603,129.0552,0.6469,0.6469,1171,1171,2,9.385
"燃气轮机与燃气-蒸汽联合循环装置 下 (清华大学热能工程系动力机械与工程研究所，深圳南山热电股份有限公司编著 etc.) (z-library.sk, 1lib.sk, z-lib.sk).pdf",154,版面顺序high,True,quality_improved,102.3482,137.3627,0.4804,0.7008,779,19234,2,8.407
"燃气轮机与燃气-蒸汽联合循环装置 下 (清华大学热能工程系动力机械与工程研究所，深圳南山热电股份有限公司编著 etc.) (z-library.sk, 1lib.sk, z-lib.sk).pdf",157,版面顺序high,True,quality_improved,120.9985,153.0817,0.6089,0.837,959,1091,2,9.479
"燃气轮机与燃气-蒸汽联合循环装置 下 (清华大学热能工程系动力机械与工程研究所，深圳南山热电股份有限公司编著 etc.) (z-library.sk, 1lib.sk, z-lib.sk).pdf",160,版面顺序high,True,quality_improved,101.1381,150.4441,0.4548,0.844,817,1055,2,7.635
"燃气轮机与燃气-蒸汽联合循环装置 下 (清华大学热能工程系动力机械与工程研究所，深圳南山热电股份有限公司编著 etc.) (z-library.sk, 1lib.sk, z-lib.sk).pdf",170,版面顺序high,False,candidate_lost_too_much_text,135.1654,118.412,0.6812,0.6812,3952,3952,2,5.765
"燃气轮机与燃气-蒸汽联合循环装置 下 (清华大学热能工程系动力机械与工程研究所，深圳南山热电股份有限公司编著 etc.) (z-library.sk, 1lib.sk, z-lib.sk).pdf",171,版面顺序high,True,quality_improved,92.835,139.9514,0.4926,0.8399,589,793,2,9.716
"燃气轮机与燃气-蒸汽联合循环装置 下 (清华大学热能工程系动力机械与工程研究所，深圳南山热电股份有限公司编著 etc.) (z-library.sk, 1lib.sk, z-lib.sk).pdf",180,版面顺序high,True,quality_improved,83.1827,129.1947,0.4532,0.8162,477,552,2,7.067
"燃气轮机与燃气-蒸汽联合循环装置 下 (清华大学热能工程系动力机械与工程研究所，深圳南山热电股份有限公司编著 etc.) (z-library.sk, 1lib.sk, z-lib.sk).pdf",190,版面顺序high,True,quality_improved,149.0442,167.5125,0.7575,0.8681,1143,1318,2,10.584
"燃气轮机与燃气-蒸汽联合循环装置 下 (清华大学热能工程系动力机械与工程研究所，深圳南山热电股份有限公司编著 etc.) (z-library.sk, 1lib.sk, z-lib.sk).pdf",195,版面顺序high,True,quality_improved,140.1148,174.014,0.5936,0.8901,1555,1583,2,12.976
"燃气轮机与燃气-蒸汽联合循环装置 下 (清华大学热能工程系动力机械与工程研究所，深圳南山热电股份有限公司编著 etc.) (z-library.sk, 1lib.sk, z-lib.sk).pdf",199,版面顺序high,False,quality_not_improved_enough,170.5078,170.823,0.8642,0.8642,1507,1507,2,12.041
"燃气轮机与燃气-蒸汽联合循环装置 下 (清华大学热能工程系动力机械与工程研究所，深圳南山热电股份有限公司编著 etc.) (z-library.sk, 1lib.sk, z-lib.sk).pdf",211,版面顺序high,False,quality_not_improved_enough,161.0734,162.5814,0.8606,0.8606,1178,1178,2,9.681
"燃气轮机与燃气-蒸汽联合循环装置 下 (清华大学热能工程系动力机械与工程研究所，深圳南山热电股份有限公司编著 etc.) (z-library.sk, 1lib.sk, z-lib.sk).pdf",234,版面顺序high,True,quality_improved,113.4548,148.4472,0.5333,0.8019,927,1013,2,7.952
"燃气轮机与燃气-蒸汽联合循环装置 下 (清华大学热能工程系动力机械与工程研究所，深圳南山热电股份有限公司编著 etc.) (z-library.sk, 1lib.sk, z-lib.sk).pdf",237,版面顺序high,True,quality_improved,119.6455,161.9021,0.5107,0.8393,1054,1238,2,10.735
"燃气轮机与燃气-蒸汽联合循环装置 下 (清华大学热能工程系动力机械与工程研究所，深圳南山热电股份有限公司编著 etc.) (z-library.sk, 1lib.sk, z-lib.sk).pdf",241,版面顺序high,False,quality_not_improved_enough,130.2197,137.235,0.7142,0.7142,809,809,2,7.93
"燃气轮机与燃气-蒸汽联合循环装置 下 (清华大学热能工程系动力机械与工程研究所，深圳南山热电股份有限公司编著 etc.) (z-library.sk, 1lib.sk, z-lib.sk).pdf",242,版面顺序high,True,quality_improved,97.3489,151.844,0.451,0.8394,798,975,2,8.538
"燃气轮机与燃气-蒸汽联合循环装置 下 (清华大学热能工程系动力机械与工程研究所，深圳南山热电股份有限公司编著 etc.) (z-library.sk, 1lib.sk, z-lib.sk).pdf",243,版面顺序high,True,quality_improved,127.2203,136.3222,0.7842,0.8729,543,505,2,5.191
"燃气轮机与燃气-蒸汽联合循环装置 下 (清华大学热能工程系动力机械与工程研究所，深圳南山热电股份有限公司编著 etc.) (z-library.sk, 1lib.sk, z-lib.sk).pdf",246,版面顺序high,True,quality_improved,119.7542,140.556,0.7079,0.8066,552,829,2,6.38
"燃气轮机与燃气-蒸汽联合循环装置 下 (清华大学热能工程系动力机械与工程研究所，深圳南山热电股份有限公司编著 etc.) (z-library.sk, 1lib.sk, z-lib.sk).pdf",247,版面顺序high,True,quality_improved,86.085,105.3278,0.5918,0.7722,329,247,2,4.731
