source_file,page_num,risks,layout_risk,avg_confidence,char_count,line_count,preview
"燃气轮机原理、结构与应用 下 (沈阳黎明航空发动机（集团）有限责任公司编著, Pdg2Pic) (z-library.sk, 1lib.sk, z-lib.sk).pdf",345,平均置信度偏低,low,0.3095,4156,12,"2)MARLEE CURTEH ERA,DUEL A 8 HB.10个 YT AC AT 3TH AL TEM A EAC RS AER ZH TATA ESM RIE,TSCA ZA ARC iz 11所未)wie. 在图13.11中， AMMO RA LM Ts oe ares mis fiz rte Tease Toase Ay MPRA RU OR..."
"燃气轮机原理、结构与应用 下 (沈阳黎明航空发动机（集团）有限责任公司编著, Pdg2Pic) (z-library.sk, 1lib.sk, z-lib.sk).pdf",366,平均置信度偏低,low,0.3096,10008,2,"18.1 OAR CAE RAT LIE He OC A, LARC 5 1 1 1 2 2 108 72 17 28 30.802521 ULAR 5 1 1 1 2 3 127 81 15 9 38.980770 Ho 5 1 1 1 2 4 157 81 18 9 51.936272 3: 5 1 1 1 2 5 185 81 13 9 37.636..."
"燃气轮机 (燃气轮机基本情况编写组编写) (z-library.sk, 1lib.sk, z-lib.sk).pdf",75,平均置信度偏低,low,0.3101,9310,21,"e 8 em ew cake osx area nena 1 3 0~-wanes cooxe wen eran men 0000 ean wee, oo区eaeren加 FRE.OR,RAPA MUE.RAAB CAROL.HE HERTS AEA IL man 2.. REAR RRL“MRE OCA EBL RE MLE RPC JCA |RERAC..."
"燃气轮机原理、结构与应用 下 (沈阳黎明航空发动机（集团）有限责任公司编著, Pdg2Pic) (z-library.sk, 1lib.sk, z-lib.sk).pdf",262,平均置信度偏低,low,0.3125,10850,1,FL 5 1 1 1 1 2 87 68 57 9 25.939583 fm 5 1 1 1 1 3 159 68 38 9 40.245132 MA 5 1 1 1 1 4 200 68 227 9 36.743832 GR 5 1 1 1 1 5 321 58 10 28 16.837662 a 4 1 1 1 2 0 57 82 194 9 -1 5...
"燃气蒸汽轮机动力装置热工基础 (清华大学燃气轮机教研组) (z-library.sk, 1lib.sk, z-lib.sk).pdf",110,平均置信度偏低,low,0.3127,209,11,CARY AME 3 Ey bao>CAE ~BATE AGRO RESIDE CK:Fee AC 2一0|Raine Ree AT at a PARE+ok Bi SB EAB TAR etka ace T> BRAKES AEH»RIGA TIAR MRP~-as© 对于一个向元过程，则 bgedupade t2--102) 过是热力学第一中律风微分形...
"燃气轮机与燃气-蒸汽联合循环装置 上 (清华大学热能工程系动力机械与工程研究所，深圳南山热电股份有限公司编著 etc.) (z-library.sk, 1lib.sk, z-lib.sk).pdf",470,平均置信度偏低,low,0.3129,12777,9,Mm Atehy me eA Mee RE ais Lctelaieate’ rat sera OO bg ee Re Ca]a]Se four]Na aml aoe fiw]oo|o>|ce xoemmmarcane[965[12 5e[017|—[ost]oo fomsfim7]—|aw|w wormcmnascinin[v6 e2[r1 a6]22]...
"燃气轮机可靠性维护理论及应用 (张会生，周登极编著) (z-library.sk, 1lib.sk, z-lib.sk).pdf",241,平均置信度偏低,low,0.3133,145,18,fH MTR MOR ag s Bes es aes Le S22 3 二=e rid gs sat 28 ike 83 eae Senet Be:sass gs:geist etek|58s egee ees gS|S2ebee Shee|sasge Benssne|aisese 全上和
"燃气轮机可靠性维护理论及应用 (张会生，周登极编著) (z-library.sk, 1lib.sk, z-lib.sk).pdf",232,平均置信度偏低,low,0.3136,90,8,RAH teEMRE MMM RCM分析表 EI Weeks|fseee) SSSSES|55856_ Se 3) Sahese satess|5553| #3|eagee 215
"燃气蒸汽轮机动力装置热工基础 (清华大学燃气轮机教研组) (z-library.sk, 1lib.sk, z-lib.sk).pdf",82,平均置信度偏低,low,0.3139,145,7,“ame.en 能被创造”也竹本能被光 whee Mt THEA 砚枝能和的能站转换bei i PAH Poe aa PT MIEM HE六POORER ow ‘EPR EPR age aT>te ee REAM Ragan 相册大东网，阴大训能由高温轨体信汪给低语物体，所传道形重的才和从
"美国飞机燃气涡轮发动机发展史 (James St. Peter) (z-library.sk, 1lib.sk, z-lib.sk).pdf",127,平均置信度偏低,low,0.3155,12167,3,"加关国早期气涡轮发动机的发展 P47“HE AZT,SECA AL—SEAL, NEATH ROME ML,wT B17 et 5 1 3 1 2 7 322 97 24 10 0.000000 MRAT 5 1 3 1 2 8 357 98 18 9 39.327942 Hy 4 1 3 1 3 0 46 116 331 11 -1 5 1 3 1 3 ..."
"美国飞机燃气涡轮发动机发展史 (James St. Peter) (z-library.sk, 1lib.sk, z-lib.sk).pdf",446,平均置信度偏低,low,0.3158,67,10,oe Se a;(人人， i So Ge is Be PREY 4 bee人 四 /i mn nna)SS =m| a:oe a Ce
"燃气轮机可靠性维护理论及应用 (张会生，周登极编著) (z-library.sk, 1lib.sk, z-lib.sk).pdf",236,平均置信度偏低,low,0.3187,163,19,FRA tem IN RCM分析表 gree Fi=|ge ®ee 3 fs|$8 ze Bee =fe|ssh &is|ibs om Ee eegzchleatas e222]22822 385 E greets|eses® =siegce|sees E2sg|ese -时让二二 本 Pee Sess|Reiask 219
"燃气蒸汽轮机动力装置热工基础 (清华大学燃气轮机教研组) (z-library.sk, 1lib.sk, z-lib.sk).pdf",218,平均置信度偏低,low,0.319,1726,18,"CLS DALHRRERATRSHBABOHA>MORSE AYRE>RRMA EE he>i Sito ME SARS>DARL o,toe Ks BRB MA:«RTS HeHAc Bats og RARER 7 5%-5 0%0 Mite ERERBAD BRO RADARS> 不了，88 oe ER大于 So RR BL)RERAGAR AERA ..."
"美国飞机燃气涡轮发动机发展史 (James St. Peter) (z-library.sk, 1lib.sk, z-lib.sk).pdf",585,平均置信度偏低,low,0.3204,8024,6,@sn anenwnesmenon W176 WANA AV-88“Oh staR HHL wean 1984年1月，AV SB BE式战斗机首批交付到波因特(Cherry Point)的海军随秦队航室站的VM(T)-203中队。随后，AV-8B ARE 5 1 4 1 3 2 117 347 104 10 22.192108 OLE 5 1 4 1 3 ...
"燃气蒸汽轮机动力装置热工基础 (清华大学燃气轮机教研组) (z-library.sk, 1lib.sk, z-lib.sk).pdf",53,平均置信度偏低,low,0.3209,272,11,"动所只有的能过。LAL Rat DF BERRA:BABI+Tae BAH 4D BHA PRN AOR o RATA ine RRA TAR Ab»AT BAAR AME©Seat R-RETA dtr RE PRR ALI«Gy ihig—BOMESEARET,Beery i Wa DANE RM ca WERE ERATE o Ems 4 云中的水份..."
"燃气轮机与燃气-蒸汽联合循环装置 下 (清华大学热能工程系动力机械与工程研究所，深圳南山热电股份有限公司编著 etc.) (z-library.sk, 1lib.sk, z-lib.sk).pdf",205,平均置信度偏低,low,0.3218,216,21,bee BARRE RI—RAROURRE eet !Res i FS 1 ar 7=mm基: ez peel“i人#5 icc 7)ee:Sa 宇it it éi peek ci ae|;a:Oe emf comes||2[Looe| aa Pe is二Fi a Se le ee|gg Big站让下i era Ey-=FS - Bie i he!2 ge...
"燃气蒸汽轮机动力装置热工基础 (清华大学燃气轮机教研组) (z-library.sk, 1lib.sk, z-lib.sk).pdf",17,平均置信度偏低,low,0.3252,617,20,"TREE BAR EEE BARTS SMa SILA EET TR ORE ARES ASRAL pris nye”Ra SAS EE AGE a AO ST,Ba ate,BOiR ACS ee ry Pasha iM,BN TVA,Wal ie Bee eth Le ASE Re RE,attP eis Me eh aa,SR RT eH ATE 今..."
"燃气蒸汽轮机动力装置热工基础 (清华大学燃气轮机教研组) (z-library.sk, 1lib.sk, z-lib.sk).pdf",338,平均置信度偏低,low,0.3257,512,20,"(EAMG LAE HV GR a (QA a MIZE ES WAR,Slee,MMR TESS RABEL OE Re A AR RS RE 转化的。 AVERUBA,MAAN RAT.._ TO tt四 -物质从液态变关汽态的过程叫做汽化。汽化有了两种方式:FER At TERR TEES ORE BACT ARE,file.AOE A: Bat.B..."
"航空燃气轮机涡轮气体动力学：流动机理及气动设计=TURBINE AERODYNAMICS FOR AERO-ENGINE：FLOW ANALYSIS AND AERODYNAMICS DESIGN (邹正平，王松涛，刘火星，杨策，张... (z-library.sk, 1lib.sk, z-lib.sk).pdf",301,平均置信度偏低,low,0.3272,8638,2,5s wea Bi 5 1 3 1 1 2 109 61 42 28 9.549484 NNER 5 1 3 1 1 3 167 70 12 10 32.481415 Ca 5 1 3 1 1 4 185 70 39 10 36.368412 MOTT 5 1 3 1 1 5 244 71 12 9 41.778027 = 5 1 3 1 1 6 269 ...
"航空燃气轮机涡轮气体动力学：流动机理及气动设计=TURBINE AERODYNAMICS FOR AERO-ENGINE：FLOW ANALYSIS AND AERODYNAMICS DESIGN (邹正平，王松涛，刘火星，杨策，张... (z-library.sk, 1lib.sk, z-lib.sk).pdf",200,平均置信度偏低,low,0.3278,7609,6,"BS7e shea AER {©MO AGRI.Hk aE ARIE.=218 Co mau,HE 168>ob RUG. A FARRAH ILA AF AE 1 RM I I—HH NE A AI 区二次该流动引起的堵守效应旺下降赵势5 1 5 1 3 17 241 476 178 10 25.354385 A 5 1 5 1 3 18 394 467..."
"燃气蒸汽轮机动力装置热工基础 (清华大学燃气轮机教研组) (z-library.sk, 1lib.sk, z-lib.sk).pdf",60,平均置信度偏低,low,0.3281,648,19,"十KR tooy estate oy as Be ke Op Bee oe).EAL hs ple Tin a.Sar Sk Er FY Ww的ER RS个ae Ay o RANTS Ports 7?OH AB ag en say ea JRA ANN oO FEE可A Bye SU TM Mette oY Be BE SCAR wie, RAS AGRE..."
"燃气蒸汽轮机动力装置热工基础 (清华大学燃气轮机教研组) (z-library.sk, 1lib.sk, z-lib.sk).pdf",13,平均置信度偏低,low,0.3283,905,32,wep wily erie wh sen es«bh wis od Se See A Shee te eb os yesh Bt 影响AF Lax车a ay ee is AL pes we六FRE OTs ae renee A: sf:ST ST iy Hp ae A PRA a SE A wan tes. fal ao.ve SSID Hy dE Bg ...
"燃气蒸汽轮机动力装置热工基础 (清华大学燃气轮机教研组) (z-library.sk, 1lib.sk, z-lib.sk).pdf",87,平均置信度偏低、版面顺序medium,medium,0.3289,246,17,RAAB TR 0 ORE IESE«22 cen BAR: =“DOR Ra TRS 解:RARE>ABB 2-9© =Rata Re ae Ay SMEAR Rb RL 1 RRS 3 RR 0 UR tae*的点线所示 因此空气得到功或考说志任了Aa)o 2 He: RCS Ho RIS RI TRE，办此年了 AT ARBAER MR AR>习 R...
"燃气蒸汽轮机动力装置热工基础 (清华大学燃气轮机教研组) (z-library.sk, 1lib.sk, z-lib.sk).pdf",313,平均置信度偏低、版面顺序medium,medium,0.3293,223,16,"Boe ARR Fee TS 2 SATE RN,RARER E AI REWRAWRAAC,.RARHAS,AF FUL,EERIE BBFC.aaa ee Pith BF I TR HORI,ARWRA. 了正气机耗功计算。 ARAL.peony a att PRE,aan ey,TL 使装置比功降低2 0 2 2%,ARR ERA~6H,HARB, ..."
"燃气轮机可靠性维护理论及应用 (张会生，周登极编著) (z-library.sk, 1lib.sk, z-lib.sk).pdf",112,平均置信度偏低,low,0.3311,6326,19,Se RE RMRMMHONIR PRE Eas Boo ges 于oo = rar Ta ne ena gna ” Soon Biss | pry.ory at. rumen Poorer BS-3 ERMRER ETRE “TRUER 8604 RHE A RIE ITF 65°C ARAL CRUE FE 38C RFE INO.Lt kay/ss ...
"燃气蒸汽轮机动力装置热工基础 (清华大学燃气轮机教研组) (z-library.sk, 1lib.sk, z-lib.sk).pdf",114,平均置信度偏低,low,0.3322,631,22,Ree了证aad oF Ji人有V9 3 N一ae ee Ay TS ote fe fe eee oo 6 se apm ee ree bat BERR ART AOR oS RE ie VERO IRR HAC RUOE IRN RE A IRS©OA LEE YR AT IBS Yt ls wR eg 7 LER Aw 3 o PEA AREAS MA...
"美国飞机燃气涡轮发动机发展史 (James St. Peter) (z-library.sk, 1lib.sk, z-lib.sk).pdf",238,平均置信度偏低,low,0.3327,3419,12,"SEMAN RRM MS Hamm,J,Ving Ce Ap。-duam Ohne iin Wek St sepinRotin Bapn Ugan.18.h io Obnner”,Aeon Wk$2 bok Causes Aen HO,A (ech,1950),8.sith 56 Ch T1983).1 ©Ken,“Engg Hy”,2.Sah,=ga y..."
"燃气蒸汽轮机动力装置热工基础 (清华大学燃气轮机教研组) (z-library.sk, 1lib.sk, z-lib.sk).pdf",348,平均置信度偏低,low,0.3333,316,20,"ERMA RIA AT HR HH OAR HB. Yo两 者所 uaa abar st,i a a)》来 TANF R?-OPERAY,PATH AMES E RE TR ART 8 AA THES F(7--a) RT ERAP RA RIAG BE TM,RABR CL%), FRR RAE TRAST ee ae BARAT Her aan: AM..."
"美国飞机燃气涡轮发动机发展史 (James St. Peter) (z-library.sk, 1lib.sk, z-lib.sk).pdf",562,平均置信度偏低,low,0.3338,4817,23,"SERRE eA SPRAEISIOLS LG FON STE HU,LI BLA Re ea A NAN Sm CHM aT Mt,eit EMM, 的里术会变检并被哮气流路走。当飞机潮行再天力踊管册下时，飞机尼 cai SOL SRM Re IEMA,Ae AC FAL,(ARUSHA FZ ARATE A SEL, Sh RAHUL“BR SCAR ..."
"航空燃气轮机涡轮气体动力学：流动机理及气动设计=TURBINE AERODYNAMICS FOR AERO-ENGINE：FLOW ANALYSIS AND AERODYNAMICS DESIGN (邹正平，王松涛，刘火星，杨策，张... (z-library.sk, 1lib.sk, z-lib.sk).pdf",30,平均置信度偏低,low,0.3347,7016,8,"面会央着流动的发展而*变并, 5 1 2 1 1 14 185 74 8 10 67.766800 而 5 1 2 1 1 15 198 74 13 10 69.332687 前 5 1 2 1 1 16 216 75 5 9 0.000000 文 5 1 2 1 1 17 226 75 6 8 40.252914 已 5 1 2 1 1 18 231 6..."
"燃气轮机与燃气-蒸汽联合循环装置 上 (清华大学热能工程系动力机械与工程研究所，深圳南山热电股份有限公司编著 etc.) (z-library.sk, 1lib.sk, z-lib.sk).pdf",471,平均置信度偏低,low,0.335,420,38,"Ats MABLNAEOD MOE ENE eam musi RO FAMRMER RNR CE=e CC“* some muon, te.| 运动和mm eu na 25 om tr aie rr aero emo SS bi cm一5 on rr MPs= RRRENHOMINN GEAR CRREN KIND CD ETZ= err=7% [ET四%..."
"燃气蒸汽轮机动力装置热工基础 (清华大学燃气轮机教研组) (z-library.sk, 1lib.sk, z-lib.sk).pdf",299,平均置信度偏低,low,0.3352,138,10,"HP BEE a-5 RAE AB 7 RATERS AND age? 情况。 Kapaa,a 与工- eR MAILE,ae—oF pH SCPE ARES,TP SUEL!ARES Withee TO RE As a EAA QF PB a ae RR)AAR PRN,a"
"美国飞机燃气涡轮发动机发展史 (James St. Peter) (z-library.sk, 1lib.sk, z-lib.sk).pdf",526,平均置信度偏低,low,0.3353,77,8,eee LN i Pk}Ce ee Ae re.: eal A ee Bay gece Ooh Beers一Ly ~~; ae<j .ae 2 be ae
"燃气蒸汽轮机动力装置热工基础 (清华大学燃气轮机教研组) (z-library.sk, 1lib.sk, z-lib.sk).pdf",300,平均置信度偏低,low,0.3361,255,18,"RAL RIOy ERO EMP sey aA,RARE MEL:GO OR MARY RAL LE Fok nae aS :ny,£5 RMN eA HRREAT AN,LHS,BARBRA 试验是在2 oOHAT HT 当者虑到燃料发热呈与说一有关这--兰件林，我们可以利用图 Fhe,MENTS CI Tg Heo, aie,代表反应和广义给， .了 ..."
"燃气蒸汽轮机动力装置热工基础 (清华大学燃气轮机教研组) (z-library.sk, 1lib.sk, z-lib.sk).pdf",96,平均置信度偏低,low,0.3366,749,29,"| 于Vey‘za .HRD Yo*,! Rg\RR\_ [ae oe eH toe ak| i; pee定. -一二 Be-12 OKRA Re AI?E 二 ay人M=JEG they fed ee PULA we RSE sZ去让 fo Be aT BA a 18 SESE 9 A Be toot BPR Reh-F 2 MUTA eRe ih=4...."
"燃气蒸汽轮机动力装置热工基础 (清华大学燃气轮机教研组) (z-library.sk, 1lib.sk, z-lib.sk).pdf",346,平均置信度偏低,low,0.3366,224,15,"汽纪中水草减少而汽泣增加， RAR AN ARATE, ARE FAR Fay 向让为Fat Fark as 混合物，这时的状态参数为 PU,主估，对应加中 MARR,Cra MARA,REBKH PE We bag SRE OR Ot Fiat At ei, BAALA,tos ese Se ESE,Sate et Sa 状态参数为P UE,AR Ae ..."
"燃气蒸汽轮机动力装置热工基础 (清华大学燃气轮机教研组) (z-library.sk, 1lib.sk, z-lib.sk).pdf",335,平均置信度偏低、版面顺序medium,medium,0.3371,380,17,"BRAT se osm,be,th ooo,SHIA: Solel,(EBM She ge be ESA 2 00°C.THIBTA BR .PUENTE PRB Ep i? REXRARCA OTR BREA§6-5, ak,: iM,24 te, pb Fe My FO UE Re Oke aie 9 WS BEAT OA,. OFA AY AES E..."
"燃气蒸汽轮机动力装置热工基础 (清华大学燃气轮机教研组) (z-library.sk, 1lib.sk, z-lib.sk).pdf",14,平均置信度偏低,low,0.3372,651,23,"LAUR GRAPE SAN,Bo BE TESS aU Yr a ea 2m,BARA,LASEK RRNA,MIR RAE Ri USF PBS,FOREN.HEWES ARAM, ROAM RR,FRR Th. RUB,APS EY YB EE.ERA, 轮视装置一祥，也要经厅Rea cath,eee AS a, Rar,oS Bee RY Se,R..."
"燃气蒸汽轮机动力装置热工基础 (清华大学燃气轮机教研组) (z-library.sk, 1lib.sk, z-lib.sk).pdf",316,平均置信度偏低,low,0.3373,151,14,"ABD: SRR Sh Aly O°Bee Bg A TE Cag Lele)Tg tay opm SPREE RHE, BAMA mR RAY SL RRO IS Abe 机级热效率?一一: (ErE， ca PARERRAT ge ay SURE Dy APR ERR,7 ge? 效率后 seas"
"美国飞机燃气涡轮发动机发展史 (James St. Peter) (z-library.sk, 1lib.sk, z-lib.sk).pdf",40,平均置信度偏低,low,0.3378,7631,5,"REUTER ERS TREMOR,RaLINELE Cte CeMNLeT DACA,Ru ident,CASTE T 3000 seem AOL ACA Ac LS aA 片。BTH ZS aL AREF RR,56 A i A MAT CALAOLL, 5 1 2 2 2 13 383 144 9 9 39.243942 ik 4 1 2 2 3 0..."
"燃气轮机原理、结构与应用 下 (沈阳黎明航空发动机（集团）有限责任公司编著, Pdg2Pic) (z-library.sk, 1lib.sk, z-lib.sk).pdf",460,平均置信度偏低,low,0.3383,11289,4,"ee SR ALTAR AH ETD cE Be 9S BULK Dok SRM A A PPAR NOK ACS Z.— AR 14 36可大出,WR-21 ARCA OK EE RIE,AE RT Wy 8000 x 2640mm%4830mm,EH BEA IE 5 2 5 1 1 2 2 9 275 110 15 9 48.230110 ay 5 ..."
"燃气蒸汽轮机动力装置热工基础 (清华大学燃气轮机教研组) (z-library.sk, 1lib.sk, z-lib.sk).pdf",323,平均置信度偏低,low,0.3384,79,7,"Tot at Bh RIE sas onde. ERIS RU RNAS AE Bs SSR,BE ety,3 温度的最大相对误益为，2%%、 §o—nial"
"燃气轮机 (燃气轮机基本情况编写组编写) (z-library.sk, 1lib.sk, z-lib.sk).pdf",133,平均置信度偏低,low,0.3391,4639,15,or .=e aye.«]**** nd用站|于要aon ord 4 mee|r“ie wena encom fa ee Wawam en BAW Tom[ets wa]ar[oso=|=|-|-|-|™ roms fae|ar[ore]ae a|comm|—|—|low Taau 28 an[osmre Bean|me||—[=fw BRERA(EC G...
"燃气轮机与燃气-蒸汽联合循环装置 下 (清华大学热能工程系动力机械与工程研究所，深圳南山热电股份有限公司编著 etc.) (z-library.sk, 1lib.sk, z-lib.sk).pdf",209,平均置信度偏低,low,0.3393,24399,16,"BBR mt RAM O MRE- 《7)轮机间，检查各同门位置正确，确认可转导时实际开度《如34°),BMI kB TERETE MGA.EL RCO AAT IE 《8)ROL:Hee,aM.BRERA 《9冷却水站，HEREBENK ATRL.ROU AE《或风机)运转正常等 Co ARE SmI. PARAL CRED AOL,BUTEA MOM ..."
"燃气蒸汽轮机动力装置热工基础 (清华大学燃气轮机教研组) (z-library.sk, 1lib.sk, z-lib.sk).pdf",83,平均置信度偏低,low,0.3397,485,23,"能有的大。tt 2 esi tay« Oe REBT PY+ ep me Pea>BND AE, 能的 esr fe BRE HI FEE REL简称热SR e Reo 2H AR EP PRED RANE>2 RS RARER TIM=URE REE aes 重传递社程中词翅和热量的;们都是近程吉>SHH FORERREAS¢SHMKER--RAT EA..."
"燃气蒸汽轮机动力装置热工基础 (清华大学燃气轮机教研组) (z-library.sk, 1lib.sk, z-lib.sk).pdf",102,平均置信度偏低、版面顺序medium,medium,0.34,141,11,"@- eet Ae cet ORBIT |将此式代入或:2-.5)后，出得 ag &Sal Uy am Gna be AUER gba! AGP>SRE BAAR ATA BE 2A NARA RR, Bee AMet moog)4a 2-29) Laer} OMT AR KARE"
"航空燃气轮机涡轮气体动力学：流动机理及气动设计=TURBINE AERODYNAMICS FOR AERO-ENGINE：FLOW ANALYSIS AND AERODYNAMICS DESIGN (邹正平，王松涛，刘火星，杨策，张... (z-library.sk, 1lib.sk, z-lib.sk).pdf",472,平均置信度偏低,low,0.3403,19856,4,"a8 AABN HAE SE on 本了.2入贡办比转过-此直和图 m=tive(Ut)(GY 5 1 12 1 2 4 249 295 21 30 54.367947 (Be 5 1 12 1 2 5 285 295 33 30 5.492332 (BR) 5 1 12 1 2 6 376 306 35 8 60.072697 (7,104) 2 1 1..."
"燃气蒸汽轮机动力装置热工基础 (清华大学燃气轮机教研组) (z-library.sk, 1lib.sk, z-lib.sk).pdf",78,平均置信度偏低,low,0.3407,526,17,HR)SRASRKR D7 5 3 CBA< 6.FAR WaeTEa es 26 RG)AWAARBER ID. RARE TASKBAR 5 oo 1 CaM JAHRE AAR Ria Peri xyes Hy 2 toy 8 oO CHAR! FIRB vo 0 7 GLAU IRS SS 2 hae 0 aR AUZE 2 0 RAYE 7 9 ...
"燃气蒸汽轮机动力装置热工基础 (清华大学燃气轮机教研组) (z-library.sk, 1lib.sk, z-lib.sk).pdf",292,平均置信度偏低,low,0.3419,1065,34,如本3 eat bee AE tee gah ip FS 2 IA AAR EA RT ha bo REE as cate ea JA woo 8 4 oe eg BD Ay Bap osc heh ok rs yr hie bre tole ae Be 3 aw A sbi arj oN PS pe fa:Ek Ley th WD is)24 2c Oe...
"燃气蒸汽轮机动力装置热工基础 (清华大学燃气轮机教研组) (z-library.sk, 1lib.sk, z-lib.sk).pdf",111,平均置信度偏低,low,0.3431,3951,13,"RE ATHY+OT Rt aT (ore ur 2 eM Rt(2-2 0}RC 2-22 1 fa-a2} 5 Hse- desdutpavdy ACZ LL}Fl Qe.ls)即已引用了可过过程的格念，因 HLTA HEA RR IRF TAL T© 对于理想气体Tavs Cy ATHRd eat,dT Hh 12—-LIj Rielle)应用于理想..."
"燃气蒸汽轮机动力装置热工基础 (清华大学燃气轮机教研组) (z-library.sk, 1lib.sk, z-lib.sk).pdf",248,平均置信度偏低,low,0.3431,234,13,BEY tothe RA A ER RIE TA te)RR Acne A Re tt RIC 0 BT一个物体ST Ht TRE?HARMS o =TA ARIS的炳只能5 HERRERA TAT Rapa REG ORT ARG S OR Hp ABA ae oh Ba AE wT A© BREE RE GAE全如水总是自发地流癌水位较低处 RARE ...
"美国飞机燃气涡轮发动机发展史 (James St. Peter) (z-library.sk, 1lib.sk, z-lib.sk).pdf",194,平均置信度偏低,low,0.3431,48,8,二== a=Ed eae A ae 4 i ee天al|Siete #3 2到7 zi=三 二|
"美国飞机燃气涡轮发动机发展史 (James St. Peter) (z-library.sk, 1lib.sk, z-lib.sk).pdf",162,平均置信度偏低,low,0.3438,56,7,"es a Ae Te二人 ae,入 oN ee Vis:een nee See x ae%}4 f 2| { |"
"燃气轮机与燃气-蒸汽联合循环装置 上 (清华大学热能工程系动力机械与工程研究所，深圳南山热电股份有限公司编著 etc.) (z-library.sk, 1lib.sk, z-lib.sk).pdf",117,平均置信度偏低,low,0.3442,7164,38,"Ht meecHRe ee有 ey SA 2 FE HO A A, ARETE RL ATE IESA TE=1 OI.OR.WR。一 ‘i aR SCTE HA EAT.SA IE AA EA hs LRA IAIN FP CA.—EL 发和机烧完毕，火焰即不再存在。可见，燃嵌时间基本上是由节发时入 间决定的。试验和理论分析表明，油渍燃伐时间正比于油滴表..."
"美国飞机燃气涡轮发动机发展史 (James St. Peter) (z-library.sk, 1lib.sk, z-lib.sk).pdf",742,平均置信度偏低,low,0.3446,7306,7,"美国飞机继气江轮发动机发展闪 a carved 简评 -中是和机。果用0 PARSER,AC 16 MURA SLES I,IHMC.EF.LAS与Ji-A-1相同了 TEAR Te REMI CR,Ro RG AHO 2 1 10 0 0 0 63 199 337 2 -1 3 1 10 1 0 0 63 199 337 2 -1 4 1 10 1 1 ..."
"美国飞机燃气涡轮发动机发展史 (James St. Peter) (z-library.sk, 1lib.sk, z-lib.sk).pdf",550,平均置信度偏低,low,0.3458,33,9,二a加 7 thy ae 7 a“ |his ’; F. |A F
"燃气轮机原理、结构与应用 下 (沈阳黎明航空发动机（集团）有限责任公司编著, Pdg2Pic) (z-library.sk, 1lib.sk, z-lib.sk).pdf",475,平均置信度偏低,low,0.3459,8831,5,"小缚 2)ARLE APOE IRR UL RI.ENA LAURE SA AA IRAE HZ AR LAA MURS FRR RANE Ay 21 HEE, 2)AE CABIN 5 1 2 2 1 4 191 149 28 8 47.069721 MIN 5 1 2 2 1 5 230 149 24 8 48.112419 NC 5 1 2 2 1 ..."
"先进燃气轮机燃烧室=ADVANCED GAS TURBINE COMBUSTOR (金如山，索建秦著) (z-library.sk, 1lib.sk, z-lib.sk).pdf",393,平均置信度偏低,low,0.3468,11236,18,"a8 seamen 12-0(4) oe TRE EEC 切疝发天和长/m 0.015.015 ool [ta Cow ome?‘wow?0 omn07 Ga(WCB)72 wre B Gal(We):22956,3 46929 73283 Oo(Win)20686,8 ET mo| CRETEXICZ aa eos.ise 页-AR ae e086 10..."
"燃气轮机 (燃气轮机基本情况编写组编写) (z-library.sk, 1lib.sk, z-lib.sk).pdf",145,平均置信度偏低,low,0.3468,497,28,aaRe Le*#| so[malas an|ar[ace ne lat 人wane|e ean aE ED orem[wen[ar pore[Seam]=m]l= one wan[ar[renee[Sean]||>[wm REIF 5 oe=[oer Saale|-[-1-] ET 局 we Cs ee wa war|sr oe[mw|mm|=pe[af...
"燃气轮机原理、结构与应用 下 (沈阳黎明航空发动机（集团）有限责任公司编著, Pdg2Pic) (z-library.sk, 1lib.sk, z-lib.sk).pdf",310,平均置信度偏低,low,0.3468,150,17,间的轴向间院(见图11.3)。 ira ~or any 1.| a%=as前 Nod EA 4\SU et Die ee Ss all vit =ae ET AR ic oa eect: x ea i& =了=5 2 3 H YE||2 9 3|EN \@}—Val i oOo me G °774*
"航空燃气轮机涡轮气体动力学：流动机理及气动设计=TURBINE AERODYNAMICS FOR AERO-ENGINE：FLOW ANALYSIS AND AERODYNAMICS DESIGN (邹正平，王松涛，刘火星，杨策，张... (z-library.sk, 1lib.sk, z-lib.sk).pdf",237,平均置信度偏低,low,0.3469,5679,16,"人RERRRRARRREREASLRRORT Ed uO 2.25%.RRR JL A A A a LR TE HACHEM.AR A.16 WTA A RO MI«FS 的影响,叶片表面可见3 ew AN RAST nS FEAR A BEI FH AES RE FRSA SREP SELLE 2 AA 66H MEL 网415 Mater haemo ..."
"燃气蒸汽轮机动力装置热工基础 (清华大学燃气轮机教研组) (z-library.sk, 1lib.sk, z-lib.sk).pdf",347,平均置信度偏低、版面顺序medium,medium,0.3469,368,20,"四“AMIN,SHAP.UW AR Atti,BAP VS tag: Ro HR,SAP Ty CRF MMR,SUMP,UE. 4§-—HREA,SAP VL Ft, ER RARAKA te TAH nae RY i:BS BEB RRR A Re,EAH.7 1 Eo eben. we和和水的赂，工关卡[公斤5 线彼就表示这个过程，安把饮和水完全交成..."
