row_index,WTUR.CTim.Wt.F32.WindLow
294,5154.53
295,5154.53
296,5154.53
297,5154.53
298,5154.53
299,5154.53
300,5154.53
301,5154.53
302,5154.53
303,5154.53
304,5154.53
305,5154.53
306,5154.53
307,5154.53
308,5154.53
309,5154.53
310,5154.53
311,5154.53
312,5154.53
313,5154.53
314,5154.53
315,5154.53
316,5154.53
317,5154.53
318,5154.53
319,5154.53
320,5154.53
321,5154.53
322,5154.53
323,5154.53
324,5154.53
325,5154.53
326,5154.53
327,5154.53
328,5154.53
329,5154.53
330,5154.53
331,5154.53
332,5154.53
333,5154.53
334,5154.53
335,5154.53
336,5154.53
337,5154.53
338,5154.53
339,5154.53
340,5154.53
341,5154.53
342,5154.53
343,5154.53
344,5154.53
345,5154.53
346,5154.53
347,5154.53
348,5154.53
349,5154.53
350,5154.53
351,5154.53
352,5154.53
353,5154.53
354,5154.53
355,5154.53
356,5154.53
357,5154.53
358,5154.53
359,5154.53
360,5154.53
361,5154.53
362,5154.53
363,5154.53
364,5154.53
365,5154.53
366,5154.53
367,5154.53
368,5154.53
369,5154.53
370,5154.53
371,5154.53
372,5154.53
373,5154.53
374,5154.53
375,5154.53
376,5154.53
377,5154.53
378,5154.53
379,5154.53
380,5154.53
381,5154.53
382,5154.53
383,5154.53
384,5154.53
385,5154.53
386,5154.53
387,5154.53
388,5154.53
389,5154.53
390,5154.53
391,5154.53
392,5154.53
393,5154.53
394,5154.53
395,5154.53
396,5154.53
397,5154.53
398,5154.53
399,5154.53
400,5154.53
401,5154.53
402,5154.53
403,5154.53
404,5154.53
405,5154.53
406,5154.53
407,5154.53
408,5154.53
409,5154.53
410,5154.53
411,5154.53
412,5154.53
413,5154.53
414,5154.53
415,5154.53
416,5154.53
417,5154.53
418,5154.53
419,5154.53
420,5154.53
421,5154.53
422,5154.53
423,5154.53
424,5154.53
425,5154.53
426,5154.53
427,5154.53
428,5154.53
429,5154.53
430,5154.53
431,5154.53
432,5154.53
433,5154.53
434,5154.53
435,5154.53
436,5154.53
437,5154.53
438,5154.53
439,5154.53
440,5154.53
441,5154.53
442,5154.53
443,5154.53
444,5154.53
445,5154.53
446,5154.53
447,5154.53
448,5154.53
449,5154.53
450,5154.53
451,5154.53
452,5154.53
453,5154.53
454,5154.53
455,5154.53
456,5154.53
457,5154.53
458,5154.53
459,5154.53
460,5154.53
461,5154.53
462,5154.53
463,5154.53
464,5154.53
465,5154.53
466,5154.53
467,5154.53
468,5154.53
469,5154.53
470,5154.53
471,5154.53
472,5154.53
473,5154.53
474,5154.53
475,5154.53
476,5154.53
477,5154.53
478,5154.53
479,5154.53
480,5154.53
481,5154.53
482,5154.53
483,5154.53
484,5154.53
485,5154.53
486,5154.53
487,5154.53
488,5154.53
489,5154.53
490,5154.53
491,5154.53
492,5154.53
493,5154.53
494,5154.53
495,5154.53
496,5154.53
497,5154.53
498,5154.53
499,5154.53
500,5154.53
501,5154.53
502,5154.53
503,5154.53
504,5154.53
505,5154.53
506,5154.53
507,5154.53
508,5154.53
509,5154.53
510,5154.53
511,5154.53
512,5154.53
513,5154.53
514,5154.53
515,5154.53
516,5154.53
517,5154.53
518,5154.53
519,5154.53
520,5154.53
521,5154.53
522,5154.53
523,5154.53
524,5154.53
525,5154.53
526,5154.53
527,5154.53
528,5154.53
529,5154.53
530,5154.53
531,5154.53
532,5154.53
533,5154.53
534,5154.53
535,5154.53
536,5154.53
537,5154.53
538,5154.53
539,5154.53
540,5154.53
541,5154.53
542,5154.53
543,5154.53
544,5154.53
545,5154.53
546,5154.53
547,5154.53
548,5154.53
549,5154.53
550,5154.53
551,5154.53
552,5154.53
553,5154.53
554,5154.53
555,5154.53
556,5154.53
557,5154.53
558,5154.53
559,5154.53
560,5154.53
561,5154.53
562,5154.53
563,5154.53
564,5154.53
565,5154.53
566,5154.53
567,5154.53
568,5154.53
569,5154.53
570,5154.53
571,5154.53
572,5154.53
573,5154.53
574,5154.53
575,5154.53
576,5154.53
577,5154.53
578,5154.53
579,5154.53
580,5154.53
581,5154.53
582,5154.53
583,5154.53
584,5154.53
585,5154.53
586,5154.53
587,5154.53
588,5154.53
589,5154.53
590,5154.53
591,5154.53
592,5154.53
593,5154.53
594,5154.53
595,5154.53
596,5154.53
597,5154.53
598,5154.53
599,5154.53
600,5154.53
601,5154.53
602,5154.53
603,5154.53
604,5154.53
605,5154.53
606,5154.53
607,5154.53
608,5154.53
609,5154.53
610,5154.53
611,5154.53
612,5154.53
613,5154.53
614,5154.53
615,5154.53
616,5154.53
617,5154.53
618,5154.53
619,5154.53
620,5154.53
621,5154.53
622,5154.53
623,5154.53
624,5154.53
625,5154.53
626,5154.53
627,5154.53
628,5154.53
629,5154.53
630,5154.53
631,5154.53
632,5154.53
633,5154.53
634,5154.53
635,5154.53
636,5154.53
637,5154.53
638,5154.53
639,5154.53
640,5154.53
641,5154.53
642,5154.53
643,5154.53
644,5154.53
645,5154.53
646,5154.53
647,5154.53
648,5154.53
649,5154.53
650,5154.53
651,5154.53
652,5154.53
653,5154.53
654,5154.53
655,5154.53
656,5154.53
657,5154.53
658,5154.53
659,5154.53
660,5154.53
661,5154.53
662,5154.53
663,5154.53
664,5154.53
665,5154.53
666,5154.53
667,5154.53
668,5154.53
669,5154.53
670,5154.53
671,5154.53
672,5154.53
673,5154.53
674,5154.53
675,5154.53
676,5154.53
677,5154.53
678,5154.53
679,5154.53
680,5154.53
681,5154.53
682,5154.53
683,5154.53
684,5154.53
685,5154.53
686,5154.53
687,5154.53
688,5154.53
689,5154.53
690,5154.53
691,5154.53
692,5154.53
693,5154.53
694,5154.53
695,5154.53
696,5154.53
697,5154.53
698,5154.53
699,5154.53
700,5154.53
701,5154.53
702,5154.53
703,5154.53
704,5154.53
705,5154.53
706,5154.53
707,5154.53
708,5154.53
709,5154.53
710,5154.53
711,5154.53
712,5154.53
713,5154.53
714,5154.53
715,5154.53
716,5154.53
