row_index,WTUR.environment_notok
863,5359.53
864,5359.53
865,5359.53
866,5359.53
867,5359.53
868,5359.53
869,5359.53
870,5359.53
871,5359.53
872,5359.53
873,5359.53
874,5359.53
875,5359.53
876,5359.53
877,5359.53
878,5359.53
879,5359.53
880,5359.53
881,5359.53
882,5359.53
883,5359.53
884,5359.53
885,5359.53
886,5359.53
887,5359.53
888,5359.53
889,5359.53
890,5359.53
891,5359.53
892,5359.53
893,5359.53
894,5359.53
895,5359.53
896,5359.53
897,5359.53
898,5359.53
899,5359.53
900,5359.53
901,5359.53
902,5359.53
903,5359.53
904,5359.53
905,5359.53
906,5359.53
907,5359.53
908,5359.53
909,5359.53
910,5359.53
911,5359.53
912,5359.53
913,5359.53
914,5359.53
915,5359.53
916,5359.53
917,5359.53
918,5359.53
919,5359.53
920,5359.53
921,5359.53
922,5359.53
923,5359.53
924,5359.53
925,5359.53
926,5359.53
927,5359.53
928,5359.53
929,5359.53
930,5359.53
931,5359.53
932,5359.53
933,5359.53
934,5359.53
935,5359.53
936,5359.53
937,5359.53
938,5359.53
939,5359.53
940,5359.53
941,5359.53
942,5359.53
943,5359.53
944,5359.53
945,5359.53
946,5359.53
947,5359.53
948,5359.53
949,5359.53
950,5359.53
951,5359.53
952,5359.53
953,5359.53
954,5359.53
955,5359.53
956,5359.53
957,5359.53
958,5359.53
959,5359.53
960,5359.53
961,5359.53
962,5359.53
963,5359.53
964,5359.53
965,5359.53
966,5359.53
967,5359.53
968,5359.53
969,5359.53
970,5359.53
971,5359.53
972,5359.53
973,5359.53
974,5359.53
975,5359.53
976,5359.53
977,5359.53
978,5359.53
979,5359.53
980,5359.53
981,5359.53
982,5359.53
983,5359.53
984,5359.53
985,5359.53
986,5359.53
987,5359.53
988,5359.53
989,5359.53
990,5359.53
991,5359.53
992,5359.53
993,5359.53
994,5359.53
995,5359.53
996,5359.53
997,5359.53
998,5359.53
999,5359.53
1000,5359.53
1001,5359.53
1002,5359.53
1003,5359.53
1004,5359.53
1005,5359.53
1006,5359.53
1007,5359.53
1008,5359.53
1009,5359.53
1010,5359.53
1011,5359.53
1012,5359.53
1013,5359.53
1014,5359.53
1015,5359.53
1016,5359.53
1017,5359.53
1018,5359.53
1019,5359.53
1020,5359.53
1021,5359.53
1022,5359.53
1023,5359.53
1024,5359.53
1025,5359.53
1026,5359.53
1027,5359.53
1028,5359.53
1029,5359.53
1030,5359.53
1031,5359.53
1032,5359.53
1033,5359.53
1034,5359.53
1035,5359.53
1036,5359.53
1037,5359.53
1038,5359.53
1039,5359.53
