row_index,WTUR.CTim.Wt.F32.WindElec
900,27241.17
901,27241.17
902,27241.17
903,27241.17
904,27241.17
905,27241.18
906,27241.18
907,27241.18
908,27241.18
909,27241.18
910,27241.19
911,27241.19
912,27241.19
913,27241.19
914,27241.19
915,27241.2
916,27241.2
917,27241.2
918,27241.2
919,27241.2
920,27241.21
921,27241.21
922,27241.21
923,27241.21
924,27241.21
925,27241.21
926,27241.22
927,27241.22
928,27241.22
929,27241.22
930,27241.23
931,27241.23
932,27241.23
933,27241.23
934,27241.23
935,27241.24
936,27241.24
937,27241.24
938,27241.24
939,27241.24
940,27241.25
941,27241.25
942,27241.25
943,27241.25
944,27241.25
945,27241.26
946,27241.26
947,27241.26
948,27241.26
949,27241.26
950,27241.27
951,27241.27
952,27241.27
953,27241.27
954,27241.27
955,27241.28
956,27241.28
957,27241.28
958,27241.28
959,27241.28
960,27241.29
961,27241.29
962,27241.29
963,27241.29
964,27241.29
965,27241.3
966,27241.3
967,27241.3
968,27241.3
969,27241.3
970,27241.31
971,27241.31
972,27241.31
973,27241.31
974,27241.31
975,27241.32
976,27241.32
977,27241.32
978,27241.32
979,27241.32
980,27241.33
981,27241.33
982,27241.33
983,27241.33
984,27241.33
985,27241.34
986,27241.34
987,27241.34
988,27241.34
989,27241.34
990,27241.35
991,27241.35
992,27241.35
993,27241.35
994,27241.35
995,27241.36
996,27241.36
997,27241.36
998,27241.36
999,27241.36
1000,27241.37
1001,27241.37
1002,27241.37
1003,27241.37
1004,27241.37
1005,27241.38
1006,27241.38
1007,27241.38
1008,27241.38
1009,27241.38
1010,27241.38
1011,27241.39
1012,27241.39
1013,27241.39
1014,27241.39
1015,27241.39
1016,27241.4
1017,27241.4
1018,27241.4
1019,27241.4
1020,27241.4
1021,27241.41
1022,27241.41
1023,27241.41
1024,27241.41
1025,27241.41
1026,27241.42
1027,27241.42
1028,27241.42
1029,27241.42
1030,27241.42
1031,27241.43
1032,27241.43
1033,27241.43
1034,27241.43
1035,27241.43
1036,27241.44
1037,27241.44
1038,27241.44
1039,27241.44
1040,27241.44
1041,27241.45
1042,27241.45
1043,27241.45
1044,27241.45
1045,27241.45
1046,27241.46
1047,27241.46
1048,27241.46
1049,27241.46
1050,27241.46
1051,27241.47
1052,27241.47
1053,27241.47
1054,27241.47
1055,27241.47
1056,27241.48
1057,27241.48
1058,27241.48
1059,27241.48
1060,27241.48
1061,27241.49
1062,27241.49
1063,27241.49
1064,27241.49
1065,27241.49
1066,27241.5
1067,27241.5
1068,27241.5
1069,27241.5
1070,27241.5
1071,27241.51
1072,27241.51
1073,27241.51
1074,27241.51
1075,27241.51
1076,27241.52
1077,27241.52
1078,27241.52
1079,27241.52
1080,27241.52
1081,27241.53
1082,27241.53
1083,27241.53
1084,27241.53
1085,27241.53
1086,27241.54
1087,27241.54
1088,27241.54
1089,27241.54
1090,27241.54
1091,27241.55
1092,27241.55
1093,27241.55
1094,27241.55
1095,27241.55
1096,27241.55
1097,27241.56
1098,27241.56
1099,27241.56
1100,27241.56
1101,27241.56
1102,27241.57
1103,27241.57
1104,27241.57
1105,27241.57
1106,27241.57
1107,27241.58
1108,27241.58
1109,27241.58
1110,27241.58
1111,27241.58
1112,27241.59
1113,27241.59
1114,27241.59
1115,27241.59
1116,27241.59
1117,27241.6
1118,27241.6
1119,27241.6
1120,27241.6
1121,27241.6
1122,27241.61
1123,27241.61
1124,27241.61
1125,27241.61
1126,27241.61
1127,27241.62
1128,27241.62
1129,27241.62
1130,27241.62
1131,27241.62
1132,27241.63
1133,27241.63
1134,27241.63
1135,27241.63
1136,27241.63
1137,27241.64
1138,27241.64
1139,27241.64
1140,27241.64
1141,27241.64
1142,27241.65
1143,27241.65
1144,27241.65
1145,27241.65
1146,27241.65
1147,27241.66
1148,27241.66
1149,27241.66
1150,27241.66
1151,27241.66
1152,27241.67
1153,27241.67
1154,27241.67
1155,27241.67
1156,27241.67
1157,27241.68
1158,27241.68
1159,27241.68
1160,27241.68
1161,27241.68
1162,27241.69
1163,27241.69
1164,27241.69
1165,27241.69
1166,27241.69
1167,27241.7
1168,27241.7
1169,27241.7
1170,27241.7
1171,27241.7
1172,27241.71
1173,27241.71
1174,27241.71
1175,27241.71
1176,27241.71
1177,27241.71
1178,27241.72
1179,27241.72
1180,27241.72
1181,27241.72
1182,27241.72
1183,27241.73
1184,27241.73
1185,27241.73
1186,27241.73
1187,27241.73
1188,27241.74
1189,27241.74
1190,27241.74
1191,27241.74
1192,27241.74
1193,27241.75
1194,27241.75
1195,27241.75
1196,27241.75
1197,27241.75
1198,27241.76
1199,27241.76
1200,27241.76
1201,27241.76
1202,27241.76
1203,27241.77
1204,27241.77
1205,27241.77
1206,27241.77
1207,27241.77
1208,27241.78
1209,27241.78
1210,27241.78
1211,27241.78
1212,27241.78
1213,27241.79
1214,27241.79
1215,27241.79
1216,27241.79
1217,27241.79
1218,27241.8
1219,27241.8
1220,27241.8
1221,27241.8
1222,27241.8
1223,27241.81
1224,27241.81
1225,27241.81
1226,27241.81
1227,27241.81
1228,27241.82
1229,27241.82
1230,27241.82
1231,27241.82
1232,27241.83
1233,27241.83
1234,27241.83
1235,27241.83
1236,27241.83
1237,27241.84
1238,27241.84
1239,27241.84
1240,27241.84
1241,27241.84
1242,27241.85
1243,27241.85
1244,27241.85
1245,27241.85
1246,27241.85
1247,27241.86
1248,27241.86
1249,27241.86
1250,27241.86
1251,27241.86
1252,27241.87
1253,27241.87
1254,27241.87
1255,27241.87
1256,27241.87
1257,27241.88
1258,27241.88
1259,27241.88
1260,27241.88
1261,27241.88
1262,27241.88
1263,27241.89
1264,27241.89
1265,27241.89
1266,27241.89
1267,27241.89
1268,27241.9
1269,27241.9
1270,27241.9
1271,27241.9
1272,27241.9
1273,27241.91
1274,27241.91
1275,27241.91
1276,27241.91
1277,27241.91
1278,27241.92
1279,27241.92
1280,27241.92
1281,27241.92
1282,27241.92
1283,27241.93
1284,27241.93
1285,27241.93
1286,27241.93
1287,27241.93
1288,27241.94
1289,27241.94
1290,27241.94
1291,27241.94
1292,27241.94
1293,27241.95
1294,27241.95
1295,27241.95
1296,27241.95
1297,27241.95
1298,27241.96
1299,27241.96
1300,27241.96
1301,27241.96
1302,27241.96
1303,27241.97
1304,27241.97
1305,27241.97
1306,27241.97
1307,27241.97
1308,27241.98
1309,27241.98
1310,27241.98
1311,27241.98
1312,27241.98
1313,27241.99
1314,27241.99
1315,27241.99
1316,27241.99
1317,27241.99
1318,27242.0
1319,27242.0
