row_index,WCNV.Conver_setup_igbt3
190,27.47
191,27.47
192,27.37
193,27.37
194,27.47
195,27.47
196,27.47
197,27.37
198,27.47
199,27.37
200,27.37
201,27.37
202,27.47
203,27.47
204,27.47
205,27.47
206,27.37
207,27.47
208,27.37
209,27.47
210,27.47
211,27.47
212,27.47
213,27.37
214,27.47
215,27.47
216,27.37
217,27.37
218,27.47
219,27.51
220,27.47
221,27.47
222,27.47
223,27.51
224,27.37
225,27.37
226,27.47
227,27.47
228,27.47
229,27.47
230,27.47
231,27.47
232,27.47
233,27.47
234,27.37
235,27.47
236,27.47
237,27.47
238,27.47
239,27.51
240,27.47
241,27.37
242,27.37
243,27.47
244,27.37
245,27.47
246,27.47
247,27.47
248,27.47
249,27.47
250,27.47
251,27.47
252,27.37
253,27.37
254,27.47
255,27.37
256,27.47
257,27.37
258,27.37
259,27.47
260,27.47
261,27.37
262,27.47
263,27.37
264,27.37
265,27.47
266,27.37
267,27.47
268,27.37
269,27.47
270,27.47
271,27.47
272,27.37
273,27.47
274,27.47
275,27.47
276,27.37
277,27.47
278,27.37
279,27.37
280,27.37
281,27.47
282,27.47
283,27.47
284,27.47
285,27.47
286,27.37
287,27.37
288,27.47
289,27.47
290,27.37
291,27.37
292,27.37
293,27.47
294,27.37
295,27.47
296,27.47
297,27.47
298,27.37
299,27.47
300,27.47
301,27.37
302,27.47
303,27.47
304,27.47
305,27.47
306,27.47
307,27.37
308,27.37
309,27.37
310,27.47
311,27.47
312,27.47
313,27.47
314,27.47
315,27.47
316,27.47
317,27.37
318,27.47
319,27.47
320,27.47
321,27.47
322,27.47
323,27.47
324,27.47
325,27.47
326,27.47
327,27.47
328,27.47
329,27.47
330,27.47
331,27.47
332,27.47
333,27.47
334,27.37
335,27.37
336,27.47
337,27.37
338,27.37
339,27.37
340,27.47
341,27.47
342,27.47
343,27.37
344,27.37
345,27.47
346,27.37
347,27.47
348,27.37
349,27.47
350,27.47
351,27.37
352,27.47
353,27.37
354,27.37
355,27.47
356,27.37
357,27.47
358,27.47
359,27.47
360,27.37
361,27.47
362,27.47
363,27.47
364,27.37
365,27.47
366,27.47
367,27.37
368,27.47
369,27.47
370,27.47
371,27.47
372,27.37
373,27.47
374,27.37
375,27.37
376,27.37
377,27.37
378,27.47
379,27.47
380,27.37
381,27.47
382,27.47
383,27.47
384,27.47
385,27.47
386,27.47
387,27.47
388,27.47
389,27.47
390,27.47
391,27.47
392,27.47
393,27.37
394,27.47
395,27.37
396,27.47
397,27.47
398,27.47
399,27.37
400,27.37
401,27.47
402,27.47
403,27.47
404,27.37
405,27.37
406,27.47
407,27.47
408,27.47
409,27.37
410,27.47
411,27.37
412,27.37
413,27.37
414,27.47
415,27.47
416,27.37
417,27.47
418,27.47
419,27.47
420,27.47
421,27.47
422,27.37
423,27.47
424,27.37
425,27.37
426,27.47
427,27.37
428,27.37
429,27.37
430,27.47
431,27.47
432,27.37
433,27.37
434,27.37
435,27.37
436,27.37
437,27.37
438,27.47
439,27.37
440,27.47
441,27.47
442,27.47
443,27.37
444,27.47
445,27.37
446,27.37
447,27.47
448,27.47
449,27.47
450,27.37
451,27.37
452,27.37
453,27.47
454,27.47
455,27.47
456,27.37
457,27.47
458,27.47
459,27.47
460,27.37
461,27.37
462,27.47
463,27.47
464,27.47
465,27.47
466,27.37
467,27.47
468,27.47
469,27.47
470,27.47
471,27.37
472,27.47
473,27.47
474,27.37
475,27.47
476,27.47
477,27.47
478,27.47
479,27.37
480,27.37
481,27.47
482,27.37
483,27.47
484,27.47
485,27.47
486,27.37
487,27.47
488,27.37
489,27.47
490,27.47
491,27.37
492,27.37
493,27.37
494,27.37
495,27.47
496,27.47
497,27.37
498,27.47
499,27.37
500,27.47
501,27.47
502,27.37
503,27.47
504,27.37
505,27.47
506,27.37
507,27.47
508,27.47
509,27.47
510,27.37
511,27.47
512,27.37
513,27.32
514,27.47
515,27.47
516,27.47
517,27.47
518,27.47
519,27.47
520,27.37
521,27.37
522,27.37
523,27.47
524,27.37
525,27.37
526,27.37
527,27.47
528,27.47
529,27.47
530,27.47
531,27.47
532,27.37
533,27.47
534,27.47
535,27.37
536,27.37
537,27.37
538,27.37
539,27.47
540,27.37
541,27.47
542,27.47
543,27.37
544,27.47
545,27.47
546,27.47
547,27.47
548,27.47
549,27.47
550,27.37
551,27.32
552,27.47
553,27.47
554,27.47
555,27.47
556,27.47
557,27.47
558,27.47
559,27.47
560,27.47
561,27.47
562,27.47
563,27.47
564,27.47
565,27.47
566,27.47
567,27.47
568,27.47
569,27.37
570,27.47
571,27.47
572,27.47
573,27.47
574,27.47
575,27.47
576,27.47
577,27.47
578,27.37
579,27.37
580,27.47
581,27.47
582,27.47
583,27.47
584,27.51
585,27.47
586,27.47
587,27.37
588,27.37
589,27.47
590,27.47
591,27.47
592,27.47
593,27.47
594,27.47
595,27.47
596,27.47
597,27.51
598,27.47
599,27.47
600,27.51
601,27.47
602,27.47
603,27.47
604,27.47
605,27.47
606,27.47
607,27.47
608,27.47
609,27.47
610,27.47
611,27.47
612,27.47
613,27.47
614,27.47
615,27.47
616,27.47
617,27.47
618,27.47
619,27.47
620,27.47
621,27.37
622,27.37
623,27.37
624,27.47
625,27.37
626,27.51
627,27.47
628,27.47
629,27.47
630,27.37
631,27.47
632,27.47
633,27.51
634,27.37
635,27.47
636,27.47
637,27.47
638,27.47
639,27.47
640,27.47
641,27.47
642,27.47
643,27.47
644,27.47
645,27.37
646,27.47
647,27.47
648,27.47
649,27.37
650,27.47
651,27.47
652,27.37
653,27.37
654,27.37
655,27.37
656,27.37
657,27.47
658,27.37
659,27.37
660,27.37
661,27.37
662,27.47
663,27.47
664,27.47
665,27.37
666,27.47
667,27.47
668,27.47
669,27.47
670,27.47
671,27.37
672,27.47
673,27.47
674,27.47
675,27.37
676,27.37
677,27.37
678,27.47
679,27.47
680,27.37
681,27.37
682,27.37
683,27.47
684,27.37
685,27.47
686,27.47
687,27.47
688,27.32
689,27.47
690,27.47
691,27.47
692,27.37
693,27.47
694,27.47
695,27.47
696,27.47
697,27.47
698,27.47
699,27.47
700,27.47
701,27.47
702,27.47
703,27.47
704,27.47
705,27.37
706,27.47
707,27.47
708,27.47
709,27.47
710,27.47
711,27.47
712,27.47
713,27.47
714,27.37
715,27.47
716,27.47
717,27.47
718,27.47
719,27.47
720,27.47
721,27.47
722,27.47
723,27.47
724,27.47
725,27.47
726,27.47
727,27.47
728,27.47
729,27.47
730,27.47
731,27.47
732,27.47
733,27.37
734,27.47
735,27.47
736,27.47
737,27.47
738,27.47
739,27.47
740,27.37
741,27.47
742,27.47
743,27.47
744,27.37
745,27.47
746,27.47
747,27.47
748,27.47
749,27.47
750,27.37
751,27.37
752,27.37
753,27.47
754,27.37
755,27.47
756,27.37
757,27.37
758,27.47
759,27.47
760,27.47
761,27.47
762,27.47
763,27.47
764,27.47
765,27.47
766,27.37
767,27.47
768,27.37
769,27.37
770,27.47
771,27.47
772,27.47
773,27.47
774,27.47
775,27.47
776,27.37
777,27.47
778,27.47
779,27.47
780,27.47
781,27.47
782,27.47
783,27.47
784,27.47
785,27.37
786,27.47
787,27.47
788,27.47
789,27.47
790,27.47
791,27.37
792,27.47
793,27.37
794,27.47
795,27.47
796,27.37
797,27.47
798,27.47
799,27.47
800,27.47
801,27.47
802,27.47
803,27.47
804,27.47
805,27.47
806,27.47
807,27.47
808,27.47
809,27.47
810,27.47
811,27.51
812,27.47
813,27.47
814,27.47
815,27.37
816,27.47
817,27.37
818,27.37
819,27.37
820,27.47
821,27.47
822,27.47
823,27.47
824,27.47
825,27.47
826,27.37
827,27.47
828,27.47
829,27.47
830,27.47
831,27.47
832,27.47
833,27.47
834,27.47
835,27.47
836,27.47
837,27.37
838,27.47
839,27.37
840,27.47
841,27.47
842,27.37
843,27.47
844,27.37
845,27.47
846,27.37
847,27.47
848,27.47
849,27.37
850,27.37
851,27.37
852,27.37
853,27.47
854,27.37
855,27.37
856,27.37
857,27.37
858,27.37
859,27.47
860,27.47
861,27.47
862,27.37
863,27.37
864,27.37
865,27.47
866,27.47
867,27.37
868,27.47
869,27.32
870,27.47
871,27.37
872,27.47
873,27.47
874,27.47
875,27.37
876,27.47
877,27.47
878,27.47
879,27.37
880,27.47
881,27.37
882,27.37
883,27.37
884,27.37
885,27.47
886,27.37
887,27.37
888,27.37
889,27.37
890,27.37
891,27.47
892,27.47
893,27.37
894,27.47
895,27.47
896,27.37
897,27.32
898,27.37
899,27.37
900,27.47
901,27.37
902,27.37
903,27.47
904,27.37
905,27.47
906,27.47
907,27.47
908,27.37
909,27.47
910,27.47
911,27.51
912,27.47
913,27.47
914,27.37
915,27.47
916,27.37
917,27.47
918,27.47
919,27.37
920,27.47
921,27.47
922,27.47
923,27.47
924,27.47
925,27.47
926,27.47
927,27.47
928,27.47
929,27.37
930,27.37
931,27.37
932,27.37
933,27.47
934,27.47
935,27.37
936,27.47
937,27.47
938,27.47
939,27.32
940,27.47
941,27.47
942,27.47
943,27.47
944,27.47
945,27.32
946,27.47
947,27.37
948,27.37
949,27.37
950,27.37
951,27.47
952,27.47
953,27.47
954,27.37
955,27.37
956,27.47
957,27.37
958,27.47
959,27.47
960,27.37
961,27.47
962,27.37
963,27.37
964,27.37
965,27.47
966,27.37
967,27.37
968,27.47
969,27.51
970,27.47
971,27.47
972,27.37
973,27.47
974,27.37
975,27.37
976,27.47
977,27.37
978,27.47
979,27.37
980,27.47
981,27.37
982,27.47
983,27.47
984,27.47
985,27.37
986,27.37
987,27.47
988,27.47
989,27.47
990,27.47
991,27.37
992,27.37
993,27.47
994,27.47
995,27.47
996,27.37
997,27.37
998,27.37
999,27.37
1000,27.37
1001,27.37
1002,27.37
1003,27.47
1004,27.37
1005,27.47
1006,27.47
1007,27.37
1008,27.47
1009,27.47
1010,27.47
1011,27.47
1012,27.37
1013,27.47
1014,27.47
1015,27.47
1016,27.47
1017,27.47
1018,27.37
1019,27.47
1020,27.47
1021,27.37
1022,27.47
1023,27.47
1024,27.47
1025,27.47
1026,27.47
1027,27.47
1028,27.47
1029,27.47
1030,27.37
1031,27.47
1032,27.47
1033,27.47
1034,27.37
1035,27.47
1036,27.47
1037,27.37
1038,27.47
1039,27.37
1040,27.47
1041,27.47
1042,27.47
1043,27.47
1044,27.47
1045,27.37
1046,27.37
1047,27.51
1048,27.37
1049,27.47
1050,27.47
1051,27.47
1052,27.37
1053,27.47
1054,27.37
1055,27.37
1056,27.47
1057,27.47
1058,27.47
1059,27.47
1060,27.37
1061,27.47
1062,27.37
1063,27.37
1064,27.37
1065,27.47
1066,27.37
1067,27.47
1068,27.37
1069,27.37
1070,27.47
1071,27.37
1072,27.47
1073,27.37
1074,27.37
1075,27.37
1076,27.47
1077,27.47
1078,27.37
1079,27.37
1080,27.37
1081,27.37
1082,27.37
1083,27.47
1084,27.37
1085,27.47
1086,27.37
1087,27.47
1088,27.37
1089,27.37
1090,27.37
1091,27.37
1092,27.37
1093,27.37
1094,27.37
1095,27.47
1096,27.37
1097,27.37
1098,27.37
1099,27.47
1100,27.37
1101,27.37
1102,27.47
1103,27.37
1104,27.37
1105,27.47
1106,27.37
1107,27.47
1108,27.37
1109,27.47
1110,27.47
1111,27.47
1112,27.47
1113,27.47
1114,27.47
1115,27.37
1116,27.47
1117,27.47
1118,27.37
1119,27.47
1120,27.37
1121,27.47
1122,27.47
1123,27.47
1124,27.47
1125,27.47
1126,27.37
1127,27.47
1128,27.47
1129,27.37
1130,27.37
1131,27.37
1132,27.37
1133,27.47
1134,27.47
1135,27.47
1136,27.37
1137,27.37
1138,27.37
1139,27.37
1140,27.37
1141,27.37
1142,27.37
1143,27.37
1144,27.47
1145,27.37
1146,27.37
1147,27.37
1148,27.37
1149,27.37
1150,27.37
1151,27.47
1152,27.47
1153,27.37
1154,27.47
1155,27.47
1156,27.37
1157,27.37
1158,27.37
1159,27.37
1160,27.37
1161,27.37
1162,27.47
1163,27.37
1164,27.37
1165,27.47
1166,27.47
1167,27.37
1168,27.37
1169,27.37
1170,27.47
1171,27.47
1172,27.37
1173,27.37
1174,27.47
1175,27.37
1176,27.37
1177,27.47
1178,27.47
1179,27.37
1180,27.47
1181,27.37
1182,27.37
1183,27.47
1184,27.37
1185,27.37
1186,27.37
1187,27.37
1188,27.37
1189,27.37
1190,27.47
1191,27.37
1192,27.37
1193,27.37
1194,27.37
1195,27.47
1196,27.47
1197,27.37
1198,27.37
1199,27.37
1200,27.47
1201,27.47
1202,27.37
1203,27.47
1204,27.37
1205,27.37
1206,27.37
1207,27.37
1208,27.47
1209,27.32
1210,27.37
1211,27.47
1212,27.37
1213,27.37
1214,27.47
1215,27.37
1216,27.37
1217,27.37
1218,27.47
1219,27.37
1220,27.37
1221,27.37
1222,27.47
1223,27.37
1224,27.47
1225,27.37
1226,27.47
1227,27.47
1228,27.47
1229,27.47
1230,27.47
1231,27.47
1232,27.47
1233,27.47
1234,27.37
1235,27.47
1236,27.37
1237,27.47
1238,27.47
1239,27.37
1240,27.37
1241,27.37
1242,27.37
1243,27.47
1244,27.37
1245,27.47
1246,27.47
1247,27.47
1248,27.37
1249,27.37
1250,27.37
1251,27.47
1252,27.47
1253,27.47
1254,27.37
1255,27.37
1256,27.37
1257,27.37
1258,27.37
1259,27.37
1260,27.37
1261,27.47
1262,27.37
1263,27.37
1264,27.37
1265,27.32
1266,27.47
1267,27.47
1268,27.47
1269,27.47
1270,27.37
1271,27.47
1272,27.47
1273,27.47
1274,27.47
1275,27.37
1276,27.47
1277,27.47
1278,27.47
1279,27.37
1280,27.47
1281,27.32
1282,27.47
1283,27.37
1284,27.37
1285,27.37
1286,27.47
1287,27.37
1288,27.37
1289,27.37
1290,27.47
1291,27.47
1292,27.47
1293,27.47
1294,27.47
1295,27.47
1296,27.47
1297,27.37
1298,27.47
1299,27.47
1300,27.47
1301,27.47
1302,27.37
1303,27.47
1304,27.37
1305,27.37
1306,27.37
1307,27.37
1308,27.37
1309,27.37
1310,27.47
1311,27.37
1312,27.32
1313,27.37
1314,27.37
1315,27.37
1316,27.37
1317,27.37
1318,27.37
1319,27.37
1320,27.37
1321,27.47
1322,27.37
1323,27.47
1324,27.37
1325,27.37
1326,27.37
1327,27.37
1328,27.47
1329,27.47
1330,27.47
1331,27.47
1332,27.37
1333,27.47
1334,27.37
1335,27.37
1336,27.47
1337,27.47
1338,27.37
1339,27.47
1340,27.37
1341,27.37
1342,27.37
1343,27.37
1344,27.47
1345,27.37
1346,27.37
1347,27.37
1348,27.37
1349,27.37
1350,27.37
1351,27.37
1352,27.37
1353,27.47
1354,27.37
1355,27.37
1356,27.37
1357,27.37
1358,27.47
1359,27.37
1360,27.37
1361,27.47
1362,27.37
1363,27.37
1364,27.37
1365,27.47
1366,27.37
1367,27.37
1368,27.37
1369,27.47
1370,27.37
1371,27.37
1372,27.37
1373,27.37
1374,27.37
1375,27.37
1376,27.37
1377,27.37
1378,27.37
1379,27.37
1380,27.37
1381,27.37
1382,27.37
1383,27.47
1384,27.47
1385,27.37
1386,27.47
1387,27.37
1388,27.37
1389,27.37
1390,27.47
1391,27.37
1392,27.37
1393,27.37
1394,27.37
1395,27.37
1396,27.37
1397,27.37
1398,27.37
1399,27.32
1400,27.37
1401,27.37
1402,27.37
1403,27.37
1404,27.47
1405,27.47
1406,27.37
1407,27.47
1408,27.37
1409,27.47
1410,27.37
1411,27.37
1412,27.37
1413,27.32
1414,27.37
1415,27.47
1416,27.37
1417,27.37
1418,27.47
1419,27.37
1420,27.37
1421,27.47
1422,27.37
1423,27.37
1424,27.37
1425,27.47
1426,27.37
1427,27.47
1428,27.37
1429,27.47
1430,27.37
1431,27.37
1432,27.47
1433,27.47
1434,27.47
1435,27.47
1436,27.47
1437,27.37
1438,27.37
1439,27.47
1440,27.37
1441,27.37
1442,27.37
1443,27.47
1444,27.37
1445,27.47
1446,27.37
1447,27.47
1448,27.37
1449,27.47
1450,27.47
1451,27.37
1452,27.37
1453,27.47
1454,27.37
1455,27.37
1456,27.47
1457,27.47
1458,27.51
1459,27.37
1460,27.37
1461,27.47
1462,27.37
1463,27.37
1464,27.37
1465,27.37
1466,27.37
1467,27.37
1468,27.37
1469,27.37
1470,27.37
1471,27.37
1472,27.37
1473,27.37
1474,27.37
1475,27.47
1476,27.37
1477,27.37
1478,27.47
1479,27.47
1480,27.37
1481,27.37
1482,27.37
1483,27.47
1484,27.37
1485,27.37
1486,27.32
1487,27.37
1488,27.37
1489,27.37
1490,27.37
1491,27.47
1492,27.37
1493,27.37
1494,27.37
1495,27.37
1496,27.47
1497,27.37
1498,27.37
1499,27.47
1500,27.37
1501,27.37
1502,27.32
1503,27.47
1504,27.37
1505,27.37
1506,27.47
1507,27.37
1508,27.37
1509,27.37
1510,27.37
1511,27.47
1512,27.47
1513,27.37
1514,27.37
1515,27.47
1516,27.47
1517,27.47
1518,27.37
1519,27.37
1520,27.37
1521,27.37
1522,27.37
1523,27.37
1524,27.37
1525,27.37
1526,27.37
1527,27.47
1528,27.37
1529,27.47
1530,27.47
1531,27.47
1532,27.37
1533,27.47
1534,27.47
1535,27.37
1536,27.37
1537,27.37
1538,27.47
1539,27.37
1540,27.37
1541,27.37
1542,27.47
1543,27.47
1544,27.47
1545,27.37
1546,27.47
1547,27.37
1548,27.37
1549,27.47
1550,27.47
1551,27.37
1552,27.37
1553,27.47
1554,27.47
1555,27.37
1556,27.37
1557,27.47
1558,27.47
1559,27.37
1560,27.37
1561,27.37
1562,27.37
1563,27.32
1564,27.37
1565,27.47
1566,27.37
1567,27.37
1568,27.37
1569,27.47
1570,27.37
1571,27.37
1572,27.47
1573,27.47
1574,27.37
1575,27.37
1576,27.47
1577,27.47
1578,27.47
1579,27.47
1580,27.37
1581,27.47
1582,27.37
1583,27.37
1584,27.37
1585,27.47
1586,27.37
1587,27.37
1588,27.47
1589,27.47
1590,27.37
1591,27.37
1592,27.37
1593,27.37
1594,27.47
1595,27.37
1596,27.37
1597,27.37
1598,27.37
1599,27.47
1600,27.37
1601,27.47
1602,27.37
1603,27.37
1604,27.47
1605,27.47
1606,27.37
1607,27.37
1608,27.37
1609,27.47
1610,27.37
1611,27.47
1612,27.37
1613,27.37
1614,27.47
1615,27.37
1616,27.37
1617,27.37
1618,27.37
1619,27.47
1620,27.37
1621,27.37
1622,27.47
1623,27.37
1624,27.37
1625,27.37
1626,27.37
1627,27.37
1628,27.47
1629,27.37
1630,27.37
1631,27.37
1632,27.37
1633,27.37
1634,27.37
1635,27.47
1636,27.47
1637,27.47
1638,27.37
1639,27.47
1640,27.47
1641,27.37
1642,27.37
1643,27.47
1644,27.37
1645,27.47
1646,27.47
1647,27.37
1648,27.37
1649,27.37
1650,27.47
1651,27.37
1652,27.37
1653,27.37
1654,27.47
1655,27.37
1656,27.37
1657,27.37
1658,27.37
1659,27.37
1660,27.37
1661,27.37
1662,27.47
1663,27.37
1664,27.37
1665,27.37
1666,27.37
1667,27.37
1668,27.37
1669,27.37
1670,27.37
1671,27.37
1672,27.47
1673,27.37
1674,27.37
1675,27.47
1676,27.47
1677,27.37
1678,27.37
1679,27.37
1680,27.37
1681,27.47
1682,27.37
1683,27.47
1684,27.37
1685,27.47
1686,27.37
1687,27.37
1688,27.37
1689,27.47
1690,27.37
1691,27.37
1692,27.37
1693,27.47
1694,27.37
1695,27.37
1696,27.47
1697,27.37
1698,27.37
1699,27.47
1700,27.37
1701,27.37
1702,27.37
1703,27.37
1704,27.37
1705,27.37
1706,27.37
1707,27.37
1708,27.47
1709,27.37
1710,27.37
1711,27.47
1712,27.47
1713,27.37
1714,27.47
1715,27.47
1716,27.37
1717,27.47
1718,27.47
1719,27.37
1720,27.37
1721,27.37
1722,27.47
1723,27.47
1724,27.37
1725,27.37
1726,27.47
1727,27.47
1728,27.47
1729,27.47
1730,27.47
1731,27.37
1732,27.47
1733,27.37
1734,27.37
1735,27.37
1736,27.37
1737,27.37
1738,27.37
1739,27.37
1740,27.37
1741,27.37
1742,27.37
1743,27.37
1744,27.37
1745,27.37
1746,27.37
1747,27.47
1748,27.47
1749,27.47
1750,27.37
1751,27.37
1752,27.37
1753,27.37
1754,27.47
1755,27.37
1756,27.37
1757,27.37
1758,27.47
1759,27.37
1760,27.47
1761,27.37
1762,27.37
1763,27.37
1764,27.37
1765,27.37
1766,27.47
1767,27.47
1768,27.37
1769,27.37
1770,27.37
1771,27.37
1772,27.37
1773,27.47
1774,27.47
1775,27.47
1776,27.37
1777,27.47
1778,27.47
1779,27.37
1780,27.47
1781,27.37
1782,27.37
1783,27.37
1784,27.37
1785,27.37
1786,27.47
1787,27.37
1788,27.47
1789,27.47
1790,27.37
1791,27.47
1792,27.37
1793,27.37
1794,27.37
1795,27.47
1796,27.47
1797,27.37
1798,27.37
1799,27.47
1800,27.47
1801,27.37
1802,27.37
1803,27.47
1804,27.37
1805,27.37
1806,27.37
1807,27.37
1808,27.37
1809,27.37
1810,27.37
1811,27.37
1812,27.37
1813,27.37
1814,27.37
1815,27.37
1816,27.37
1817,27.37
1818,27.47
1819,27.37
1820,27.37
1821,27.37
1822,27.37
1823,27.37
1824,27.37
1825,27.37
1826,27.37
1827,27.37
1828,27.37
1829,27.37
1830,27.37
1831,27.37
1832,27.37
1833,27.47
1834,27.37
1835,27.37
1836,27.37
1837,27.37
1838,27.47
1839,27.37
1840,27.37
1841,27.47
1842,27.37
1843,27.47
1844,27.47
1845,27.37
1846,27.37
1847,27.37
1848,27.37
1849,27.37
1850,27.37
1851,27.37
1852,27.37
1853,27.37
1854,27.37
1855,27.37
1856,27.37
1857,27.37
1858,27.37
1859,27.37
1860,27.37
1861,27.37
1862,27.47
1863,27.37
1864,27.47
1865,27.37
1866,27.47
1867,27.37
1868,27.37
1869,27.47
1870,27.37
1871,27.37
1872,27.37
1873,27.47
1874,27.37
1875,27.37
1876,27.47
1877,27.37
1878,27.37
1879,27.37
1880,27.37
1881,27.47
1882,27.47
1883,27.37
1884,27.37
1885,27.37
1886,27.47
1887,27.37
1888,27.37
1889,27.47
1890,27.37
1891,27.37
1892,27.37
1893,27.37
1894,27.47
1895,27.37
1896,27.37
1897,27.47
1898,27.37
1899,27.37
1900,27.37
1901,27.37
1902,27.37
1903,27.37
1904,27.37
1905,27.37
1906,27.47
1907,27.37
1908,27.37
1909,27.37
1910,27.37
1911,27.37
1912,27.47
1913,27.37
1914,27.37
1915,27.37
1916,27.37
1917,27.37
1918,27.37
1919,27.37
1920,27.47
1921,27.47
1922,27.37
1923,27.37
1924,27.37
1925,27.37
1926,27.37
1927,27.37
1928,27.47
1929,27.47
1930,27.37
1931,27.37
1932,27.47
1933,27.37
1934,27.47
1935,27.37
1936,27.37
1937,27.47
1938,27.47
1939,27.47
1940,27.37
1941,27.37
1942,27.47
1943,27.37
1944,27.37
1945,27.37
1946,27.37
1947,27.37
1948,27.47
1949,27.37
1950,27.37
1951,27.37
1952,27.37
1953,27.37
1954,27.37
1955,27.37
1956,27.47
1957,27.37
1958,27.47
1959,27.37
1960,27.37
1961,27.37
1962,27.47
1963,27.37
1964,27.37
1965,27.37
1966,27.47
1967,27.37
1968,27.47
1969,27.37
1970,27.47
1971,27.47
1972,27.47
1973,27.37
1974,27.37
1975,27.47
1976,27.37
1977,27.47
1978,27.37
1979,27.37
1980,27.37
1981,27.47
1982,27.47
1983,27.47
1984,27.47
1985,27.37
1986,27.47
1987,27.37
1988,27.37
1989,27.47
1990,27.37
1991,27.37
1992,27.37
1993,27.47
1994,27.37
1995,27.37
1996,27.37
1997,27.37
1998,27.37
1999,27.37
2000,27.47
2001,27.37
2002,27.37
2003,27.37
2004,27.37
2005,27.37
2006,27.37
2007,27.37
2008,27.37
2009,27.37
2010,27.37
2011,27.47
2012,27.37
2013,27.47
2014,27.37
2015,27.47
2016,27.37
2017,27.47
2018,27.37
2019,27.37
2020,27.37
2021,27.47
2022,27.37
2023,27.37
2024,27.47
2025,27.37
2026,27.37
2027,27.47
2028,27.37
2029,27.37
2030,27.37
2031,27.47
2032,27.37
2033,27.37
2034,27.37
2035,27.37
2036,27.37
2037,27.37
2038,27.37
2039,27.47
2040,27.47
2041,27.47
2042,27.37
2043,27.37
2044,27.32
2045,27.37
2046,27.37
2047,27.37
2048,27.37
2049,27.47
2050,27.37
2051,27.37
2052,27.37
2053,27.37
2054,27.37
2055,27.37
2056,27.37
2057,27.37
2058,27.37
2059,27.37
2060,27.37
2061,27.37
2062,27.37
2063,27.37
2064,27.37
2065,27.47
2066,27.37
2067,27.37
2068,27.37
2069,27.37
2070,27.37
2071,27.37
2072,27.37
2073,27.37
2074,27.37
2075,27.47
2076,27.47
2077,27.37
2078,27.37
2079,27.37
2080,27.37
2081,27.37
2082,27.37
2083,27.47
2084,27.37
2085,27.37
2086,27.37
2087,27.37
2088,27.37
2089,27.37
2090,27.37
2091,27.37
2092,27.37
2093,27.37
2094,27.37
2095,27.37
2096,27.37
2097,27.47
2098,27.37
2099,27.47
2100,27.37
2101,27.37
2102,27.37
2103,27.37
2104,27.37
2105,27.37
2106,27.37
2107,27.37
2108,27.37
2109,27.37
2110,27.37
2111,27.37
2112,27.37
2113,27.47
2114,27.37
2115,27.37
2116,27.37
2117,27.37
2118,27.37
2119,27.32
2120,27.37
2121,27.37
2122,27.47
2123,27.47
2124,27.47
2125,27.37
2126,27.37
2127,27.37
2128,27.37
2129,27.37
2130,27.37
2131,27.37
2132,27.47
2133,27.47
2134,27.37
2135,27.47
2136,27.47
