row_index,WGEN.Conver_DC_Volt_negative
1848,-550.99
1849,-550.99
1850,-550.65
1851,-550.65
1852,-550.99
1853,-550.99
1854,-550.65
1855,-549.96
1856,-550.65
1857,-549.62
1858,-550.65
1859,-549.62
1860,-550.65
1861,-548.94
1862,-550.65
1863,-549.62
1864,-549.62
1865,-549.62
1866,-549.62
1867,-549.96
1868,-549.62
1869,-549.96
1870,-549.28
1871,-549.62
1872,-549.96
1873,-549.96
1874,-550.99
1875,-549.62
1876,-549.28
1877,-549.96
1878,-549.96
1879,-549.96
1880,-550.65
1881,-550.65
1882,-549.96
1883,-549.96
1884,-549.96
1885,-549.96
1886,-549.96
1887,-550.65
1888,-550.65
1889,-549.96
1890,-549.62
1891,-550.65
1892,-549.62
1893,-549.28
1894,-549.62
1895,-549.62
1896,-549.28
1897,-549.96
1898,-549.62
1899,-549.28
1900,-549.62
1901,-549.28
1902,-549.62
1903,-549.96
1904,-549.62
1905,-549.62
1906,-549.62
1907,-549.62
1908,-549.96
1909,-549.28
1910,-549.96
1911,-549.96
1912,-549.96
1913,-549.62
1914,-549.96
1915,-549.96
1916,-549.96
1917,-550.65
1918,-549.28
1919,-549.96
1920,-549.96
1921,-549.28
1922,-549.96
1923,-549.62
1924,-549.62
1925,-549.62
1926,-549.96
1927,-549.96
1928,-549.62
1929,-549.96
1930,-549.62
1931,-550.65
1932,-549.96
1933,-550.65
1934,-549.62
1935,-549.96
1936,-549.62
1937,-550.99
1938,-549.28
1939,-549.96
1940,-549.28
1941,-549.96
1942,-549.62
1943,-549.62
1944,-549.96
1945,-549.96
1946,-549.28
1947,-550.65
1948,-549.96
1949,-549.96
1950,-549.62
1951,-549.28
1952,-549.62
1953,-549.96
1954,-548.94
1955,-549.28
1956,-549.62
1957,-550.65
1958,-550.65
1959,-549.96
1960,-549.62
1961,-550.99
1962,-549.62
1963,-549.96
1964,-549.96
1965,-550.65
1966,-550.99
1967,-549.62
1968,-549.96
1969,-549.96
1970,-549.62
1971,-550.65
1972,-549.62
1973,-550.65
1974,-550.65
1975,-550.65
1976,-550.99
1977,-549.96
1978,-549.96
1979,-550.65
1980,-550.65
1981,-551.33
1982,-551.33
1983,-550.99
1984,-550.99
1985,-550.99
1986,-551.33
1987,-550.99
1988,-550.65
1989,-550.99
1990,-551.33
1991,-550.99
1992,-551.33
1993,-551.33
1994,-550.99
1995,-550.99
1996,-550.65
1997,-550.65
1998,-550.99
1999,-550.99
2000,-551.33
2001,-550.99
2002,-550.99
2003,-551.33
2004,-551.33
2005,-550.99
2006,-551.67
2007,-551.33
2008,-550.99
2009,-550.99
2010,-551.67
2011,-550.99
2012,-551.33
2013,-551.33
2014,-551.33
2015,-551.67
2016,-551.33
2017,-550.99
2018,-551.33
2019,-551.67
2020,-551.33
2021,-551.33
2022,-552.01
2023,-551.33
2024,-551.67
2025,-550.99
2026,-551.33
2027,-551.67
2028,-551.67
2029,-551.33
2030,-550.99
2031,-551.33
2032,-550.99
2033,-551.33
2034,-550.99
2035,-550.65
2036,-551.33
2037,-551.33
2038,-551.67
2039,-550.99
2040,-551.33
2041,-551.33
2042,-550.99
2043,-551.33
2044,-551.33
2045,-551.33
2046,-550.99
2047,-550.99
2048,-550.99
2049,-550.99
2050,-551.33
2051,-551.33
2052,-550.99
2053,-551.33
2054,-550.99
2055,-550.99
2056,-550.99
2057,-550.99
2058,-549.96
2059,-550.99
2060,-551.33
2061,-550.99
2062,-550.99
2063,-550.99
2064,-550.99
2065,-550.65
2066,-551.33
2067,-549.96
2068,-550.65
2069,-550.65
2070,-549.96
2071,-550.65
2072,-550.99
2073,-550.65
2074,-550.65
2075,-550.65
2076,-550.65
2077,-550.65
2078,-550.65
2079,-550.65
2080,-550.65
2081,-550.99
2082,-550.99
2083,-549.62
2084,-550.65
2085,-550.65
2086,-550.65
2087,-550.65
2088,-549.96
2089,-550.99
2090,-549.62
2091,-549.96
2092,-550.65
2093,-550.99
2094,-550.65
2095,-549.96
2096,-550.99
2097,-549.96
2098,-550.65
2099,-550.65
2100,-550.99
2101,-550.99
2102,-550.65
2103,-550.65
2104,-551.33
2105,-551.67
2106,-550.65
2107,-550.65
2108,-549.96
2109,-550.65
2110,-550.65
2111,-549.96
2112,-550.65
2113,-549.62
2114,-550.99
2115,-549.96
2116,-550.65
2117,-550.99
2118,-550.99
2119,-550.65
2120,-551.67
2121,-550.99
2122,-550.99
2123,-549.96
2124,-550.65
2125,-550.65
2126,-551.33
2127,-550.99
2128,-550.99
2129,-551.33
2130,-551.33
2131,-550.65
2132,-550.99
2133,-551.33
2134,-551.33
2135,-550.65
2136,-551.67
2137,-551.33
2138,-551.33
2139,-551.33
2140,-551.33
2141,-550.99
2142,-551.33
2143,-550.99
2144,-550.99
2145,-551.67
2146,-551.67
2147,-551.33
2148,-552.01
2149,-551.67
2150,-549.96
2151,-551.33
2152,-551.67
2153,-550.99
2154,-551.33
2155,-551.33
2156,-550.65
2157,-550.99
2158,-551.33
2159,-551.33
2160,-550.99
2161,-550.99
2162,-551.33
2163,-550.65
2164,-550.99
2165,-551.33
2166,-551.33
2167,-551.67
2168,-550.65
2169,-550.99
2170,-550.99
2171,-551.67
2172,-550.99
2173,-550.99
2174,-551.33
2175,-551.33
2176,-550.65
2177,-550.65
2178,-550.99
2179,-550.65
2180,-549.62
2181,-549.62
2182,-549.62
2183,-550.65
2184,-549.62
2185,-549.62
2186,-550.65
2187,-550.99
2188,-550.65
2189,-549.62
2190,-549.62
2191,-549.62
2192,-549.96
2193,-550.65
2194,-549.28
2195,-549.62
2196,-549.62
2197,-549.96
2198,-549.96
2199,-550.65
2200,-550.65
2201,-549.96
2202,-549.62
2203,-549.62
2204,-549.62
2205,-549.62
2206,-549.96
2207,-549.62
2208,-549.62
2209,-549.62
2210,-549.62
2211,-549.28
2212,-549.28
2213,-549.28
2214,-549.28
2215,-549.62
2216,-549.96
2217,-548.94
2218,-550.65
2219,-549.62
2220,-549.96
2221,-549.28
2222,-549.28
2223,-549.62
2224,-549.62
2225,-548.94
2226,-549.28
2227,-549.28
2228,-549.28
2229,-548.94
2230,-549.62
2231,-549.96
2232,-549.28
2233,-549.62
2234,-548.94
2235,-549.62
2236,-549.62
2237,-549.28
2238,-549.28
2239,-548.94
2240,-549.28
2241,-548.94
2242,-548.94
2243,-548.94
2244,-548.6
2245,-548.6
2246,-549.62
2247,-549.28
2248,-548.94
2249,-549.28
2250,-549.28
2251,-548.94
2252,-548.94
2253,-548.94
2254,-548.6
2255,-548.94
2256,-548.94
2257,-548.6
2258,-548.94
2259,-548.94
2260,-548.6
2261,-548.94
2262,-548.6
2263,-548.94
2264,-548.25
2265,-548.94
2266,-549.28
2267,-548.94
2268,-548.94
2269,-548.25
2270,-548.94
2271,-548.94
2272,-548.6
2273,-548.94
2274,-548.6
2275,-548.6
2276,-548.6
2277,-548.6
2278,-548.25
2279,-548.6
2280,-548.94
2281,-548.25
2282,-548.94
2283,-548.6
2284,-548.6
2285,-548.94
2286,-548.94
2287,-547.57
2288,-548.94
2289,-548.25
2290,-548.25
2291,-548.25
2292,-548.94
2293,-548.6
2294,-548.6
2295,-548.25
2296,-548.25
2297,-548.25
2298,-547.57
2299,-548.6
2300,-548.25
2301,-548.94
2302,-548.6
2303,-548.6
2304,-548.25
2305,-548.25
2306,-548.6
2307,-548.25
2308,-548.25
2309,-548.25
2310,-548.6
2311,-548.25
2312,-548.25
2313,-548.6
2314,-548.25
2315,-548.25
2316,-548.25
2317,-548.25
2318,-548.6
2319,-548.94
2320,-548.94
2321,-548.6
2322,-548.25
2323,-548.25
2324,-548.25
2325,-548.25
2326,-547.57
2327,-548.25
2328,-548.25
2329,-548.25
2330,-548.25
2331,-548.25
2332,-547.57
2333,-548.6
2334,-548.6
2335,-548.6
2336,-548.25
2337,-548.25
2338,-548.25
2339,-548.25
2340,-548.25
2341,-548.94
2342,-548.25
2343,-547.57
2344,-548.25
2345,-548.25
2346,-547.57
2347,-548.6
2348,-548.6
2349,-548.6
2350,-548.25
2351,-548.6
2352,-548.6
2353,-548.25
2354,-547.57
2355,-548.25
2356,-547.57
2357,-547.57
2358,-548.94
2359,-548.25
2360,-548.25
2361,-547.23
2362,-548.6
2363,-547.57
2364,-547.57
2365,-547.57
2366,-547.57
2367,-547.57
2368,-548.25
2369,-548.6
2370,-548.6
2371,-548.25
2372,-547.57
2373,-547.23
2374,-547.57
2375,-548.25
2376,-547.57
2377,-548.25
2378,-548.6
2379,-547.23
2380,-548.25
2381,-548.25
2382,-548.25
2383,-547.57
2384,-547.23
2385,-548.25
2386,-548.25
2387,-548.25
2388,-548.25
2389,-548.6
2390,-547.57
2391,-547.23
2392,-547.57
2393,-547.57
2394,-548.6
2395,-548.25
2396,-548.6
2397,-548.25
2398,-548.25
2399,-548.25
2400,-547.57
2401,-548.25
2402,-548.6
2403,-548.25
2404,-548.6
2405,-548.25
2406,-548.25
2407,-547.57
2408,-547.57
2409,-547.57
2410,-548.25
2411,-548.25
2412,-548.25
2413,-548.6
2414,-548.6
2415,-548.25
2416,-547.57
2417,-548.25
2418,-547.57
2419,-548.6
2420,-548.6
2421,-548.6
2422,-548.6
2423,-548.25
2424,-547.57
2425,-548.25
2426,-548.25
2427,-548.6
2428,-547.57
2429,-548.25
2430,-548.25
2431,-547.57
2432,-548.94
2433,-548.6
2434,-548.94
2435,-548.6
2436,-548.6
2437,-548.25
2438,-548.25
2439,-547.57
2440,-548.25
2441,-548.6
2442,-549.28
2443,-548.94
2444,-548.6
2445,-548.6
2446,-548.25
2447,-548.6
2448,-548.6
2449,-547.57
2450,-548.6
2451,-548.6
2452,-548.6
2453,-548.6
2454,-548.25
2455,-548.25
2456,-548.94
2457,-548.25
2458,-548.6
2459,-548.94
2460,-548.6
2461,-548.25
2462,-548.25
2463,-549.28
2464,-548.6
2465,-548.94
2466,-548.25
2467,-549.28
2468,-548.6
2469,-548.94
2470,-548.6
2471,-548.94
2472,-548.6
2473,-548.25
2474,-548.94
2475,-548.25
2476,-548.6
2477,-548.6
2478,-548.94
2479,-548.6
2480,-548.94
2481,-548.25
2482,-548.94
2483,-548.6
2484,-548.94
2485,-548.6
2486,-548.6
2487,-548.25
2488,-548.25
2489,-548.94
2490,-548.25
2491,-548.94
2492,-548.6
2493,-548.6
2494,-548.6
2495,-549.62
2496,-548.6
2497,-548.94
2498,-548.94
2499,-548.6
2500,-548.6
2501,-548.6
2502,-547.57
2503,-548.6
2504,-548.6
2505,-548.94
2506,-548.94
2507,-548.6
2508,-548.94
2509,-549.28
2510,-548.25
2511,-548.6
2512,-548.6
2513,-548.94
2514,-547.57
2515,-548.94
2516,-548.6
2517,-548.25
2518,-548.94
2519,-548.25
2520,-548.94
2521,-548.94
2522,-548.25
2523,-548.6
2524,-548.6
2525,-548.6
2526,-548.25
2527,-548.25
2528,-548.25
2529,-548.25
2530,-548.6
2531,-548.6
2532,-548.25
2533,-548.25
2534,-548.25
2535,-548.25
2536,-548.25
2537,-548.6
2538,-548.25
2539,-547.57
2540,-548.25
2541,-548.25
2542,-548.25
2543,-548.25
2544,-548.25
2545,-548.6
2546,-548.6
2547,-548.6
2548,-548.94
2549,-549.28
2550,-548.25
2551,-548.25
2552,-548.6
2553,-548.6
2554,-548.6
2555,-548.94
2556,-548.94
2557,-548.6
2558,-548.6
2559,-548.6
2560,-548.94
2561,-548.6
2562,-548.25
2563,-548.94
2564,-548.6
2565,-548.6
2566,-548.6
2567,-548.25
2568,-548.6
2569,-548.94
2570,-548.94
2571,-548.94
2572,-548.6
2573,-548.94
2574,-549.62
2575,-549.62
2576,-548.94
2577,-548.6
2578,-548.94
2579,-549.28
2580,-548.94
2581,-548.94
2582,-549.28
2583,-548.6
2584,-548.94
2585,-548.94
2586,-549.28
2587,-549.28
2588,-548.94
2589,-548.25
2590,-548.6
2591,-549.28
2592,-549.28
2593,-548.6
2594,-548.94
2595,-548.6
2596,-549.28
2597,-548.6
2598,-549.28
2599,-549.28
2600,-549.28
2601,-548.6
2602,-548.94
2603,-548.94
2604,-548.94
2605,-548.94
2606,-548.6
2607,-548.6
2608,-548.6
2609,-548.94
2610,-548.94
2611,-548.94
2612,-549.28
2613,-548.94
2614,-548.94
2615,-549.28
2616,-548.94
2617,-548.6
2618,-548.25
2619,-548.25
2620,-548.25
2621,-548.94
2622,-548.94
2623,-548.6
2624,-548.6
2625,-548.6
2626,-548.94
2627,-548.94
2628,-549.62
2629,-548.94
2630,-548.6
2631,-548.94
2632,-548.6
2633,-548.25
2634,-548.94
2635,-548.6
2636,-548.94
2637,-549.28
2638,-548.6
2639,-548.6
2640,-548.6
2641,-548.94
2642,-548.6
2643,-548.6
2644,-548.94
2645,-548.94
2646,-548.94
2647,-549.28
2648,-549.28
2649,-548.94
2650,-549.28
2651,-549.28
2652,-549.28
2653,-548.94
2654,-549.28
2655,-548.94
2656,-549.28
2657,-549.96
2658,-549.62
2659,-549.28
2660,-549.28
2661,-549.28
2662,-549.28
2663,-549.62
2664,-549.62
2665,-549.28
2666,-549.96
2667,-549.62
2668,-549.28
2669,-549.62
2670,-549.28
2671,-549.62
2672,-549.28
2673,-549.28
2674,-549.28
2675,-549.28
2676,-549.28
2677,-549.28
2678,-548.94
2679,-549.62
2680,-549.62
2681,-549.28
2682,-549.62
2683,-549.96
2684,-549.28
2685,-549.62
2686,-549.28
2687,-549.62
2688,-549.28
2689,-549.62
2690,-549.28
2691,-549.96
2692,-549.62
2693,-549.62
2694,-549.28
2695,-549.28
2696,-549.96
2697,-549.62
2698,-549.62
2699,-550.65
2700,-549.28
2701,-549.96
2702,-549.28
2703,-548.94
2704,-549.62
2705,-549.62
2706,-549.62
2707,-548.94
2708,-549.28
2709,-549.28
2710,-549.62
2711,-549.62
2712,-549.62
2713,-549.28
2714,-549.28
2715,-549.62
2716,-549.96
2717,-549.62
2718,-549.28
2719,-549.28
2720,-549.62
2721,-549.96
2722,-549.62
2723,-549.96
2724,-549.62
2725,-549.62
2726,-549.62
2727,-549.28
2728,-549.62
2729,-549.62
2730,-549.28
2731,-549.62
2732,-549.62
2733,-549.62
2734,-549.62
2735,-549.96
2736,-549.96
2737,-549.62
2738,-549.96
2739,-549.62
2740,-549.96
2741,-549.96
2742,-549.96
2743,-550.65
2744,-549.62
2745,-549.62
2746,-550.65
2747,-550.65
2748,-549.96
2749,-549.62
2750,-549.96
2751,-549.28
2752,-550.65
2753,-550.65
2754,-549.96
2755,-550.65
2756,-549.96
2757,-549.96
2758,-550.99
2759,-549.96
2760,-549.96
2761,-550.65
2762,-549.96
2763,-549.96
2764,-549.62
2765,-549.96
2766,-549.62
2767,-549.28
2768,-549.62
2769,-549.96
2770,-550.65
2771,-550.65
2772,-550.65
2773,-549.62
2774,-549.62
2775,-549.62
2776,-549.62
2777,-549.62
2778,-550.65
2779,-548.94
2780,-549.62
2781,-548.94
2782,-549.96
2783,-549.62
2784,-549.62
2785,-549.62
2786,-549.28
2787,-549.96
2788,-549.96
2789,-549.96
2790,-549.96
2791,-549.96
2792,-549.96
2793,-550.65
2794,-549.96
2795,-549.96
2796,-549.62
2797,-549.62
2798,-549.62
2799,-549.62
2800,-549.62
2801,-549.62
2802,-549.62
2803,-549.62
2804,-549.62
2805,-549.62
2806,-549.62
2807,-549.96
2808,-549.28
2809,-549.62
2810,-549.28
2811,-549.62
2812,-549.96
2813,-549.96
2814,-549.62
2815,-549.62
2816,-549.62
2817,-549.62
2818,-549.62
2819,-549.96
2820,-549.62
2821,-549.62
2822,-549.62
2823,-549.96
2824,-549.62
2825,-549.96
2826,-549.62
2827,-549.96
2828,-549.96
2829,-549.96
2830,-549.96
2831,-549.62
2832,-550.65
2833,-549.96
2834,-549.62
2835,-549.96
2836,-549.62
2837,-549.28
2838,-550.65
2839,-549.96
2840,-549.62
2841,-549.28
2842,-549.96
2843,-549.62
2844,-549.96
2845,-549.62
2846,-550.65
2847,-549.96
2848,-549.28
2849,-549.62
2850,-549.96
2851,-549.28
2852,-548.94
2853,-549.28
2854,-549.96
2855,-549.28
2856,-549.62
2857,-549.96
2858,-550.65
2859,-550.65
2860,-549.96
2861,-549.62
2862,-549.96
2863,-549.96
2864,-549.62
2865,-549.62
2866,-549.28
2867,-549.62
2868,-549.28
2869,-548.6
2870,-548.94
2871,-549.28
2872,-549.62
2873,-549.62
2874,-549.62
2875,-549.96
2876,-549.96
2877,-549.62
2878,-549.28
2879,-549.28
2880,-548.94
2881,-548.94
2882,-548.94
2883,-549.62
2884,-549.28
2885,-548.6
2886,-548.94
2887,-549.62
2888,-548.94
2889,-549.28
2890,-549.28
2891,-549.28
2892,-549.28
2893,-549.62
2894,-549.28
2895,-548.94
2896,-549.28
2897,-548.94
2898,-548.6
2899,-549.28
2900,-548.94
2901,-549.28
2902,-548.6
2903,-548.94
2904,-549.62
2905,-548.94
2906,-548.94
2907,-548.6
2908,-548.94
2909,-548.94
2910,-548.6
2911,-548.25
2912,-548.25
2913,-548.6
2914,-548.6
2915,-548.25
2916,-548.25
2917,-548.25
2918,-548.6
2919,-548.94
2920,-548.94
2921,-548.94
2922,-548.94
2923,-549.28
2924,-548.6
2925,-548.6
2926,-549.28
2927,-549.28
2928,-548.94
2929,-548.94
2930,-548.94
2931,-548.25
2932,-548.6
2933,-548.94
2934,-548.94
2935,-548.94
2936,-548.94
2937,-548.6
2938,-548.94
2939,-549.28
2940,-548.94
2941,-548.6
2942,-548.25
2943,-548.6
2944,-548.6
2945,-548.25
2946,-548.94
2947,-548.6
2948,-548.6
2949,-548.6
2950,-548.25
2951,-548.25
2952,-548.6
2953,-548.94
2954,-549.28
2955,-549.28
2956,-548.94
2957,-548.94
2958,-548.25
2959,-549.28
2960,-548.6
2961,-548.94
2962,-548.94
2963,-548.94
2964,-548.6
2965,-548.94
2966,-549.62
2967,-548.94
2968,-548.25
2969,-548.6
2970,-549.62
2971,-549.62
2972,-549.28
2973,-549.62
2974,-549.28
2975,-549.28
2976,-548.94
2977,-549.62
2978,-549.62
2979,-549.62
2980,-549.62
2981,-549.62
2982,-548.94
2983,-548.94
2984,-549.62
2985,-549.28
2986,-548.94
2987,-548.94
2988,-549.28
2989,-549.62
2990,-549.28
2991,-549.62
2992,-549.28
2993,-549.62
2994,-549.62
2995,-549.62
2996,-548.94
2997,-549.28
2998,-549.62
2999,-549.28
3000,-549.28
3001,-548.6
3002,-549.28
3003,-549.62
3004,-549.62
3005,-549.62
3006,-549.28
3007,-549.28
3008,-548.94
3009,-549.62
3010,-549.28
3011,-548.94
3012,-549.62
3013,-549.28
3014,-549.96
3015,-549.28
3016,-548.94
3017,-549.62
3018,-549.28
3019,-549.62
3020,-549.28
3021,-549.28
3022,-549.28
3023,-549.62
3024,-549.62
3025,-549.28
3026,-549.62
3027,-549.96
3028,-550.65
3029,-549.28
3030,-549.96
3031,-549.96
3032,-549.96
3033,-549.62
3034,-549.28
3035,-549.96
3036,-549.96
3037,-550.99
3038,-549.62
3039,-548.94
3040,-549.96
3041,-549.96
3042,-549.62
3043,-549.62
3044,-550.65
3045,-549.28
3046,-549.96
3047,-549.62
3048,-548.6
3049,-548.25
3050,-548.6
3051,-548.94
3052,-549.96
3053,-549.28
3054,-549.28
3055,-548.94
3056,-549.28
3057,-549.28
3058,-549.62
3059,-549.62
3060,-549.28
3061,-549.28
3062,-549.28
3063,-549.28
3064,-549.96
3065,-549.28
3066,-549.28
3067,-548.94
3068,-549.96
3069,-549.28
3070,-549.28
3071,-549.28
3072,-549.28
3073,-549.28
3074,-549.28
3075,-548.94
3076,-548.94
3077,-548.6
3078,-548.94
3079,-548.94
3080,-549.28
3081,-548.94
3082,-548.6
3083,-548.6
3084,-548.94
3085,-549.28
3086,-549.62
3087,-549.28
3088,-548.6
3089,-548.94
3090,-548.94
3091,-548.94
3092,-549.28
3093,-549.62
3094,-548.94
3095,-549.28
3096,-548.94
3097,-549.28
3098,-549.28
3099,-548.94
3100,-549.28
3101,-548.94
3102,-549.28
3103,-548.94
3104,-549.62
3105,-549.62
3106,-549.62
3107,-548.94
3108,-549.62
3109,-549.28
3110,-548.6
3111,-548.94
3112,-548.94
3113,-549.28
3114,-549.62
3115,-549.96
3116,-549.62
3117,-549.62
3118,-549.28
3119,-549.62
3120,-549.28
3121,-549.62
3122,-549.28
3123,-549.28
3124,-549.28
3125,-549.62
3126,-548.94
3127,-549.28
3128,-549.62
3129,-549.62
3130,-549.62
3131,-549.28
3132,-549.28
3133,-549.28
3134,-549.62
3135,-548.94
3136,-549.62
3137,-549.62
3138,-549.28
3139,-549.28
3140,-548.94
3141,-549.28
3142,-549.62
3143,-548.94
3144,-549.96
3145,-549.96
3146,-549.62
3147,-548.94
3148,-548.6
3149,-549.28
3150,-549.28
3151,-549.28
3152,-549.62
3153,-549.62
3154,-548.94
3155,-549.28
3156,-548.94
3157,-549.28
3158,-549.62
3159,-548.94
3160,-549.62
3161,-548.94
3162,-548.94
3163,-548.6
3164,-548.94
3165,-548.94
3166,-549.62
3167,-548.94
3168,-548.94
3169,-549.28
3170,-549.28
3171,-549.62
3172,-548.6
3173,-548.94
3174,-548.6
3175,-549.28
3176,-548.94
3177,-548.6
3178,-548.25
3179,-548.94
3180,-549.28
3181,-548.6
3182,-548.94
3183,-548.94
3184,-548.94
3185,-548.94
3186,-548.94
3187,-549.28
3188,-549.62
3189,-548.94
3190,-548.6
3191,-548.94
3192,-549.28
3193,-548.94
3194,-548.94
3195,-548.6
3196,-548.6
3197,-549.28
3198,-548.94
3199,-549.28
3200,-549.62
3201,-549.28
3202,-548.94
3203,-548.94
3204,-549.28
3205,-549.62
3206,-548.94
3207,-549.28
3208,-548.94
3209,-549.28
3210,-549.28
3211,-549.28
3212,-548.94
3213,-549.28
3214,-549.62
3215,-549.28
3216,-549.62
3217,-548.94
3218,-549.28
3219,-549.28
3220,-549.28
3221,-548.94
3222,-549.28
3223,-549.28
3224,-549.62
3225,-548.94
3226,-549.62
3227,-548.94
3228,-549.62
3229,-549.62
3230,-549.62
3231,-548.94
3232,-549.62
3233,-548.94
3234,-549.28
3235,-549.28
3236,-549.28
3237,-549.28
3238,-549.62
3239,-549.96
3240,-549.96
3241,-549.62
3242,-548.94
3243,-549.28
3244,-549.28
3245,-548.94
3246,-548.94
3247,-549.62
3248,-548.94
3249,-549.28
3250,-549.62
3251,-549.28
3252,-549.28
3253,-549.62
3254,-549.28
3255,-549.62
3256,-549.28
3257,-549.28
3258,-549.28
3259,-549.62
3260,-549.28
3261,-549.28
3262,-549.62
3263,-549.28
3264,-548.6
3265,-549.28
3266,-549.28
3267,-549.28
3268,-549.28
3269,-549.62
3270,-549.28
3271,-548.94
3272,-549.28
3273,-549.28
3274,-548.94
3275,-548.94
3276,-549.28
3277,-548.94
3278,-549.28
3279,-549.28
3280,-549.28
3281,-548.94
3282,-548.94
3283,-549.28
3284,-548.94
3285,-548.94
3286,-549.28
3287,-548.94
3288,-549.28
3289,-549.28
3290,-549.28
3291,-548.94
3292,-548.94
3293,-548.94
3294,-548.6
3295,-548.6
3296,-549.28
3297,-548.6
3298,-548.6
3299,-548.6
3300,-548.6
3301,-548.6
3302,-548.25
3303,-548.6
3304,-548.25
3305,-548.6
3306,-548.6
3307,-548.25
3308,-548.6
3309,-548.94
3310,-548.6
3311,-549.28
3312,-548.6
3313,-548.94
3314,-548.94
3315,-548.94
3316,-548.6
3317,-548.6
3318,-548.94
3319,-548.94
3320,-548.6
3321,-548.6
3322,-548.6
3323,-548.94
3324,-548.6
3325,-548.94
3326,-549.28
3327,-549.28
3328,-548.6
3329,-548.94
3330,-548.25
3331,-548.6
3332,-548.94
3333,-548.94
3334,-548.25
3335,-548.6
3336,-548.6
3337,-548.94
3338,-548.94
3339,-548.94
3340,-548.25
3341,-548.6
3342,-548.25
3343,-548.94
3344,-548.94
3345,-548.6
3346,-548.25
3347,-548.94
3348,-548.94
3349,-548.94
3350,-548.6
3351,-548.94
3352,-548.6
3353,-548.94
3354,-548.25
3355,-548.6
3356,-548.94
3357,-548.94
3358,-548.6
3359,-547.57
3360,-548.25
3361,-548.6
3362,-548.25
3363,-548.6
3364,-548.6
3365,-548.25
3366,-548.6
3367,-548.6
3368,-548.6
3369,-548.6
3370,-548.25
3371,-548.6
3372,-548.25
3373,-548.6
3374,-548.25
3375,-548.25
3376,-547.57
3377,-548.6
3378,-548.25
3379,-548.6
3380,-548.6
3381,-548.6
3382,-547.57
3383,-548.6
3384,-548.6
3385,-548.25
3386,-548.6
3387,-548.94
3388,-548.6
3389,-548.6
3390,-548.6
3391,-548.25
3392,-548.94
3393,-548.6
3394,-548.25
3395,-548.94
3396,-549.28
3397,-548.94
3398,-548.6
3399,-548.94
3400,-548.25
3401,-548.6
3402,-548.6
3403,-548.6
3404,-549.28
3405,-548.94
3406,-548.94
3407,-548.94
3408,-548.25
3409,-548.6
3410,-548.25
3411,-548.94
3412,-548.94
3413,-548.6
3414,-548.94
3415,-548.94
3416,-548.6
3417,-548.94
3418,-549.28
3419,-548.6
3420,-548.6
3421,-548.25
3422,-548.94
3423,-548.94
3424,-548.6
3425,-548.94
3426,-548.25
3427,-548.94
3428,-548.94
3429,-549.28
3430,-549.28
3431,-548.6
3432,-548.6
3433,-549.28
3434,-548.6
3435,-548.6
3436,-548.6
3437,-548.94
3438,-549.28
3439,-548.94
3440,-549.28
3441,-549.28
3442,-549.62
3443,-549.28
3444,-549.28
3445,-549.28
3446,-549.28
3447,-548.94
3448,-549.28
3449,-549.28
3450,-548.25
3451,-548.6
3452,-549.28
3453,-548.94
3454,-548.94
3455,-548.94
3456,-549.28
3457,-549.28
3458,-549.28
3459,-549.62
3460,-548.6
3461,-548.94
3462,-548.6
3463,-549.28
3464,-548.6
3465,-548.6
3466,-548.6
3467,-549.28
3468,-549.28
3469,-549.28
3470,-549.28
3471,-548.6
3472,-548.94
3473,-549.28
3474,-548.94
3475,-548.94
3476,-548.94
3477,-549.62
3478,-548.94
3479,-549.28
3480,-548.94
3481,-549.28
3482,-549.28
3483,-549.96
3484,-549.28
3485,-549.62
3486,-548.94
3487,-548.94
3488,-548.6
3489,-549.28
3490,-549.28
3491,-549.28
3492,-549.28
3493,-549.28
3494,-549.28
3495,-549.62
3496,-549.28
3497,-549.28
3498,-549.96
3499,-549.62
3500,-549.28
3501,-549.62
3502,-549.28
3503,-549.62
3504,-548.94
3505,-549.62
3506,-549.62
3507,-549.28
3508,-549.62
3509,-549.62
3510,-549.28
3511,-548.94
3512,-549.28
3513,-548.94
3514,-549.28
3515,-549.28
3516,-549.96
3517,-549.28
3518,-549.62
3519,-548.94
3520,-549.62
3521,-549.28
3522,-549.28
3523,-548.94
3524,-549.28
3525,-549.62
3526,-549.62
3527,-549.62
3528,-549.62
3529,-549.62
3530,-548.94
3531,-549.28
3532,-549.96
3533,-549.62
3534,-549.62
3535,-549.28
3536,-548.94
3537,-549.62
3538,-548.94
3539,-549.62
3540,-549.28
3541,-548.6
3542,-549.28
3543,-549.28
3544,-549.28
3545,-548.94
3546,-549.28
3547,-548.6
3548,-549.28
3549,-549.28
3550,-548.6
3551,-549.62
3552,-549.28
3553,-549.28
3554,-550.65
3555,-548.94
3556,-548.94
3557,-548.94
3558,-549.28
3559,-549.28
3560,-549.62
3561,-549.62
3562,-549.96
3563,-549.28
3564,-549.62
3565,-549.62
3566,-548.94
3567,-549.28
3568,-549.62
3569,-549.28
3570,-549.62
3571,-548.94
3572,-549.96
3573,-548.6
3574,-549.28
3575,-548.6
3576,-548.94
3577,-549.28
3578,-548.94
3579,-548.94
3580,-549.28
3581,-548.94
3582,-548.6
3583,-549.28
3584,-548.6
3585,-549.28
3586,-549.62
3587,-549.28
3588,-549.28
3589,-548.94
3590,-549.28
3591,-548.94
3592,-549.62
3593,-548.94
3594,-548.6
