row_index,WNAC.AccY
977,0.0
978,-0.01
979,-0.01
980,0.0
981,-0.01
982,0.0
983,0.0
984,-0.01
985,0.0
986,0.0
987,0.0
988,0.0
989,0.0
990,-0.01
991,0.0
992,0.0
993,-0.01
994,0.0
995,-0.01
996,-0.01
997,-0.01
998,-0.01
999,-0.01
1000,0.0
1001,0.0
1002,-0.01
1003,0.0
1004,0.0
1005,-0.01
1006,-0.01
1007,0.0
1008,0.0
1009,0.0
1010,0.0
1011,0.0
1012,0.0
1013,-0.01
1014,-0.01
1015,-0.01
1016,0.0
1017,0.0
1018,-0.01
1019,0.0
1020,0.0
1021,0.0
1022,0.0
1023,0.0
1024,0.0
1025,-0.01
1026,0.0
1027,-0.01
1028,-0.01
1029,-0.01
1030,-0.01
1031,0.0
1032,0.0
1033,-0.01
1034,0.0
1035,0.0
1036,-0.01
1037,0.0
1038,0.0
1039,0.0
1040,-0.01
1041,-0.01
1042,0.0
1043,0.0
1044,-0.01
1045,-0.01
1046,-0.01
1047,0.0
1048,0.0
1049,0.0
1050,0.0
1051,-0.01
1052,0.0
1053,-0.01
1054,0.0
1055,0.0
1056,0.0
1057,0.0
1058,-0.01
1059,0.0
1060,-0.01
1061,0.0
1062,-0.01
1063,0.0
1064,0.0
1065,0.0
1066,0.0
1067,-0.01
1068,0.0
1069,-0.01
1070,-0.01
1071,0.0
1072,-0.01
1073,0.0
1074,-0.01
1075,-0.01
1076,-0.01
1077,-0.01
1078,0.0
1079,0.0
1080,-0.01
1081,-0.01
1082,0.0
1083,0.0
1084,0.0
1085,-0.01
1086,-0.01
1087,-0.01
1088,-0.01
1089,-0.01
1090,-0.01
1091,0.0
1092,0.0
1093,-0.01
1094,0.0
1095,-0.01
1096,-0.01
1097,0.0
1098,-0.01
1099,0.0
1100,-0.01
1101,-0.01
1102,0.0
1103,-0.01
1104,-0.01
1105,0.0
1106,-0.01
1107,0.0
1108,-0.01
1109,-0.01
1110,-0.01
1111,0.0
1112,-0.01
1113,-0.01
1114,-0.01
1115,-0.01
1116,0.0
1117,-0.01
1118,0.0
1119,0.0
1120,0.0
1121,-0.01
1122,0.0
1123,-0.01
1124,-0.01
1125,0.0
1126,-0.01
1127,0.0
1128,0.0
1129,0.0
1130,-0.01
1131,0.0
1132,0.0
1133,0.0
1134,0.0
1135,-0.01
1136,-0.01
1137,0.0
1138,-0.01
1139,0.0
1140,0.0
1141,-0.01
1142,-0.01
1143,-0.01
1144,0.0
1145,0.0
1146,0.0
1147,0.0
1148,0.0
1149,-0.01
1150,-0.01
1151,0.0
1152,-0.01
1153,0.0
1154,0.0
1155,-0.01
1156,-0.01
1157,-0.01
1158,0.0
1159,0.0
1160,0.0
1161,-0.01
1162,-0.01
1163,-0.01
1164,-0.01
1165,0.0
1166,0.0
1167,0.0
1168,0.0
1169,-0.01
1170,-0.01
1171,0.0
1172,-0.01
1173,0.0
1174,0.0
1175,0.0
1176,-0.01
1177,-0.01
1178,-0.01
1179,-0.01
1180,-0.01
1181,-0.01
1182,-0.01
1183,-0.01
1184,0.0
1185,0.0
1186,0.0
1187,0.0
1188,-0.01
1189,-0.01
1190,-0.01
1191,-0.01
1192,0.0
1193,-0.01
1194,0.0
1195,-0.01
1196,0.0
1197,-0.01
1198,0.0
1199,0.0
1200,-0.01
1201,0.0
1202,0.0
1203,-0.01
1204,-0.01
1205,0.0
1206,-0.01
1207,0.0
1208,0.0
1209,-0.01
1210,0.0
1211,0.0
1212,-0.01
1213,0.0
1214,0.0
1215,-0.01
1216,0.0
1217,0.0
1218,-0.01
1219,-0.01
1220,-0.01
1221,-0.01
1222,-0.01
1223,-0.01
1224,0.0
1225,0.0
1226,-0.01
1227,-0.01
1228,0.0
1229,0.0
1230,0.0
1231,0.0
1232,-0.01
1233,-0.01
1234,-0.01
1235,-0.01
1236,0.0
1237,0.0
1238,-0.01
1239,-0.01
1240,-0.01
1241,-0.01
1242,0.0
1243,0.0
1244,0.0
1245,0.0
1246,0.0
1247,-0.01
1248,0.0
1249,-0.01
1250,0.0
1251,-0.01
1252,-0.01
1253,0.0
1254,0.0
1255,-0.01
1256,0.0
1257,0.0
1258,-0.01
1259,-0.01
1260,-0.01
1261,-0.01
1262,0.0
1263,-0.01
1264,-0.01
1265,-0.01
1266,-0.01
1267,0.0
1268,0.0
1269,0.0
1270,-0.01
1271,-0.01
1272,-0.01
1273,0.0
1274,0.0
1275,-0.01
1276,0.0
1277,-0.01
1278,-0.01
1279,0.0
1280,0.0
1281,0.0
1282,0.0
1283,-0.01
1284,-0.01
1285,0.0
1286,-0.01
1287,0.0
1288,0.0
1289,0.0
1290,0.0
1291,0.0
1292,-0.01
1293,-0.01
1294,-0.01
1295,0.0
1296,0.0
1297,-0.01
1298,-0.01
1299,0.0
1300,-0.01
1301,0.0
1302,0.0
1303,0.0
1304,-0.01
1305,-0.01
1306,-0.01
1307,0.0
1308,0.0
1309,-0.01
1310,0.0
1311,-0.01
1312,-0.01
1313,0.0
1314,0.0
1315,0.0
1316,0.0
1317,-0.01
1318,-0.01
1319,-0.01
1320,-0.01
1321,0.0
1322,0.0
1323,0.0
1324,-0.01
1325,-0.01
1326,-0.01
1327,0.0
1328,0.0
1329,-0.01
1330,0.0
1331,-0.01
1332,-0.01
1333,-0.01
1334,0.0
1335,0.0
1336,-0.01
1337,-0.01
1338,-0.01
1339,0.0
1340,-0.01
1341,0.0
1342,0.0
1343,0.0
1344,-0.01
1345,-0.01
1346,0.0
1347,-0.01
1348,-0.01
1349,-0.01
1350,0.0
1351,0.0
1352,-0.01
1353,0.0
1354,-0.01
1355,-0.01
1356,0.0
1357,0.0
1358,-0.01
1359,0.0
1360,-0.01
1361,-0.01
1362,0.0
1363,0.0
1364,0.0
1365,0.0
1366,-0.01
1367,0.0
1368,-0.01
1369,-0.01
1370,0.0
1371,0.0
1372,-0.01
1373,0.0
1374,-0.01
1375,0.0
1376,0.0
1377,0.0
1378,0.0
1379,-0.01
1380,-0.01
1381,0.0
1382,-0.01
1383,-0.01
1384,0.0
1385,-0.01
1386,0.0
1387,-0.01
1388,0.0
1389,-0.01
1390,-0.01
1391,0.0
1392,0.0
1393,0.0
1394,-0.01
1395,-0.01
1396,0.0
1397,-0.01
1398,-0.01
1399,-0.01
1400,0.0
1401,0.0
1402,-0.01
1403,0.0
1404,0.0
1405,0.0
1406,-0.01
1407,-0.01
1408,-0.01
1409,0.0
1410,-0.01
1411,-0.01
1412,0.0
1413,0.0
1414,-0.01
1415,-0.01
1416,-0.01
1417,-0.01
1418,-0.01
1419,0.0
1420,0.0
1421,-0.01
1422,0.0
1423,-0.01
1424,-0.01
1425,-0.01
1426,-0.01
1427,-0.01
1428,0.0
1429,0.0
1430,-0.01
1431,-0.01
1432,-0.01
1433,-0.01
1434,0.0
1435,0.0
1436,-0.01
1437,-0.01
1438,-0.01
1439,0.0
1440,-0.01
1441,-0.01
1442,-0.01
1443,0.0
1444,0.0
1445,-0.01
1446,-0.01
1447,0.0
1448,0.0
1449,0.0
1450,-0.01
1451,-0.01
1452,0.0
1453,0.0
1454,0.0
1455,0.0
1456,-0.01
1457,0.0
1458,0.0
1459,0.0
1460,-0.01
1461,-0.01
1462,0.0
1463,-0.01
1464,0.0
1465,0.0
1466,-0.01
1467,-0.01
1468,-0.01
1469,-0.01
1470,-0.01
1471,-0.01
1472,0.0
1473,-0.01
1474,-0.01
1475,0.0
1476,-0.01
1477,0.0
1478,0.0
1479,0.0
1480,0.0
1481,-0.01
1482,-0.01
1483,-0.01
1484,-0.01
1485,0.0
1486,-0.01
1487,-0.01
1488,-0.01
1489,0.0
1490,-0.01
1491,0.0
1492,0.0
1493,-0.01
1494,0.0
1495,-0.01
1496,-0.01
1497,-0.01
1498,0.0
1499,-0.01
1500,-0.01
1501,0.0
1502,-0.01
1503,0.0
1504,0.0
1505,0.0
1506,-0.01
1507,-0.01
1508,-0.01
1509,-0.01
1510,0.0
1511,0.0
1512,-0.01
1513,-0.01
1514,0.0
1515,-0.01
1516,0.0
1517,-0.01
1518,-0.01
1519,0.0
1520,0.0
1521,0.0
1522,0.0
1523,-0.01
1524,-0.01
1525,0.0
1526,-0.01
1527,0.0
1528,0.0
1529,-0.01
1530,-0.01
1531,-0.01
1532,-0.01
1533,0.0
1534,0.0
1535,-0.01
1536,-0.01
1537,-0.01
1538,-0.01
1539,-0.01
1540,0.0
1541,-0.01
1542,-0.01
1543,-0.01
1544,-0.01
1545,-0.01
1546,-0.01
1547,0.0
1548,0.0
1549,-0.01
1550,-0.01
1551,-0.01
1552,-0.01
1553,-0.01
1554,-0.01
1555,-0.01
1556,0.0
1557,-0.01
1558,-0.01
1559,-0.01
1560,-0.01
1561,0.0
1562,-0.01
1563,0.0
1564,-0.01
1565,-0.01
1566,-0.01
1567,0.0
1568,-0.01
1569,0.0
1570,0.0
1571,0.0
1572,-0.01
1573,-0.01
1574,-0.01
1575,0.0
1576,-0.01
1577,0.0
1578,-0.01
1579,0.0
1580,-0.01
1581,0.0
1582,-0.01
1583,0.0
1584,0.0
1585,-0.01
1586,0.0
1587,0.0
1588,-0.01
1589,-0.01
1590,0.0
1591,-0.01
1592,0.0
1593,0.0
1594,-0.01
1595,-0.01
1596,-0.01
1597,0.0
1598,0.0
1599,-0.01
1600,-0.01
1601,-0.01
1602,0.0
1603,-0.01
1604,-0.01
1605,-0.01
1606,-0.01
1607,0.0
1608,0.0
1609,0.0
1610,-0.01
1611,-0.01
1612,-0.01
1613,-0.01
1614,-0.01
1615,0.0
1616,0.0
1617,0.0
1618,0.0
1619,-0.01
1620,-0.01
1621,-0.01
1622,0.0
1623,0.0
1624,0.0
1625,0.0
1626,-0.01
1627,-0.01
1628,-0.01
1629,-0.01
1630,-0.01
1631,0.0
1632,-0.01
1633,0.0
1634,0.0
1635,-0.01
1636,0.0
1637,-0.01
1638,0.0
1639,0.0
1640,0.0
1641,-0.01
1642,0.0
1643,-0.01
1644,0.0
1645,0.0
1646,-0.01
1647,0.0
1648,-0.01
1649,-0.01
1650,-0.01
1651,0.0
1652,-0.01
1653,-0.01
1654,-0.01
1655,0.0
1656,0.0
1657,0.0
1658,0.0
1659,-0.01
1660,0.0
1661,-0.01
1662,0.0
1663,0.0
1664,0.0
1665,-0.01
1666,0.0
1667,-0.01
1668,-0.01
1669,-0.01
1670,0.0
1671,0.0
1672,-0.01
1673,0.0
1674,-0.01
1675,-0.01
1676,0.0
1677,0.0
1678,0.0
1679,0.0
1680,0.0
1681,-0.01
1682,-0.01
1683,0.0
1684,0.0
1685,0.0
1686,0.0
1687,-0.01
1688,-0.01
1689,-0.01
1690,0.0
1691,0.0
1692,-0.01
1693,0.0
1694,0.0
1695,-0.01
1696,0.0
1697,0.0
1698,0.0
1699,0.0
1700,-0.01
1701,0.0
1702,0.0
1703,-0.01
1704,0.0
1705,0.0
1706,-0.01
1707,-0.01
1708,-0.01
1709,-0.01
1710,0.0
1711,0.0
1712,-0.01
1713,0.0
1714,-0.01
1715,-0.01
1716,-0.01
1717,0.0
1718,0.0
1719,0.0
1720,-0.01
1721,-0.01
1722,0.0
1723,0.0
1724,0.0
1725,-0.01
1726,-0.01
1727,0.0
1728,-0.01
1729,-0.01
1730,0.0
1731,0.0
1732,0.0
1733,0.0
1734,-0.01
1735,-0.01
1736,0.0
1737,-0.01
1738,0.0
1739,0.0
1740,0.0
1741,0.0
1742,-0.01
1743,-0.01
1744,-0.01
1745,-0.01
1746,0.0
1747,-0.01
1748,-0.01
1749,-0.01
1750,0.0
1751,0.0
1752,-0.01
1753,0.0
1754,-0.01
1755,0.0
1756,0.0
1757,-0.01
1758,-0.01
1759,0.0
1760,-0.01
1761,-0.01
1762,-0.01
1763,0.0
1764,0.0
1765,-0.01
1766,-0.01
1767,0.0
1768,-0.01
1769,-0.01
1770,0.0
1771,-0.01
1772,0.0
1773,-0.01
1774,0.0
1775,0.0
1776,-0.01
1777,0.0
1778,0.0
1779,0.0
1780,-0.01
1781,-0.01
1782,-0.01
1783,-0.01
1784,-0.01
1785,-0.01
1786,0.0
1787,-0.01
1788,-0.01
1789,-0.01
1790,-0.01
1791,0.0
1792,0.0
1793,0.0
1794,-0.01
1795,0.0
1796,0.0
1797,-0.01
1798,0.0
1799,-0.01
1800,-0.01
1801,0.0
1802,-0.01
1803,0.0
1804,0.0
1805,-0.01
1806,-0.01
1807,-0.01
1808,-0.01
1809,-0.01
1810,0.0
1811,0.0
1812,-0.01
1813,0.0
1814,0.0
1815,0.0
1816,0.0
1817,-0.01
1818,-0.01
1819,-0.01
1820,-0.01
1821,0.0
1822,0.0
1823,0.0
1824,0.0
1825,0.0
1826,0.0
1827,0.0
1828,-0.01
1829,0.0
1830,0.0
1831,0.0
1832,0.0
1833,0.0
1834,0.0
1835,-0.01
1836,0.0
1837,-0.01
1838,0.0
1839,-0.01
1840,0.0
1841,0.0
1842,0.0
1843,0.0
1844,0.0
1845,0.0
1846,0.0
1847,-0.01
1848,-0.01
1849,0.0
1850,0.0
1851,0.0
1852,-0.01
1853,0.0
1854,-0.01
1855,-0.01
1856,0.0
1857,-0.01
1858,0.0
1859,-0.01
1860,-0.01
1861,-0.01
1862,0.0
1863,0.0
1864,-0.01
1865,-0.01
1866,-0.01
1867,-0.01
1868,0.0
1869,0.0
1870,-0.01
1871,-0.01
1872,0.0
1873,-0.01
1874,0.0
1875,0.0
1876,-0.01
1877,-0.01
1878,-0.01
1879,-0.01
1880,0.0
1881,-0.01
1882,-0.01
1883,0.0
1884,-0.01
1885,-0.01
1886,0.0
1887,0.0
1888,-0.01
1889,0.0
1890,0.0
1891,0.0
1892,0.0
1893,0.0
1894,-0.01
1895,-0.01
1896,-0.01
1897,0.0
1898,0.0
1899,0.0
1900,0.0
1901,-0.01
1902,-0.01
1903,-0.01
1904,-0.01
1905,0.0
1906,0.0
1907,-0.01
1908,-0.01
1909,-0.01
1910,0.0
1911,0.0
1912,0.0
1913,0.0
1914,-0.01
1915,0.0
1916,0.0
1917,0.0
1918,0.0
1919,0.0
1920,-0.01
1921,0.0
1922,-0.01
1923,0.0
1924,0.0
1925,0.0
1926,-0.01
1927,-0.01
1928,-0.01
1929,0.0
1930,0.0
1931,-0.01
1932,0.0
1933,0.0
1934,-0.01
1935,-0.01
1936,0.0
1937,0.0
1938,-0.01
1939,0.0
1940,-0.01
1941,0.0
1942,0.0
1943,0.0
1944,0.0
1945,-0.01
1946,-0.01
1947,-0.01
1948,0.0
1949,0.0
1950,0.0
1951,0.0
1952,-0.01
1953,-0.01
1954,-0.01
1955,-0.01
1956,0.0
1957,-0.01
1958,-0.01
1959,0.0
1960,-0.01
1961,0.0
1962,0.0
1963,0.0
1964,0.0
1965,-0.01
1966,0.0
1967,-0.01
1968,0.0
1969,0.0
1970,-0.01
1971,0.0
1972,-0.01
1973,-0.01
1974,0.0
1975,0.0
1976,-0.01
1977,-0.01
1978,0.0
1979,-0.01
1980,-0.01
1981,0.0
1982,0.0
