row_index,WROT.CptVolLow.Bl3
355,29.28
356,29.3
357,29.23
358,29.36
359,29.2
360,29.6
361,29.16
362,29.19
363,29.67
364,29.49
365,29.35
366,29.23
367,29.59
368,29.61
369,29.58
370,29.51
371,29.25
372,29.63
373,29.71
374,29.66
375,29.56
376,29.26
377,29.73
378,29.65
379,29.24
380,29.63
381,29.19
382,29.7
383,29.56
384,29.62
385,29.61
386,29.21
387,29.33
388,29.45
389,29.63
390,29.72
391,29.42
392,29.15
393,29.38
394,29.69
395,29.43
396,29.55
397,29.24
398,29.2
399,29.16
400,29.32
401,29.26
402,29.35
403,29.65
404,29.19
405,29.16
406,29.33
407,29.32
408,29.3
409,29.28
410,29.71
411,29.25
412,29.58
413,29.31
414,29.61
415,29.64
416,29.32
417,29.62
418,29.6
419,29.59
420,29.62
421,29.37
422,29.63
423,29.2
424,29.51
425,29.62
426,29.33
427,29.2
428,29.16
429,29.65
430,29.62
431,29.61
432,29.65
433,29.65
434,29.65
435,29.55
436,29.33
437,29.35
438,29.05
439,29.61
440,29.18
441,29.24
442,29.22
443,29.33
444,29.6
445,29.3
446,29.47
447,29.31
448,29.6
449,29.61
450,29.62
451,29.65
452,29.57
453,29.0
454,29.27
455,29.65
456,29.6
457,29.26
458,29.49
459,29.64
460,29.64
461,29.6
462,29.5
463,29.6
464,29.26
465,29.71
466,29.32
467,29.66
468,29.59
469,29.21
470,29.61
471,29.7
472,29.29
473,29.61
474,29.61
475,29.25
476,29.19
477,29.52
478,29.27
479,29.53
480,29.61
481,29.61
482,29.6
483,29.63
484,29.66
485,29.64
486,29.65
487,29.62
488,29.43
489,29.35
490,29.21
491,29.58
492,29.41
493,29.22
494,29.2
495,29.18
496,29.3
497,29.17
498,29.64
499,29.65
500,29.33
501,29.57
502,29.57
503,29.56
504,29.55
505,29.56
506,29.58
507,29.6
508,29.3
509,29.66
510,29.18
511,29.61
512,29.59
513,29.28
514,29.41
515,29.15
516,29.62
517,29.4
518,29.25
519,29.58
520,29.51
521,29.64
522,29.59
523,29.33
524,29.35
525,29.36
526,29.67
527,29.61
528,29.65
529,29.22
530,29.63
531,29.23
532,29.65
533,29.2
534,29.58
535,29.22
536,29.58
537,29.51
538,29.57
539,29.22
540,29.31
541,29.45
542,29.61
543,29.04
544,29.6
545,29.21
546,29.57
547,29.25
548,29.28
549,29.7
550,29.23
551,29.19
552,29.4
553,29.66
554,29.59
555,29.3
556,29.26
557,29.58
558,29.21
559,29.45
560,29.65
561,29.22
562,29.35
563,29.62
564,29.3
565,29.19
566,29.62
567,29.57
568,29.61
569,29.64
570,29.62
571,29.22
572,29.31
573,29.34
574,29.62
575,29.2
576,29.45
577,29.61
578,29.61
579,29.35
580,29.33
581,29.65
582,29.22
583,29.3
584,29.37
585,29.28
586,29.19
587,29.37
588,29.42
589,29.34
590,29.22
591,29.43
592,29.28
593,29.45
594,29.26
595,29.21
596,29.67
597,29.56
598,29.22
599,29.16
600,29.44
601,29.58
602,28.97
603,29.32
604,29.63
605,29.48
606,29.33
607,29.68
608,29.64
609,29.35
610,29.2
611,29.59
612,29.55
613,29.59
614,29.58
615,29.57
616,29.21
617,29.3
618,29.34
619,29.61
620,29.6
621,29.52
622,29.6
623,29.3
624,29.26
625,29.23
626,29.64
627,29.72
628,29.34
629,29.42
630,29.58
631,29.6
632,29.26
633,29.25
634,29.07
635,29.58
636,29.47
637,29.23
638,29.62
639,29.51
640,29.21
641,29.32
642,29.2
643,29.17
644,29.69
645,29.68
646,29.6
647,29.71
648,29.2
649,29.6
650,29.23
651,29.37
652,29.62
653,29.61
654,29.62
655,29.65
656,29.66
657,29.36
658,29.65
659,29.61
660,29.18
661,29.62
662,29.63
663,29.61
664,29.66
665,29.18
666,29.17
667,29.35
668,29.48
669,29.14
670,29.22
671,29.66
672,29.62
673,29.27
674,29.26
675,29.47
676,29.61
677,29.64
678,29.73
679,29.66
680,29.64
681,29.65
682,29.2
683,29.59
684,29.72
685,29.62
686,29.26
687,29.28
688,29.47
689,29.56
690,29.65
691,29.28
692,29.32
693,29.17
694,29.34
695,29.38
696,29.35
697,29.13
698,29.52
699,29.61
700,29.19
701,29.29
702,29.71
703,29.6
704,29.36
705,29.21
706,29.36
707,29.23
708,29.63
709,29.58
710,29.61
711,29.58
712,29.64
713,29.24
714,29.61
715,29.08
716,29.2
717,29.31
718,29.2
719,29.27
720,29.25
721,29.33
722,29.57
723,29.25
724,29.6
725,29.63
726,29.27
727,29.61
728,29.32
729,29.46
730,29.64
731,29.22
732,29.19
733,29.41
734,29.39
735,29.28
736,29.38
737,29.27
738,29.17
739,29.31
740,29.64
741,29.05
742,29.58
743,29.52
744,29.08
745,29.67
746,29.03
747,29.35
748,29.35
749,29.5
750,29.6
751,29.22
752,29.6
753,29.63
754,29.33
755,29.21
756,29.6
757,29.7
758,29.62
759,29.24
760,29.26
761,29.62
762,29.27
763,29.5
764,29.53
765,29.61
766,29.26
767,29.32
768,29.61
769,29.33
770,29.34
771,29.61
772,29.4
773,29.22
774,29.65
775,29.64
776,29.57
777,29.42
778,29.62
779,29.59
780,29.2
781,29.71
782,29.66
783,29.19
784,29.36
785,29.27
786,29.64
787,29.63
788,29.66
789,29.25
790,29.35
791,29.48
792,29.38
793,29.2
794,29.64
795,29.62
796,29.68
797,29.43
798,29.2
799,29.63
800,29.61
801,29.59
802,29.26
803,28.99
804,29.62
805,29.53
806,29.13
807,29.22
808,29.55
809,29.24
810,29.6
811,29.16
812,29.18
813,29.61
814,29.31
815,29.6
816,29.23
817,29.68
818,29.34
819,29.6
820,29.62
821,29.27
822,29.6
823,29.6
824,29.57
825,29.35
826,29.71
827,29.5
828,29.4
829,29.29
830,29.36
831,29.62
832,29.64
833,29.19
834,29.48
835,29.6
836,29.61
837,29.33
838,29.35
839,29.48
840,29.23
841,29.62
842,29.37
843,29.21
844,29.33
845,29.65
846,29.28
847,29.66
848,29.33
849,29.17
850,29.37
851,29.21
852,29.21
853,29.37
854,29.63
855,29.59
856,29.39
857,29.2
858,29.22
859,29.4
860,29.21
861,29.62
862,29.39
863,28.99
864,29.57
865,29.73
866,29.51
867,29.58
868,29.58
869,29.6
870,29.57
871,29.33
872,29.54
873,29.28
874,29.58
875,29.25
876,29.62
877,29.23
878,29.6
879,29.23
880,29.59
881,29.53
882,29.66
883,29.66
884,29.2
885,29.55
886,29.62
887,29.1
888,29.63
889,29.62
890,29.64
891,29.27
892,29.49
893,29.65
894,29.17
895,29.24
896,29.62
897,29.57
898,29.32
899,29.62
900,29.6
901,29.62
902,29.28
903,29.19
904,29.63
905,29.62
906,29.71
907,29.33
908,29.6
909,29.6
910,29.08
911,29.21
912,29.63
913,29.61
914,29.33
915,29.21
916,29.35
917,29.26
918,29.66
919,29.51
920,29.14
921,29.56
922,29.69
923,29.65
924,29.67
925,29.66
926,29.56
927,29.61
928,29.37
929,29.61
930,29.66
931,29.57
932,29.35
933,29.28
934,29.49
935,29.44
936,29.6
937,29.59
938,29.33
939,29.18
940,29.27
941,29.71
942,29.53
943,29.66
944,29.24
945,29.59
946,29.17
947,29.35
948,29.34
949,29.37
950,29.58
951,29.22
952,29.6
953,29.68
954,29.64
955,29.61
956,29.6
957,29.2
958,29.25
959,29.61
960,29.62
961,29.15
962,28.99
963,29.6
964,29.18
965,29.33
966,29.63
967,29.12
968,29.32
969,29.21
970,29.34
971,29.41
972,29.46
973,29.35
974,29.43
975,29.34
976,29.67
977,29.29
978,29.19
979,29.59
980,29.62
981,29.27
982,29.58
983,29.3
984,29.53
985,29.17
986,29.17
987,29.16
988,29.56
989,29.66
990,29.66
991,29.71
992,29.6
993,29.64
994,29.23
995,29.61
996,29.19
997,29.57
998,29.6
999,29.57
1000,29.4
1001,29.52
1002,29.12
1003,29.38
1004,29.15
1005,29.49
1006,29.32
1007,29.24
1008,29.16
1009,29.42
1010,29.19
1011,29.58
1012,29.28
1013,29.65
1014,29.17
1015,29.66
1016,29.2
1017,29.57
1018,29.19
1019,29.6
1020,29.19
1021,29.52
1022,29.7
1023,29.63
1024,29.23
1025,29.31
1026,29.6
1027,29.53
1028,29.6
1029,29.25
1030,29.41
1031,29.54
1032,29.22
1033,29.57
1034,29.63
1035,29.48
1036,29.59
1037,29.64
1038,29.62
1039,29.62
1040,29.46
1041,29.59
1042,29.16
1043,29.5
1044,29.21
1045,29.59
1046,29.59
1047,29.64
1048,29.71
1049,29.62
1050,29.29
1051,29.24
1052,29.65
1053,29.17
1054,29.31
1055,29.22
1056,29.6
1057,29.64
1058,29.6
1059,29.23
1060,29.03
1061,29.63
1062,29.34
1063,29.21
1064,29.45
1065,29.74
1066,29.69
1067,29.6
1068,29.44
1069,29.22
1070,29.26
1071,29.56
1072,29.66
1073,29.71
1074,29.62
1075,29.44
1076,29.5
1077,29.66
1078,29.23
1079,29.61
1080,29.6
1081,29.31
1082,29.62
1083,29.65
1084,29.65
1085,29.64
1086,29.24
1087,29.24
1088,29.61
1089,29.71
1090,29.64
1091,29.54
1092,29.35
1093,29.68
1094,29.3
1095,29.17
1096,29.53
1097,29.63
1098,29.41
1099,29.42
1100,29.7
1101,29.31
1102,29.61
1103,29.61
1104,29.61
1105,29.34
1106,29.63
1107,29.27
1108,29.61
1109,28.96
1110,29.31
1111,29.52
1112,29.45
1113,29.54
1114,29.59
1115,29.16
1116,29.57
1117,29.31
1118,29.5
1119,29.62
1120,29.6
1121,29.49
1122,29.31
1123,29.37
1124,29.6
1125,29.71
1126,29.22
1127,29.64
1128,29.2
1129,29.16
1130,29.21
1131,29.27
1132,29.21
1133,29.22
1134,29.43
1135,29.35
1136,29.45
1137,29.17
1138,29.62
1139,29.59
1140,29.31
1141,29.29
1142,29.7
1143,29.63
1144,29.33
1145,29.67
1146,29.31
1147,29.6
1148,29.51
1149,29.6
1150,29.44
1151,29.31
1152,29.16
1153,29.65
1154,29.46
1155,29.4
1156,29.43
1157,29.59
1158,29.66
1159,29.3
1160,29.25
1161,29.6
1162,29.62
1163,29.2
1164,29.62
1165,29.63
1166,29.0
1167,29.61
1168,29.3
1169,29.36
1170,29.64
1171,29.62
1172,29.34
1173,29.59
1174,29.5
1175,29.42
1176,29.17
1177,29.26
1178,29.59
1179,29.19
1180,29.58
1181,29.32
1182,29.47
1183,29.6
1184,29.12
1185,29.68
1186,29.39
1187,29.58
1188,29.55
1189,29.2
1190,29.24
1191,29.24
1192,29.63
1193,29.57
1194,29.22
1195,29.65
1196,29.22
1197,29.59
1198,29.56
1199,29.29
1200,29.55
1201,29.58
1202,29.14
1203,29.32
1204,29.34
1205,29.61
1206,29.66
1207,29.26
1208,29.12
1209,29.32
1210,29.23
1211,29.6
1212,29.63
1213,29.59
1214,29.54
1215,29.2
1216,29.21
1217,29.21
1218,29.22
1219,29.28
1220,29.35
1221,29.64
1222,29.21
1223,29.61
1224,29.33
1225,29.57
1226,29.54
1227,29.56
1228,29.48
1229,29.21
1230,29.2
1231,29.24
1232,29.28
1233,29.21
1234,29.33
1235,29.36
1236,29.6
1237,29.6
1238,29.2
1239,29.62
1240,29.58
1241,29.29
1242,29.19
1243,29.45
1244,29.42
1245,29.28
1246,29.17
1247,29.22
1248,29.34
1249,29.64
1250,29.68
1251,29.65
1252,29.65
1253,29.65
1254,29.36
1255,29.65
1256,29.65
1257,29.63
1258,29.5
1259,29.13
1260,29.6
1261,29.66
1262,29.52
1263,29.65
1264,29.33
1265,29.19
1266,29.62
1267,29.74
1268,29.64
1269,29.17
1270,29.37
1271,29.64
1272,29.55
1273,29.72
1274,29.58
1275,29.59
1276,29.54
1277,29.57
1278,29.67
1279,29.41
1280,29.58
1281,29.64
1282,29.27
1283,29.25
1284,29.62
1285,29.66
1286,29.54
1287,29.47
1288,29.52
1289,29.49
1290,29.74
1291,29.66
1292,29.6
1293,29.2
1294,29.43
1295,29.58
1296,29.63
1297,29.6
1298,29.7
1299,29.61
1300,29.31
1301,29.58
1302,29.58
1303,29.59
1304,29.66
1305,29.64
1306,29.66
1307,29.6
1308,29.6
1309,29.62
1310,29.05
1311,29.54
1312,29.59
1313,29.37
1314,29.26
1315,29.6
1316,29.62
1317,29.5
1318,29.26
1319,29.6
1320,29.39
1321,29.63
1322,29.59
1323,29.62
1324,29.61
1325,29.53
1326,29.24
1327,29.26
1328,29.34
1329,29.47
1330,29.22
1331,29.59
1332,29.2
1333,29.65
1334,29.65
1335,29.65
1336,29.22
1337,29.11
1338,29.27
1339,29.61
1340,29.1
1341,29.59
1342,29.61
1343,29.6
1344,29.29
1345,29.39
1346,29.09
1347,29.47
1348,29.55
1349,29.62
1350,29.39
1351,29.61
1352,28.96
1353,29.57
1354,29.39
1355,29.59
1356,29.61
1357,29.61
1358,29.58
1359,29.33
1360,29.29
1361,29.55
1362,29.38
1363,29.64
1364,29.65
1365,29.45
1366,29.3
1367,29.35
1368,29.3
1369,29.69
1370,29.21
1371,29.58
1372,29.16
1373,29.28
1374,29.64
1375,29.61
1376,29.71
1377,29.47
1378,29.31
1379,29.31
1380,29.21
1381,29.55
1382,29.35
1383,29.26
1384,29.61
1385,29.29
1386,29.6
1387,29.17
1388,29.23
1389,29.71
1390,29.64
1391,29.62
1392,29.59
1393,29.17
1394,29.21
1395,29.23
1396,29.43
1397,29.24
1398,29.59
1399,29.65
1400,29.17
1401,29.63
1402,29.31
1403,29.19
1404,29.62
1405,29.62
1406,29.64
1407,29.18
1408,29.08
1409,29.44
1410,29.46
1411,29.7
1412,29.36
1413,29.65
1414,29.01
1415,29.39
1416,29.29
1417,29.64
1418,29.63
1419,29.67
1420,29.63
1421,29.65
1422,29.65
1423,29.38
1424,29.63
1425,29.37
1426,29.25
1427,29.69
1428,29.64
1429,29.2
1430,29.47
1431,29.51
1432,29.58
1433,29.35
1434,29.55
1435,29.43
1436,29.62
1437,29.27
1438,29.56
1439,29.61
1440,29.29
1441,29.64
1442,29.22
1443,29.59
1444,29.68
1445,29.28
1446,29.27
1447,29.22
1448,29.25
1449,29.54
1450,29.58
1451,29.27
1452,29.2
1453,29.25
1454,29.34
1455,29.63
1456,29.62
1457,29.58
1458,29.58
1459,29.6
1460,29.6
1461,29.32
1462,29.6
1463,29.4
1464,29.48
1465,29.55
1466,29.61
1467,29.39
1468,29.6
1469,29.62
1470,29.61
1471,29.64
1472,29.53
1473,29.53
1474,29.64
1475,29.21
1476,29.56
1477,29.21
1478,29.64
1479,29.13
1480,29.65
1481,29.2
1482,29.72
1483,29.58
1484,29.21
1485,29.6
1486,29.29
1487,29.26
1488,29.2
1489,29.34
1490,29.4
1491,29.24
1492,29.48
1493,29.33
1494,29.62
1495,29.56
1496,29.6
1497,29.66
1498,29.47
1499,29.6
1500,29.32
1501,29.21
1502,29.11
1503,29.58
1504,29.49
1505,29.25
1506,29.38
1507,29.64
1508,29.66
1509,29.3
1510,29.41
1511,29.15
1512,29.62
1513,29.34
1514,29.58
1515,29.54
1516,29.58
1517,29.41
1518,29.7
1519,29.59
1520,29.63
1521,29.62
1522,29.22
1523,29.6
1524,29.16
1525,29.33
1526,29.67
1527,29.63
1528,29.26
1529,29.64
1530,29.28
1531,29.22
1532,29.23
1533,29.34
1534,29.57
1535,29.68
1536,29.71
1537,29.34
1538,29.58
1539,29.21
1540,29.38
1541,29.26
1542,29.66
1543,29.55
1544,29.6
1545,29.15
1546,29.27
1547,29.66
1548,29.63
1549,29.64
1550,29.28
1551,29.53
1552,29.59
1553,29.37
1554,29.48
1555,29.64
1556,29.46
1557,29.24
1558,29.57
1559,29.57
1560,29.07
1561,29.73
1562,29.36
1563,29.35
1564,29.6
1565,29.63
1566,29.63
1567,29.14
1568,29.54
1569,29.62
1570,29.67
1571,29.54
1572,29.41
1573,29.28
1574,29.22
1575,29.62
1576,29.61
1577,29.61
1578,29.25
1579,29.65
1580,29.39
1581,29.57
1582,29.11
1583,29.63
1584,29.56
1585,29.42
1586,29.6
1587,29.42
1588,29.17
1589,29.57
1590,29.35
1591,29.58
1592,29.59
1593,29.67
1594,29.57
1595,29.44
1596,29.5
1597,29.57
1598,29.46
1599,29.6
1600,29.29
1601,29.67
1602,29.23
1603,29.66
1604,29.64
1605,29.38
1606,29.6
1607,29.61
1608,29.63
1609,29.59
1610,29.07
1611,29.17
1612,29.63
1613,29.6
1614,29.62
1615,29.02
1616,29.57
1617,29.15
1618,29.6
1619,29.28
1620,29.37
1621,29.36
1622,29.63
1623,29.65
1624,29.66
1625,29.59
1626,29.28
1627,28.94
1628,29.07
1629,29.13
1630,29.34
1631,29.22
1632,29.68
1633,29.6
1634,29.25
1635,29.67
1636,29.63
1637,29.6
1638,29.65
1639,29.62
1640,29.18
1641,29.57
1642,29.21
1643,29.26
1644,29.21
1645,29.19
1646,29.22
1647,29.3
1648,29.65
1649,29.6
1650,29.15
1651,29.59
1652,29.57
1653,29.63
1654,29.16
1655,29.19
1656,29.23
1657,29.3
1658,29.6
1659,29.58
1660,29.45
1661,29.62
1662,29.36
1663,29.62
1664,29.22
1665,29.64
1666,29.4
1667,28.99
1668,29.1
1669,29.03
1670,29.08
1671,29.05
1672,29.62
1673,29.62
1674,29.63
1675,29.65
1676,29.43
1677,29.2
1678,29.67
1679,29.61
1680,29.29
1681,29.63
1682,29.26
1683,29.62
1684,29.35
1685,29.61
1686,29.6
1687,29.7
1688,29.65
1689,29.2
1690,29.61
1691,29.66
1692,29.63
1693,29.61
1694,29.17
1695,29.63
1696,29.59
1697,29.63
1698,29.32
1699,29.59
1700,29.66
1701,29.65
1702,29.64
1703,29.65
1704,29.64
1705,29.63
1706,29.6
1707,29.64
1708,29.17
1709,29.25
1710,29.17
1711,29.23
1712,29.36
1713,29.28
1714,29.22
1715,29.33
1716,29.25
1717,29.6
1718,29.16
1719,29.28
1720,29.21
1721,29.24
1722,29.27
1723,29.51
1724,29.16
1725,29.62
1726,29.25
1727,29.31
1728,29.4
1729,29.61
1730,29.39
1731,29.45
1732,29.07
1733,29.53
1734,29.61
1735,29.2
1736,29.34
1737,29.27
1738,29.63
1739,29.64
1740,29.62
1741,29.58
1742,29.58
1743,29.19
1744,29.58
1745,29.7
1746,29.46
1747,29.19
1748,29.38
1749,29.56
1750,29.39
1751,29.47
1752,29.46
1753,29.61
1754,29.61
1755,29.46
1756,29.61
1757,29.15
1758,29.17
1759,29.2
1760,29.64
1761,29.2
1762,29.57
1763,28.99
1764,29.59
1765,29.57
1766,29.58
1767,29.55
1768,29.56
1769,29.74
1770,29.16
1771,29.32
1772,29.58
1773,29.22
1774,29.65
1775,29.33
1776,29.58
1777,29.59
1778,29.67
1779,29.58
1780,29.32
1781,29.32
1782,29.13
1783,29.24
1784,29.21
1785,29.33
1786,29.33
1787,29.6
1788,29.66
1789,29.53
1790,29.62
1791,29.66
1792,29.69
1793,29.66
1794,29.21
1795,29.58
1796,29.51
1797,29.49
1798,29.09
1799,29.6
1800,29.56
1801,29.59
1802,29.58
1803,29.59
1804,29.57
1805,29.56
1806,29.59
1807,29.59
1808,29.17
1809,29.32
1810,29.59
1811,29.5
1812,29.19
1813,29.17
1814,29.61
1815,29.62
1816,29.33
1817,29.32
1818,29.33
1819,29.33
1820,29.6
1821,29.61
1822,29.61
1823,29.6
1824,29.62
1825,29.21
1826,29.06
1827,29.65
1828,29.6
1829,29.62
1830,29.46
1831,29.63
1832,29.16
1833,29.62
1834,29.48
1835,29.62
1836,29.69
1837,29.59
1838,29.22
1839,29.29
1840,29.27
1841,29.14
1842,29.26
1843,29.7
1844,29.48
1845,29.61
1846,29.59
1847,29.61
1848,29.62
1849,29.35
1850,29.73
1851,29.61
1852,29.43
1853,29.63
1854,29.39
1855,29.04
1856,29.27
1857,29.6
1858,29.22
1859,29.17
1860,29.21
1861,29.22
1862,29.32
1863,29.32
1864,29.35
1865,29.55
1866,29.22
1867,29.25
1868,29.5
1869,29.62
1870,29.24
1871,29.6
1872,29.29
1873,29.62
1874,29.56
1875,29.64
1876,29.54
1877,29.47
1878,29.25
1879,29.6
1880,29.64
1881,29.29
1882,29.57
1883,29.63
1884,29.08
1885,29.72
1886,29.68
1887,29.21
1888,29.31
1889,29.56
1890,29.62
1891,29.25
1892,29.6
1893,29.34
1894,29.56
1895,29.3
1896,29.23
1897,29.17
1898,29.6
1899,29.32
1900,29.32
1901,29.35
1902,29.23
1903,29.33
1904,29.33
1905,29.33
1906,29.52
1907,29.27
1908,29.63
1909,29.55
1910,29.22
1911,29.2
1912,29.3
1913,29.49
1914,29.49
1915,29.62
1916,29.32
1917,29.35
1918,29.45
1919,29.42
1920,29.66
1921,29.65
1922,29.35
1923,29.33
1924,29.33
1925,29.35
1926,29.16
1927,29.66
1928,29.65
1929,29.45
1930,29.62
1931,29.36
1932,29.57
1933,29.41
1934,29.39
1935,29.24
1936,29.36
1937,29.29
1938,29.6
1939,29.29
1940,29.16
1941,29.62
1942,29.59
1943,29.62
1944,29.69
1945,29.62
1946,29.62
1947,29.61
1948,29.63
1949,29.65
1950,29.64
1951,29.61
1952,29.6
1953,29.61
1954,29.43
1955,29.04
1956,29.59
1957,29.3
1958,29.5
1959,29.5
1960,29.65
1961,29.56
1962,29.23
1963,29.35
1964,29.31
1965,29.67
1966,29.51
1967,29.25
1968,29.58
1969,29.09
1970,29.55
1971,29.61
1972,29.58
1973,29.28
1974,29.58
1975,29.6
1976,29.6
1977,29.58
1978,29.21
1979,29.35
1980,29.22
1981,29.65
1982,29.65
1983,29.6
1984,29.29
1985,29.34
1986,29.24
1987,29.25
1988,29.33
1989,29.26
1990,29.34
1991,29.64
1992,29.64
1993,29.21
1994,29.34
1995,29.61
1996,29.39
1997,29.61
1998,29.36
1999,29.56
2000,29.64
2001,29.65
2002,29.15
2003,29.29
2004,29.61
2005,29.29
2006,29.62
2007,29.62
2008,29.25
2009,29.36
2010,29.06
2011,29.37
2012,29.17
2013,29.27
2014,29.2
2015,29.21
2016,29.28
2017,29.72
2018,29.61
2019,29.65
2020,29.51
2021,29.24
2022,29.33
2023,29.58
2024,29.62
2025,29.22
2026,29.1
2027,29.73
2028,29.21
2029,29.65
2030,29.19
2031,29.61
2032,29.65
2033,29.71
2034,29.29
2035,29.31
2036,29.67
2037,29.55
2038,29.61
2039,29.53
2040,29.6
2041,29.61
2042,29.33
2043,29.59
2044,29.57
2045,29.58
2046,29.2
2047,29.33
2048,29.68
2049,29.27
2050,29.31
2051,29.56
2052,29.28
2053,29.46
2054,29.35
2055,29.36
2056,29.62
2057,29.25
2058,29.4
2059,29.27
2060,29.29
2061,29.53
2062,29.33
2063,29.33
2064,29.32
2065,29.16
2066,29.6
2067,29.54
2068,29.56
2069,29.37
2070,29.58
2071,29.53
2072,28.99
2073,29.2
2074,29.66
2075,29.6
2076,29.18
2077,29.32
2078,29.66
2079,29.19
2080,29.63
2081,29.24
2082,29.26
2083,29.32
2084,29.29
2085,29.25
2086,29.56
2087,29.6
2088,29.32
2089,29.53
2090,29.56
2091,29.69
2092,29.46
2093,29.59
2094,29.61
2095,29.46
2096,29.17
2097,29.61
2098,29.33
2099,29.6
2100,29.62
2101,29.57
2102,29.55
2103,29.64
2104,29.56
2105,29.59
2106,29.27
2107,29.18
2108,29.33
2109,29.65
2110,29.33
2111,29.6
2112,29.1
2113,29.67
2114,29.49
2115,29.27
2116,29.57
2117,29.73
2118,29.32
2119,29.49
2120,29.63
2121,29.58
2122,29.61
2123,29.62
2124,29.21
2125,29.36
2126,29.64
2127,29.18
2128,29.64
2129,29.25
2130,29.56
2131,29.17
2132,29.24
2133,29.69
2134,29.72
2135,29.2
2136,29.31
