row_index,WGEN.Conver_grid_L1b_igbt_Tep.i
461,27.66
462,27.61
463,27.61
464,27.61
465,27.56
466,27.61
467,27.61
468,27.61
469,27.61
470,27.56
471,27.61
472,27.61
473,27.61
474,27.61
475,27.61
476,27.61
477,27.61
478,27.61
479,27.66
480,27.61
481,27.61
482,27.61
483,27.61
484,27.56
485,27.61
486,27.61
487,27.61
488,27.61
489,27.61
490,27.61
491,27.61
492,27.61
493,27.61
494,27.61
495,27.61
496,27.61
497,27.66
498,27.61
499,27.56
500,27.61
501,27.61
502,27.61
503,27.61
504,27.61
505,27.61
506,27.56
507,27.61
508,27.56
509,27.61
510,27.66
511,27.61
512,27.61
513,27.61
514,27.61
515,27.61
516,27.61
517,27.61
518,27.56
519,27.61
520,27.61
521,27.61
522,27.66
523,27.56
524,27.61
525,27.61
526,27.56
527,27.61
528,27.61
529,27.61
530,27.61
531,27.61
532,27.61
533,27.66
534,27.61
535,27.66
536,27.56
537,27.61
538,27.61
539,27.61
540,27.56
541,27.61
542,27.56
543,27.61
544,27.61
545,27.61
546,27.61
547,27.61
548,27.66
549,27.61
550,27.66
551,27.61
552,27.61
553,27.61
554,27.61
555,27.61
556,27.61
557,27.66
558,27.61
559,27.56
560,27.61
561,27.61
562,27.61
563,27.61
564,27.61
565,27.61
566,27.61
567,27.61
568,27.61
569,27.61
570,27.66
571,27.61
572,27.61
573,27.61
574,27.61
575,27.61
576,27.66
577,27.61
578,27.66
579,27.61
580,27.61
581,27.56
582,27.66
583,27.61
584,27.66
585,27.61
586,27.61
587,27.61
588,27.61
589,27.61
590,27.61
591,27.61
592,27.66
593,27.61
594,27.61
595,27.61
596,27.61
597,27.61
598,27.61
599,27.61
600,27.61
601,27.66
602,27.61
603,27.66
604,27.61
605,27.61
606,27.61
607,27.61
608,27.61
609,27.61
610,27.66
611,27.61
612,27.61
613,27.61
614,27.61
615,27.61
616,27.61
617,27.61
618,27.61
619,27.61
620,27.61
621,27.56
622,27.61
623,27.61
624,27.61
625,27.61
626,27.56
627,27.66
628,27.61
629,27.61
630,27.66
631,27.66
632,27.61
633,27.61
634,27.61
635,27.61
636,27.61
637,27.61
638,27.66
639,27.61
640,27.61
641,27.61
642,27.61
643,27.61
644,27.61
645,27.61
646,27.61
647,27.66
648,27.56
649,27.61
650,27.61
651,27.56
652,27.61
653,27.61
654,27.61
655,27.61
656,27.56
657,27.66
658,27.56
659,27.61
660,27.66
661,27.61
662,27.61
663,27.61
664,27.61
665,27.56
666,27.61
667,27.61
668,27.61
669,27.61
670,27.66
671,27.61
672,27.56
673,27.61
674,27.61
675,27.61
676,27.61
677,27.61
678,27.61
679,27.61
680,27.56
681,27.61
682,27.61
683,27.61
684,27.61
685,27.61
686,27.61
687,27.61
688,27.61
689,27.66
690,27.61
691,27.61
692,27.66
693,27.61
694,27.61
695,27.61
696,27.61
697,27.66
698,27.66
699,27.61
700,27.61
701,27.56
702,27.61
703,27.61
704,27.61
705,27.61
706,27.66
707,27.61
708,27.61
709,27.66
710,27.61
711,27.61
712,27.61
713,27.66
714,27.61
715,27.66
716,27.66
717,27.61
718,27.61
719,27.61
720,27.61
721,27.61
722,27.61
723,27.61
724,27.66
725,27.61
726,27.61
727,27.61
728,27.61
729,27.61
730,27.61
731,27.61
732,27.61
733,27.61
734,27.61
735,27.61
736,27.61
737,27.61
738,27.61
739,27.61
740,27.61
741,27.61
742,27.61
743,27.61
744,27.61
745,27.61
746,27.61
747,27.61
748,27.61
749,27.61
750,27.61
751,27.61
752,27.61
753,27.61
754,27.61
755,27.66
756,27.61
757,27.61
758,27.56
759,27.61
760,27.61
761,27.66
762,27.61
763,27.61
764,27.61
765,27.61
766,27.61
767,27.61
768,27.61
769,27.61
770,27.61
771,27.61
772,27.61
773,27.61
774,27.61
775,27.61
776,27.61
777,27.61
778,27.61
779,27.61
780,27.61
781,27.66
782,27.61
783,27.56
784,27.66
785,27.56
786,27.61
787,27.56
788,27.61
789,27.61
790,27.61
791,27.66
792,27.61
793,27.61
794,27.61
795,27.66
796,27.61
797,27.61
798,27.61
799,27.61
800,27.61
801,27.56
802,27.61
803,27.61
804,27.61
805,27.66
806,27.61
807,27.61
808,27.61
809,27.56
810,27.61
811,27.61
812,27.61
813,27.61
814,27.61
815,27.61
816,27.61
817,27.61
818,27.66
819,27.61
820,27.61
821,27.61
822,27.61
823,27.61
824,27.61
825,27.61
826,27.66
827,27.61
828,27.61
829,27.66
830,27.66
831,27.66
832,27.66
833,27.61
834,27.61
835,27.61
836,27.61
837,27.66
838,27.61
839,27.61
840,27.61
841,27.61
842,27.61
843,27.66
844,27.66
845,27.61
846,27.66
847,27.61
848,27.61
849,27.61
850,27.66
851,27.61
852,27.66
853,27.61
854,27.61
855,27.56
856,27.61
857,27.61
858,27.61
859,27.56
860,27.61
861,27.56
862,27.61
863,27.61
864,27.61
865,27.61
866,27.61
867,27.61
868,27.61
869,27.56
870,27.61
871,27.61
872,27.61
873,27.61
874,27.61
875,27.61
876,27.61
877,27.61
878,27.61
879,27.61
880,27.61
881,27.56
882,27.61
883,27.61
884,27.61
885,27.61
886,27.61
887,27.61
888,27.61
889,27.61
890,27.61
891,27.56
892,27.56
893,27.61
894,27.61
895,27.61
896,27.61
897,27.56
898,27.56
899,27.61
900,27.61
901,27.61
902,27.66
903,27.66
904,27.61
905,27.61
906,27.61
907,27.61
908,27.61
909,27.56
910,27.66
911,27.61
912,27.61
913,27.61
914,27.61
915,27.61
916,27.61
917,27.61
918,27.61
919,27.61
920,27.61
921,27.61
922,27.61
923,27.66
924,27.61
925,27.61
926,27.61
927,27.61
928,27.61
929,27.66
930,27.61
931,27.61
932,27.61
933,27.61
934,27.61
935,27.56
936,27.61
937,27.61
938,27.61
939,27.61
940,27.61
941,27.61
942,27.66
943,27.61
944,27.61
945,27.61
946,27.66
947,27.61
948,27.56
949,27.61
950,27.61
951,27.61
952,27.61
953,27.61
954,27.61
955,27.66
956,27.61
957,27.61
958,27.61
959,27.61
960,27.61
961,27.61
962,27.56
963,27.66
964,27.61
965,27.61
966,27.61
967,27.56
968,27.61
969,27.61
970,27.61
971,27.61
972,27.61
973,27.61
974,27.61
975,27.61
976,27.61
977,27.56
978,27.61
979,27.61
980,27.61
981,27.66
982,27.61
983,27.61
984,27.61
985,27.61
986,27.61
987,27.61
988,27.61
989,27.61
990,27.61
991,27.61
992,27.61
993,27.61
994,27.61
995,27.61
996,27.61
997,27.61
998,27.61
999,27.61
1000,27.61
1001,27.61
1002,27.56
1003,27.61
1004,27.61
1005,27.61
1006,27.61
1007,27.61
1008,27.61
1009,27.61
1010,27.66
1011,27.56
1012,27.61
1013,27.61
1014,27.61
1015,27.61
1016,27.66
1017,27.61
1018,27.61
1019,27.61
1020,27.61
1021,27.61
1022,27.61
1023,27.61
1024,27.61
1025,27.61
1026,27.61
1027,27.66
1028,27.61
1029,27.61
1030,27.61
1031,27.61
1032,27.61
1033,27.61
1034,27.61
1035,27.61
1036,27.61
1037,27.66
1038,27.61
1039,27.61
1040,27.56
1041,27.61
1042,27.61
1043,27.66
1044,27.61
1045,27.61
1046,27.61
1047,27.66
1048,27.61
1049,27.61
1050,27.61
1051,27.61
1052,27.61
1053,27.61
1054,27.61
1055,27.61
1056,27.61
1057,27.61
1058,27.61
1059,27.61
1060,27.61
1061,27.61
1062,27.61
1063,27.61
1064,27.56
1065,27.61
1066,27.61
1067,27.66
1068,27.61
1069,27.56
1070,27.61
1071,27.61
1072,27.61
1073,27.56
1074,27.61
1075,27.61
1076,27.51
1077,27.66
1078,27.61
1079,27.61
1080,27.61
1081,27.61
1082,27.61
1083,27.56
1084,27.61
1085,27.61
1086,27.61
1087,27.61
1088,27.61
1089,27.61
1090,27.61
1091,27.61
1092,27.61
1093,27.66
1094,27.56
1095,27.61
1096,27.61
1097,27.61
1098,27.66
1099,27.61
1100,27.61
1101,27.61
1102,27.61
1103,27.61
1104,27.61
1105,27.61
1106,27.66
1107,27.61
1108,27.61
1109,27.61
1110,27.61
1111,27.61
1112,27.61
1113,27.61
1114,27.61
1115,27.61
1116,27.61
1117,27.61
1118,27.61
1119,27.61
1120,27.56
1121,27.61
1122,27.61
1123,27.61
1124,27.61
1125,27.66
1126,27.61
1127,27.61
1128,27.61
1129,27.61
1130,27.61
1131,27.61
1132,27.66
1133,27.61
1134,27.51
1135,27.61
1136,27.61
1137,27.61
1138,27.61
1139,27.61
1140,27.61
1141,27.61
1142,27.61
1143,27.56
1144,27.61
1145,27.61
1146,27.56
1147,27.66
1148,27.61
1149,27.56
1150,27.56
1151,27.66
1152,27.61
1153,27.61
1154,27.61
1155,27.56
1156,27.66
1157,27.56
1158,27.61
1159,27.61
1160,27.66
1161,27.56
1162,27.61
1163,27.61
1164,27.61
1165,27.61
1166,27.61
1167,27.56
1168,27.56
1169,27.61
1170,27.61
1171,27.61
1172,27.61
1173,27.61
1174,27.61
1175,27.56
1176,27.61
1177,27.61
1178,27.56
1179,27.56
1180,27.61
1181,27.61
1182,27.56
1183,27.61
1184,27.61
1185,27.56
1186,27.56
1187,27.61
1188,27.61
1189,27.56
1190,27.61
1191,27.61
1192,27.56
1193,27.61
1194,27.56
1195,27.61
1196,27.61
1197,27.61
1198,27.61
1199,27.61
1200,27.61
1201,27.61
1202,27.61
1203,27.56
1204,27.61
1205,27.61
1206,27.61
1207,27.61
1208,27.61
1209,27.61
1210,27.61
1211,27.61
1212,27.56
1213,27.61
1214,27.61
1215,27.61
1216,27.61
1217,27.56
1218,27.56
1219,27.61
1220,27.61
1221,27.56
1222,27.56
1223,27.61
1224,27.56
1225,27.56
1226,27.56
1227,27.56
1228,27.56
1229,27.61
1230,27.61
1231,27.61
1232,27.61
1233,27.61
1234,27.61
1235,27.61
1236,27.66
1237,27.56
1238,27.61
1239,27.61
1240,27.61
1241,27.61
1242,27.61
1243,27.61
1244,27.61
1245,27.61
1246,27.61
1247,27.56
1248,27.61
1249,27.61
1250,27.61
1251,27.61
1252,27.61
1253,27.66
1254,27.61
1255,27.66
1256,27.56
1257,27.61
1258,27.61
1259,27.61
1260,27.56
1261,27.61
1262,27.61
1263,27.61
1264,27.61
1265,27.61
1266,27.61
1267,27.61
1268,27.56
1269,27.61
1270,27.71
1271,27.61
1272,27.61
1273,27.61
1274,27.61
1275,27.66
1276,27.61
1277,27.61
1278,27.61
1279,27.56
1280,27.61
1281,27.61
1282,27.66
1283,27.61
1284,27.61
1285,27.56
1286,27.61
1287,27.61
1288,27.61
1289,27.61
1290,27.61
1291,27.61
1292,27.61
1293,27.56
1294,27.51
1295,27.61
1296,27.61
1297,27.61
1298,27.56
1299,27.66
1300,27.61
1301,27.61
1302,27.61
1303,27.61
1304,27.61
1305,27.56
1306,27.61
1307,27.56
1308,27.61
1309,27.61
1310,27.61
1311,27.61
1312,27.66
1313,27.56
1314,27.56
1315,27.61
1316,27.61
1317,27.61
1318,27.56
1319,27.61
1320,27.61
1321,27.61
1322,27.61
1323,27.61
1324,27.61
1325,27.61
1326,27.61
1327,27.61
1328,27.61
1329,27.56
1330,27.61
1331,27.56
1332,27.61
1333,27.61
1334,27.61
1335,27.61
1336,27.61
1337,27.61
1338,27.61
1339,27.56
1340,27.61
1341,27.61
1342,27.61
1343,27.61
1344,27.61
1345,27.56
1346,27.61
1347,27.61
1348,27.56
1349,27.56
1350,27.56
1351,27.66
1352,27.61
1353,27.61
1354,27.61
1355,27.66
1356,27.61
1357,27.56
1358,27.56
1359,27.61
1360,27.61
1361,27.61
1362,27.56
1363,27.61
1364,27.61
1365,27.61
1366,27.61
1367,27.61
1368,27.61
1369,27.56
1370,27.61
1371,27.61
1372,27.61
1373,27.56
1374,27.56
1375,27.56
1376,27.61
1377,27.61
1378,27.61
1379,27.61
1380,27.61
1381,27.61
1382,27.61
1383,27.61
1384,27.61
1385,27.61
1386,27.61
1387,27.61
1388,27.61
1389,27.56
1390,27.61
1391,27.61
1392,27.61
1393,27.56
1394,27.61
1395,27.61
1396,27.61
1397,27.61
1398,27.61
1399,27.61
1400,27.61
1401,27.61
1402,27.61
1403,27.61
1404,27.61
1405,27.56
1406,27.56
1407,27.56
1408,27.61
1409,27.61
1410,27.61
1411,27.61
1412,27.56
1413,27.61
1414,27.66
1415,27.56
1416,27.61
1417,27.61
1418,27.61
1419,27.56
1420,27.61
1421,27.56
1422,27.66
1423,27.56
1424,27.61
1425,27.61
1426,27.61
1427,27.56
1428,27.61
1429,27.61
1430,27.61
1431,27.61
1432,27.61
1433,27.56
1434,27.56
1435,27.56
1436,27.61
1437,27.56
1438,27.56
1439,27.56
1440,27.61
1441,27.61
1442,27.61
1443,27.61
1444,27.61
1445,27.61
1446,27.61
1447,27.61
1448,27.61
1449,27.61
1450,27.61
1451,27.56
1452,27.61
1453,27.56
1454,27.61
1455,27.61
1456,27.61
1457,27.56
1458,27.61
1459,27.61
1460,27.61
1461,27.66
1462,27.61
1463,27.51
1464,27.61
1465,27.61
1466,27.61
1467,27.61
1468,27.61
1469,27.56
1470,27.56
1471,27.61
1472,27.66
1473,27.61
1474,27.56
1475,27.61
1476,27.61
1477,27.61
1478,27.61
1479,27.61
1480,27.61
1481,27.61
1482,27.61
1483,27.61
1484,27.61
1485,27.61
1486,27.66
1487,27.56
1488,27.61
1489,27.56
1490,27.61
1491,27.56
1492,27.66
1493,27.61
1494,27.66
1495,27.61
1496,27.61
1497,27.61
1498,27.56
1499,27.61
1500,27.61
1501,27.56
1502,27.56
1503,27.61
1504,27.61
1505,27.61
1506,27.61
1507,27.61
1508,27.61
1509,27.61
1510,27.61
1511,27.61
1512,27.61
1513,27.61
1514,27.56
1515,27.66
1516,27.56
1517,27.61
1518,27.61
1519,27.56
1520,27.56
1521,27.56
1522,27.61
1523,27.56
1524,27.61
1525,27.56
1526,27.61
1527,27.61
1528,27.61
1529,27.61
1530,27.61
1531,27.56
1532,27.61
1533,27.61
1534,27.56
1535,27.56
1536,27.56
1537,27.61
1538,27.56
1539,27.61
1540,27.61
1541,27.61
1542,27.56
1543,27.61
1544,27.61
1545,27.56
1546,27.61
1547,27.61
1548,27.61
1549,27.61
1550,27.56
1551,27.61
1552,27.61
1553,27.61
1554,27.56
1555,27.61
1556,27.56
1557,27.61
1558,27.61
1559,27.56
1560,27.61
1561,27.61
1562,27.61
1563,27.56
1564,27.61
1565,27.61
1566,27.61
1567,27.61
1568,27.61
1569,27.61
1570,27.61
1571,27.61
1572,27.66
1573,27.56
1574,27.56
1575,27.61
1576,27.56
1577,27.61
1578,27.56
1579,27.56
1580,27.61
1581,27.61
1582,27.56
1583,27.61
1584,27.61
1585,27.61
1586,27.61
1587,27.61
1588,27.61
1589,27.56
1590,27.61
1591,27.61
1592,27.61
1593,27.61
1594,27.61
1595,27.61
1596,27.61
1597,27.61
1598,27.61
1599,27.56
1600,27.56
1601,27.61
1602,27.56
1603,27.56
1604,27.61
1605,27.61
1606,27.61
1607,27.61
1608,27.56
1609,27.61
1610,27.56
1611,27.61
1612,27.56
1613,27.61
1614,27.61
1615,27.61
1616,27.61
1617,27.56
1618,27.61
1619,27.56
1620,27.61
1621,27.61
1622,27.61
1623,27.61
1624,27.61
1625,27.61
1626,27.61
1627,27.61
1628,27.61
1629,27.61
1630,27.61
1631,27.56
1632,27.61
1633,27.56
1634,27.61
1635,27.61
1636,27.56
1637,27.61
1638,27.61
1639,27.56
1640,27.61
1641,27.61
1642,27.61
1643,27.61
1644,27.56
1645,27.61
1646,27.56
1647,27.56
1648,27.61
1649,27.61
1650,27.56
1651,27.56
1652,27.56
1653,27.61
1654,27.61
1655,27.61
1656,27.56
1657,27.56
1658,27.61
1659,27.56
1660,27.61
1661,27.61
1662,27.61
1663,27.61
1664,27.61
1665,27.61
1666,27.66
1667,27.61
1668,27.56
1669,27.61
1670,27.56
1671,27.61
1672,27.61
1673,27.56
1674,27.61
1675,27.61
1676,27.61
1677,27.61
1678,27.56
1679,27.61
1680,27.61
1681,27.61
1682,27.61
1683,27.61
1684,27.61
1685,27.61
1686,27.61
1687,27.56
1688,27.61
1689,27.56
1690,27.56
1691,27.56
1692,27.61
1693,27.61
1694,27.61
1695,27.61
1696,27.56
1697,27.61
1698,27.61
1699,27.61
1700,27.61
1701,27.61
1702,27.61
1703,27.61
1704,27.61
1705,27.61
1706,27.61
1707,27.56
1708,27.61
1709,27.56
1710,27.61
1711,27.61
1712,27.56
1713,27.61
1714,27.61
1715,27.61
1716,27.61
1717,27.61
1718,27.61
1719,27.61
1720,27.56
1721,27.61
1722,27.61
1723,27.61
1724,27.61
1725,27.61
1726,27.56
1727,27.61
1728,27.66
1729,27.61
1730,27.61
1731,27.61
1732,27.61
1733,27.61
1734,27.56
1735,27.56
1736,27.61
1737,27.61
1738,27.61
1739,27.61
1740,27.56
1741,27.61
1742,27.61
1743,27.61
1744,27.66
1745,27.61
1746,27.61
1747,27.61
1748,27.56
1749,27.61
1750,27.56
1751,27.56
1752,27.56
1753,27.56
1754,27.56
1755,27.56
1756,27.61
1757,27.61
1758,27.61
1759,27.56
1760,27.56
1761,27.61
1762,27.61
1763,27.61
1764,27.61
1765,27.56
1766,27.61
1767,27.56
1768,27.61
1769,27.61
1770,27.61
1771,27.61
1772,27.61
1773,27.66
1774,27.61
1775,27.61
1776,27.61
1777,27.56
1778,27.61
1779,27.61
1780,27.61
1781,27.56
1782,27.56
1783,27.61
1784,27.61
1785,27.61
1786,27.61
1787,27.61
1788,27.56
1789,27.66
1790,27.61
1791,27.61
1792,27.61
1793,27.61
1794,27.61
1795,27.56
1796,27.61
1797,27.61
1798,27.61
1799,27.61
1800,27.56
1801,27.61
1802,27.61
1803,27.61
1804,27.56
1805,27.56
1806,27.56
1807,27.61
1808,27.61
1809,27.61
1810,27.61
1811,27.61
1812,27.61
1813,27.61
1814,27.61
1815,27.61
1816,27.61
1817,27.61
1818,27.56
1819,27.61
1820,27.61
1821,27.61
1822,27.61
1823,27.61
1824,27.61
1825,27.56
1826,27.61
1827,27.61
1828,27.61
1829,27.61
1830,27.56
1831,27.61
1832,27.61
1833,27.61
1834,27.61
1835,27.56
1836,27.61
1837,27.61
1838,27.61
1839,27.56
1840,27.61
1841,27.61
1842,27.61
1843,27.61
1844,27.61
1845,27.61
1846,27.61
1847,27.61
1848,27.61
1849,27.61
1850,27.61
1851,27.61
1852,27.56
1853,27.61
1854,27.61
1855,27.61
1856,27.61
1857,27.61
1858,27.61
1859,27.61
1860,27.56
1861,27.61
1862,27.61
1863,27.61
1864,27.56
1865,27.61
1866,27.61
1867,27.61
1868,27.61
1869,27.61
1870,27.61
1871,27.61
1872,27.61
1873,27.61
1874,27.61
1875,27.51
1876,27.61
1877,27.61
1878,27.56
1879,27.61
1880,27.61
1881,27.56
1882,27.56
1883,27.61
1884,27.61
1885,27.61
1886,27.61
1887,27.61
1888,27.61
1889,27.56
1890,27.56
1891,27.61
1892,27.61
1893,27.61
1894,27.51
1895,27.61
1896,27.61
1897,27.56
1898,27.61
1899,27.61
1900,27.56
1901,27.61
1902,27.61
1903,27.61
1904,27.61
1905,27.56
1906,27.61
1907,27.61
1908,27.56
1909,27.56
1910,27.56
1911,27.61
1912,27.61
1913,27.61
1914,27.56
1915,27.61
1916,27.61
1917,27.61
1918,27.56
1919,27.56
1920,27.61
1921,27.61
1922,27.56
1923,27.66
1924,27.56
1925,27.61
1926,27.61
1927,27.56
1928,27.61
1929,27.56
1930,27.61
1931,27.61
1932,27.56
1933,27.56
1934,27.56
1935,27.61
1936,27.61
1937,27.61
1938,27.61
1939,27.56
1940,27.61
1941,27.61
1942,27.56
1943,27.56
1944,27.56
1945,27.56
1946,27.56
1947,27.61
1948,27.61
1949,27.61
1950,27.56
1951,27.61
1952,27.61
1953,27.56
1954,27.61
1955,27.61
1956,27.61
1957,27.56
1958,27.61
1959,27.61
1960,27.61
1961,27.61
1962,27.61
1963,27.61
1964,27.61
1965,27.56
1966,27.61
1967,27.61
1968,27.56
1969,27.61
1970,27.61
1971,27.61
1972,27.61
1973,27.56
1974,27.61
1975,27.61
1976,27.56
1977,27.61
1978,27.56
1979,27.56
1980,27.56
1981,27.61
1982,27.66
1983,27.61
1984,27.61
1985,27.61
1986,27.61
1987,27.61
1988,27.61
1989,27.61
1990,27.61
1991,27.61
1992,27.61
1993,27.61
1994,27.61
1995,27.61
1996,27.56
1997,27.61
1998,27.56
1999,27.61
2000,27.61
2001,27.61
2002,27.61
2003,27.61
2004,27.61
2005,27.51
2006,27.61
2007,27.61
2008,27.61
2009,27.61
2010,27.61
2011,27.61
2012,27.61
2013,27.61
2014,27.61
2015,27.61
2016,27.56
2017,27.61
2018,27.56
2019,27.61
2020,27.61
2021,27.61
2022,27.56
2023,27.61
2024,27.61
2025,27.61
2026,27.56
2027,27.56
2028,27.56
2029,27.61
2030,27.61
2031,27.61
2032,27.61
2033,27.61
2034,27.61
2035,27.61
2036,27.56
2037,27.56
2038,27.61
2039,27.61
2040,27.61
2041,27.61
2042,27.61
2043,27.61
2044,27.61
2045,27.61
2046,27.61
2047,27.56
2048,27.61
2049,27.61
2050,27.56
2051,27.56
2052,27.56
2053,27.66
2054,27.56
2055,27.61
2056,27.61
2057,27.61
2058,27.56
2059,27.61
2060,27.61
2061,27.56
2062,27.61
2063,27.61
2064,27.61
2065,27.61
2066,27.61
2067,27.56
2068,27.61
2069,27.61
2070,27.61
2071,27.61
2072,27.56
2073,27.61
2074,27.56
2075,27.61
2076,27.61
2077,27.56
2078,27.61
2079,27.61
2080,27.61
2081,27.66
2082,27.61
2083,27.61
2084,27.61
2085,27.61
2086,27.61
2087,27.56
2088,27.61
2089,27.56
2090,27.56
2091,27.61
2092,27.61
2093,27.61
2094,27.61
2095,27.66
2096,27.56
2097,27.61
2098,27.61
2099,27.61
2100,27.61
2101,27.56
2102,27.61
2103,27.56
2104,27.66
2105,27.61
2106,27.56
2107,27.61
2108,27.56
2109,27.56
2110,27.56
2111,27.66
2112,27.61
2113,27.61
2114,27.56
2115,27.56
2116,27.66
2117,27.61
2118,27.61
2119,27.56
2120,27.61
2121,27.56
2122,27.61
2123,27.61
2124,27.61
2125,27.56
2126,27.61
2127,27.61
2128,27.61
2129,27.61
2130,27.61
2131,27.61
2132,27.61
2133,27.56
2134,27.61
