row_index,WTUR.environment_ok
161,44277.9
162,44277.9
163,44277.91
164,44277.91
165,44277.91
166,44277.91
167,44277.91
168,44277.91
169,44277.92
170,44277.92
171,44277.92
172,44277.92
173,44277.92
174,44277.93
175,44277.93
176,44277.93
177,44277.93
178,44277.93
179,44277.94
180,44277.94
181,44277.94
182,44277.94
183,44277.94
184,44277.95
185,44277.95
186,44277.95
187,44277.95
188,44277.95
189,44277.96
190,44277.96
191,44277.96
192,44277.96
193,44277.96
194,44277.97
195,44277.97
196,44277.97
197,44277.97
198,44277.97
199,44277.98
200,44277.98
201,44277.98
202,44277.98
203,44277.98
204,44277.99
205,44277.99
206,44277.99
207,44277.99
208,44277.99
209,44278.0
210,44278.0
211,44278.0
212,44278.0
213,44278.0
214,44278.01
215,44278.01
216,44278.01
217,44278.01
218,44278.01
219,44278.02
220,44278.02
221,44278.02
222,44278.02
223,44278.02
224,44278.03
225,44278.03
226,44278.03
227,44278.03
228,44278.03
229,44278.04
230,44278.04
231,44278.04
232,44278.04
233,44278.04
234,44278.05
235,44278.05
236,44278.05
237,44278.05
238,44278.05
239,44278.06
240,44278.06
241,44278.06
242,44278.06
243,44278.06
244,44278.07
245,44278.07
246,44278.07
247,44278.07
248,44278.07
249,44278.08
250,44278.08
251,44278.08
252,44278.08
253,44278.08
254,44278.08
255,44278.09
256,44278.09
257,44278.09
258,44278.09
259,44278.09
260,44278.1
261,44278.1
262,44278.1
263,44278.1
264,44278.1
265,44278.11
266,44278.11
267,44278.11
268,44278.11
269,44278.11
270,44278.12
271,44278.12
272,44278.12
273,44278.12
274,44278.12
275,44278.13
276,44278.13
277,44278.13
278,44278.13
279,44278.13
280,44278.14
281,44278.14
282,44278.14
283,44278.14
284,44278.14
285,44278.15
286,44278.15
287,44278.15
288,44278.15
289,44278.15
290,44278.16
291,44278.16
292,44278.16
293,44278.16
294,44278.16
295,44278.17
296,44278.17
297,44278.17
298,44278.17
299,44278.17
300,44278.18
301,44278.18
302,44278.18
303,44278.18
304,44278.18
305,44278.19
306,44278.19
307,44278.19
308,44278.19
309,44278.19
310,44278.2
311,44278.2
312,44278.2
313,44278.2
314,44278.2
315,44278.21
316,44278.21
317,44278.21
318,44278.21
319,44278.21
320,44278.22
321,44278.22
322,44278.22
323,44278.22
324,44278.22
325,44278.23
326,44278.23
327,44278.23
328,44278.23
329,44278.24
330,44278.24
331,44278.24
332,44278.24
333,44278.24
334,44278.25
335,44278.25
336,44278.25
337,44278.25
338,44278.25
339,44278.25
340,44278.26
341,44278.26
342,44278.26
343,44278.26
344,44278.26
345,44278.27
346,44278.27
347,44278.27
348,44278.27
349,44278.27
350,44278.28
351,44278.28
352,44278.28
353,44278.28
354,44278.28
355,44278.29
356,44278.29
357,44278.29
358,44278.29
359,44278.29
360,44278.3
361,44278.3
362,44278.3
363,44278.3
364,44278.3
365,44278.31
366,44278.31
367,44278.31
368,44278.31
369,44278.31
370,44278.32
371,44278.32
372,44278.32
373,44278.32
374,44278.32
375,44278.33
376,44278.33
377,44278.33
378,44278.33
379,44278.33
380,44278.34
381,44278.34
382,44278.34
383,44278.34
384,44278.34
385,44278.35
386,44278.35
387,44278.35
388,44278.35
389,44278.35
390,44278.36
391,44278.36
392,44278.36
393,44278.36
394,44278.36
395,44278.37
396,44278.37
397,44278.37
398,44278.37
399,44278.37
400,44278.38
401,44278.38
402,44278.38
403,44278.38
404,44278.38
405,44278.39
406,44278.39
407,44278.39
408,44278.39
409,44278.39
410,44278.4
411,44278.4
412,44278.4
413,44278.4
414,44278.4
415,44278.41
416,44278.41
417,44278.41
418,44278.41
419,44278.41
420,44278.42
421,44278.42
422,44278.42
423,44278.42
424,44278.42
425,44278.42
426,44278.43
427,44278.43
428,44278.43
429,44278.43
430,44278.43
431,44278.44
432,44278.44
433,44278.44
434,44278.44
435,44278.44
436,44278.45
437,44278.45
438,44278.45
439,44278.45
440,44278.45
441,44278.46
442,44278.46
443,44278.46
444,44278.46
445,44278.46
446,44278.47
447,44278.47
448,44278.47
449,44278.47
450,44278.48
451,44278.48
452,44278.48
453,44278.48
454,44278.48
455,44278.49
456,44278.49
457,44278.49
458,44278.49
459,44278.49
460,44278.5
461,44278.5
462,44278.5
463,44278.5
464,44278.5
465,44278.51
466,44278.51
467,44278.51
468,44278.51
469,44278.51
470,44278.52
471,44278.52
472,44278.52
473,44278.52
474,44278.52
475,44278.53
476,44278.53
477,44278.53
478,44278.53
479,44278.53
480,44278.54
481,44278.54
482,44278.54
483,44278.54
484,44278.54
485,44278.55
486,44278.55
487,44278.55
488,44278.55
489,44278.55
490,44278.56
491,44278.56
492,44278.56
493,44278.56
494,44278.56
495,44278.57
496,44278.57
497,44278.57
498,44278.57
499,44278.57
500,44278.58
501,44278.58
502,44278.58
503,44278.58
504,44278.58
505,44278.58
506,44278.59
507,44278.59
508,44278.59
509,44278.59
510,44278.59
511,44278.6
512,44278.6
513,44278.6
514,44278.6
515,44278.6
516,44278.61
517,44278.61
518,44278.61
519,44278.61
520,44278.61
521,44278.62
522,44278.62
523,44278.62
524,44278.62
525,44278.62
526,44278.63
527,44278.63
528,44278.63
529,44278.63
530,44278.63
531,44278.64
532,44278.64
533,44278.64
534,44278.64
535,44278.64
536,44278.65
537,44278.65
538,44278.65
539,44278.65
540,44278.65
541,44278.66
542,44278.66
543,44278.66
544,44278.66
545,44278.66
546,44278.67
547,44278.67
548,44278.67
549,44278.67
550,44278.67
551,44278.68
552,44278.68
553,44278.68
554,44278.68
555,44278.68
556,44278.69
557,44278.69
558,44278.69
559,44278.69
560,44278.69
561,44278.7
562,44278.7
563,44278.7
564,44278.7
565,44278.7
566,44278.71
567,44278.71
568,44278.71
569,44278.71
570,44278.71
571,44278.72
572,44278.72
573,44278.72
574,44278.72
575,44278.72
576,44278.73
577,44278.73
578,44278.73
579,44278.73
580,44278.73
581,44278.74
582,44278.74
583,44278.74
584,44278.74
585,44278.74
586,44278.75
587,44278.75
588,44278.75
589,44278.75
590,44278.75
591,44278.75
592,44278.76
593,44278.76
594,44278.76
595,44278.76
596,44278.76
597,44278.77
598,44278.77
599,44278.77
600,44278.77
601,44278.77
602,44278.78
603,44278.78
604,44278.78
605,44278.78
606,44278.78
607,44278.79
608,44278.79
609,44278.79
610,44278.79
611,44278.79
612,44278.8
613,44278.8
614,44278.8
615,44278.8
616,44278.8
617,44278.81
618,44278.81
619,44278.81
620,44278.81
621,44278.81
622,44278.82
623,44278.82
624,44278.82
625,44278.82
626,44278.82
627,44278.83
628,44278.83
629,44278.83
630,44278.83
631,44278.83
632,44278.84
633,44278.84
634,44278.84
635,44278.84
636,44278.84
637,44278.85
638,44278.85
639,44278.85
640,44278.85
641,44278.85
642,44278.86
643,44278.86
644,44278.86
645,44278.86
646,44278.86
647,44278.87
648,44278.87
649,44278.87
650,44278.87
651,44278.87
652,44278.88
653,44278.88
654,44278.88
655,44278.88
656,44278.88
657,44278.89
658,44278.89
659,44278.89
660,44278.89
661,44278.89
662,44278.9
663,44278.9
664,44278.9
665,44278.9
666,44278.9
667,44278.91
668,44278.91
669,44278.91
670,44278.91
671,44278.91
672,44278.92
673,44278.92
674,44278.92
675,44278.92
676,44278.92
677,44278.93
678,44278.93
679,44278.93
680,44278.93
681,44278.93
682,44278.94
683,44278.94
684,44278.94
685,44278.94
686,44278.94
687,44278.95
688,44278.95
689,44278.95
690,44278.95
691,44278.95
692,44278.96
693,44278.96
694,44278.96
695,44278.96
696,44278.96
697,44278.97
698,44278.97
699,44278.97
700,44278.97
701,44278.97
702,44278.98
703,44278.98
704,44278.98
705,44278.98
706,44278.98
707,44278.99
708,44278.99
709,44278.99
710,44278.99
711,44278.99
712,44279.0
713,44279.0
714,44279.0
715,44279.0
716,44279.0
717,44279.01
718,44279.01
719,44279.01
720,44279.01
721,44279.01
722,44279.02
723,44279.02
724,44279.02
725,44279.02
726,44279.02
727,44279.03
728,44279.03
729,44279.03
730,44279.03
731,44279.03
732,44279.04
733,44279.04
734,44279.04
735,44279.04
736,44279.04
737,44279.05
738,44279.05
739,44279.05
740,44279.05
741,44279.05
742,44279.06
743,44279.06
744,44279.06
745,44279.06
746,44279.06
747,44279.07
748,44279.07
749,44279.07
750,44279.07
751,44279.07
752,44279.08
753,44279.08
754,44279.08
755,44279.08
756,44279.08
757,44279.08
758,44279.09
759,44279.09
760,44279.09
761,44279.09
762,44279.09
763,44279.1
764,44279.1
765,44279.1
766,44279.1
767,44279.1
768,44279.11
769,44279.11
770,44279.11
771,44279.11
772,44279.11
773,44279.12
774,44279.12
775,44279.12
776,44279.12
777,44279.12
778,44279.13
779,44279.13
780,44279.13
781,44279.13
782,44279.13
783,44279.14
784,44279.14
785,44279.14
786,44279.14
787,44279.14
788,44279.15
789,44279.15
790,44279.15
791,44279.15
792,44279.15
793,44279.16
794,44279.16
795,44279.16
796,44279.16
797,44279.16
798,44279.17
799,44279.17
800,44279.17
801,44279.17
802,44279.17
803,44279.18
804,44279.18
805,44279.18
806,44279.18
807,44279.18
808,44279.19
809,44279.19
810,44279.19
811,44279.19
812,44279.19
813,44279.2
814,44279.2
815,44279.2
816,44279.2
817,44279.2
818,44279.21
819,44279.21
820,44279.21
821,44279.21
822,44279.21
823,44279.22
824,44279.22
825,44279.22
826,44279.22
827,44279.22
828,44279.23
829,44279.23
830,44279.23
831,44279.23
832,44279.23
833,44279.24
834,44279.24
835,44279.24
836,44279.24
837,44279.24
838,44279.25
839,44279.25
840,44279.25
841,44279.25
842,44279.25
843,44279.25
844,44279.26
845,44279.26
846,44279.26
847,44279.26
848,44279.26
849,44279.27
850,44279.27
851,44279.27
852,44279.27
853,44279.27
854,44279.28
855,44279.28
856,44279.28
857,44279.28
858,44279.28
859,44279.29
860,44279.29
861,44279.29
862,44279.29
863,44279.29
864,44279.3
865,44279.3
866,44279.3
867,44279.3
868,44279.31
869,44279.31
870,44279.31
871,44279.31
872,44279.31
873,44279.32
874,44279.32
875,44279.32
876,44279.32
877,44279.32
878,44279.33
879,44279.33
880,44279.33
881,44279.33
882,44279.33
883,44279.34
884,44279.34
885,44279.34
886,44279.34
887,44279.34
888,44279.35
889,44279.35
890,44279.35
891,44279.35
892,44279.35
893,44279.36
894,44279.36
895,44279.36
896,44279.36
897,44279.36
898,44279.37
899,44279.37
900,44279.37
901,44279.37
902,44279.37
903,44279.38
904,44279.38
905,44279.38
906,44279.38
907,44279.38
908,44279.39
909,44279.39
910,44279.39
911,44279.39
912,44279.39
913,44279.4
914,44279.4
915,44279.4
916,44279.4
917,44279.4
918,44279.41
919,44279.41
920,44279.41
921,44279.41
922,44279.41
923,44279.42
924,44279.42
925,44279.42
926,44279.42
927,44279.42
928,44279.42
929,44279.43
930,44279.43
931,44279.43
932,44279.43
933,44279.43
934,44279.44
935,44279.44
936,44279.44
937,44279.44
938,44279.44
939,44279.45
940,44279.45
941,44279.45
942,44279.45
943,44279.45
944,44279.46
945,44279.46
946,44279.46
947,44279.46
948,44279.46
949,44279.47
950,44279.47
951,44279.47
952,44279.47
953,44279.47
954,44279.48
955,44279.48
956,44279.48
957,44279.48
958,44279.48
959,44279.49
960,44279.49
961,44279.49
962,44279.49
963,44279.49
964,44279.5
965,44279.5
966,44279.5
967,44279.5
968,44279.5
969,44279.51
970,44279.51
971,44279.51
972,44279.51
973,44279.51
974,44279.52
975,44279.52
976,44279.52
977,44279.52
978,44279.52
979,44279.53
980,44279.53
981,44279.53
982,44279.53
983,44279.53
984,44279.54
985,44279.54
986,44279.54
987,44279.54
988,44279.54
989,44279.55
990,44279.55
991,44279.55
992,44279.55
993,44279.56
994,44279.56
995,44279.56
996,44279.56
997,44279.56
998,44279.57
999,44279.57
1000,44279.57
1001,44279.57
1002,44279.57
1003,44279.58
1004,44279.58
1005,44279.58
1006,44279.58
1007,44279.58
1008,44279.58
1009,44279.59
1010,44279.59
1011,44279.59
1012,44279.59
1013,44279.59
1014,44279.6
1015,44279.6
1016,44279.6
1017,44279.6
1018,44279.6
1019,44279.61
1020,44279.61
1021,44279.61
1022,44279.61
1023,44279.61
1024,44279.62
1025,44279.62
1026,44279.62
1027,44279.62
1028,44279.62
1029,44279.63
1030,44279.63
1031,44279.63
1032,44279.63
1033,44279.63
1034,44279.64
1035,44279.64
1036,44279.64
1037,44279.64
1038,44279.64
1039,44279.65
1040,44279.65
1041,44279.65
1042,44279.65
1043,44279.65
1044,44279.66
1045,44279.66
1046,44279.66
1047,44279.66
1048,44279.66
1049,44279.67
1050,44279.67
1051,44279.67
1052,44279.67
1053,44279.67
1054,44279.68
1055,44279.68
1056,44279.68
1057,44279.68
1058,44279.68
1059,44279.69
1060,44279.69
1061,44279.69
1062,44279.69
1063,44279.69
1064,44279.7
1065,44279.7
1066,44279.7
1067,44279.7
1068,44279.7
1069,44279.71
1070,44279.71
1071,44279.71
1072,44279.71
1073,44279.71
1074,44279.72
1075,44279.72
1076,44279.72
1077,44279.72
1078,44279.72
1079,44279.73
1080,44279.73
1081,44279.73
1082,44279.73
1083,44279.73
1084,44279.74
1085,44279.74
1086,44279.74
1087,44279.74
1088,44279.74
1089,44279.75
1090,44279.75
1091,44279.75
1092,44279.75
1093,44279.75
1094,44279.75
1095,44279.76
1096,44279.76
1097,44279.76
1098,44279.76
1099,44279.76
1100,44279.77
1101,44279.77
1102,44279.77
1103,44279.77
1104,44279.77
1105,44279.78
1106,44279.78
1107,44279.78
1108,44279.78
1109,44279.78
1110,44279.79
1111,44279.79
1112,44279.79
1113,44279.79
1114,44279.79
1115,44279.8
1116,44279.8
1117,44279.8
1118,44279.8
1119,44279.8
1120,44279.81
1121,44279.81
1122,44279.81
1123,44279.81
1124,44279.81
1125,44279.82
1126,44279.82
1127,44279.82
1128,44279.82
1129,44279.82
1130,44279.83
1131,44279.83
1132,44279.83
1133,44279.83
1134,44279.83
1135,44279.84
1136,44279.84
1137,44279.84
1138,44279.84
1139,44279.84
1140,44279.85
1141,44279.85
1142,44279.85
1143,44279.85
1144,44279.85
1145,44279.86
1146,44279.86
1147,44279.86
1148,44279.86
1149,44279.86
1150,44279.87
1151,44279.87
1152,44279.87
1153,44279.87
1154,44279.87
1155,44279.88
1156,44279.88
1157,44279.88
1158,44279.88
1159,44279.88
1160,44279.89
1161,44279.89
1162,44279.89
1163,44279.89
1164,44279.89
1165,44279.9
1166,44279.9
1167,44279.9
1168,44279.9
1169,44279.9
1170,44279.91
1171,44279.91
1172,44279.91
1173,44279.91
1174,44279.91
1175,44279.92
1176,44279.92
1177,44279.92
1178,44279.92
1179,44279.92
1180,44279.92
1181,44279.93
1182,44279.93
1183,44279.93
1184,44279.93
1185,44279.93
1186,44279.94
1187,44279.94
1188,44279.94
1189,44279.94
1190,44279.94
1191,44279.95
1192,44279.95
1193,44279.95
1194,44279.95
1195,44279.95
1196,44279.96
1197,44279.96
1198,44279.96
1199,44279.96
1200,44279.96
1201,44279.97
1202,44279.97
1203,44279.97
1204,44279.97
1205,44279.97
1206,44279.98
1207,44279.98
1208,44279.98
1209,44279.98
1210,44279.98
1211,44279.99
1212,44279.99
1213,44279.99
1214,44279.99
1215,44279.99
1216,44280.0
1217,44280.0
1218,44280.0
1219,44280.0
1220,44280.0
1221,44280.01
1222,44280.01
1223,44280.01
1224,44280.01
1225,44280.01
1226,44280.02
1227,44280.02
1228,44280.02
1229,44280.02
1230,44280.02
1231,44280.03
1232,44280.03
1233,44280.03
1234,44280.03
1235,44280.03
1236,44280.04
1237,44280.04
1238,44280.04
1239,44280.04
1240,44280.04
1241,44280.05
1242,44280.05
1243,44280.05
1244,44280.05
1245,44280.05
1246,44280.06
1247,44280.06
1248,44280.06
1249,44280.06
1250,44280.06
1251,44280.07
1252,44280.07
1253,44280.07
1254,44280.07
1255,44280.07
1256,44280.08
1257,44280.08
1258,44280.08
1259,44280.08
1260,44280.08
1261,44280.09
1262,44280.09
1263,44280.09
1264,44280.09
1265,44280.09
1266,44280.1
1267,44280.1
1268,44280.1
1269,44280.1
1270,44280.1
1271,44280.11
1272,44280.11
1273,44280.11
1274,44280.11
1275,44280.11
1276,44280.12
1277,44280.12
1278,44280.12
1279,44280.12
1280,44280.12
1281,44280.13
1282,44280.13
1283,44280.13
1284,44280.13
1285,44280.13
1286,44280.14
1287,44280.14
1288,44280.14
1289,44280.14
1290,44280.14
1291,44280.15
1292,44280.15
1293,44280.15
1294,44280.15
1295,44280.15
1296,44280.16
1297,44280.16
1298,44280.16
1299,44280.16
1300,44280.16
1301,44280.17
1302,44280.17
1303,44280.17
1304,44280.17
1305,44280.17
1306,44280.18
1307,44280.18
1308,44280.18
1309,44280.18
1310,44280.18
1311,44280.19
1312,44280.19
1313,44280.19
1314,44280.19
1315,44280.19
1316,44280.2
1317,44280.2
1318,44280.2
1319,44280.2
1320,44280.2
1321,44280.21
1322,44280.21
1323,44280.21
1324,44280.21
1325,44280.21
1326,44280.22
1327,44280.22
1328,44280.22
1329,44280.22
1330,44280.22
1331,44280.23
1332,44280.23
1333,44280.23
1334,44280.23
1335,44280.23
1336,44280.24
1337,44280.24
1338,44280.24
1339,44280.24
1340,44280.24
1341,44280.25
1342,44280.25
1343,44280.25
1344,44280.25
1345,44280.25
1346,44280.25
1347,44280.26
1348,44280.26
1349,44280.26
1350,44280.26
1351,44280.26
1352,44280.27
1353,44280.27
1354,44280.27
1355,44280.27
1356,44280.27
1357,44280.28
1358,44280.28
1359,44280.28
1360,44280.28
1361,44280.28
1362,44280.29
1363,44280.29
1364,44280.29
1365,44280.29
1366,44280.29
1367,44280.3
1368,44280.3
1369,44280.3
1370,44280.3
1371,44280.3
1372,44280.31
1373,44280.31
1374,44280.31
1375,44280.31
1376,44280.31
1377,44280.32
1378,44280.32
1379,44280.32
1380,44280.32
1381,44280.32
1382,44280.33
1383,44280.33
1384,44280.33
1385,44280.33
1386,44280.33
1387,44280.34
1388,44280.34
1389,44280.34
1390,44280.34
1391,44280.34
1392,44280.35
1393,44280.35
1394,44280.35
1395,44280.35
1396,44280.35
1397,44280.36
1398,44280.36
1399,44280.36
1400,44280.36
1401,44280.36
1402,44280.37
1403,44280.37
1404,44280.37
1405,44280.37
1406,44280.37
1407,44280.38
1408,44280.38
1409,44280.38
1410,44280.38
1411,44280.39
1412,44280.39
1413,44280.39
1414,44280.39
1415,44280.39
1416,44280.4
1417,44280.4
1418,44280.4
1419,44280.4
1420,44280.4
1421,44280.41
1422,44280.41
1423,44280.41
1424,44280.41
1425,44280.41
1426,44280.42
1427,44280.42
1428,44280.42
1429,44280.42
1430,44280.42
1431,44280.42
1432,44280.43
1433,44280.43
1434,44280.43
1435,44280.43
1436,44280.43
1437,44280.44
1438,44280.44
1439,44280.44
1440,44280.44
1441,44280.44
1442,44280.45
1443,44280.45
1444,44280.45
1445,44280.45
1446,44280.45
1447,44280.46
1448,44280.46
1449,44280.46
1450,44280.46
1451,44280.46
1452,44280.47
1453,44280.47
1454,44280.47
1455,44280.47
1456,44280.47
1457,44280.48
1458,44280.48
1459,44280.48
1460,44280.48
1461,44280.48
1462,44280.49
1463,44280.49
1464,44280.49
1465,44280.49
1466,44280.49
1467,44280.5
1468,44280.5
1469,44280.5
1470,44280.5
1471,44280.5
1472,44280.51
1473,44280.51
1474,44280.51
1475,44280.51
1476,44280.51
1477,44280.52
1478,44280.52
1479,44280.52
1480,44280.52
1481,44280.52
1482,44280.53
1483,44280.53
1484,44280.53
1485,44280.53
1486,44280.53
1487,44280.54
1488,44280.54
1489,44280.54
1490,44280.54
1491,44280.54
1492,44280.55
1493,44280.55
1494,44280.55
1495,44280.55
1496,44280.55
1497,44280.56
1498,44280.56
1499,44280.56
1500,44280.56
1501,44280.56
1502,44280.57
1503,44280.57
1504,44280.57
1505,44280.57
1506,44280.57
1507,44280.58
1508,44280.58
1509,44280.58
1510,44280.58
1511,44280.58
1512,44280.59
1513,44280.59
1514,44280.59
1515,44280.59
1516,44280.59
1517,44280.59
1518,44280.6
1519,44280.6
1520,44280.6
1521,44280.6
1522,44280.6
1523,44280.61
1524,44280.61
1525,44280.61
1526,44280.61
1527,44280.61
1528,44280.62
1529,44280.62
1530,44280.62
1531,44280.62
1532,44280.63
1533,44280.63
1534,44280.63
1535,44280.63
1536,44280.63
1537,44280.64
1538,44280.64
1539,44280.64
1540,44280.64
1541,44280.64
1542,44280.65
1543,44280.65
1544,44280.65
1545,44280.65
1546,44280.65
1547,44280.66
1548,44280.66
1549,44280.66
1550,44280.66
1551,44280.66
1552,44280.67
1553,44280.67
1554,44280.67
1555,44280.67
1556,44280.67
1557,44280.68
1558,44280.68
1559,44280.68
1560,44280.68
1561,44280.68
1562,44280.69
1563,44280.69
1564,44280.69
1565,44280.69
1566,44280.69
1567,44280.7
1568,44280.7
1569,44280.7
1570,44280.7
1571,44280.7
1572,44280.71
1573,44280.71
1574,44280.71
1575,44280.71
1576,44280.71
1577,44280.72
1578,44280.72
1579,44280.72
1580,44280.72
1581,44280.72
1582,44280.73
1583,44280.73
1584,44280.73
1585,44280.73
1586,44280.73
1587,44280.74
1588,44280.74
1589,44280.74
1590,44280.74
1591,44280.74
1592,44280.75
1593,44280.75
1594,44280.75
1595,44280.75
1596,44280.75
1597,44280.75
1598,44280.76
1599,44280.76
1600,44280.76
1601,44280.76
1602,44280.76
1603,44280.77
1604,44280.77
1605,44280.77
1606,44280.77
1607,44280.77
1608,44280.78
1609,44280.78
1610,44280.78
1611,44280.78
1612,44280.78
1613,44280.79
1614,44280.79
1615,44280.79
1616,44280.79
1617,44280.79
1618,44280.8
1619,44280.8
1620,44280.8
1621,44280.8
1622,44280.8
1623,44280.81
1624,44280.81
1625,44280.81
1626,44280.81
1627,44280.81
1628,44280.82
1629,44280.82
1630,44280.82
1631,44280.82
1632,44280.82
1633,44280.83
1634,44280.83
1635,44280.83
1636,44280.83
1637,44280.83
1638,44280.84
1639,44280.84
1640,44280.84
1641,44280.84
1642,44280.84
1643,44280.85
1644,44280.85
1645,44280.85
1646,44280.85
1647,44280.85
1648,44280.86
1649,44280.86
1650,44280.86
1651,44280.86
1652,44280.86
1653,44280.87
1654,44280.87
1655,44280.87
1656,44280.87
1657,44280.87
1658,44280.88
1659,44280.88
1660,44280.88
1661,44280.88
1662,44280.88
1663,44280.89
1664,44280.89
1665,44280.89
1666,44280.89
1667,44280.89
1668,44280.9
1669,44280.9
1670,44280.9
1671,44280.9
1672,44280.9
1673,44280.91
1674,44280.91
1675,44280.91
1676,44280.91
1677,44280.91
1678,44280.92
1679,44280.92
1680,44280.92
1681,44280.92
1682,44280.92
1683,44280.92
1684,44280.93
1685,44280.93
1686,44280.93
1687,44280.93
1688,44280.93
1689,44280.94
1690,44280.94
1691,44280.94
1692,44280.94
1693,44280.94
1694,44280.95
1695,44280.95
1696,44280.95
1697,44280.95
1698,44280.95
1699,44280.96
1700,44280.96
1701,44280.96
1702,44280.96
1703,44280.96
1704,44280.97
1705,44280.97
1706,44280.97
1707,44280.97
1708,44280.97
1709,44280.98
1710,44280.98
1711,44280.98
1712,44280.98
1713,44280.98
1714,44280.99
1715,44280.99
1716,44280.99
1717,44280.99
1718,44280.99
1719,44281.0
1720,44281.0
1721,44281.0
1722,44281.0
1723,44281.0
1724,44281.01
1725,44281.01
1726,44281.01
1727,44281.01
1728,44281.01
1729,44281.02
1730,44281.02
1731,44281.02
1732,44281.02
1733,44281.02
1734,44281.03
1735,44281.03
1736,44281.03
1737,44281.03
1738,44281.03
1739,44281.04
1740,44281.04
1741,44281.04
1742,44281.04
1743,44281.04
1744,44281.05
1745,44281.05
1746,44281.05
1747,44281.05
1748,44281.05
1749,44281.06
1750,44281.06
1751,44281.06
1752,44281.06
1753,44281.06
1754,44281.07
1755,44281.07
1756,44281.07
1757,44281.07
1758,44281.07
1759,44281.08
1760,44281.08
1761,44281.08
1762,44281.08
1763,44281.08
1764,44281.09
1765,44281.09
1766,44281.09
1767,44281.09
1768,44281.09
1769,44281.09
1770,44281.1
1771,44281.1
1772,44281.1
1773,44281.1
1774,44281.1
1775,44281.11
1776,44281.11
1777,44281.11
1778,44281.11
1779,44281.11
1780,44281.12
1781,44281.12
1782,44281.12
1783,44281.12
1784,44281.12
1785,44281.13
1786,44281.13
1787,44281.13
1788,44281.13
1789,44281.13
1790,44281.14
1791,44281.14
1792,44281.14
1793,44281.14
1794,44281.14
1795,44281.15
1796,44281.15
1797,44281.15
1798,44281.15
1799,44281.15
1800,44281.16
1801,44281.16
1802,44281.16
1803,44281.16
1804,44281.16
1805,44281.17
1806,44281.17
1807,44281.17
1808,44281.17
1809,44281.17
1810,44281.18
1811,44281.18
1812,44281.18
1813,44281.18
1814,44281.18
1815,44281.19
1816,44281.19
1817,44281.19
1818,44281.19
1819,44281.19
1820,44281.2
1821,44281.2
1822,44281.2
1823,44281.2
1824,44281.2
1825,44281.21
1826,44281.21
1827,44281.21
1828,44281.21
1829,44281.21
1830,44281.22
1831,44281.22
1832,44281.22
1833,44281.22
1834,44281.22
1835,44281.23
1836,44281.23
1837,44281.23
1838,44281.23
1839,44281.23
1840,44281.24
1841,44281.24
1842,44281.24
1843,44281.24
1844,44281.24
1845,44281.25
1846,44281.25
1847,44281.25
1848,44281.25
1849,44281.25
1850,44281.25
1851,44281.26
1852,44281.26
1853,44281.26
1854,44281.26
1855,44281.26
1856,44281.27
1857,44281.27
1858,44281.27
1859,44281.27
1860,44281.27
1861,44281.28
1862,44281.28
1863,44281.28
1864,44281.28
1865,44281.28
1866,44281.29
1867,44281.29
1868,44281.29
1869,44281.29
1870,44281.29
1871,44281.3
