row_index,WGEN.PwrEpd.InstMag.i
255,28326.0
256,28326.0
257,28326.0
258,28326.0
259,28326.0
260,28326.0
261,28326.0
262,28326.0
263,28326.0
264,28326.0
265,28326.0
266,28326.0
267,28326.0
268,28326.0
269,28326.0
270,28326.0
271,28326.0
272,28326.0
273,28326.0
274,28326.0
275,28326.0
276,28326.0
277,28326.0
278,28326.0
279,28326.0
280,28326.0
281,28326.0
282,28326.0
283,28326.0
284,28326.0
285,28326.0
286,28326.0
287,28326.0
288,28326.0
289,28326.0
290,28326.0
291,28326.0
292,28326.0
293,28326.0
294,28326.0
295,28326.0
296,28326.0
297,28326.0
298,28326.0
299,28326.0
300,28326.0
301,28326.0
302,28326.0
303,28326.0
304,28326.0
305,28326.0
306,28326.0
307,28326.0
308,28326.0
309,28326.0
310,28326.0
311,28326.0
312,28326.0
313,28326.0
314,28326.0
315,28326.0
316,28326.0
317,28326.0
318,28326.0
319,28326.0
320,28326.0
321,28326.0
322,28326.0
323,28326.0
324,28326.0
325,28326.0
326,28326.0
327,28326.0
328,28326.0
329,28326.0
330,28326.0
331,28326.0
332,28326.0
333,28326.0
334,28326.0
335,28326.0
336,28326.0
337,28326.0
338,28326.0
339,28326.0
340,28326.0
341,28326.0
342,28326.0
343,28326.0
344,28326.0
345,28326.0
346,28326.0
347,28326.0
348,28326.0
349,28326.0
350,28326.0
351,28326.0
352,28326.0
353,28326.0
354,28326.0
355,28326.0
356,28326.0
357,28326.0
358,28326.0
359,28326.0
360,28326.0
361,28326.0
362,28326.0
363,28326.0
364,28326.0
365,28326.0
366,28326.0
367,28326.0
368,28326.0
369,28326.0
370,28326.0
371,28326.0
372,28326.0
373,28326.0
374,28326.0
375,28326.0
376,28326.0
377,28326.0
378,28326.0
379,28326.0
380,28326.0
381,28326.0
382,28326.0
383,28326.0
384,28326.0
385,28326.0
386,28326.0
387,28326.0
388,28326.0
389,28326.0
390,28326.0
391,28326.0
392,28326.0
393,28326.0
394,28326.0
395,28326.0
396,28326.0
397,28326.0
398,28326.0
399,28326.0
400,28326.0
401,28326.0
402,28326.0
403,28326.0
404,28326.0
405,28326.0
406,28326.0
407,28326.0
408,28326.0
409,28326.0
410,28326.0
411,28326.0
412,28326.0
413,28326.0
414,28326.0
415,28326.0
416,28326.0
417,28326.0
418,28326.0
419,28326.0
420,28326.0
421,28326.0
422,28326.0
423,28326.0
