row_index,WTUR.environment_ok_h
1858,44281.26
1859,44281.27
1860,44281.27
1861,44281.27
1862,44281.27
1863,44281.28
1864,44281.28
1865,44281.28
1866,44281.28
1867,44281.28
1868,44281.28
1869,44281.29
1870,44281.29
1871,44281.29
1872,44281.29
1873,44281.3
1874,44281.3
1875,44281.3
1876,44281.3
1877,44281.3
1878,44281.31
1879,44281.31
1880,44281.31
1881,44281.31
1882,44281.31
1883,44281.32
1884,44281.32
1885,44281.32
1886,44281.32
1887,44281.32
1888,44281.33
1889,44281.33
1890,44281.33
1891,44281.33
1892,44281.33
1893,44281.33
1894,44281.34
1895,44281.34
1896,44281.34
1897,44281.34
1898,44281.35
1899,44281.35
1900,44281.35
1901,44281.35
1902,44281.35
1903,44281.35
1904,44281.36
1905,44281.36
1906,44281.36
1907,44281.36
1908,44281.37
1909,44281.37
1910,44281.37
1911,44281.37
1912,44281.37
1913,44281.37
1914,44281.38
1915,44281.38
1916,44281.38
1917,44281.39
1918,44281.39
1919,44281.39
1920,44281.39
1921,44281.39
1922,44281.39
1923,44281.4
1924,44281.4
1925,44281.4
1926,44281.4
1927,44281.41
1928,44281.41
1929,44281.41
1930,44281.41
1931,44281.41
1932,44281.41
1933,44281.41
1934,44281.42
1935,44281.42
1936,44281.42
1937,44281.42
1938,44281.42
1939,44281.42
1940,44281.43
1941,44281.43
1942,44281.43
1943,44281.43
1944,44281.44
1945,44281.44
1946,44281.44
1947,44281.44
1948,44281.44
1949,44281.44
1950,44281.45
1951,44281.45
1952,44281.45
1953,44281.45
1954,44281.46
1955,44281.46
1956,44281.46
1957,44281.46
1958,44281.46
1959,44281.46
1960,44281.47
1961,44281.47
1962,44281.47
1963,44281.47
1964,44281.48
1965,44281.48
1966,44281.48
1967,44281.48
1968,44281.48
1969,44281.49
1970,44281.49
1971,44281.49
1972,44281.49
1973,44281.5
1974,44281.5
1975,44281.5
1976,44281.5
1977,44281.5
1978,44281.5
1979,44281.51
1980,44281.51
1981,44281.51
1982,44281.51
1983,44281.51
1984,44281.51
1985,44281.52
1986,44281.52
1987,44281.52
1988,44281.52
1989,44281.53
1990,44281.53
1991,44281.53
1992,44281.53
1993,44281.53
1994,44281.53
1995,44281.54
1996,44281.54
1997,44281.54
1998,44281.54
1999,44281.55
2000,44281.55
2001,44281.55
2002,44281.55
2003,44281.55
2004,44281.55
2005,44281.56
2006,44281.56
2007,44281.56
2008,44281.56
2009,44281.57
2010,44281.57
2011,44281.57
2012,44281.57
2013,44281.57
2014,44281.58
2015,44281.58
2016,44281.58
2017,44281.58
2018,44281.58
2019,44281.58
2020,44281.58
2021,44281.59
2022,44281.59
2023,44281.59
2024,44281.59
2025,44281.6
2026,44281.6
2027,44281.6
2028,44281.6
2029,44281.6
2030,44281.6
2031,44281.61
2032,44281.61
2033,44281.61
2034,44281.61
2035,44281.62
2036,44281.62
2037,44281.62
2038,44281.62
2039,44281.62
2040,44281.62
2041,44281.63
2042,44281.63
2043,44281.63
2044,44281.63
2045,44281.64
2046,44281.64
2047,44281.64
2048,44281.64
2049,44281.64
2050,44281.65
2051,44281.65
2052,44281.65
2053,44281.65
2054,44281.66
2055,44281.66
2056,44281.66
2057,44281.66
2058,44281.66
2059,44281.66
2060,44281.67
2061,44281.67
2062,44281.67
2063,44281.67
2064,44281.67
2065,44281.67
2066,44281.68
2067,44281.68
2068,44281.68
2069,44281.68
2070,44281.69
2071,44281.69
2072,44281.69
2073,44281.69
2074,44281.69
2075,44281.69
2076,44281.7
2077,44281.7
2078,44281.7
2079,44281.7
2080,44281.71
2081,44281.71
2082,44281.71
2083,44281.71
2084,44281.71
2085,44281.72
2086,44281.72
2087,44281.72
2088,44281.72
2089,44281.73
2090,44281.73
2091,44281.73
2092,44281.73
2093,44281.73
2094,44281.73
2095,44281.74
2096,44281.74
2097,44281.74
2098,44281.74
2099,44281.75
2100,44281.75
2101,44281.75
2102,44281.75
2103,44281.75
2104,44281.75
2105,44281.75
2106,44281.76
2107,44281.76
2108,44281.76
2109,44281.76
2110,44281.76
2111,44281.76
2112,44281.77
2113,44281.77
2114,44281.77
2115,44281.77
2116,44281.78
2117,44281.78
2118,44281.78
2119,44281.78
2120,44281.78
2121,44281.78
2122,44281.79
2123,44281.79
2124,44281.79
2125,44281.79
2126,44281.8
2127,44281.8
2128,44281.8
2129,44281.8
2130,44281.8
2131,44281.8
2132,44281.81
2133,44281.81
2134,44281.81
2135,44281.81
2136,44281.82
2137,44281.82
2138,44281.82
2139,44281.82
2140,44281.82
2141,44281.83
2142,44281.83
2143,44281.83
2144,44281.83
2145,44281.83
2146,44281.83
2147,44281.84
2148,44281.84
2149,44281.84
2150,44281.84
2151,44281.85
2152,44281.85
2153,44281.85
2154,44281.85
2155,44281.85
2156,44281.85
2157,44281.86
2158,44281.86
2159,44281.86
2160,44281.86
2161,44281.87
2162,44281.87
2163,44281.87
2164,44281.87
2165,44281.87
2166,44281.87
2167,44281.88
2168,44281.88
2169,44281.88
2170,44281.88
2171,44281.89
2172,44281.89
2173,44281.89
2174,44281.89
2175,44281.89
2176,44281.89
2177,44281.9
2178,44281.9
2179,44281.9
2180,44281.91
2181,44281.91
2182,44281.91
2183,44281.91
2184,44281.91
2185,44281.91
2186,44281.92
2187,44281.92
2188,44281.92
2189,44281.92
2190,44281.92
2191,44281.92
2192,44281.92
2193,44281.93
2194,44281.93
2195,44281.93
2196,44281.94
2197,44281.94
2198,44281.94
2199,44281.94
2200,44281.94
2201,44281.94
2202,44281.95
2203,44281.95
2204,44281.95
2205,44281.95
2206,44281.96
2207,44281.96
2208,44281.96
2209,44281.96
2210,44281.96
2211,44281.96
2212,44281.97
2213,44281.97
2214,44281.97
2215,44281.97
2216,44281.98
2217,44281.98
2218,44281.98
2219,44281.98
2220,44281.98
2221,44281.98
2222,44281.99
2223,44281.99
2224,44281.99
2225,44281.99
2226,44282.0
2227,44282.0
2228,44282.0
2229,44282.0
2230,44282.0
2231,44282.0
2232,44282.01
2233,44282.01
2234,44282.01
2235,44282.01
2236,44282.01
2237,44282.02
2238,44282.02
2239,44282.02
2240,44282.02
2241,44282.03
2242,44282.03
2243,44282.03
2244,44282.03
2245,44282.03
2246,44282.03
2247,44282.04
2248,44282.04
2249,44282.04
2250,44282.04
2251,44282.05
2252,44282.05
2253,44282.05
2254,44282.05
2255,44282.05
2256,44282.05
2257,44282.06
2258,44282.06
2259,44282.06
2260,44282.06
2261,44282.07
2262,44282.07
2263,44282.07
2264,44282.07
2265,44282.07
2266,44282.08
2267,44282.08
2268,44282.08
2269,44282.08
2270,44282.08
2271,44282.08
2272,44282.08
2273,44282.09
2274,44282.09
2275,44282.09
2276,44282.09
2277,44282.1
2278,44282.1
2279,44282.1
2280,44282.1
2281,44282.1
2282,44282.11
2283,44282.11
2284,44282.11
2285,44282.11
2286,44282.12
2287,44282.12
2288,44282.12
2289,44282.12
2290,44282.12
2291,44282.12
2292,44282.13
2293,44282.13
2294,44282.13
2295,44282.13
2296,44282.14
2297,44282.14
2298,44282.14
2299,44282.14
2300,44282.14
2301,44282.14
2302,44282.15
2303,44282.15
2304,44282.15
2305,44282.15
2306,44282.16
2307,44282.16
2308,44282.16
2309,44282.16
2310,44282.16
2311,44282.16
2312,44282.17
2313,44282.17
2314,44282.17
2315,44282.17
2316,44282.17
2317,44282.18
2318,44282.18
2319,44282.18
2320,44282.18
2321,44282.19
2322,44282.19
2323,44282.19
2324,44282.19
2325,44282.19
2326,44282.19
2327,44282.2
2328,44282.2
2329,44282.2
2330,44282.2
2331,44282.21
2332,44282.21
2333,44282.21
2334,44282.21
2335,44282.21
2336,44282.21
2337,44282.22
2338,44282.22
2339,44282.22
2340,44282.22
2341,44282.23
2342,44282.23
2343,44282.23
2344,44282.23
2345,44282.23
2346,44282.23
2347,44282.24
2348,44282.24
2349,44282.24
2350,44282.24
2351,44282.25
2352,44282.25
2353,44282.25
2354,44282.25
2355,44282.25
2356,44282.25
2357,44282.25
2358,44282.26
2359,44282.26
2360,44282.26
2361,44282.26
2362,44282.26
2363,44282.27
2364,44282.27
2365,44282.27
2366,44282.27
2367,44282.28
2368,44282.28
2369,44282.28
2370,44282.28
2371,44282.28
2372,44282.28
2373,44282.29
2374,44282.29
2375,44282.29
2376,44282.29
2377,44282.3
2378,44282.3
2379,44282.3
2380,44282.3
2381,44282.3
2382,44282.3
2383,44282.31
2384,44282.31
2385,44282.31
2386,44282.31
2387,44282.32
2388,44282.32
2389,44282.32
2390,44282.32
2391,44282.32
2392,44282.32
2393,44282.33
2394,44282.33
2395,44282.33
2396,44282.33
2397,44282.33
2398,44282.34
2399,44282.34
2400,44282.34
2401,44282.34
2402,44282.35
2403,44282.35
2404,44282.35
2405,44282.35
2406,44282.35
2407,44282.35
2408,44282.36
2409,44282.36
2410,44282.36
2411,44282.36
2412,44282.37
2413,44282.37
2414,44282.37
2415,44282.37
2416,44282.37
2417,44282.37
2418,44282.38
2419,44282.38
2420,44282.38
2421,44282.38
2422,44282.39
2423,44282.39
2424,44282.39
2425,44282.39
2426,44282.39
2427,44282.39
2428,44282.4
2429,44282.4
2430,44282.4
2431,44282.4
2432,44282.41
2433,44282.41
2434,44282.41
2435,44282.41
2436,44282.41
2437,44282.42
2438,44282.42
2439,44282.42
2440,44282.42
2441,44282.42
2442,44282.42
2443,44282.42
2444,44282.43
2445,44282.43
2446,44282.43
2447,44282.43
2448,44282.44
2449,44282.44
2450,44282.44
2451,44282.44
2452,44282.44
2453,44282.44
2454,44282.45
2455,44282.45
2456,44282.45
2457,44282.45
2458,44282.46
2459,44282.46
2460,44282.46
2461,44282.46
2462,44282.46
2463,44282.46
2464,44282.47
2465,44282.47
2466,44282.47
2467,44282.48
2468,44282.48
2469,44282.48
2470,44282.48
2471,44282.48
2472,44282.48
2473,44282.49
2474,44282.49
2475,44282.49
2476,44282.49
2477,44282.5
2478,44282.5
2479,44282.5
2480,44282.5
2481,44282.5
2482,44282.5
2483,44282.51
2484,44282.51
2485,44282.51
2486,44282.51
2487,44282.51
2488,44282.51
2489,44282.52
2490,44282.52
2491,44282.52
2492,44282.52
2493,44282.53
2494,44282.53
2495,44282.53
2496,44282.53
2497,44282.53
2498,44282.53
2499,44282.54
2500,44282.54
2501,44282.54
2502,44282.55
2503,44282.55
2504,44282.55
2505,44282.55
2506,44282.55
2507,44282.55
2508,44282.56
2509,44282.56
2510,44282.56
2511,44282.56
2512,44282.57
2513,44282.57
2514,44282.57
2515,44282.57
2516,44282.57
2517,44282.57
2518,44282.58
2519,44282.58
2520,44282.58
2521,44282.58
2522,44282.58
2523,44282.58
2524,44282.59
2525,44282.59
2526,44282.59
2527,44282.59
2528,44282.6
2529,44282.6
2530,44282.6
2531,44282.6
2532,44282.6
2533,44282.6
2534,44282.61
2535,44282.61
2536,44282.61
2537,44282.61
2538,44282.62
2539,44282.62
2540,44282.62
2541,44282.62
2542,44282.62
2543,44282.62
2544,44282.63
2545,44282.63
2546,44282.63
2547,44282.63
2548,44282.64
2549,44282.64
2550,44282.64
2551,44282.64
2552,44282.64
2553,44282.64
2554,44282.65
2555,44282.65
2556,44282.65
2557,44282.66
2558,44282.66
2559,44282.66
2560,44282.66
2561,44282.66
2562,44282.66
2563,44282.67
2564,44282.67
2565,44282.67
2566,44282.67
2567,44282.67
2568,44282.67
2569,44282.68
2570,44282.68
2571,44282.68
2572,44282.68
2573,44282.69
2574,44282.69
2575,44282.69
2576,44282.69
2577,44282.69
2578,44282.69
2579,44282.7
2580,44282.7
2581,44282.7
2582,44282.7
2583,44282.71
2584,44282.71
2585,44282.71
2586,44282.71
2587,44282.71
2588,44282.71
2589,44282.72
2590,44282.72
2591,44282.72
2592,44282.72
2593,44282.73
2594,44282.73
2595,44282.73
2596,44282.73
2597,44282.73
2598,44282.74
2599,44282.74
2600,44282.74
2601,44282.74
2602,44282.75
2603,44282.75
2604,44282.75
2605,44282.75
2606,44282.75
2607,44282.75
2608,44282.75
2609,44282.76
2610,44282.76
2611,44282.76
2612,44282.76
2613,44282.76
2614,44282.76
2615,44282.77
2616,44282.77
2617,44282.77
2618,44282.77
2619,44282.78
2620,44282.78
2621,44282.78
2622,44282.78
2623,44282.78
2624,44282.78
2625,44282.79
2626,44282.79
2627,44282.79
2628,44282.8
2629,44282.8
2630,44282.8
2631,44282.8
2632,44282.8
2633,44282.8
2634,44282.81
2635,44282.81
2636,44282.81
2637,44282.81
2638,44282.82
2639,44282.82
2640,44282.82
2641,44282.82
2642,44282.82
2643,44282.82
2644,44282.83
2645,44282.83
2646,44282.83
2647,44282.83
2648,44282.83
2649,44282.83
2650,44282.84
2651,44282.84
2652,44282.84
2653,44282.84
2654,44282.85
2655,44282.85
2656,44282.85
2657,44282.85
2658,44282.85
2659,44282.85
2660,44282.86
2661,44282.86
2662,44282.86
2663,44282.86
2664,44282.87
2665,44282.87
2666,44282.87
2667,44282.87
2668,44282.87
2669,44282.87
2670,44282.88
2671,44282.88
2672,44282.88
2673,44282.89
2674,44282.89
2675,44282.89
2676,44282.89
2677,44282.89
2678,44282.89
2679,44282.9
2680,44282.9
2681,44282.9
2682,44282.9
2683,44282.91
2684,44282.91
2685,44282.91
2686,44282.91
2687,44282.91
2688,44282.91
2689,44282.92
2690,44282.92
2691,44282.92
2692,44282.92
2693,44282.92
2694,44282.92
2695,44282.92
2696,44282.93
2697,44282.93
2698,44282.93
2699,44282.93
2700,44282.94
2701,44282.94
2702,44282.94
2703,44282.94
2704,44282.94
2705,44282.95
2706,44282.95
2707,44282.95
2708,44282.95
2709,44282.96
2710,44282.96
2711,44282.96
2712,44282.96
2713,44282.96
2714,44282.96
2715,44282.97
2716,44282.97
2717,44282.97
2718,44282.97
2719,44282.98
2720,44282.98
2721,44282.98
2722,44282.98
2723,44282.98
2724,44282.98
2725,44282.99
2726,44282.99
2727,44282.99
2728,44282.99
2729,44283.0
2730,44283.0
2731,44283.0
2732,44283.0
2733,44283.0
2734,44283.0
2735,44283.01
2736,44283.01
2737,44283.01
2738,44283.01
2739,44283.01
2740,44283.02
2741,44283.02
2742,44283.02
2743,44283.02
2744,44283.03
2745,44283.03
2746,44283.03
2747,44283.03
2748,44283.03
2749,44283.03
2750,44283.04
2751,44283.04
2752,44283.04
2753,44283.04
2754,44283.05
2755,44283.05
2756,44283.05
2757,44283.05
2758,44283.05
2759,44283.05
2760,44283.06
2761,44283.06
2762,44283.06
2763,44283.06
2764,44283.07
2765,44283.07
2766,44283.07
2767,44283.07
2768,44283.07
2769,44283.07
2770,44283.08
2771,44283.08
2772,44283.08
2773,44283.08
2774,44283.08
2775,44283.08
2776,44283.09
2777,44283.09
2778,44283.09
2779,44283.09
2780,44283.1
2781,44283.1
2782,44283.1
2783,44283.1
2784,44283.1
2785,44283.1
2786,44283.11
2787,44283.11
2788,44283.11
2789,44283.11
2790,44283.12
2791,44283.12
2792,44283.12
2793,44283.12
2794,44283.12
2795,44283.12
2796,44283.13
2797,44283.13
2798,44283.13
2799,44283.14
2800,44283.14
2801,44283.14
2802,44283.14
2803,44283.14
2804,44283.14
2805,44283.15
2806,44283.15
2807,44283.15
2808,44283.15
2809,44283.16
2810,44283.16
2811,44283.16
2812,44283.16
2813,44283.16
2814,44283.16
2815,44283.17
2816,44283.17
2817,44283.17
2818,44283.17
2819,44283.17
2820,44283.17
2821,44283.18
2822,44283.18
2823,44283.18
2824,44283.18
2825,44283.19
2826,44283.19
2827,44283.19
2828,44283.19
2829,44283.19
2830,44283.19
2831,44283.2
2832,44283.2
2833,44283.2
2834,44283.21
2835,44283.21
2836,44283.21
2837,44283.21
2838,44283.21
2839,44283.21
2840,44283.22
2841,44283.22
2842,44283.22
2843,44283.22
2844,44283.23
2845,44283.23
2846,44283.23
2847,44283.23
2848,44283.23
2849,44283.23
2850,44283.24
2851,44283.24
2852,44283.24
2853,44283.24
2854,44283.25
2855,44283.25
2856,44283.25
2857,44283.25
2858,44283.25
2859,44283.25
2860,44283.25
2861,44283.26
2862,44283.26
2863,44283.26
2864,44283.26
2865,44283.26
2866,44283.27
2867,44283.27
2868,44283.27
2869,44283.27
2870,44283.28
2871,44283.28
2872,44283.28
2873,44283.28
2874,44283.28
2875,44283.28
2876,44283.29
2877,44283.29
2878,44283.29
2879,44283.29
2880,44283.3
2881,44283.3
2882,44283.3
2883,44283.3
2884,44283.3
2885,44283.3
2886,44283.31
2887,44283.31
2888,44283.31
2889,44283.31
2890,44283.32
2891,44283.32
2892,44283.32
2893,44283.32
2894,44283.32
2895,44283.32
2896,44283.33
2897,44283.33
2898,44283.33
2899,44283.33
2900,44283.33
2901,44283.33
2902,44283.34
2903,44283.34
2904,44283.34
2905,44283.34
2906,44283.35
2907,44283.35
2908,44283.35
2909,44283.35
2910,44283.35
2911,44283.36
2912,44283.36
2913,44283.36
2914,44283.36
2915,44283.37
2916,44283.37
2917,44283.37
2918,44283.37
2919,44283.37
2920,44283.37
2921,44283.38
2922,44283.38
2923,44283.38
2924,44283.38
2925,44283.39
2926,44283.39
2927,44283.39
2928,44283.39
2929,44283.39
2930,44283.39
2931,44283.4
2932,44283.4
2933,44283.4
2934,44283.4
2935,44283.41
2936,44283.41
2937,44283.41
2938,44283.41
2939,44283.41
2940,44283.42
2941,44283.42
2942,44283.42
2943,44283.42
2944,44283.42
2945,44283.42
2946,44283.42
2947,44283.43
2948,44283.43
2949,44283.43
2950,44283.43
2951,44283.44
2952,44283.44
2953,44283.44
2954,44283.44
2955,44283.44
2956,44283.44
2957,44283.45
2958,44283.45
2959,44283.45
2960,44283.45
2961,44283.46
2962,44283.46
2963,44283.46
2964,44283.46
2965,44283.46
2966,44283.46
2967,44283.47
2968,44283.47
2969,44283.47
2970,44283.47
2971,44283.48
2972,44283.48
2973,44283.48
2974,44283.48
2975,44283.48
2976,44283.48
2977,44283.49
2978,44283.49
2979,44283.49
2980,44283.5
2981,44283.5
2982,44283.5
2983,44283.5
2984,44283.5
2985,44283.5
2986,44283.51
2987,44283.51
2988,44283.51
2989,44283.51
2990,44283.51
2991,44283.51
2992,44283.52
2993,44283.52
2994,44283.52
2995,44283.52
2996,44283.53
2997,44283.53
2998,44283.53
2999,44283.53
3000,44283.53
3001,44283.53
3002,44283.54
3003,44283.54
3004,44283.54
3005,44283.54
3006,44283.55
3007,44283.55
3008,44283.55
3009,44283.55
3010,44283.55
3011,44283.56
3012,44283.56
3013,44283.56
3014,44283.56
3015,44283.56
3016,44283.57
3017,44283.57
3018,44283.57
3019,44283.57
3020,44283.57
3021,44283.58
3022,44283.58
3023,44283.58
3024,44283.58
3025,44283.58
3026,44283.58
3027,44283.58
3028,44283.59
3029,44283.59
3030,44283.59
3031,44283.59
3032,44283.6
3033,44283.6
3034,44283.6
3035,44283.6
3036,44283.6
3037,44283.6
3038,44283.61
3039,44283.61
3040,44283.61
3041,44283.61
3042,44283.62
3043,44283.62
3044,44283.62
3045,44283.62
3046,44283.62
3047,44283.62
3048,44283.63
3049,44283.63
3050,44283.63
3051,44283.64
3052,44283.64
3053,44283.64
3054,44283.64
3055,44283.64
3056,44283.64
3057,44283.65
3058,44283.65
3059,44283.65
3060,44283.65
3061,44283.66
3062,44283.66
3063,44283.66
3064,44283.66
3065,44283.66
3066,44283.66
3067,44283.67
3068,44283.67
3069,44283.67
3070,44283.67
3071,44283.67
3072,44283.67
3073,44283.68
3074,44283.68
3075,44283.68
3076,44283.68
3077,44283.69
3078,44283.69
3079,44283.69
3080,44283.69
3081,44283.69
3082,44283.69
3083,44283.7
3084,44283.7
3085,44283.7
3086,44283.7
3087,44283.71
3088,44283.71
3089,44283.71
3090,44283.71
3091,44283.71
3092,44283.72
3093,44283.72
3094,44283.72
3095,44283.72
3096,44283.73
3097,44283.73
3098,44283.73
3099,44283.73
3100,44283.73
3101,44283.73
3102,44283.74
3103,44283.74
3104,44283.74
3105,44283.74
3106,44283.75
3107,44283.75
3108,44283.75
3109,44283.75
3110,44283.75
3111,44283.75
3112,44283.76
3113,44283.76
3114,44283.76
3115,44283.76
3116,44283.76
3117,44283.76
3118,44283.77
3119,44283.77
3120,44283.77
3121,44283.77
3122,44283.78
3123,44283.78
3124,44283.78
3125,44283.78
3126,44283.78
3127,44283.78
3128,44283.79
3129,44283.79
3130,44283.79
3131,44283.79
3132,44283.8
3133,44283.8
3134,44283.8
3135,44283.8
3136,44283.8
3137,44283.81
3138,44283.81
3139,44283.81
3140,44283.81
3141,44283.82
3142,44283.82
3143,44283.82
3144,44283.82
3145,44283.82
3146,44283.82
3147,44283.83
3148,44283.83
3149,44283.83
3150,44283.83
3151,44283.83
3152,44283.83
3153,44283.84
3154,44283.84
3155,44283.84
3156,44283.84
3157,44283.85
3158,44283.85
3159,44283.85
3160,44283.85
3161,44283.85
3162,44283.85
3163,44283.86
3164,44283.86
3165,44283.86
3166,44283.86
3167,44283.87
3168,44283.87
3169,44283.87
3170,44283.87
3171,44283.87
3172,44283.87
3173,44283.88
3174,44283.88
3175,44283.88
3176,44283.89
3177,44283.89
3178,44283.89
3179,44283.89
3180,44283.89
3181,44283.89
3182,44283.9
3183,44283.9
3184,44283.9
3185,44283.9
3186,44283.91
3187,44283.91
3188,44283.91
3189,44283.91
3190,44283.91
3191,44283.91
3192,44283.92
3193,44283.92
3194,44283.92
3195,44283.92
3196,44283.92
3197,44283.92
3198,44283.92
3199,44283.93
3200,44283.93
3201,44283.93
3202,44283.93
3203,44283.94
3204,44283.94
3205,44283.94
3206,44283.94
3207,44283.94
3208,44283.94
3209,44283.95
3210,44283.95
3211,44283.95
3212,44283.96
3213,44283.96
3214,44283.96
3215,44283.96
3216,44283.96
3217,44283.96
3218,44283.97
3219,44283.97
3220,44283.97
3221,44283.97
3222,44283.98
3223,44283.98
3224,44283.98
3225,44283.98
3226,44283.98
3227,44283.98
3228,44283.99
3229,44283.99
3230,44283.99
3231,44283.99
3232,44284.0
3233,44284.0
3234,44284.0
3235,44284.0
3236,44284.0
3237,44284.0
3238,44284.01
3239,44284.01
3240,44284.01
3241,44284.01
3242,44284.01
3243,44284.02
3244,44284.02
3245,44284.02
3246,44284.02
3247,44284.03
3248,44284.03
3249,44284.03
3250,44284.03
3251,44284.03
3252,44284.03
3253,44284.04
3254,44284.04
3255,44284.04
3256,44284.04
3257,44284.05
3258,44284.05
3259,44284.05
3260,44284.05
3261,44284.05
3262,44284.05
3263,44284.06
3264,44284.06
3265,44284.06
3266,44284.06
3267,44284.07
3268,44284.07
3269,44284.07
3270,44284.07
3271,44284.07
3272,44284.07
3273,44284.08
3274,44284.08
3275,44284.08
3276,44284.08
3277,44284.08
3278,44284.08
3279,44284.09
3280,44284.09
3281,44284.09
3282,44284.09
3283,44284.1
3284,44284.1
3285,44284.1
3286,44284.1
3287,44284.1
3288,44284.1
3289,44284.11
3290,44284.11
3291,44284.11
3292,44284.11
3293,44284.12
3294,44284.12
3295,44284.12
3296,44284.12
3297,44284.12
3298,44284.12
3299,44284.13
3300,44284.13
3301,44284.13
3302,44284.13
3303,44284.14
3304,44284.14
3305,44284.14
3306,44284.14
3307,44284.14
3308,44284.14
3309,44284.15
3310,44284.15
3311,44284.15
3312,44284.15
3313,44284.16
3314,44284.16
3315,44284.16
3316,44284.16
3317,44284.16
3318,44284.17
3319,44284.17
3320,44284.17
3321,44284.17
3322,44284.17
3323,44284.17
3324,44284.18
3325,44284.18
3326,44284.18
3327,44284.18
3328,44284.19
3329,44284.19
3330,44284.19
3331,44284.19
3332,44284.19
3333,44284.19
3334,44284.2
3335,44284.2
3336,44284.2
3337,44284.2
3338,44284.21
3339,44284.21
3340,44284.21
3341,44284.21
3342,44284.21
3343,44284.21
3344,44284.22
3345,44284.22
3346,44284.22
3347,44284.22
3348,44284.23
3349,44284.23
3350,44284.23
3351,44284.23
3352,44284.23
3353,44284.24
3354,44284.24
3355,44284.24
3356,44284.24
3357,44284.25
3358,44284.25
3359,44284.25
3360,44284.25
3361,44284.25
3362,44284.25
3363,44284.25
3364,44284.26
3365,44284.26
3366,44284.26
3367,44284.26
3368,44284.26
3369,44284.26
3370,44284.27
3371,44284.27
3372,44284.27
3373,44284.27
3374,44284.28
3375,44284.28
3376,44284.28
3377,44284.28
3378,44284.28
3379,44284.28
3380,44284.29
3381,44284.29
3382,44284.29
3383,44284.29
3384,44284.3
3385,44284.3
3386,44284.3
3387,44284.3
3388,44284.3
3389,44284.31
3390,44284.31
3391,44284.31
3392,44284.31
3393,44284.32
3394,44284.32
3395,44284.32
3396,44284.32
3397,44284.32
3398,44284.32
3399,44284.33
3400,44284.33
3401,44284.33
3402,44284.33
3403,44284.33
3404,44284.33
3405,44284.34
3406,44284.34
3407,44284.34
3408,44284.34
3409,44284.35
3410,44284.35
3411,44284.35
3412,44284.35
3413,44284.35
3414,44284.35
3415,44284.36
3416,44284.36
3417,44284.36
3418,44284.36
3419,44284.37
3420,44284.37
3421,44284.37
3422,44284.37
3423,44284.37
3424,44284.37
3425,44284.38
3426,44284.38
3427,44284.38
3428,44284.39
3429,44284.39
3430,44284.39
3431,44284.39
3432,44284.39
3433,44284.39
3434,44284.4
3435,44284.4
3436,44284.4
3437,44284.4
3438,44284.41
3439,44284.41
3440,44284.41
3441,44284.41
3442,44284.41
3443,44284.41
3444,44284.42
3445,44284.42
3446,44284.42
3447,44284.42
3448,44284.42
3449,44284.42
3450,44284.43
3451,44284.43
3452,44284.43
3453,44284.43
3454,44284.44
3455,44284.44
3456,44284.44
3457,44284.44
3458,44284.44
3459,44284.44
3460,44284.45
3461,44284.45
3462,44284.45
3463,44284.45
3464,44284.46
3465,44284.46
3466,44284.46
3467,44284.46
3468,44284.46
3469,44284.46
3470,44284.47
3471,44284.47
3472,44284.47
3473,44284.47
3474,44284.48
3475,44284.48
3476,44284.48
3477,44284.48
3478,44284.48
3479,44284.49
3480,44284.49
3481,44284.49
3482,44284.49
3483,44284.5
3484,44284.5
3485,44284.5
3486,44284.5
3487,44284.5
3488,44284.5
3489,44284.51
3490,44284.51
3491,44284.51
3492,44284.51
3493,44284.51
3494,44284.51
3495,44284.52
3496,44284.52
3497,44284.52
3498,44284.52
3499,44284.53
3500,44284.53
3501,44284.53
3502,44284.53
3503,44284.53
3504,44284.53
3505,44284.54
3506,44284.54
3507,44284.54
3508,44284.54
3509,44284.55
3510,44284.55
3511,44284.55
3512,44284.55
3513,44284.55
3514,44284.56
3515,44284.56
3516,44284.56
3517,44284.56
3518,44284.57
3519,44284.57
3520,44284.57
3521,44284.57
3522,44284.57
3523,44284.57
3524,44284.58
3525,44284.58
3526,44284.58
3527,44284.58
3528,44284.58
3529,44284.58
3530,44284.58
3531,44284.59
3532,44284.59
3533,44284.59
3534,44284.59
3535,44284.6
3536,44284.6
3537,44284.6
3538,44284.6
3539,44284.6
3540,44284.6
3541,44284.61
3542,44284.61
3543,44284.61
3544,44284.61
3545,44284.62
3546,44284.62
3547,44284.62
3548,44284.62
3549,44284.62
3550,44284.62
3551,44284.63
3552,44284.63
3553,44284.63
3554,44284.64
3555,44284.64
3556,44284.64
3557,44284.64
3558,44284.64
3559,44284.64
3560,44284.65
3561,44284.65
3562,44284.65
3563,44284.65
3564,44284.66
3565,44284.66
3566,44284.66
3567,44284.66
3568,44284.66
3569,44284.66
3570,44284.67
3571,44284.67
3572,44284.67
3573,44284.67
3574,44284.67
3575,44284.67
3576,44284.68
3577,44284.68
3578,44284.68
3579,44284.68
3580,44284.69
3581,44284.69
3582,44284.69
3583,44284.69
3584,44284.69
3585,44284.69
3586,44284.7
3587,44284.7
3588,44284.7
3589,44284.71
3590,44284.71
3591,44284.71
3592,44284.71
3593,44284.71
3594,44284.71
3595,44284.72
3596,44284.72
3597,44284.72
3598,44284.72
3599,44284.73
3600,44284.73
3601,44284.73
3602,44284.73
3603,44284.73
3604,44284.73
