row_index,WTUR.environment_ok_h
161,44277.9
162,44277.9
163,44277.9
164,44277.9
165,44277.91
166,44277.91
167,44277.91
168,44277.91
169,44277.91
170,44277.91
171,44277.92
172,44277.92
173,44277.92
174,44277.92
175,44277.92
176,44277.92
177,44277.93
178,44277.93
179,44277.93
180,44277.93
181,44277.94
182,44277.94
183,44277.94
184,44277.94
185,44277.94
186,44277.94
187,44277.95
188,44277.95
189,44277.95
190,44277.95
191,44277.96
192,44277.96
193,44277.96
194,44277.96
195,44277.96
196,44277.96
197,44277.97
198,44277.97
199,44277.97
200,44277.97
201,44277.98
202,44277.98
203,44277.98
204,44277.98
205,44277.98
206,44277.98
207,44277.99
208,44277.99
209,44277.99
210,44278.0
211,44278.0
212,44278.0
213,44278.0
214,44278.0
215,44278.0
216,44278.01
217,44278.01
218,44278.01
219,44278.01
220,44278.01
221,44278.01
222,44278.02
223,44278.02
224,44278.02
225,44278.02
226,44278.03
227,44278.03
228,44278.03
229,44278.03
230,44278.03
231,44278.03
232,44278.04
233,44278.04
234,44278.04
235,44278.04
236,44278.05
237,44278.05
238,44278.05
239,44278.05
240,44278.05
241,44278.05
242,44278.06
243,44278.06
244,44278.06
245,44278.06
246,44278.07
247,44278.07
248,44278.07
249,44278.07
250,44278.07
251,44278.08
252,44278.08
253,44278.08
254,44278.08
255,44278.08
256,44278.08
257,44278.08
258,44278.09
259,44278.09
260,44278.09
261,44278.09
262,44278.1
263,44278.1
264,44278.1
265,44278.1
266,44278.1
267,44278.1
268,44278.11
269,44278.11
270,44278.11
271,44278.11
272,44278.12
273,44278.12
274,44278.12
275,44278.12
276,44278.12
277,44278.12
278,44278.13
279,44278.13
280,44278.13
281,44278.13
282,44278.14
283,44278.14
284,44278.14
285,44278.14
286,44278.14
287,44278.15
288,44278.15
289,44278.15
290,44278.15
291,44278.16
292,44278.16
293,44278.16
294,44278.16
295,44278.16
296,44278.16
297,44278.17
298,44278.17
299,44278.17
300,44278.17
301,44278.17
302,44278.17
303,44278.18
304,44278.18
305,44278.18
306,44278.18
307,44278.19
308,44278.19
309,44278.19
310,44278.19
311,44278.19
312,44278.19
313,44278.2
314,44278.2
315,44278.2
316,44278.2
317,44278.21
318,44278.21
