row_index,WTUR.CTim.Wt.F32.WindValid
1558,27800.44
1559,27800.44
1560,27800.45
1561,27800.45
1562,27800.45
1563,27800.45
1564,27800.45
1565,27800.46
1566,27800.46
1567,27800.46
1568,27800.46
1569,27800.46
1570,27800.47
1571,27800.47
1572,27800.47
1573,27800.47
1574,27800.47
1575,27800.48
1576,27800.48
1577,27800.48
1578,27800.48
1579,27800.48
1580,27800.49
1581,27800.49
1582,27800.49
1583,27800.49
1584,27800.49
1585,27800.5
1586,27800.5
1587,27800.5
1588,27800.5
1589,27800.5
1590,27800.51
1591,27800.51
1592,27800.51
1593,27800.51
1594,27800.51
1595,27800.52
1596,27800.52
1597,27800.52
1598,27800.52
1599,27800.52
1600,27800.52
1601,27800.53
1602,27800.53
1603,27800.53
1604,27800.53
1605,27800.53
1606,27800.54
1607,27800.54
1608,27800.54
1609,27800.54
1610,27800.54
1611,27800.55
1612,27800.55
1613,27800.55
1614,27800.55
1615,27800.55
1616,27800.56
1617,27800.56
1618,27800.56
1619,27800.56
1620,27800.56
1621,27800.57
1622,27800.57
1623,27800.57
1624,27800.57
1625,27800.57
1626,27800.58
1627,27800.58
1628,27800.58
1629,27800.58
1630,27800.58
1631,27800.59
1632,27800.59
1633,27800.59
1634,27800.59
1635,27800.59
1636,27800.6
1637,27800.6
1638,27800.6
1639,27800.6
1640,27800.6
1641,27800.61
1642,27800.61
1643,27800.61
1644,27800.61
1645,27800.61
1646,27800.62
1647,27800.62
1648,27800.62
1649,27800.62
1650,27800.62
1651,27800.63
1652,27800.63
1653,27800.63
1654,27800.63
1655,27800.63
1656,27800.64
1657,27800.64
1658,27800.64
1659,27800.64
1660,27800.64
1661,27800.65
1662,27800.65
1663,27800.65
1664,27800.65
1665,27800.65
1666,27800.66
1667,27800.66
1668,27800.66
1669,27800.66
1670,27800.66
1671,27800.67
1672,27800.67
1673,27800.67
1674,27800.67
1675,27800.67
1676,27800.68
1677,27800.68
1678,27800.68
1679,27800.68
1680,27800.68
1681,27800.68
1682,27800.69
1683,27800.69
1684,27800.69
1685,27800.69
1686,27800.69
1687,27800.7
1688,27800.7
1689,27800.7
1690,27800.7
1691,27800.7
1692,27800.71
1693,27800.71
1694,27800.71
1695,27800.71
1696,27800.71
1697,27800.72
1698,27800.72
1699,27800.72
1700,27800.72
1701,27800.72
1702,27800.73
1703,27800.73
1704,27800.73
1705,27800.73
1706,27800.73
1707,27800.74
1708,27800.74
1709,27800.74
1710,27800.74
1711,27800.74
1712,27800.75
1713,27800.75
1714,27800.75
1715,27800.75
1716,27800.75
1717,27800.76
1718,27800.76
1719,27800.76
1720,27800.76
1721,27800.76
1722,27800.77
1723,27800.77
1724,27800.77
1725,27800.77
1726,27800.77
1727,27800.78
1728,27800.78
1729,27800.78
1730,27800.78
1731,27800.78
1732,27800.79
1733,27800.79
1734,27800.79
1735,27800.79
1736,27800.79
1737,27800.8
1738,27800.8
1739,27800.8
1740,27800.8
1741,27800.8
1742,27800.81
1743,27800.81
1744,27800.81
1745,27800.81
1746,27800.81
1747,27800.82
1748,27800.82
1749,27800.82
1750,27800.82
1751,27800.82
1752,27800.83
1753,27800.83
1754,27800.83
1755,27800.83
1756,27800.83
1757,27800.84
1758,27800.84
1759,27800.84
1760,27800.84
1761,27800.84
1762,27800.85
1763,27800.85
1764,27800.85
1765,27800.85
1766,27800.85
1767,27800.85
1768,27800.86
1769,27800.86
1770,27800.86
1771,27800.86
1772,27800.86
1773,27800.87
1774,27800.87
1775,27800.87
1776,27800.87
1777,27800.87
1778,27800.88
1779,27800.88
1780,27800.88
1781,27800.88
1782,27800.88
1783,27800.89
1784,27800.89
1785,27800.89
1786,27800.89
1787,27800.89
1788,27800.9
1789,27800.9
1790,27800.9
1791,27800.9
1792,27800.9
1793,27800.91
1794,27800.91
1795,27800.91
1796,27800.91
1797,27800.91
1798,27800.92
1799,27800.92
1800,27800.92
1801,27800.92
1802,27800.92
1803,27800.93
1804,27800.93
1805,27800.93
1806,27800.93
1807,27800.93
1808,27800.94
1809,27800.94
1810,27800.94
1811,27800.94
1812,27800.94
1813,27800.95
1814,27800.95
1815,27800.95
1816,27800.95
1817,27800.95
1818,27800.96
1819,27800.96
1820,27800.96
1821,27800.96
1822,27800.96
1823,27800.97
1824,27800.97
1825,27800.97
1826,27800.97
1827,27800.97
1828,27800.98
1829,27800.98
1830,27800.98
1831,27800.98
1832,27800.98
1833,27800.99
1834,27800.99
1835,27800.99
1836,27800.99
1837,27800.99
1838,27801.0
1839,27801.0
1840,27801.0
1841,27801.0
1842,27801.0
1843,27801.01
1844,27801.01
1845,27801.01
1846,27801.01
1847,27801.01
1848,27801.02
1849,27801.02
1850,27801.02
1851,27801.02
1852,27801.02
1853,27801.02
1854,27801.03
1855,27801.03
