row_index,WYAW.HydWorkTm
305,10986.0
306,10986.0
307,10986.0
308,10986.0
309,10986.0
310,10986.0
311,10986.0
312,10986.0
313,10986.0
314,10986.0
315,10986.0
316,10986.0
317,10986.0
318,10986.0
319,10986.0
320,10986.0
321,10986.0
322,10986.0
323,10986.0
324,10986.0
325,10986.0
326,10986.0
327,10986.0
328,10986.0
329,10986.0
330,10986.0
331,10986.0
332,10986.0
333,10986.0
334,10986.0
335,10986.0
336,10986.0
337,10986.0
338,10986.0
339,10986.0
340,10986.0
341,10986.0
342,10986.0
343,10986.0
344,10986.0
345,10986.0
346,10986.0
347,10986.0
348,10986.0
349,10986.0
350,10986.0
351,10986.0
352,10986.0
353,10986.0
354,10986.0
355,10986.0
356,10986.0
357,10986.0
358,10986.0
359,10986.0
360,10986.0
361,10986.0
362,10986.0
363,10986.0
364,10986.0
365,10986.0
366,10986.0
367,10986.0
368,10986.0
369,10986.0
370,10986.0
371,10986.0
372,10986.0
373,10986.0
374,10986.0
375,10986.0
376,10986.0
377,10986.0
378,10986.0
379,10986.0
380,10986.0
381,10986.0
382,10986.0
383,10986.0
384,10986.0
385,10986.0
386,10986.0
387,10986.0
388,10986.0
389,10986.0
390,10986.0
391,10986.0
392,10986.0
393,10986.0
394,10986.0
395,10986.0
396,10986.0
397,10986.0
398,10986.0
399,10986.0
400,10986.0
401,10986.0
402,10986.0
403,10986.0
404,10986.0
405,10986.0
406,10986.0
407,10986.0
408,10986.0
409,10986.0
410,10986.0
411,10986.0
412,10986.0
413,10986.0
414,10986.0
415,10986.0
416,10986.0
417,10986.0
418,10986.0
419,10986.0
420,10986.0
421,10986.0
422,10986.0
423,10986.0
424,10986.0
425,10986.0
426,10986.0
427,10986.0
428,10986.0
429,10986.0
430,10986.0
431,10986.0
432,10986.0
433,10986.0
434,10986.0
435,10986.0
436,10986.0
437,10986.0
438,10986.0
439,10986.0
440,10986.0
441,10986.0
442,10986.0
443,10986.0
444,10986.0
445,10986.0
446,10986.0
447,10986.0
448,10986.0
449,10986.0
450,10986.0
451,10986.0
452,10986.0
453,10986.0
454,10986.0
455,10986.0
456,10986.0
457,10986.0
458,10986.0
459,10986.0
460,10986.0
461,10986.0
462,10986.0
463,10986.0
464,10986.0
465,10986.0
466,10986.0
467,10986.0
468,10986.0
469,10986.0
470,10986.0
471,10986.0
472,10986.0
473,10986.0
474,10986.0
475,10986.0
476,10986.0
477,10986.0
478,10986.0
479,10986.0
480,10986.0
481,10986.0
482,10986.0
483,10986.0
484,10986.0
485,10986.0
486,10986.0
487,10986.0
488,10986.0
489,10986.0
490,10986.0
491,10986.0
492,10986.0
493,10986.0
494,10986.0
495,10986.0
496,10986.0
497,10986.0
498,10986.0
499,10986.0
500,10986.0
501,10986.0
502,10986.0
503,10986.0
504,10986.0
505,10986.0
506,10986.0
507,10986.0
508,10986.0
509,10986.0
510,10986.0
511,10986.0
512,10986.0
513,10986.0
514,10986.0
515,10986.0
516,10986.0
517,10986.0
518,10986.0
519,10986.0
520,10986.0
521,10986.0
522,10986.0
523,10986.0
524,10986.0
525,10986.0
526,10986.0
527,10986.0
528,10986.0
529,10986.0
530,10986.0
531,10986.0
532,10986.0
533,10986.0
534,10986.0
535,10986.0
536,10986.0
537,10986.0
538,10986.0
539,10986.0
540,10986.0
541,10986.0
542,10986.0
543,10986.0
544,10986.0
545,10986.0
546,10986.0
547,10986.0
548,10986.0
549,10986.0
550,10986.0
551,10986.0
552,10986.0
553,10986.0
554,10986.0
555,10986.0
556,10986.0
557,10986.0
558,10986.0
559,10986.0
560,10986.0
561,10986.0
562,10986.0
563,10986.0
564,10986.0
565,10986.0
566,10986.0
567,10986.0
568,10986.0
569,10986.0
570,10986.0
571,10986.0
572,10986.0
573,10986.0
574,10986.0
575,10986.0
576,10986.0
577,10986.0
578,10986.0
579,10986.0
580,10986.0
581,10986.0
582,10986.0
583,10986.0
584,10986.0
585,10986.0
586,10986.0
587,10986.0
588,10986.0
589,10986.0
590,10986.0
591,10986.0
592,10986.0
593,10986.0
594,10986.0
595,10986.0
596,10986.0
597,10986.0
598,10986.0
599,10986.0
600,10986.0
601,10986.0
602,10986.0
603,10986.0
604,10986.0
605,10986.0
606,10986.0
607,10986.0
608,10986.0
609,10986.0
610,10986.0
611,10986.0
612,10986.0
613,10986.0
614,10986.0
615,10986.0
616,10986.0
617,10986.0
618,10986.0
619,10986.0
620,10986.0
621,10986.0
622,10986.0
623,10986.0
624,10986.0
625,10986.0
626,10986.0
627,10986.0
628,10986.0
629,10986.0
630,10986.0
631,10986.0
632,10986.0
633,10986.0
634,10986.0
635,10986.0
636,10986.0
637,10986.0
638,10986.0
639,10986.0
640,10986.0
641,10986.0
642,10986.0
643,10986.0
644,10986.0
645,10986.0
646,10986.0
647,10986.0
648,10986.0
649,10986.0
650,10986.0
651,10986.0
652,10986.0
653,10986.0
654,10986.0
655,10986.0
656,10986.0
657,10986.0
658,10986.0
659,10986.0
660,10986.0
661,10986.0
662,10986.0
663,10986.0
664,10986.0
665,10986.0
666,10986.0
667,10986.0
668,10986.0
669,10986.0
670,10986.0
671,10986.0
672,10986.0
673,10986.0
674,10986.0
675,10986.0
676,10986.0
677,10986.0
678,10986.0
679,10986.0
680,10986.0
681,10986.0
682,10986.0
683,10986.0
684,10986.0
685,10986.0
686,10986.0
687,10986.0
688,10986.0
689,10986.0
690,10986.0
691,10986.0
692,10986.0
693,10986.0
694,10986.0
695,10986.0
696,10986.0
697,10986.0
698,10986.0
699,10986.0
700,10986.0
701,10986.0
702,10986.0
703,10986.0
704,10986.0
705,10986.0
706,10986.0
707,10986.0
708,10986.0
709,10986.0
710,10986.0
711,10986.0
712,10986.0
713,10986.0
714,10986.0
715,10986.0
716,10986.0
717,10986.0
718,10986.0
719,10986.0
720,10986.0
721,10986.0
722,10986.0
723,10986.0
724,10986.0
725,10986.0
726,10986.0
727,10986.0
728,10986.0
729,10986.0
730,10986.0
731,10986.0
732,10986.0
733,10986.0
734,10986.0
735,10986.0
736,10986.0
737,10986.0
738,10986.0
739,10986.0
740,10986.0
741,10986.0
742,10986.0
743,10986.0
744,10986.0
745,10986.0
746,10986.0
747,10986.0
748,10986.0
749,10986.0
750,10986.0
751,10986.0
752,10986.0
753,10986.0
754,10986.0
755,10986.0
756,10986.0
757,10986.0
758,10986.0
759,10986.0
760,10986.0
761,10986.0
762,10986.0
763,10986.0
764,10986.0
765,10986.0
766,10986.0
767,10986.0
768,10986.0
769,10986.0
770,10986.0
771,10986.0
772,10986.0
773,10986.0
774,10986.0
775,10986.0
776,10986.0
777,10986.0
778,10986.0
779,10986.0
780,10986.0
781,10986.0
782,10986.0
783,10986.0
784,10986.0
785,10986.0
786,10986.0
787,10986.0
788,10986.0
789,10986.0
790,10986.0
791,10986.0
792,10986.0
793,10986.0
794,10986.0
795,10986.0
796,10986.0
797,10986.0
798,10986.0
799,10986.0
800,10986.0
801,10986.0
802,10986.0
803,10986.0
804,10986.0
805,10986.0
806,10986.0
807,10986.0
808,10986.0
809,10986.0
810,10986.0
811,10986.0
812,10986.0
813,10986.0
814,10986.0
815,10986.0
816,10986.0
817,10986.0
818,10986.0
819,10986.0
820,10986.0
821,10986.0
822,10986.0
823,10986.0
824,10986.0
825,10986.0
826,10986.0
827,10986.0
828,10986.0
829,10986.0
830,10986.0
831,10986.0
832,10986.0
833,10986.0
834,10986.0
835,10986.0
836,10986.0
837,10986.0
838,10986.0
839,10986.0
840,10986.0
841,10986.0
842,10986.0
843,10986.0
844,10986.0
845,10986.0
846,10986.0
847,10986.0
848,10986.0
849,10986.0
850,10986.0
851,10986.0
852,10986.0
853,10986.0
854,10986.0
855,10986.0
856,10986.0
857,10986.0
858,10986.0
859,10986.0
860,10986.0
861,10986.0
862,10986.0
863,10986.0
864,10986.0
865,10986.0
866,10986.0
867,10986.0
868,10986.0
869,10986.0
870,10986.0
871,10986.0
872,10986.0
873,10986.0
874,10986.0
875,10986.0
876,10986.0
877,10986.0
878,10986.0
879,10986.0
880,10986.0
881,10986.0
882,10986.0
883,10986.0
884,10986.0
885,10986.0
886,10986.0
887,10986.0
888,10986.0
889,10986.0
890,10986.0
891,10986.0
892,10986.0
893,10986.0
894,10986.0
895,10986.0
896,10986.0
897,10986.0
898,10986.0
899,10986.0
900,10986.0
901,10986.0
902,10986.0
903,10986.0
904,10986.0
905,10986.0
906,10986.0
907,10986.0
908,10986.0
909,10986.0
910,10986.0
911,10986.0
912,10986.0
913,10986.0
914,10986.0
915,10986.0
916,10986.0
917,10986.0
918,10986.0
919,10986.0
920,10986.0
921,10986.0
922,10986.0
923,10986.0
924,10986.0
925,10986.0
926,10986.0
927,10986.0
928,10986.0
929,10986.0
930,10986.0
931,10986.0
932,10986.0
933,10986.0
934,10986.0
935,10986.0
936,10986.0
937,10986.0
938,10986.0
939,10986.0
940,10986.0
941,10986.0
942,10986.0
943,10986.0
944,10986.0
945,10986.0
946,10986.0
947,10986.0
948,10986.0
949,10986.0
950,10986.0
951,10986.0
952,10986.0
953,10986.0
954,10986.0
955,10986.0
956,10986.0
957,10986.0
958,10986.0
959,10986.0
960,10986.0
961,10986.0
962,10986.0
963,10986.0
964,10986.0
965,10986.0
966,10986.0
967,10986.0
968,10986.0
969,10986.0
970,10986.0
971,10986.0
972,10986.0
973,10986.0
974,10986.0
975,10986.0
976,10986.0
977,10986.0
978,10986.0
979,10986.0
980,10986.0
981,10986.0
982,10986.0
983,10986.0
984,10986.0
985,10986.0
986,10986.0
987,10986.0
988,10986.0
989,10986.0
990,10986.0
991,10986.0
992,10986.0
993,10986.0
994,10986.0
995,10986.0
996,10986.0
997,10986.0
998,10986.0
999,10987.0
1000,10987.0
1001,10987.0
1002,10987.0
1003,10987.0
1004,10987.0
1005,10987.0
1006,10987.0
1007,10987.0
1008,10987.0
1009,10987.0
1010,10987.0
1011,10987.0
1012,10987.0
1013,10987.0
1014,10987.0
1015,10987.0
1016,10987.0
1017,10987.0
1018,10987.0
1019,10987.0
1020,10987.0
1021,10987.0
1022,10987.0
1023,10987.0
1024,10987.0
1025,10987.0
1026,10987.0
1027,10987.0
1028,10987.0
1029,10987.0
1030,10987.0
1031,10987.0
1032,10987.0
1033,10987.0
1034,10987.0
1035,10987.0
1036,10987.0
1037,10987.0
1038,10987.0
1039,10987.0
1040,10987.0
1041,10987.0
1042,10987.0
1043,10987.0
1044,10987.0
1045,10987.0
1046,10987.0
1047,10987.0
1048,10987.0
1049,10987.0
1050,10987.0
1051,10987.0
1052,10987.0
1053,10987.0
1054,10987.0
1055,10987.0
1056,10987.0
1057,10987.0
1058,10987.0
1059,10987.0
1060,10987.0
1061,10987.0
1062,10987.0
1063,10987.0
1064,10987.0
1065,10987.0
1066,10987.0
1067,10987.0
1068,10987.0
1069,10987.0
1070,10987.0
1071,10987.0
1072,10987.0
1073,10987.0
1074,10987.0
1075,10987.0
1076,10987.0
1077,10987.0
1078,10987.0
1079,10987.0
1080,10987.0
1081,10987.0
1082,10987.0
1083,10987.0
1084,10987.0
1085,10987.0
1086,10987.0
1087,10987.0
1088,10987.0
1089,10987.0
1090,10987.0
1091,10987.0
1092,10987.0
1093,10987.0
1094,10987.0
1095,10987.0
1096,10987.0
1097,10987.0
1098,10987.0
1099,10987.0
1100,10987.0
1101,10987.0
1102,10987.0
1103,10987.0
1104,10987.0
1105,10987.0
1106,10987.0
1107,10987.0
1108,10987.0
1109,10987.0
1110,10987.0
1111,10987.0
1112,10987.0
1113,10987.0
1114,10987.0
1115,10987.0
1116,10987.0
1117,10987.0
1118,10987.0
1119,10987.0
1120,10987.0
1121,10987.0
1122,10987.0
1123,10987.0
1124,10987.0
1125,10987.0
1126,10987.0
1127,10987.0
1128,10987.0
1129,10987.0
1130,10987.0
1131,10987.0
1132,10987.0
1133,10987.0
1134,10987.0
1135,10987.0
1136,10987.0
1137,10987.0
1138,10987.0
1139,10987.0
1140,10987.0
1141,10987.0
1142,10987.0
1143,10987.0
1144,10987.0
1145,10987.0
1146,10987.0
1147,10987.0
1148,10987.0
1149,10987.0
1150,10987.0
1151,10987.0
1152,10987.0
1153,10987.0
1154,10987.0
1155,10987.0
1156,10987.0
1157,10987.0
1158,10987.0
1159,10987.0
1160,10987.0
1161,10987.0
1162,10987.0
1163,10987.0
1164,10987.0
1165,10987.0
1166,10987.0
1167,10987.0
1168,10987.0
1169,10987.0
1170,10987.0
1171,10987.0
1172,10987.0
1173,10987.0
1174,10987.0
1175,10987.0
1176,10987.0
1177,10987.0
1178,10987.0
1179,10987.0
1180,10987.0
1181,10987.0
1182,10987.0
1183,10987.0
1184,10987.0
1185,10987.0
1186,10987.0
1187,10987.0
1188,10987.0
1189,10987.0
1190,10987.0
1191,10987.0
1192,10987.0
1193,10987.0
1194,10987.0
1195,10987.0
1196,10987.0
1197,10987.0
1198,10987.0
1199,10987.0
1200,10987.0
1201,10987.0
1202,10987.0
1203,10987.0
1204,10987.0
1205,10987.0
1206,10987.0
1207,10987.0
1208,10987.0
1209,10987.0
1210,10987.0
1211,10987.0
1212,10987.0
1213,10987.0
1214,10987.0
1215,10987.0
1216,10987.0
1217,10987.0
1218,10987.0
1219,10987.0
1220,10987.0
1221,10987.0
1222,10987.0
1223,10987.0
1224,10987.0
1225,10987.0
1226,10987.0
1227,10987.0
1228,10987.0
1229,10987.0
1230,10987.0
1231,10987.0
1232,10987.0
1233,10987.0
1234,10987.0
1235,10987.0
1236,10987.0
1237,10987.0
1238,10987.0
1239,10987.0
1240,10987.0
1241,10987.0
1242,10987.0
1243,10987.0
1244,10987.0
1245,10987.0
1246,10987.0
1247,10987.0
1248,10987.0
1249,10987.0
1250,10987.0
1251,10987.0
1252,10987.0
1253,10987.0
1254,10987.0
1255,10987.0
1256,10987.0
1257,10987.0
1258,10987.0
1259,10987.0
1260,10987.0
1261,10987.0
1262,10987.0
1263,10987.0
1264,10987.0
1265,10987.0
1266,10987.0
1267,10987.0
1268,10987.0
1269,10987.0
1270,10987.0
1271,10987.0
1272,10987.0
1273,10987.0
1274,10987.0
1275,10987.0
1276,10987.0
1277,10987.0
1278,10987.0
1279,10987.0
1280,10987.0
1281,10987.0
1282,10987.0
1283,10987.0
1284,10987.0
1285,10987.0
1286,10987.0
1287,10987.0
1288,10987.0
1289,10987.0
1290,10987.0
1291,10987.0
1292,10987.0
1293,10987.0
1294,10987.0
1295,10987.0
1296,10987.0
1297,10987.0
1298,10987.0
1299,10987.0
1300,10987.0
1301,10987.0
1302,10987.0
1303,10987.0
1304,10987.0
1305,10987.0
1306,10987.0
1307,10987.0
1308,10987.0
1309,10987.0
1310,10987.0
1311,10987.0
1312,10987.0
1313,10987.0
1314,10987.0
1315,10987.0
1316,10987.0
1317,10987.0
1318,10987.0
1319,10987.0
1320,10987.0
1321,10987.0
1322,10987.0
1323,10987.0
1324,10987.0
1325,10987.0
1326,10987.0
1327,10987.0
1328,10987.0
1329,10987.0
1330,10987.0
1331,10987.0
1332,10987.0
1333,10987.0
1334,10987.0
1335,10987.0
1336,10987.0
1337,10987.0
1338,10987.0
1339,10987.0
1340,10987.0
1341,10987.0
1342,10987.0
1343,10987.0
1344,10987.0
1345,10987.0
1346,10987.0
1347,10987.0
1348,10987.0
1349,10987.0
1350,10987.0
1351,10987.0
1352,10987.0
1353,10987.0
1354,10987.0
1355,10987.0
1356,10987.0
1357,10987.0
1358,10987.0
1359,10987.0
1360,10987.0
1361,10987.0
1362,10987.0
1363,10987.0
1364,10987.0
1365,10987.0
1366,10987.0
1367,10987.0
1368,10987.0
1369,10987.0
1370,10987.0
1371,10987.0
1372,10987.0
1373,10987.0
1374,10987.0
1375,10987.0
1376,10987.0
1377,10987.0
1378,10987.0
1379,10987.0
1380,10987.0
1381,10987.0
1382,10987.0
1383,10987.0
1384,10987.0
1385,10987.0
1386,10987.0
1387,10987.0
1388,10987.0
1389,10987.0
1390,10987.0
1391,10987.0
1392,10987.0
1393,10987.0
1394,10987.0
1395,10987.0
1396,10987.0
1397,10987.0
1398,10987.0
1399,10987.0
1400,10987.0
1401,10987.0
1402,10987.0
1403,10987.0
1404,10987.0
1405,10987.0
1406,10987.0
1407,10987.0
1408,10987.0
1409,10987.0
1410,10987.0
1411,10987.0
1412,10987.0
1413,10987.0
1414,10987.0
1415,10987.0
1416,10987.0
1417,10987.0
1418,10987.0
1419,10987.0
1420,10987.0
1421,10987.0
1422,10987.0
1423,10987.0
1424,10987.0
1425,10987.0
1426,10987.0
1427,10987.0
1428,10987.0
1429,10987.0
1430,10987.0
1431,10987.0
1432,10987.0
1433,10987.0
1434,10987.0
1435,10987.0
1436,10987.0
1437,10987.0
1438,10987.0
1439,10987.0
1440,10987.0
1441,10987.0
1442,10987.0
1443,10987.0
1444,10987.0
1445,10987.0
1446,10987.0
1447,10987.0
1448,10987.0
1449,10987.0
1450,10987.0
1451,10987.0
1452,10987.0
1453,10987.0
1454,10987.0
1455,10987.0
1456,10987.0
1457,10987.0
1458,10987.0
1459,10987.0
1460,10987.0
1461,10987.0
1462,10987.0
1463,10987.0
1464,10987.0
1465,10987.0
1466,10987.0
1467,10987.0
1468,10987.0
1469,10987.0
1470,10987.0
1471,10987.0
1472,10987.0
1473,10987.0
1474,10987.0
1475,10987.0
1476,10987.0
1477,10987.0
1478,10987.0
1479,10987.0
1480,10987.0
1481,10987.0
1482,10987.0
1483,10987.0
1484,10987.0
1485,10987.0
1486,10987.0
1487,10987.0
1488,10987.0
1489,10987.0
1490,10987.0
1491,10987.0
1492,10987.0
1493,10987.0
1494,10987.0
1495,10987.0
1496,10987.0
1497,10987.0
1498,10987.0
1499,10987.0
1500,10987.0
1501,10987.0
1502,10987.0
1503,10987.0
1504,10987.0
1505,10987.0
1506,10987.0
1507,10987.0
1508,10987.0
1509,10987.0
1510,10987.0
1511,10987.0
1512,10987.0
1513,10987.0
1514,10987.0
1515,10987.0
1516,10987.0
1517,10987.0
1518,10987.0
1519,10987.0
1520,10987.0
1521,10987.0
1522,10987.0
1523,10987.0
1524,10987.0
1525,10987.0
1526,10987.0
1527,10987.0
1528,10987.0
1529,10987.0
1530,10987.0
1531,10987.0
1532,10987.0
1533,10987.0
1534,10987.0
1535,10987.0
1536,10987.0
1537,10987.0
1538,10987.0
1539,10987.0
1540,10987.0
1541,10987.0
1542,10987.0
1543,10987.0
1544,10987.0
1545,10987.0
1546,10987.0
1547,10987.0
1548,10987.0
1549,10987.0
1550,10987.0
1551,10987.0
1552,10987.0
1553,10987.0
1554,10987.0
1555,10987.0
1556,10987.0
1557,10987.0
1558,10987.0
1559,10987.0
1560,10987.0
1561,10987.0
1562,10987.0
1563,10987.0
1564,10987.0
1565,10987.0
1566,10987.0
1567,10987.0
1568,10987.0
1569,10987.0
1570,10987.0
1571,10987.0
1572,10987.0
1573,10987.0
1574,10987.0
1575,10987.0
1576,10987.0
1577,10987.0
1578,10987.0
1579,10987.0
1580,10987.0
1581,10987.0
1582,10987.0
1583,10987.0
1584,10987.0
1585,10987.0
1586,10987.0
1587,10987.0
1588,10987.0
1589,10987.0
1590,10987.0
1591,10987.0
1592,10987.0
1593,10987.0
1594,10987.0
1595,10987.0
1596,10987.0
1597,10987.0
1598,10987.0
1599,10987.0
1600,10987.0
1601,10987.0
1602,10987.0
1603,10987.0
1604,10987.0
1605,10987.0
1606,10987.0
1607,10987.0
1608,10987.0
1609,10987.0
1610,10987.0
1611,10987.0
1612,10987.0
1613,10987.0
1614,10987.0
1615,10987.0
1616,10987.0
1617,10987.0
1618,10987.0
1619,10987.0
1620,10987.0
1621,10987.0
1622,10987.0
1623,10987.0
1624,10987.0
1625,10987.0
1626,10987.0
1627,10987.0
1628,10987.0
1629,10987.0
1630,10987.0
1631,10987.0
1632,10987.0
1633,10987.0
1634,10987.0
1635,10987.0
1636,10987.0
1637,10987.0
1638,10987.0
1639,10987.0
1640,10987.0
1641,10987.0
1642,10987.0
1643,10987.0
1644,10987.0
1645,10987.0
1646,10987.0
1647,10987.0
1648,10987.0
1649,10987.0
1650,10987.0
1651,10987.0
1652,10987.0
1653,10987.0
1654,10987.0
1655,10987.0
1656,10987.0
1657,10987.0
1658,10987.0
1659,10987.0
1660,10987.0
1661,10987.0
1662,10987.0
1663,10987.0
1664,10987.0
1665,10987.0
1666,10987.0
1667,10987.0
1668,10987.0
1669,10987.0
1670,10987.0
1671,10987.0
1672,10987.0
1673,10987.0
1674,10987.0
1675,10987.0
1676,10987.0
1677,10987.0
1678,10987.0
1679,10987.0
1680,10987.0
1681,10987.0
1682,10987.0
1683,10987.0
1684,10987.0
1685,10987.0
1686,10987.0
1687,10987.0
1688,10987.0
1689,10987.0
1690,10987.0
1691,10987.0
1692,10987.0
1693,10987.0
1694,10987.0
1695,10987.0
1696,10987.0
1697,10987.0
1698,10987.0
1699,10987.0
1700,10987.0
1701,10987.0
1702,10987.0
1703,10987.0
1704,10987.0
1705,10987.0
1706,10987.0
1707,10987.0
1708,10987.0
1709,10987.0
1710,10987.0
1711,10987.0
1712,10987.0
1713,10987.0
1714,10987.0
1715,10987.0
1716,10987.0
1717,10987.0
1718,10987.0
1719,10987.0
1720,10987.0
1721,10987.0
1722,10987.0
1723,10987.0
1724,10987.0
1725,10987.0
1726,10987.0
1727,10987.0
1728,10987.0
1729,10987.0
1730,10987.0
1731,10987.0
1732,10987.0
1733,10987.0
1734,10987.0
1735,10987.0
1736,10987.0
1737,10987.0
1738,10987.0
1739,10987.0
1740,10987.0
1741,10987.0
1742,10987.0
1743,10987.0
1744,10987.0
1745,10987.0
1746,10987.0
1747,10987.0
1748,10987.0
1749,10987.0
1750,10987.0
1751,10987.0
1752,10987.0
1753,10987.0
1754,10987.0
1755,10987.0
1756,10987.0
1757,10987.0
1758,10987.0
1759,10987.0
1760,10987.0
1761,10987.0
1762,10987.0
1763,10987.0
1764,10987.0
1765,10987.0
1766,10987.0
1767,10987.0
1768,10987.0
1769,10987.0
1770,10987.0
1771,10987.0
1772,10987.0
1773,10987.0
1774,10987.0
1775,10987.0
1776,10987.0
1777,10987.0
1778,10987.0
1779,10987.0
1780,10987.0
1781,10987.0
1782,10987.0
1783,10987.0
1784,10987.0
1785,10987.0
1786,10987.0
1787,10987.0
1788,10987.0
1789,10987.0
1790,10987.0
1791,10987.0
1792,10987.0
1793,10987.0
1794,10987.0
1795,10987.0
1796,10987.0
1797,10987.0
1798,10987.0
1799,10987.0
1800,10987.0
1801,10987.0
1802,10987.0
1803,10987.0
1804,10987.0
1805,10987.0
1806,10987.0
1807,10987.0
1808,10987.0
1809,10987.0
1810,10987.0
1811,10987.0
1812,10987.0
1813,10987.0
1814,10987.0
1815,10987.0
1816,10987.0
1817,10987.0
1818,10987.0
1819,10987.0
1820,10987.0
1821,10987.0
1822,10987.0
1823,10987.0
1824,10987.0
1825,10987.0
1826,10987.0
1827,10987.0
1828,10987.0
1829,10987.0
1830,10987.0
1831,10987.0
1832,10987.0
1833,10987.0
1834,10987.0
1835,10987.0
1836,10987.0
1837,10987.0
1838,10987.0
1839,10987.0
1840,10987.0
1841,10987.0
1842,10987.0
1843,10987.0
1844,10987.0
1845,10987.0
1846,10987.0
1847,10987.0
1848,10987.0
1849,10987.0
1850,10987.0
1851,10987.0
1852,10987.0
1853,10987.0
1854,10987.0
1855,10987.0
1856,10987.0
1857,10987.0
1858,10987.0
1859,10987.0
1860,10987.0
1861,10987.0
1862,10987.0
1863,10987.0
1864,10987.0
1865,10987.0
1866,10987.0
1867,10987.0
1868,10987.0
