row_index,WGEN.Sensor6Tmp
2138,12.5
2139,12.5
2140,12.39
2141,12.3
2142,12.5
2143,12.39
2144,12.39
2145,12.39
2146,12.3
2147,12.39
2148,12.5
2149,12.5
2150,12.5
2151,12.39
2152,12.39
2153,12.5
2154,12.39
2155,12.5
2156,12.39
2157,12.39
2158,12.3
2159,12.39
2160,12.3
2161,12.39
2162,12.3
2163,12.39
2164,12.3
2165,12.3
2166,12.5
2167,12.39
2168,12.39
2169,12.3
2170,12.5
2171,12.39
2172,12.5
2173,12.3
2174,12.39
2175,12.3
2176,12.3
2177,12.5
2178,12.3
2179,12.3
2180,12.39
2181,12.3
2182,12.39
2183,12.39
2184,12.39
2185,12.3
2186,12.39
2187,12.39
2188,12.39
2189,12.3
2190,12.3
2191,12.39
2192,12.39
2193,12.3
2194,12.39
2195,12.3
2196,12.3
2197,12.39
2198,12.3
2199,12.3
2200,12.3
2201,12.3
2202,12.39
2203,12.3
2204,12.3
2205,12.3
2206,12.3
2207,12.3
2208,12.3
2209,12.19
2210,12.3
2211,12.3
2212,12.3
2213,12.3
2214,12.3
2215,12.3
2216,12.19
2217,12.3
2218,12.39
2219,12.19
2220,12.3
2221,12.1
2222,12.19
2223,12.3
2224,12.3
2225,12.3
2226,12.19
2227,12.3
2228,12.19
2229,12.3
2230,12.19
2231,12.19
2232,12.1
2233,12.19
2234,12.19
2235,12.3
2236,12.3
2237,12.3
2238,12.19
2239,12.19
2240,12.1
2241,12.19
2242,12.1
2243,12.19
2244,12.1
2245,12.1
2246,12.1
2247,12.1
2248,12.1
2249,12.1
2250,12.1
2251,12.19
2252,12.1
2253,12.1
2254,12.1
2255,12.1
2256,12.19
2257,12.1
2258,12.1
2259,12.1
2260,12.1
2261,12.1
2262,12.1
2263,12.1
2264,12.0
2265,12.0
2266,12.0
2267,12.1
2268,12.1
2269,12.0
2270,12.0
2271,12.1
2272,12.0
2273,12.1
2274,12.0
2275,12.0
2276,12.1
2277,12.1
2278,12.0
2279,12.0
2280,12.0
2281,12.0
2282,12.0
2283,12.0
2284,12.1
2285,12.0
2286,12.0
2287,11.89
2288,12.0
2289,12.1
2290,11.89
2291,12.0
2292,12.0
2293,11.89
2294,12.1
2295,12.0
2296,12.1
2297,12.0
2298,12.0
2299,12.0
2300,12.0
2301,11.89
2302,11.89
2303,11.89
2304,11.89
2305,11.89
2306,11.89
2307,12.0
2308,12.0
2309,11.89
2310,11.89
2311,11.8
2312,11.89
2313,11.89
2314,11.89
2315,12.0
2316,11.8
2317,11.8
2318,11.8
2319,11.89
2320,11.89
2321,11.89
2322,11.8
2323,11.8
2324,11.8
2325,11.89
2326,11.89
2327,11.8
2328,11.8
2329,11.89
2330,11.8
2331,11.8
2332,11.8
2333,11.8
2334,11.69
2335,11.8
2336,11.8
2337,11.8
2338,11.8
2339,11.8
2340,11.8
2341,11.69
2342,11.8
2343,11.69
2344,11.69
2345,11.8
2346,11.8
2347,11.69
2348,11.8
2349,11.8
2350,11.69
2351,11.8
2352,11.69
2353,11.69
2354,11.8
2355,11.8
2356,11.69
2357,11.8
2358,11.69
2359,11.8
2360,11.8
2361,11.69
2362,11.69
2363,11.6
2364,11.8
2365,11.8
2366,11.69
2367,11.6
2368,11.6
2369,11.69
2370,11.8
2371,11.6
2372,11.69
2373,11.6
2374,11.69
2375,11.69
2376,11.6
2377,11.6
2378,11.6
2379,11.5
2380,11.6
2381,11.69
2382,11.69
2383,11.6
2384,11.6
2385,11.6
2386,11.69
2387,11.69
2388,11.69
2389,11.6
2390,11.6
2391,11.6
2392,11.6
2393,11.5
2394,11.5
2395,11.6
2396,11.6
2397,11.6
2398,11.6
2399,11.5
2400,11.5
2401,11.69
2402,11.6
2403,11.5
2404,11.6
2405,11.6
2406,11.6
2407,11.6
2408,11.6
2409,11.6
2410,11.6
2411,11.5
2412,11.5
2413,11.6
2414,11.5
2415,11.6
2416,11.5
2417,11.5
2418,11.5
2419,11.5
2420,11.5
2421,11.5
2422,11.5
2423,11.5
2424,11.5
2425,11.5
2426,11.5
2427,11.6
2428,11.5
2429,11.5
2430,11.5
2431,11.5
2432,11.5
2433,11.5
2434,11.5
2435,11.5
2436,11.5
2437,11.3
2438,11.5
2439,11.5
2440,11.5
2441,11.5
2442,11.5
2443,11.5
2444,11.5
2445,11.5
2446,11.39
2447,11.5
2448,11.5
2449,11.5
2450,11.5
2451,11.39
2452,11.5
2453,11.5
2454,11.39
2455,11.5
2456,11.5
2457,11.39
2458,11.5
2459,11.5
2460,11.5
2461,11.5
2462,11.5
2463,11.5
2464,11.5
2465,11.5
2466,11.39
2467,11.5
2468,11.5
2469,11.39
2470,11.39
2471,11.5
2472,11.5
2473,11.39
2474,11.39
2475,11.3
2476,11.39
2477,11.39
2478,11.39
2479,11.3
2480,11.39
2481,11.3
2482,11.39
2483,11.3
2484,11.3
2485,11.39
2486,11.39
2487,11.39
2488,11.39
2489,11.3
2490,11.3
2491,11.3
2492,11.39
2493,11.3
2494,11.39
2495,11.3
2496,11.3
2497,11.5
2498,11.3
2499,11.3
2500,11.3
2501,11.3
2502,11.3
2503,11.3
2504,11.3
2505,11.3
2506,11.39
2507,11.39
2508,11.3
2509,11.39
2510,11.3
2511,11.3
2512,11.5
2513,11.3
2514,11.3
2515,11.3
2516,11.3
2517,11.3
2518,11.3
2519,11.3
2520,11.3
2521,11.3
2522,11.3
2523,11.3
2524,11.3
2525,11.3
2526,11.3
2527,11.3
2528,11.3
2529,11.3
2530,11.3
2531,11.3
2532,11.3
2533,11.3
2534,11.3
2535,11.3
2536,11.3
2537,11.3
2538,11.3
2539,11.3
2540,11.19
2541,11.3
2542,11.3
2543,11.3
2544,11.3
2545,11.3
2546,11.19
2547,11.3
2548,11.3
2549,11.3
2550,11.3
2551,11.3
2552,11.3
2553,11.3
2554,11.19
2555,11.3
2556,11.3
2557,11.3
2558,11.1
2559,11.19
2560,11.19
2561,11.19
2562,11.19
2563,11.1
2564,11.3
2565,11.1
2566,11.1
2567,11.19
2568,11.3
2569,11.3
2570,11.19
2571,11.1
2572,11.3
2573,11.1
2574,11.19
2575,11.3
2576,11.3
2577,11.3
2578,11.1
2579,11.19
2580,11.19
2581,11.19
2582,11.3
2583,11.1
2584,11.3
2585,11.1
2586,11.19
2587,11.1
2588,11.19
2589,11.1
2590,11.1
2591,11.19
2592,11.1
2593,11.3
2594,11.1
2595,11.1
2596,11.3
2597,11.19
2598,11.1
2599,11.1
2600,11.19
2601,11.1
2602,11.19
2603,11.19
2604,11.1
2605,11.3
2606,11.1
2607,11.1
2608,11.1
2609,11.19
2610,11.19
2611,11.19
2612,11.1
2613,11.19
2614,11.1
2615,11.19
2616,11.1
2617,11.1
2618,11.1
2619,11.0
2620,11.1
2621,11.1
2622,11.1
2623,11.1
2624,11.1
2625,11.0
2626,11.1
2627,11.1
2628,11.1
2629,11.1
2630,11.1
2631,11.1
2632,11.1
2633,11.0
2634,11.1
2635,11.1
2636,11.1
2637,11.0
2638,11.1
2639,11.1
2640,11.0
2641,11.0
2642,11.0
2643,11.1
2644,11.1
2645,11.0
2646,11.1
2647,11.1
2648,11.1
2649,11.0
2650,11.0
2651,11.1
2652,11.1
2653,11.0
2654,11.0
2655,11.0
2656,11.0
2657,11.0
2658,11.1
2659,11.0
2660,11.0
2661,11.0
2662,11.0
2663,11.0
2664,11.1
2665,11.0
2666,11.0
2667,11.1
2668,11.0
2669,11.1
2670,11.1
2671,11.1
2672,11.1
2673,11.0
2674,11.1
2675,11.0
2676,11.1
2677,11.1
2678,11.0
2679,11.0
2680,11.1
2681,11.0
2682,11.0
2683,11.1
2684,11.1
2685,11.0
2686,11.1
2687,11.0
2688,11.0
2689,11.1
2690,11.1
2691,11.0
2692,11.0
2693,11.1
2694,11.0
2695,11.19
2696,11.0
2697,11.0
2698,11.0
2699,11.0
2700,11.1
2701,11.1
2702,11.0
2703,11.1
2704,11.1
2705,11.0
2706,11.1
2707,11.0
2708,11.0
2709,11.0
2710,11.1
2711,11.0
2712,11.0
2713,11.1
2714,11.0
2715,11.0
2716,11.0
2717,11.0
2718,11.0
2719,11.1
2720,11.1
2721,11.1
2722,11.1
2723,11.0
2724,11.1
2725,11.1
2726,11.0
2727,11.1
2728,11.0
2729,11.0
2730,11.1
2731,11.0
2732,11.0
2733,11.0
2734,11.1
2735,11.1
2736,11.0
2737,11.0
2738,11.0
2739,11.0
2740,11.0
2741,11.1
2742,10.89
2743,11.0
2744,11.0
2745,11.1
2746,11.0
2747,11.1
2748,11.0
2749,11.0
2750,11.0
2751,11.1
2752,11.0
2753,11.0
2754,11.1
2755,11.0
2756,11.0
2757,11.0
2758,11.0
2759,11.1
2760,11.0
2761,11.0
2762,11.0
2763,11.0
2764,11.0
2765,11.1
2766,11.0
2767,11.0
2768,11.0
2769,11.1
2770,11.0
2771,11.0
2772,11.0
2773,11.1
2774,11.0
2775,11.1
2776,11.0
2777,11.0
2778,11.0
2779,11.0
2780,11.0
2781,11.0
2782,11.0
2783,11.0
2784,11.0
2785,11.1
2786,11.1
2787,11.0
2788,11.0
2789,11.0
2790,11.0
2791,11.0
2792,11.0
2793,11.1
2794,11.0
2795,11.0
2796,11.0
2797,11.1
2798,11.0
2799,11.0
2800,11.1
2801,11.1
2802,11.0
2803,11.1
2804,11.1
2805,11.0
2806,11.0
2807,11.0
2808,11.0
2809,11.0
2810,11.0
2811,11.1
2812,11.0
2813,11.1
2814,11.0
2815,11.0
2816,11.1
2817,11.0
2818,11.0
2819,11.0
2820,11.0
2821,11.0
2822,11.0
2823,11.0
2824,11.1
2825,11.1
2826,11.0
2827,11.0
2828,10.89
2829,11.0
2830,11.0
2831,11.1
2832,11.0
2833,11.0
2834,11.0
2835,10.89
2836,11.1
2837,11.0
2838,11.0
2839,11.0
2840,11.1
2841,11.0
2842,11.0
2843,11.0
2844,11.0
2845,11.0
2846,11.0
2847,11.0
2848,11.0
2849,11.0
2850,11.0
2851,11.0
2852,11.0
2853,11.1
2854,11.0
2855,11.0
2856,10.89
2857,11.0
2858,11.0
2859,11.0
2860,11.0
2861,11.0
2862,11.1
2863,11.0
2864,11.0
2865,11.0
2866,11.0
2867,11.0
2868,11.0
2869,11.0
2870,11.0
2871,10.89
2872,10.89
2873,11.0
2874,11.0
2875,11.0
2876,11.0
2877,11.0
2878,11.0
2879,11.0
2880,11.0
2881,11.0
2882,11.0
2883,11.0
2884,11.0
2885,11.0
2886,10.89
2887,11.0
2888,10.89
2889,10.89
2890,11.0
2891,11.0
2892,10.89
2893,11.0
2894,11.0
2895,10.89
2896,11.0
2897,10.89
2898,10.89
2899,10.89
2900,10.8
2901,10.89
2902,10.89
2903,11.0
2904,10.8
2905,10.8
2906,11.0
2907,11.0
2908,11.0
2909,10.89
2910,10.89
2911,10.89
2912,10.8
2913,10.8
2914,10.89
2915,10.89
2916,10.89
2917,11.0
2918,10.89
2919,10.89
2920,11.0
2921,10.8
2922,10.8
2923,10.89
2924,10.8
2925,10.89
2926,10.8
2927,10.8
2928,10.89
2929,10.8
2930,10.8
2931,10.8
2932,10.8
2933,10.8
2934,10.8
2935,10.8
2936,10.8
2937,10.8
2938,10.89
2939,10.8
2940,10.8
2941,10.89
2942,10.8
2943,10.8
2944,10.8
2945,10.8
2946,10.8
2947,10.8
2948,10.69
2949,10.89
2950,10.69
2951,10.89
2952,10.8
2953,10.8
2954,10.8
2955,10.8
2956,10.8
2957,10.8
2958,10.8
2959,10.8
2960,10.8
2961,10.8
2962,10.8
2963,10.8
2964,10.8
2965,10.89
2966,10.89
2967,10.69
2968,10.89
2969,10.6
2970,10.8
2971,10.8
2972,10.8
2973,10.8
2974,10.8
2975,10.8
2976,10.8
2977,10.8
2978,10.69
2979,10.8
2980,10.8
2981,10.8
2982,10.69
2983,10.69
2984,10.69
2985,10.69
2986,10.69
2987,10.8
2988,10.8
2989,10.69
2990,10.8
2991,10.8
2992,10.8
2993,10.8
2994,10.69
2995,10.8
2996,10.8
2997,10.69
2998,10.6
2999,10.69
3000,10.8
3001,10.8
3002,10.69
3003,10.69
3004,10.8
3005,10.69
3006,10.69
3007,10.6
3008,10.8
3009,10.69
3010,10.8
3011,10.69
3012,10.8
3013,10.69
3014,10.8
3015,10.69
3016,10.69
3017,10.6
3018,10.69
3019,10.69
3020,10.69
3021,10.69
3022,10.8
3023,10.69
3024,10.8
3025,10.6
3026,10.69
3027,10.6
3028,10.6
3029,10.6
3030,10.6
3031,10.89
3032,10.8
3033,10.8
3034,10.8
3035,10.69
3036,10.69
3037,10.6
3038,10.69
3039,10.6
3040,10.69
3041,10.8
3042,10.8
3043,10.69
3044,10.8
3045,10.8
3046,10.69
3047,10.69
3048,10.6
3049,10.69
3050,10.8
3051,10.8
3052,10.69
3053,10.69
3054,10.6
3055,10.69
3056,10.69
3057,10.6
3058,10.69
3059,10.6
3060,10.69
3061,10.69
3062,10.6
3063,10.6
3064,10.69
3065,10.6
3066,10.69
3067,10.6
3068,10.6
3069,10.69
3070,10.8
3071,10.6
3072,10.69
3073,10.69
3074,10.6
3075,10.6
3076,10.69
3077,10.6
3078,10.6
3079,10.6
3080,10.8
3081,10.6
3082,10.6
3083,10.69
3084,10.6
3085,10.69
3086,10.69
3087,10.6
3088,10.69
3089,10.6
3090,10.6
3091,10.69
3092,10.6
3093,10.6
3094,10.6
3095,10.69
3096,10.6
3097,10.6
3098,10.6
3099,10.6
3100,10.69
3101,10.6
3102,10.69
3103,10.69
3104,10.69
3105,10.6
3106,10.6
3107,10.69
3108,10.6
3109,10.6
3110,10.6
3111,10.6
3112,10.6
3113,10.6
3114,10.6
3115,10.6
3116,10.6
3117,10.6
3118,10.6
3119,10.6
3120,10.5
3121,10.6
3122,10.69
3123,10.6
3124,10.6
3125,10.6
3126,10.6
3127,10.6
3128,10.6
3129,10.6
3130,10.6
3131,10.5
3132,10.6
3133,10.8
3134,10.6
3135,10.6
3136,10.6
3137,10.69
3138,10.6
3139,10.6
3140,10.6
3141,10.6
3142,10.6
3143,10.6
3144,10.6
3145,10.6
3146,10.6
3147,10.6
3148,10.6
3149,10.6
3150,10.6
3151,10.6
3152,10.6
3153,10.6
3154,10.6
3155,10.6
3156,10.5
3157,10.6
3158,10.6
3159,10.6
3160,10.6
3161,10.6
3162,10.6
3163,10.5
3164,10.6
3165,10.6
3166,10.6
3167,10.6
3168,10.6
3169,10.6
3170,10.5
3171,10.5
3172,10.6
3173,10.5
3174,10.6
3175,10.5
3176,10.6
3177,10.5
3178,10.6
3179,10.6
3180,10.5
3181,10.6
3182,10.6
3183,10.5
3184,10.5
3185,10.5
3186,10.5
3187,10.5
3188,10.6
3189,10.6
3190,10.5
3191,10.5
3192,10.5
3193,10.5
3194,10.5
3195,10.6
3196,10.5
3197,10.6
3198,10.5
3199,10.5
3200,10.5
3201,10.5
3202,10.39
3203,10.5
3204,10.5
3205,10.5
3206,10.5
3207,10.5
3208,10.6
3209,10.5
3210,10.39
3211,10.5
3212,10.5
3213,10.5
3214,10.6
3215,10.39
3216,10.5
3217,10.5
3218,10.5
3219,10.5
3220,10.5
3221,10.5
3222,10.6
3223,10.5
3224,10.5
3225,10.5
3226,10.5
3227,10.5
3228,10.39
3229,10.5
3230,10.5
3231,10.5
3232,10.39
3233,10.5
3234,10.5
3235,10.39
3236,10.5
3237,10.5
3238,10.6
3239,10.5
3240,10.39
3241,10.5
3242,10.6
3243,10.5
3244,10.5
3245,10.5
3246,10.5
3247,10.5
3248,10.39
3249,10.5
3250,10.5
3251,10.5
3252,10.39
3253,10.5
3254,10.6
3255,10.39
3256,10.39
3257,10.6
3258,10.5
3259,10.5
3260,10.5
3261,10.5
3262,10.6
3263,10.5
3264,10.5
3265,10.5
3266,10.5
3267,10.6
3268,10.5
3269,10.5
3270,10.5
3271,10.5
3272,10.5
3273,10.39
3274,10.39
3275,10.5
3276,10.5
3277,10.39
3278,10.39
3279,10.39
3280,10.5
3281,10.39
3282,10.39
3283,10.5
3284,10.3
3285,10.39
3286,10.39
3287,10.5
3288,10.39
3289,10.5
3290,10.39
3291,10.39
3292,10.5
3293,10.39
3294,10.39
3295,10.39
3296,10.39
3297,10.39
3298,10.39
3299,10.3
3300,10.3
3301,10.3
3302,10.5
3303,10.39
3304,10.39
3305,10.3
3306,10.3
3307,10.5
3308,10.39
3309,10.39
3310,10.3
3311,10.39
3312,10.3
3313,10.39
3314,10.39
3315,10.39
3316,10.3
3317,10.3
3318,10.39
3319,10.39
3320,10.39
3321,10.3
3322,10.39
3323,10.3
3324,10.3
3325,10.39
3326,10.39
3327,10.39
3328,10.39
3329,10.39
3330,10.3
3331,10.3
3332,10.39
3333,10.39
3334,10.5
3335,10.3
3336,10.5
3337,10.3
3338,10.3
3339,10.39
3340,10.39
3341,10.3
3342,10.3
3343,10.39
3344,10.19
3345,10.3
3346,10.3
3347,10.39
3348,10.5
3349,10.3
3350,10.39
3351,10.39
3352,10.3
3353,10.3
3354,10.3
3355,10.39
3356,10.3
3357,10.39
3358,10.3
3359,10.3
3360,10.3
3361,10.3
3362,10.3
3363,10.3
3364,10.3
3365,10.39
3366,10.3
3367,10.3
3368,10.3
3369,10.3
3370,10.3
3371,10.3
3372,10.19
3373,10.3
3374,10.3
3375,10.19
3376,10.39
3377,10.3
3378,10.3
3379,10.3
3380,10.3
3381,10.19
3382,10.3
3383,10.3
3384,10.3
3385,10.3
3386,10.3
3387,10.3
3388,10.3
3389,10.19
3390,10.3
3391,10.3
3392,10.19
3393,10.3
3394,10.3
3395,10.3
3396,10.3
3397,10.3
3398,10.3
3399,10.19
3400,10.3
3401,10.3
3402,10.3
3403,10.3
3404,10.1
3405,10.3
3406,10.19
3407,10.3
3408,10.3
3409,10.19
3410,10.1
3411,10.3
3412,10.3
3413,10.3
3414,10.3
3415,10.19
3416,10.3
3417,10.3
3418,10.1
3419,10.3
3420,10.19
3421,10.3
3422,10.3
3423,10.19
3424,10.19
3425,10.3
3426,10.19
3427,10.3
3428,10.19
3429,10.19
3430,10.3
3431,10.19
3432,10.3
3433,10.3
3434,10.3
3435,10.3
3436,10.3
3437,10.19
3438,10.19
3439,10.3
3440,10.19
3441,10.3
3442,10.19
3443,10.19
3444,10.3
3445,10.3
3446,10.19
3447,10.3
3448,10.3
3449,10.3
3450,10.3
3451,10.19
3452,10.19
3453,10.3
3454,10.19
3455,10.19
3456,10.3
3457,10.3
3458,10.3
3459,10.19
3460,10.3
3461,10.19
3462,10.19
3463,10.3
3464,10.19
3465,10.3
3466,10.19
3467,10.3
3468,10.3
3469,10.19
3470,10.19
3471,10.19
3472,10.3
3473,10.3
3474,10.19
3475,10.19
3476,10.19
3477,10.19
3478,10.19
3479,10.19
3480,10.19
3481,10.3
3482,10.3
3483,10.19
3484,10.1
3485,10.19
3486,10.1
3487,10.19
3488,10.19
3489,10.19
3490,10.3
3491,10.3
3492,10.19
3493,10.3
3494,10.1
3495,10.3
3496,10.19
3497,10.19
3498,10.19
3499,10.3
3500,10.3
3501,10.19
3502,10.19
3503,10.1
3504,10.19
3505,10.3
3506,10.3
3507,10.19
3508,10.1
3509,10.1
3510,10.19
3511,10.1
3512,10.3
3513,10.19
3514,10.3
3515,10.3
3516,10.19
3517,10.19
3518,10.19
3519,10.19
3520,10.1
3521,10.19
3522,10.3
3523,10.1
3524,10.19
3525,10.3
3526,10.3
3527,10.3
3528,10.19
3529,10.19
3530,10.3
3531,10.19
3532,10.3
3533,10.19
3534,10.19
3535,10.3
3536,10.3
3537,10.19
3538,10.19
3539,10.1
3540,10.3
3541,10.19
3542,10.3
3543,10.3
3544,10.3
3545,10.19
3546,10.3
3547,10.19
3548,10.3
3549,10.19
3550,10.1
3551,10.1
3552,10.3
3553,10.1
3554,10.3
3555,10.19
3556,10.19
3557,10.19
3558,10.3
3559,10.1
3560,10.19
3561,10.3
3562,10.19
3563,10.19
3564,10.19
3565,10.19
3566,10.19
3567,10.19
3568,10.19
3569,10.1
3570,10.19
3571,10.3
3572,10.1
3573,10.19
3574,10.3
3575,10.1
3576,10.3
3577,10.19
3578,10.3
3579,10.19
3580,10.1
3581,10.3
3582,10.1
3583,10.3
3584,10.1
3585,10.19
3586,10.19
3587,10.1
3588,10.3
3589,10.19
3590,10.1
3591,10.19
3592,10.1
3593,10.1
3594,10.1
3595,10.19
3596,10.19
3597,10.19
3598,10.1
3599,10.19
3600,10.1
3601,10.1
3602,10.19
3603,10.1
3604,10.19
3605,10.1
3606,10.1
3607,10.19
3608,10.19
3609,10.19
3610,10.1
3611,10.19
3612,10.1
3613,10.1
3614,10.1
3615,10.19
3616,10.1
3617,10.1
3618,10.1
3619,10.19
3620,10.1
3621,10.1
3622,10.19
3623,10.19
3624,10.1
3625,10.1
3626,10.1
3627,10.1
3628,10.1
3629,10.1
3630,10.1
3631,10.19
3632,10.1
3633,10.1
3634,10.1
3635,10.1
3636,10.1
3637,10.1
3638,10.1
3639,10.1
3640,10.1
3641,10.1
3642,10.19
3643,10.1
3644,10.1
3645,10.1
3646,10.1
3647,10.19
3648,10.1
3649,10.0
3650,10.1
3651,10.1
3652,10.1
3653,10.1
3654,10.1
3655,10.19
3656,10.1
3657,10.1
3658,10.1
3659,10.1
3660,10.1
3661,10.1
3662,10.19
3663,10.1
3664,10.1
3665,10.1
3666,10.1
3667,10.1
3668,10.1
3669,10.19
3670,10.1
3671,10.1
3672,10.19
3673,10.0
3674,10.1
3675,10.1
3676,10.1
3677,10.1
3678,10.1
3679,10.1
3680,10.1
3681,10.1
3682,10.0
3683,10.1
3684,10.1
3685,10.1
3686,10.1
3687,10.0
3688,10.1
3689,10.1
3690,10.1
3691,10.1
3692,10.19
3693,10.0
3694,10.1
3695,10.1
3696,10.0
3697,10.1
3698,10.1
3699,10.1
3700,10.0
3701,10.1
3702,10.1
3703,10.1
3704,10.1
3705,10.1
3706,10.0
3707,10.1
3708,10.1
3709,10.1
3710,10.0
3711,10.0
3712,10.0
3713,10.1
3714,10.0
3715,10.1
3716,10.1
3717,10.0
3718,10.1
3719,10.1
3720,10.0
3721,10.1
3722,10.0
3723,10.1
3724,10.1
3725,10.1
3726,10.0
3727,10.0
3728,10.1
3729,10.0
3730,10.0
3731,10.0
3732,10.0
3733,10.0
3734,10.0
3735,10.0
3736,10.0
3737,10.0
3738,10.1
3739,10.0
3740,10.0
3741,10.0
3742,10.1
3743,10.0
3744,10.1
3745,10.0
3746,10.0
3747,10.0
3748,9.89
3749,10.1
3750,10.0
3751,10.1
3752,10.0
3753,10.1
3754,10.0
3755,10.0
3756,10.0
3757,10.0
3758,10.0
3759,10.0
3760,10.0
3761,10.0
3762,10.0
3763,9.89
3764,10.0
3765,10.1
3766,10.0
3767,10.0
3768,10.0
3769,10.0
3770,10.0
3771,10.0
3772,10.0
3773,10.0
3774,9.89
3775,10.1
3776,10.0
3777,10.0
3778,10.0
3779,10.0
3780,10.0
3781,10.0
3782,9.89
3783,10.0
3784,10.0
3785,9.89
3786,9.89
3787,10.0
3788,9.89
3789,10.0
3790,9.89
3791,10.0
3792,9.8
3793,10.0
3794,10.0
3795,10.0
3796,10.0
3797,10.0
3798,10.0
3799,10.0
3800,10.0
3801,9.89
3802,10.0
3803,10.0
3804,10.0
3805,10.0
3806,10.0
3807,10.0
3808,10.0
3809,9.89
3810,9.89
3811,9.89
3812,9.89
3813,9.89
3814,9.89
3815,9.89
3816,9.89
3817,10.0
3818,9.89
3819,10.0
3820,10.0
3821,10.0
3822,10.0
3823,10.0
3824,9.89
3825,9.8
3826,9.89
3827,10.0
3828,9.89
3829,9.8
3830,9.8
3831,9.89
3832,9.89
3833,10.0
3834,9.8
3835,10.0
3836,9.8
3837,9.8
3838,9.89
3839,9.89
3840,9.8
3841,10.0
3842,9.89
3843,9.89
3844,9.89
3845,9.89
3846,9.8
3847,10.0
3848,10.0
3849,9.89
3850,9.89
3851,9.89
3852,9.8
3853,9.8
3854,9.8
3855,9.89
3856,9.89
3857,9.89
3858,9.89
3859,9.89
3860,9.8
3861,9.8
3862,9.89
3863,9.8
3864,9.89
3865,9.89
3866,9.8
3867,9.8
3868,9.89
3869,9.8
3870,10.0
3871,9.8
3872,9.8
3873,10.0
3874,9.89
3875,9.8
3876,9.89
3877,9.8
3878,9.89
3879,9.8
3880,9.8
3881,9.8
3882,9.8
3883,9.8
3884,10.0
3885,9.8
3886,9.8
3887,9.8
3888,9.8
3889,9.8
3890,9.8
3891,9.8
3892,9.89
3893,9.89
3894,9.8
3895,9.8
3896,9.8
3897,9.8
3898,9.8
3899,9.8
3900,9.8
3901,9.8
3902,9.8
3903,9.8
3904,9.8
3905,9.8
3906,9.8
3907,9.8
3908,9.8
3909,9.8
3910,9.8
3911,9.8
3912,9.8
3913,9.8
3914,9.89
3915,9.8
3916,9.8
3917,9.69
3918,9.8
3919,9.69
3920,9.8
3921,9.8
3922,9.69
3923,9.8
3924,9.8
3925,9.8
3926,9.8
3927,9.8
3928,9.8
3929,9.8
3930,9.8
3931,9.8
3932,9.8
3933,9.8
3934,9.8
3935,9.8
3936,9.69
3937,9.8
3938,9.69
3939,9.69
3940,9.8
3941,9.8
3942,9.8
3943,9.8
3944,9.8
3945,9.8
3946,9.8
3947,9.8
3948,9.8
3949,9.8
3950,9.8
3951,9.8
3952,9.6
3953,9.8
3954,9.8
3955,9.8
3956,9.69
3957,9.69
3958,9.69
3959,9.6
3960,9.69
3961,9.8
3962,9.69
3963,9.8
3964,9.69
3965,9.69
3966,9.69
3967,9.8
3968,9.69
3969,9.69
3970,9.8
3971,9.6
3972,9.8
3973,9.8
3974,9.69
3975,9.6
3976,9.69
3977,9.69
3978,9.69
3979,9.8
3980,9.69
3981,9.8
3982,9.8
3983,9.8
3984,9.6
3985,9.69
3986,9.6
3987,9.8
3988,9.6
3989,9.8
3990,9.8
3991,9.69
3992,9.6
3993,9.6
3994,9.8
3995,9.8
3996,9.69
3997,9.6
3998,9.6
3999,9.6
4000,9.69
4001,9.69
4002,9.69
4003,9.69
4004,9.6
4005,9.69
4006,9.69
4007,9.8
4008,9.69
4009,9.6
4010,9.6
4011,9.69
4012,9.6
4013,9.6
4014,9.6
4015,9.8
4016,9.6
4017,9.6
4018,9.6
4019,9.6
4020,9.6
4021,9.6
4022,9.8
4023,9.6
4024,9.6
4025,9.69
4026,9.8
4027,9.69
4028,9.6
4029,9.6
4030,9.6
4031,9.6
4032,9.69
4033,9.69
4034,9.69
4035,9.6
4036,9.69
4037,9.6
4038,9.6
4039,9.6
4040,9.6
4041,9.6
4042,9.6
4043,9.6
4044,9.69
4045,9.6
4046,9.6
4047,9.6
4048,9.5
4049,9.6
4050,9.6
4051,9.69
4052,9.6
4053,9.69
4054,9.6
4055,9.6
4056,9.6
4057,9.69
4058,9.6
4059,9.6
4060,9.6
4061,9.6
4062,9.6
4063,9.5
4064,9.6
4065,9.6
4066,9.5
4067,9.6
4068,9.5
4069,9.6
4070,9.69
4071,9.6
4072,9.6
4073,9.6
4074,9.6
4075,9.6
4076,9.6
4077,9.6
4078,9.6
4079,9.5
4080,9.6
4081,9.6
4082,9.5
4083,9.6
4084,9.6
4085,9.6
4086,9.6
4087,9.6
4088,9.6
4089,9.5
4090,9.6
4091,9.5
4092,9.6
4093,9.6
4094,9.6
4095,9.6
4096,9.6
4097,9.5
4098,9.5
4099,9.5
4100,9.6
4101,9.5
4102,9.6
4103,9.6
4104,9.6
4105,9.5
4106,9.6
4107,9.6
4108,9.6
4109,9.6
4110,9.5
4111,9.6
4112,9.6
4113,9.6
4114,9.6
4115,9.5
4116,9.6
4117,9.6
4118,9.6
4119,9.6
4120,9.5
4121,9.6
4122,9.6
4123,9.6
4124,9.6
4125,9.6
4126,9.6
4127,9.5
4128,9.5
4129,9.6
4130,9.5
4131,9.5
4132,9.5
4133,9.5
4134,9.5
