row_index,WMAN.Tm
1986,2018-01-04 03:56:12
1987,2018-01-04 03:56:19
1988,2018-01-04 03:56:27
1989,2018-01-04 03:56:34
1990,2018-01-04 03:56:41
1991,2018-01-04 03:56:48
1992,2018-01-04 03:56:55
1993,2018-01-04 03:57:03
1994,2018-01-04 03:57:10
1995,2018-01-04 03:57:17
1996,2018-01-04 03:57:24
1997,2018-01-04 03:57:31
1998,2018-01-04 03:57:39
1999,2018-01-04 03:57:46
2000,2018-01-04 03:57:53
2001,2018-01-04 03:58:00
2002,2018-01-04 03:58:07
2003,2018-01-04 03:58:15
2004,2018-01-04 03:58:22
2005,2018-01-04 03:58:29
2006,2018-01-04 03:58:36
2007,2018-01-04 03:58:43
2008,2018-01-04 03:58:51
2009,2018-01-04 03:58:58
2010,2018-01-04 03:59:05
2011,2018-01-04 03:59:12
2012,2018-01-04 03:59:19
2013,2018-01-04 03:59:27
2014,2018-01-04 03:59:34
2015,2018-01-04 03:59:41
2016,2018-01-04 03:59:48
2017,2018-01-04 03:59:55
2018,2018-01-04 03:59:59
2019,2018-01-04 04:00:03
2020,2018-01-04 04:00:10
2021,2018-01-04 04:00:18
2022,2018-01-04 04:00:25
2023,2018-01-04 04:00:32
2024,2018-01-04 04:00:39
2025,2018-01-04 04:00:46
2026,2018-01-04 04:00:54
2027,2018-01-04 04:01:01
2028,2018-01-04 04:01:08
2029,2018-01-04 04:01:15
2030,2018-01-04 04:01:22
2031,2018-01-04 04:01:30
2032,2018-01-04 04:01:37
2033,2018-01-04 04:01:44
2034,2018-01-04 04:01:51
2035,2018-01-04 04:01:58
2036,2018-01-04 04:02:06
2037,2018-01-04 04:02:13
2038,2018-01-04 04:02:20
2039,2018-01-04 04:02:27
2040,2018-01-04 04:02:35
2041,2018-01-04 04:02:42
2042,2018-01-04 04:02:49
2043,2018-01-04 04:02:56
2044,2018-01-04 04:03:03
2045,2018-01-04 04:03:11
2046,2018-01-04 04:03:18
2047,2018-01-04 04:03:25
2048,2018-01-04 04:03:32
2049,2018-01-04 04:03:39
2050,2018-01-04 04:03:47
2051,2018-01-04 04:03:54
2052,2018-01-04 04:04:01
2053,2018-01-04 04:04:08
2054,2018-01-04 04:04:15
2055,2018-01-04 04:04:23
2056,2018-01-04 04:04:30
2057,2018-01-04 04:04:37
2058,2018-01-04 04:04:44
2059,2018-01-04 04:04:51
2060,2018-01-04 04:04:59
2061,2018-01-04 04:05:06
2062,2018-01-04 04:05:13
2063,2018-01-04 04:05:20
2064,2018-01-04 04:05:27
2065,2018-01-04 04:05:35
2066,2018-01-04 04:05:42
2067,2018-01-04 04:05:49
2068,2018-01-04 04:05:56
2069,2018-01-04 04:06:03
2070,2018-01-04 04:06:11
2071,2018-01-04 04:06:18
2072,2018-01-04 04:06:25
2073,2018-01-04 04:06:32
2074,2018-01-04 04:06:39
2075,2018-01-04 04:06:47
2076,2018-01-04 04:06:54
2077,2018-01-04 04:07:01
2078,2018-01-04 04:07:08
2079,2018-01-04 04:07:16
2080,2018-01-04 04:07:23
2081,2018-01-04 04:07:30
2082,2018-01-04 04:07:37
2083,2018-01-04 04:07:44
2084,2018-01-04 04:07:52
2085,2018-01-04 04:07:59
2086,2018-01-04 04:08:06
2087,2018-01-04 04:08:13
2088,2018-01-04 04:08:20
2089,2018-01-04 04:08:28
2090,2018-01-04 04:08:35
2091,2018-01-04 04:08:42
2092,2018-01-04 04:08:49
2093,2018-01-04 04:08:56
2094,2018-01-04 04:09:04
2095,2018-01-04 04:09:11
2096,2018-01-04 04:09:18
2097,2018-01-04 04:09:25
2098,2018-01-04 04:09:32
2099,2018-01-04 04:09:40
2100,2018-01-04 04:09:47
2101,2018-01-04 04:09:54
2102,2018-01-04 04:09:58
2103,2018-01-04 04:10:01
2104,2018-01-04 04:10:08
2105,2018-01-04 04:10:13
2106,2018-01-04 04:10:20
2107,2018-01-04 04:10:27
2108,2018-01-04 04:10:34
2109,2018-01-04 04:10:41
2110,2018-01-04 04:10:49
2111,2018-01-04 04:10:56
2112,2018-01-04 04:11:03
2113,2018-01-04 04:11:10
2114,2018-01-04 04:11:17
2115,2018-01-04 04:11:25
2116,2018-01-04 04:11:32
2117,2018-01-04 04:11:39
2118,2018-01-04 04:11:46
2119,2018-01-04 04:11:53
2120,2018-01-04 04:12:01
2121,2018-01-04 04:12:08
2122,2018-01-04 04:12:15
2123,2018-01-04 04:12:22
2124,2018-01-04 04:12:29
2125,2018-01-04 04:12:37
2126,2018-01-04 04:12:44
2127,2018-01-04 04:12:51
2128,2018-01-04 04:12:58
2129,2018-01-04 04:13:05
2130,2018-01-04 04:13:13
2131,2018-01-04 04:13:20
2132,2018-01-04 04:13:27
2133,2018-01-04 04:13:34
2134,2018-01-04 04:13:42
2135,2018-01-04 04:13:49
2136,2018-01-04 04:13:56
2137,2018-01-04 04:14:03
2138,2018-01-04 04:14:10
2139,2018-01-04 04:14:18
2140,2018-01-04 04:14:25
2141,2018-01-04 04:14:32
2142,2018-01-04 04:14:39
2143,2018-01-04 04:14:46
2144,2018-01-04 04:14:54
2145,2018-01-04 04:15:01
2146,2018-01-04 04:15:08
2147,2018-01-04 04:15:15
2148,2018-01-04 04:15:22
2149,2018-01-04 04:15:30
2150,2018-01-04 04:15:37
2151,2018-01-04 04:15:44
2152,2018-01-04 04:15:51
2153,2018-01-04 04:15:59
2154,2018-01-04 04:16:06
2155,2018-01-04 04:16:13
2156,2018-01-04 04:16:20
2157,2018-01-04 04:16:27
2158,2018-01-04 04:16:35
2159,2018-01-04 04:16:42
2160,2018-01-04 04:16:49
2161,2018-01-04 04:16:56
2162,2018-01-04 04:17:03
2163,2018-01-04 04:17:11
2164,2018-01-04 04:17:18
2165,2018-01-04 04:17:25
2166,2018-01-04 04:17:32
2167,2018-01-04 04:17:39
2168,2018-01-04 04:17:47
2169,2018-01-04 04:17:54
2170,2018-01-04 04:18:01
2171,2018-01-04 04:18:08
2172,2018-01-04 04:18:15
2173,2018-01-04 04:18:23
2174,2018-01-04 04:18:30
2175,2018-01-04 04:18:37
2176,2018-01-04 04:18:44
2177,2018-01-04 04:18:51
2178,2018-01-04 04:18:59
2179,2018-01-04 04:19:06
2180,2018-01-04 04:19:13
2181,2018-01-04 04:19:20
2182,2018-01-04 04:19:27
2183,2018-01-04 04:19:35
2184,2018-01-04 04:19:42
2185,2018-01-04 04:19:49
2186,2018-01-04 04:19:56
2187,2018-01-04 04:20:00
2188,2018-01-04 04:20:07
2189,2018-01-04 04:20:15
2190,2018-01-04 04:20:22
2191,2018-01-04 04:20:29
2192,2018-01-04 04:20:36
2193,2018-01-04 04:20:44
2194,2018-01-04 04:20:51
2195,2018-01-04 04:20:58
2196,2018-01-04 04:21:05
2197,2018-01-04 04:21:12
2198,2018-01-04 04:21:20
2199,2018-01-04 04:21:27
2200,2018-01-04 04:21:34
2201,2018-01-04 04:21:41
2202,2018-01-04 04:21:48
2203,2018-01-04 04:21:56
2204,2018-01-04 04:22:03
2205,2018-01-04 04:22:10
2206,2018-01-04 04:22:17
2207,2018-01-04 04:22:25
2208,2018-01-04 04:22:32
2209,2018-01-04 04:22:39
2210,2018-01-04 04:22:46
2211,2018-01-04 04:22:53
2212,2018-01-04 04:23:01
2213,2018-01-04 04:23:08
2214,2018-01-04 04:23:15
2215,2018-01-04 04:23:22
2216,2018-01-04 04:23:29
2217,2018-01-04 04:23:37
2218,2018-01-04 04:23:44
2219,2018-01-04 04:23:51
2220,2018-01-04 04:23:58
2221,2018-01-04 04:24:05
2222,2018-01-04 04:24:13
2223,2018-01-04 04:24:20
2224,2018-01-04 04:24:27
2225,2018-01-04 04:24:35
2226,2018-01-04 04:24:42
2227,2018-01-04 04:24:49
2228,2018-01-04 04:24:56
2229,2018-01-04 04:25:03
2230,2018-01-04 04:25:11
2231,2018-01-04 04:25:18
2232,2018-01-04 04:25:25
2233,2018-01-04 04:25:32
2234,2018-01-04 04:25:39
2235,2018-01-04 04:25:47
2236,2018-01-04 04:25:54
2237,2018-01-04 04:26:01
2238,2018-01-04 04:26:08
2239,2018-01-04 04:26:15
2240,2018-01-04 04:26:23
2241,2018-01-04 04:26:30
2242,2018-01-04 04:26:37
2243,2018-01-04 04:26:44
2244,2018-01-04 04:26:51
2245,2018-01-04 04:26:59
2246,2018-01-04 04:27:06
2247,2018-01-04 04:27:13
2248,2018-01-04 04:27:20
2249,2018-01-04 04:27:27
2250,2018-01-04 04:27:35
2251,2018-01-04 04:27:42
2252,2018-01-04 04:27:49
2253,2018-01-04 04:27:56
2254,2018-01-04 04:28:04
2255,2018-01-04 04:28:11
2256,2018-01-04 04:28:18
2257,2018-01-04 04:28:25
2258,2018-01-04 04:28:32
2259,2018-01-04 04:28:40
2260,2018-01-04 04:28:47
2261,2018-01-04 04:28:54
2262,2018-01-04 04:29:01
2263,2018-01-04 04:29:09
2264,2018-01-04 04:29:16
2265,2018-01-04 04:29:23
2266,2018-01-04 04:29:30
2267,2018-01-04 04:29:37
2268,2018-01-04 04:29:45
2269,2018-01-04 04:29:52
2270,2018-01-04 04:29:59
2271,2018-01-04 04:30:03
2272,2018-01-04 04:30:10
2273,2018-01-04 04:30:17
2274,2018-01-04 04:30:25
2275,2018-01-04 04:30:32
2276,2018-01-04 04:30:39
2277,2018-01-04 04:30:46
2278,2018-01-04 04:30:53
2279,2018-01-04 04:31:01
2280,2018-01-04 04:31:08
2281,2018-01-04 04:31:15
2282,2018-01-04 04:31:22
2283,2018-01-04 04:31:30
2284,2018-01-04 04:31:37
2285,2018-01-04 04:31:44
2286,2018-01-04 04:31:51
2287,2018-01-04 04:31:59
2288,2018-01-04 04:32:06
2289,2018-01-04 04:32:13
2290,2018-01-04 04:32:20
2291,2018-01-04 04:32:27
2292,2018-01-04 04:32:35
2293,2018-01-04 04:32:42
2294,2018-01-04 04:32:49
2295,2018-01-04 04:32:56
2296,2018-01-04 04:33:03
2297,2018-01-04 04:33:11
2298,2018-01-04 04:33:18
2299,2018-01-04 04:33:25
2300,2018-01-04 04:33:32
2301,2018-01-04 04:33:39
2302,2018-01-04 04:33:47
2303,2018-01-04 04:33:54
2304,2018-01-04 04:34:01
2305,2018-01-04 04:34:08
2306,2018-01-04 04:34:15
2307,2018-01-04 04:34:23
2308,2018-01-04 04:34:30
2309,2018-01-04 04:34:37
2310,2018-01-04 04:34:44
2311,2018-01-04 04:34:51
2312,2018-01-04 04:34:59
2313,2018-01-04 04:35:06
2314,2018-01-04 04:35:13
2315,2018-01-04 04:35:20
2316,2018-01-04 04:35:27
2317,2018-01-04 04:35:35
2318,2018-01-04 04:35:42
2319,2018-01-04 04:35:49
2320,2018-01-04 04:35:56
2321,2018-01-04 04:36:04
2322,2018-01-04 04:36:11
2323,2018-01-04 04:36:18
2324,2018-01-04 04:36:25
2325,2018-01-04 04:36:32
2326,2018-01-04 04:36:40
2327,2018-01-04 04:36:47
2328,2018-01-04 04:36:54
2329,2018-01-04 04:37:01
2330,2018-01-04 04:37:09
2331,2018-01-04 04:37:16
2332,2018-01-04 04:37:23
2333,2018-01-04 04:37:30
2334,2018-01-04 04:37:37
2335,2018-01-04 04:37:45
2336,2018-01-04 04:37:52
2337,2018-01-04 04:37:59
2338,2018-01-04 04:38:06
2339,2018-01-04 04:38:13
2340,2018-01-04 04:38:21
2341,2018-01-04 04:38:28
2342,2018-01-04 04:38:35
2343,2018-01-04 04:38:42
2344,2018-01-04 04:38:49
2345,2018-01-04 04:38:57
2346,2018-01-04 04:39:04
2347,2018-01-04 04:39:11
2348,2018-01-04 04:39:18
2349,2018-01-04 04:39:25
2350,2018-01-04 04:39:33
2351,2018-01-04 04:39:40
2352,2018-01-04 04:39:47
2353,2018-01-04 04:39:54
2354,2018-01-04 04:39:58
2355,2018-01-04 04:40:01
2356,2018-01-04 04:40:09
2357,2018-01-04 04:40:16
2358,2018-01-04 04:40:24
2359,2018-01-04 04:40:31
2360,2018-01-04 04:40:38
2361,2018-01-04 04:40:45
2362,2018-01-04 04:40:52
2363,2018-01-04 04:41:00
2364,2018-01-04 04:41:07
2365,2018-01-04 04:41:14
2366,2018-01-04 04:41:21
2367,2018-01-04 04:41:28
2368,2018-01-04 04:41:36
2369,2018-01-04 04:41:43
2370,2018-01-04 04:41:50
2371,2018-01-04 04:41:57
2372,2018-01-04 04:42:04
2373,2018-01-04 04:42:12
2374,2018-01-04 04:42:19
2375,2018-01-04 04:42:26
2376,2018-01-04 04:42:33
2377,2018-01-04 04:42:40
2378,2018-01-04 04:42:48
2379,2018-01-04 04:42:55
2380,2018-01-04 04:43:02
2381,2018-01-04 04:43:09
2382,2018-01-04 04:43:16
2383,2018-01-04 04:43:24
2384,2018-01-04 04:43:31
2385,2018-01-04 04:43:38
2386,2018-01-04 04:43:45
2387,2018-01-04 04:43:53
2388,2018-01-04 04:44:00
2389,2018-01-04 04:44:07
2390,2018-01-04 04:44:14
2391,2018-01-04 04:44:21
2392,2018-01-04 04:44:29
2393,2018-01-04 04:44:36
2394,2018-01-04 04:44:43
2395,2018-01-04 04:44:50
2396,2018-01-04 04:44:57
2397,2018-01-04 04:45:05
2398,2018-01-04 04:45:12
2399,2018-01-04 04:45:19
2400,2018-01-04 04:45:26
2401,2018-01-04 04:45:33
2402,2018-01-04 04:45:41
2403,2018-01-04 04:45:48
2404,2018-01-04 04:45:55
2405,2018-01-04 04:46:02
2406,2018-01-04 04:46:09
2407,2018-01-04 04:46:17
2408,2018-01-04 04:46:24
2409,2018-01-04 04:46:31
2410,2018-01-04 04:46:38
2411,2018-01-04 04:46:46
2412,2018-01-04 04:46:53
2413,2018-01-04 04:47:00
2414,2018-01-04 04:47:07
2415,2018-01-04 04:47:14
2416,2018-01-04 04:47:22
2417,2018-01-04 04:47:29
2418,2018-01-04 04:47:36
2419,2018-01-04 04:47:43
2420,2018-01-04 04:47:50
2421,2018-01-04 04:47:58
2422,2018-01-04 04:48:05
2423,2018-01-04 04:48:12
2424,2018-01-04 04:48:19
2425,2018-01-04 04:48:26
2426,2018-01-04 04:48:34
2427,2018-01-04 04:48:41
2428,2018-01-04 04:48:48
2429,2018-01-04 04:48:55
2430,2018-01-04 04:49:02
2431,2018-01-04 04:49:10
2432,2018-01-04 04:49:17
2433,2018-01-04 04:49:24
2434,2018-01-04 04:49:31
2435,2018-01-04 04:49:39
2436,2018-01-04 04:49:46
2437,2018-01-04 04:49:53
2438,2018-01-04 04:49:57
2439,2018-01-04 04:50:00
2440,2018-01-04 04:50:07
2441,2018-01-04 04:50:15
2442,2018-01-04 04:50:22
2443,2018-01-04 04:50:30
2444,2018-01-04 04:50:37
2445,2018-01-04 04:50:44
2446,2018-01-04 04:50:51
2447,2018-01-04 04:50:58
2448,2018-01-04 04:51:06
2449,2018-01-04 04:51:13
2450,2018-01-04 04:51:20
2451,2018-01-04 04:51:27
2452,2018-01-04 04:51:34
2453,2018-01-04 04:51:42
2454,2018-01-04 04:51:49
2455,2018-01-04 04:51:56
2456,2018-01-04 04:52:03
2457,2018-01-04 04:52:10
2458,2018-01-04 04:52:18
2459,2018-01-04 04:52:25
2460,2018-01-04 04:52:32
2461,2018-01-04 04:52:39
2462,2018-01-04 04:52:46
2463,2018-01-04 04:52:54
2464,2018-01-04 04:53:01
2465,2018-01-04 04:53:08
2466,2018-01-04 04:53:15
2467,2018-01-04 04:53:23
2468,2018-01-04 04:53:30
2469,2018-01-04 04:53:37
2470,2018-01-04 04:53:44
2471,2018-01-04 04:53:51
2472,2018-01-04 04:53:59
2473,2018-01-04 04:54:06
2474,2018-01-04 04:54:13
2475,2018-01-04 04:54:20
2476,2018-01-04 04:54:27
2477,2018-01-04 04:54:35
2478,2018-01-04 04:54:42
2479,2018-01-04 04:54:49
2480,2018-01-04 04:54:56
2481,2018-01-04 04:55:03
2482,2018-01-04 04:55:11
2483,2018-01-04 04:55:18
2484,2018-01-04 04:55:25
2485,2018-01-04 04:55:32
2486,2018-01-04 04:55:40
2487,2018-01-04 04:55:47
2488,2018-01-04 04:55:54
2489,2018-01-04 04:56:01
2490,2018-01-04 04:56:08
2491,2018-01-04 04:56:16
2492,2018-01-04 04:56:23
2493,2018-01-04 04:56:30
2494,2018-01-04 04:56:37
2495,2018-01-04 04:56:44
2496,2018-01-04 04:56:52
2497,2018-01-04 04:56:59
2498,2018-01-04 04:57:06
2499,2018-01-04 04:57:13
2500,2018-01-04 04:57:20
2501,2018-01-04 04:57:28
2502,2018-01-04 04:57:35
2503,2018-01-04 04:57:42
2504,2018-01-04 04:57:49
2505,2018-01-04 04:57:56
2506,2018-01-04 04:58:04
2507,2018-01-04 04:58:11
2508,2018-01-04 04:58:18
2509,2018-01-04 04:58:25
2510,2018-01-04 04:58:32
2511,2018-01-04 04:58:40
2512,2018-01-04 04:58:47
2513,2018-01-04 04:58:54
2514,2018-01-04 04:59:01
2515,2018-01-04 04:59:08
2516,2018-01-04 04:59:16
2517,2018-01-04 04:59:23
2518,2018-01-04 04:59:30
2519,2018-01-04 04:59:37
2520,2018-01-04 04:59:45
2521,2018-01-04 04:59:52
2522,2018-01-04 04:59:59
2523,2018-01-04 05:00:03
2524,2018-01-04 05:00:10
2525,2018-01-04 05:00:17
2526,2018-01-04 05:00:25
2527,2018-01-04 05:00:32
2528,2018-01-04 05:00:39
2529,2018-01-04 05:00:46
2530,2018-01-04 05:00:54
2531,2018-01-04 05:01:01
2532,2018-01-04 05:01:08
2533,2018-01-04 05:01:15
2534,2018-01-04 05:01:22
2535,2018-01-04 05:01:30
2536,2018-01-04 05:01:37
2537,2018-01-04 05:01:44
2538,2018-01-04 05:01:51
2539,2018-01-04 05:01:58
2540,2018-01-04 05:02:06
2541,2018-01-04 05:02:13
2542,2018-01-04 05:02:20
2543,2018-01-04 05:02:27
2544,2018-01-04 05:02:34
2545,2018-01-04 05:02:42
2546,2018-01-04 05:02:49
2547,2018-01-04 05:02:56
2548,2018-01-04 05:03:03
2549,2018-01-04 05:03:11
2550,2018-01-04 05:03:18
2551,2018-01-04 05:03:25
2552,2018-01-04 05:03:32
2553,2018-01-04 05:03:39
2554,2018-01-04 05:03:47
2555,2018-01-04 05:03:54
2556,2018-01-04 05:04:01
2557,2018-01-04 05:04:08
2558,2018-01-04 05:04:15
2559,2018-01-04 05:04:23
2560,2018-01-04 05:04:30
2561,2018-01-04 05:04:37
2562,2018-01-04 05:04:44
2563,2018-01-04 05:04:51
2564,2018-01-04 05:04:59
2565,2018-01-04 05:05:06
2566,2018-01-04 05:05:13
2567,2018-01-04 05:05:20
2568,2018-01-04 05:05:27
2569,2018-01-04 05:05:35
2570,2018-01-04 05:05:42
2571,2018-01-04 05:05:49
2572,2018-01-04 05:05:56
2573,2018-01-04 05:06:03
2574,2018-01-04 05:06:11
2575,2018-01-04 05:06:18
2576,2018-01-04 05:06:25
2577,2018-01-04 05:06:32
2578,2018-01-04 05:06:39
2579,2018-01-04 05:06:47
2580,2018-01-04 05:06:54
2581,2018-01-04 05:07:01
2582,2018-01-04 05:07:08
2583,2018-01-04 05:07:16
2584,2018-01-04 05:07:23
2585,2018-01-04 05:07:30
2586,2018-01-04 05:07:37
2587,2018-01-04 05:07:44
2588,2018-01-04 05:07:52
2589,2018-01-04 05:07:59
2590,2018-01-04 05:08:06
2591,2018-01-04 05:08:13
2592,2018-01-04 05:08:20
2593,2018-01-04 05:08:28
2594,2018-01-04 05:08:35
2595,2018-01-04 05:08:42
2596,2018-01-04 05:08:49
2597,2018-01-04 05:08:56
2598,2018-01-04 05:09:04
2599,2018-01-04 05:09:11
2600,2018-01-04 05:09:18
2601,2018-01-04 05:09:25
2602,2018-01-04 05:09:33
2603,2018-01-04 05:09:40
2604,2018-01-04 05:09:47
2605,2018-01-04 05:09:54
2606,2018-01-04 05:09:58
2607,2018-01-04 05:10:02
2608,2018-01-04 05:10:09
2609,2018-01-04 05:10:16
2610,2018-01-04 05:10:24
2611,2018-01-04 05:10:31
2612,2018-01-04 05:10:38
2613,2018-01-04 05:10:45
2614,2018-01-04 05:10:52
2615,2018-01-04 05:11:00
2616,2018-01-04 05:11:07
2617,2018-01-04 05:11:14
2618,2018-01-04 05:11:21
2619,2018-01-04 05:11:28
2620,2018-01-04 05:11:36
2621,2018-01-04 05:11:43
2622,2018-01-04 05:11:50
2623,2018-01-04 05:11:57
2624,2018-01-04 05:12:04
2625,2018-01-04 05:12:12
2626,2018-01-04 05:12:19
2627,2018-01-04 05:12:26
2628,2018-01-04 05:12:33
2629,2018-01-04 05:12:41
2630,2018-01-04 05:12:48
2631,2018-01-04 05:12:55
2632,2018-01-04 05:13:02
2633,2018-01-04 05:13:09
2634,2018-01-04 05:13:17
2635,2018-01-04 05:13:24
2636,2018-01-04 05:13:31
2637,2018-01-04 05:13:38
2638,2018-01-04 05:13:45
2639,2018-01-04 05:13:53
2640,2018-01-04 05:14:00
2641,2018-01-04 05:14:07
2642,2018-01-04 05:14:14
2643,2018-01-04 05:14:22
2644,2018-01-04 05:14:29
2645,2018-01-04 05:14:36
2646,2018-01-04 05:14:43
2647,2018-01-04 05:14:50
2648,2018-01-04 05:14:58
2649,2018-01-04 05:15:05
2650,2018-01-04 05:15:12
2651,2018-01-04 05:15:19
2652,2018-01-04 05:15:26
2653,2018-01-04 05:15:34
2654,2018-01-04 05:15:41
2655,2018-01-04 05:15:48
2656,2018-01-04 05:15:55
2657,2018-01-04 05:16:02
2658,2018-01-04 05:16:10
2659,2018-01-04 05:16:17
2660,2018-01-04 05:16:24
2661,2018-01-04 05:16:31
2662,2018-01-04 05:16:38
2663,2018-01-04 05:16:46
2664,2018-01-04 05:16:53
2665,2018-01-04 05:17:00
2666,2018-01-04 05:17:07
2667,2018-01-04 05:17:14
2668,2018-01-04 05:17:22
2669,2018-01-04 05:17:29
2670,2018-01-04 05:17:36
2671,2018-01-04 05:17:43
2672,2018-01-04 05:17:51
2673,2018-01-04 05:17:58
2674,2018-01-04 05:18:05
2675,2018-01-04 05:18:12
2676,2018-01-04 05:18:19
2677,2018-01-04 05:18:27
2678,2018-01-04 05:18:34
2679,2018-01-04 05:18:41
2680,2018-01-04 05:18:48
2681,2018-01-04 05:18:55
2682,2018-01-04 05:19:03
2683,2018-01-04 05:19:10
2684,2018-01-04 05:19:17
2685,2018-01-04 05:19:24
2686,2018-01-04 05:19:31
2687,2018-01-04 05:19:39
2688,2018-01-04 05:19:46
2689,2018-01-04 05:19:53
2690,2018-01-04 05:19:57
2691,2018-01-04 05:20:00
2692,2018-01-04 05:20:08
2693,2018-01-04 05:20:15
2694,2018-01-04 05:20:22
2695,2018-01-04 05:20:30
2696,2018-01-04 05:20:37
2697,2018-01-04 05:20:44
2698,2018-01-04 05:20:51
2699,2018-01-04 05:20:59
2700,2018-01-04 05:21:06
2701,2018-01-04 05:21:13
2702,2018-01-04 05:21:20
2703,2018-01-04 05:21:27
2704,2018-01-04 05:21:35
2705,2018-01-04 05:21:42
2706,2018-01-04 05:21:49
2707,2018-01-04 05:21:56
2708,2018-01-04 05:22:03
2709,2018-01-04 05:22:11
2710,2018-01-04 05:22:18
2711,2018-01-04 05:22:25
2712,2018-01-04 05:22:32
2713,2018-01-04 05:22:39
2714,2018-01-04 05:22:47
2715,2018-01-04 05:22:54
2716,2018-01-04 05:23:01
2717,2018-01-04 05:23:08
2718,2018-01-04 05:23:16
2719,2018-01-04 05:23:23
2720,2018-01-04 05:23:30
2721,2018-01-04 05:23:37
2722,2018-01-04 05:23:44
2723,2018-01-04 05:23:52
2724,2018-01-04 05:23:59
2725,2018-01-04 05:24:06
2726,2018-01-04 05:24:13
2727,2018-01-04 05:24:20
2728,2018-01-04 05:24:28
2729,2018-01-04 05:24:35
2730,2018-01-04 05:24:42
2731,2018-01-04 05:24:49
2732,2018-01-04 05:24:56
2733,2018-01-04 05:25:04
2734,2018-01-04 05:25:11
2735,2018-01-04 05:25:18
2736,2018-01-04 05:25:25
2737,2018-01-04 05:25:33
2738,2018-01-04 05:25:40
2739,2018-01-04 05:25:47
2740,2018-01-04 05:25:54
2741,2018-01-04 05:26:01
2742,2018-01-04 05:26:09
2743,2018-01-04 05:26:16
2744,2018-01-04 05:26:23
2745,2018-01-04 05:26:30
2746,2018-01-04 05:26:37
2747,2018-01-04 05:26:45
2748,2018-01-04 05:26:52
2749,2018-01-04 05:26:59
2750,2018-01-04 05:27:06
2751,2018-01-04 05:27:13
2752,2018-01-04 05:27:21
2753,2018-01-04 05:27:28
2754,2018-01-04 05:27:35
2755,2018-01-04 05:27:42
2756,2018-01-04 05:27:50
2757,2018-01-04 05:27:57
2758,2018-01-04 05:28:04
2759,2018-01-04 05:28:11
2760,2018-01-04 05:28:18
2761,2018-01-04 05:28:26
2762,2018-01-04 05:28:33
2763,2018-01-04 05:28:40
2764,2018-01-04 05:28:47
2765,2018-01-04 05:28:54
2766,2018-01-04 05:29:02
2767,2018-01-04 05:29:09
2768,2018-01-04 05:29:16
2769,2018-01-04 05:29:23
2770,2018-01-04 05:29:31
2771,2018-01-04 05:29:38
2772,2018-01-04 05:29:45
2773,2018-01-04 05:29:52
2774,2018-01-04 05:29:59
2775,2018-01-04 05:30:03
2776,2018-01-04 05:30:11
2777,2018-01-04 05:30:18
2778,2018-01-04 05:30:25
2779,2018-01-04 05:30:32
2780,2018-01-04 05:30:39
2781,2018-01-04 05:30:47
2782,2018-01-04 05:30:54
2783,2018-01-04 05:31:01
2784,2018-01-04 05:31:08
2785,2018-01-04 05:31:15
2786,2018-01-04 05:31:23
2787,2018-01-04 05:31:30
2788,2018-01-04 05:31:37
2789,2018-01-04 05:31:44
2790,2018-01-04 05:31:52
2791,2018-01-04 05:31:59
2792,2018-01-04 05:32:06
2793,2018-01-04 05:32:13
2794,2018-01-04 05:32:20
2795,2018-01-04 05:32:28
2796,2018-01-04 05:32:35
2797,2018-01-04 05:32:42
2798,2018-01-04 05:32:49
2799,2018-01-04 05:32:56
2800,2018-01-04 05:33:04
2801,2018-01-04 05:33:11
2802,2018-01-04 05:33:18
2803,2018-01-04 05:33:25
2804,2018-01-04 05:33:32
2805,2018-01-04 05:33:40
2806,2018-01-04 05:33:47
2807,2018-01-04 05:33:54
2808,2018-01-04 05:34:01
2809,2018-01-04 05:34:08
2810,2018-01-04 05:34:16
2811,2018-01-04 05:34:23
2812,2018-01-04 05:34:30
2813,2018-01-04 05:34:37
2814,2018-01-04 05:34:44
2815,2018-01-04 05:34:52
2816,2018-01-04 05:34:59
2817,2018-01-04 05:35:06
2818,2018-01-04 05:35:13
2819,2018-01-04 05:35:21
2820,2018-01-04 05:35:28
2821,2018-01-04 05:35:35
2822,2018-01-04 05:35:42
2823,2018-01-04 05:35:49
2824,2018-01-04 05:35:57
2825,2018-01-04 05:36:04
2826,2018-01-04 05:36:11
2827,2018-01-04 05:36:18
2828,2018-01-04 05:36:25
2829,2018-01-04 05:36:33
2830,2018-01-04 05:36:40
2831,2018-01-04 05:36:47
2832,2018-01-04 05:36:54
2833,2018-01-04 05:37:01
2834,2018-01-04 05:37:09
2835,2018-01-04 05:37:16
2836,2018-01-04 05:37:23
2837,2018-01-04 05:37:30
2838,2018-01-04 05:37:37
2839,2018-01-04 05:37:45
2840,2018-01-04 05:37:52
2841,2018-01-04 05:37:59
2842,2018-01-04 05:38:06
2843,2018-01-04 05:38:13
2844,2018-01-04 05:38:21
2845,2018-01-04 05:38:28
2846,2018-01-04 05:38:35
2847,2018-01-04 05:38:42
2848,2018-01-04 05:38:49
2849,2018-01-04 05:38:57
2850,2018-01-04 05:39:04
2851,2018-01-04 05:39:11
2852,2018-01-04 05:39:18
2853,2018-01-04 05:39:26
2854,2018-01-04 05:39:33
2855,2018-01-04 05:39:40
2856,2018-01-04 05:39:47
2857,2018-01-04 05:39:54
2858,2018-01-04 05:39:58
2859,2018-01-04 05:40:02
