row_index,WROT.CptVolHigh.Bl1
1,59.24
2,59.09
3,58.98
4,58.96
5,59.23
6,59.28
7,58.9
8,59.11
9,59.13
10,58.99
11,59.04
12,59.08
13,58.86
14,59.12
15,58.99
16,58.93
17,59.31
18,58.91
19,59.37
20,58.99
21,59.11
22,58.95
23,59.09
24,59.08
25,58.97
26,58.95
27,58.91
28,59.06
29,59.25
30,58.9
31,59.1
32,59.36
33,59.17
34,59.03
35,58.88
36,59.34
37,58.81
38,58.84
39,59.1
40,58.84
41,58.87
42,58.87
43,58.83
44,58.85
45,59.16
46,59.38
47,58.96
48,58.97
49,59.32
50,59.31
51,58.9
52,58.83
53,59.09
54,59.11
55,59.12
56,58.81
57,58.77
58,58.82
59,59.04
60,59.08
61,58.82
62,59.38
63,58.79
64,59.18
65,58.95
66,59.34
67,59.13
68,59.06
69,58.93
70,58.98
71,58.92
72,58.91
73,59.09
74,58.94
75,58.78
76,58.81
77,58.79
78,59.05
79,58.84
80,59.11
81,58.93
82,59.43
83,59.41
84,59.35
85,58.82
86,59.06
87,58.94
88,59.06
89,59.07
90,59.01
91,59.01
92,59.08
93,59.14
94,59.12
95,59.31
96,59.58
97,59.35
98,59.02
99,58.79
100,58.8
101,58.98
102,58.94
103,59.1
104,59.33
105,59.42
106,58.81
107,59.09
108,59.04
109,59.05
110,58.81
111,58.91
112,59.1
113,58.98
114,59.34
115,58.79
116,59.21
117,58.82
118,58.82
119,58.95
120,58.95
121,59.08
122,59.15
123,58.9
124,58.83
125,58.87
126,59.08
127,58.62
128,59.28
129,59.32
130,58.85
131,58.96
132,59.28
133,58.99
134,59.35
135,59.33
136,59.31
137,59.37
138,59.41
139,59.37
140,59.35
141,59.36
142,58.82
143,59.11
144,58.97
145,58.98
146,59.04
147,58.99
148,58.84
149,58.83
150,59.11
151,58.9
152,59.43
153,58.81
154,58.97
155,59.28
156,59.18
157,58.94
158,59.57
159,58.8
160,59.46
161,58.82
162,58.77
163,59.1
164,59.16
165,59.14
166,59.1
167,58.78
168,59.25
169,58.77
170,58.85
171,59.04
172,58.83
173,59.21
174,59.01
175,59.1
176,58.96
177,58.97
178,58.82
179,58.99
180,58.76
181,59.13
182,59.13
183,59.12
184,59.1
185,59.13
186,58.83
187,59.16
188,59.1
189,59.27
190,59.0
191,58.94
192,59.19
193,59.11
194,59.03
195,58.88
196,58.81
197,59.11
198,58.88
199,58.83
200,59.06
201,58.94
202,58.82
203,58.82
204,59.13
205,58.8
206,58.83
207,58.99
208,59.12
209,59.1
210,59.12
211,59.19
212,58.98
213,58.78
214,58.79
215,58.79
216,58.81
217,58.97
218,58.97
219,58.99
220,59.26
221,58.87
222,58.86
223,59.11
224,58.92
225,59.08
226,58.89
227,58.92
228,58.81
229,59.07
230,58.81
231,58.81
232,59.05
233,59.32
234,58.82
235,58.87
236,58.41
237,59.15
238,58.92
239,59.08
240,59.35
241,59.11
242,59.33
243,59.08
244,58.89
245,58.95
246,58.98
247,58.8
248,59.3
249,58.94
250,58.84
251,59.05
252,59.25
253,59.22
254,59.12
255,58.82
256,59.09
257,59.14
258,59.12
259,59.35
260,59.27
261,58.93
262,59.12
263,59.06
264,58.83
265,59.3
266,59.13
267,59.39
268,58.89
269,59.24
270,59.37
271,59.31
272,58.85
273,59.02
274,58.79
275,59.04
276,59.13
277,59.09
278,58.8
279,58.96
280,59.33
281,59.43
282,58.86
283,59.03
284,58.94
285,58.8
286,58.97
287,58.85
288,59.05
289,58.96
290,58.97
291,58.95
292,58.88
293,58.89
294,59.08
295,58.9
296,58.78
297,58.77
298,59.38
299,58.82
300,59.04
301,58.85
302,59.1
303,58.86
304,59.3
305,59.08
306,59.29
307,58.98
308,58.88
309,59.32
310,59.11
311,59.12
312,59.07
313,59.05
314,58.83
315,59.11
316,59.12
317,59.15
318,59.17
319,59.1
320,59.09
321,59.29
322,59.18
323,59.03
324,58.84
325,59.32
326,59.19
327,58.79
328,58.85
329,59.27
330,58.82
331,59.33
332,58.8
333,58.82
334,59.01
335,59.03
336,58.96
337,59.19
338,58.77
339,59.06
340,59.24
341,58.8
342,58.84
343,59.03
344,59.36
345,58.98
346,59.12
347,59.32
348,58.84
349,59.08
350,58.83
351,58.98
352,59.22
353,58.96
354,58.66
355,59.39
356,59.19
357,59.01
358,58.84
359,58.83
360,59.09
361,59.09
362,59.28
363,59.06
364,59.17
365,58.79
366,58.8
367,58.82
368,58.81
369,58.82
370,58.83
371,58.78
372,58.96
373,59.37
374,58.81
375,58.86
376,59.31
377,59.37
378,58.84
379,59.18
380,58.99
381,59.14
382,59.11
383,58.8
384,59.06
385,58.86
386,58.85
387,59.32
388,59.18
389,58.93
390,59.13
391,59.05
392,59.05
393,59.35
394,59.26
395,59.1
396,58.74
397,59.02
398,59.2
399,58.76
400,58.96
401,59.25
402,58.85
403,59.25
404,59.48
405,59.14
406,59.19
407,59.28
408,58.84
409,59.11
410,58.83
411,59.46
412,59.0
413,58.83
414,59.02
415,58.97
416,58.98
417,58.95
418,58.93
419,59.01
420,58.89
421,59.08
422,58.96
423,58.81
424,59.39
425,58.93
426,58.84
427,58.96
428,59.02
429,59.18
430,58.82
431,58.91
432,58.79
433,59.51
434,59.35
435,59.09
436,59.13
437,59.14
438,58.69
439,59.07
440,58.94
441,59.08
442,58.75
443,59.28
444,59.11
445,59.09
446,59.32
447,59.23
448,58.93
449,58.82
450,59.04
451,58.83
452,58.83
453,58.82
454,59.02
455,58.94
456,58.86
457,59.18
458,59.02
459,58.81
460,58.8
461,58.83
462,59.37
463,58.84
464,59.06
465,58.98
466,59.41
467,59.35
468,59.14
469,58.83
470,58.9
471,59.28
472,59.22
473,58.82
474,59.02
475,59.08
476,58.85
477,58.93
478,59.36
479,58.87
480,58.8
481,58.89
482,58.92
483,58.82
484,58.79
485,58.95
486,58.8
487,58.79
488,58.5
489,58.7
490,59.06
491,58.91
492,58.83
493,59.35
494,58.89
495,58.97
496,58.75
497,59.01
498,59.24
499,59.29
500,58.9
501,58.83
502,58.89
503,59.37
504,59.32
505,58.82
506,58.74
507,58.89
508,59.03
509,59.23
510,59.33
511,58.97
512,59.01
513,58.99
514,59.36
515,58.84
516,58.84
517,59.08
518,59.1
519,59.1
520,59.14
521,58.9
522,58.93
523,58.97
524,59.07
525,58.93
526,58.82
527,58.92
528,58.97
529,59.35
530,59.15
531,58.77
532,59.02
533,59.18
534,59.47
535,58.82
536,59.17
537,59.25
538,58.86
539,59.11
540,59.34
541,59.0
542,59.34
543,59.28
544,59.4
545,58.92
546,58.83
547,59.05
548,59.22
549,58.88
550,58.78
551,58.82
552,59.35
553,59.32
554,58.82
555,58.84
556,59.11
557,58.85
558,59.08
559,59.01
560,58.81
561,59.12
562,59.36
563,59.1
564,58.8
565,59.08
566,59.17
567,59.16
568,58.84
569,58.87
570,59.41
571,58.91
572,59.01
573,58.86
574,59.07
575,58.83
576,58.88
577,58.88
578,59.04
579,59.13
580,59.23
581,58.75
582,59.08
583,58.83
584,59.22
585,59.13
586,58.85
587,59.26
588,59.29
589,59.33
590,58.82
591,59.09
592,59.1
593,58.82
594,59.11
595,59.18
596,58.87
597,58.96
598,59.01
599,59.36
600,58.83
601,58.84
602,59.14
603,58.88
604,58.9
605,58.9
606,58.92
607,58.79
608,58.83
609,58.99
610,59.0
611,59.1
612,59.12
613,59.13
614,59.11
615,59.1
616,59.02
617,58.89
618,58.95
619,58.84
620,59.03
621,59.15
622,58.87
623,58.82
624,58.95
625,59.01
626,58.97
627,59.04
628,58.93
629,58.8
630,58.77
631,59.35
632,58.8
633,58.81
634,58.89
635,58.9
636,58.91
637,58.86
638,58.93
639,59.22
640,59.15
641,59.09
642,59.01
643,59.32
644,58.97
645,58.91
646,59.03
647,58.92
648,59.31
649,58.8
650,59.36
651,59.1
652,58.94
653,58.81
654,58.8
655,58.79
656,58.78
657,58.77
658,58.8
659,58.78
660,59.05
661,59.07
662,59.27
663,58.8
664,58.83
665,58.92
666,59.07
667,58.99
668,59.24
669,58.98
670,58.91
671,59.09
672,59.26
673,59.33
674,58.75
675,59.01
676,59.1
677,59.07
678,59.11
679,59.11
680,59.09
681,59.11
682,59.09
683,58.96
684,58.77
685,59.01
686,59.03
687,59.03
688,59.29
689,58.8
690,59.03
691,58.9
692,59.32
693,59.03
694,58.87
695,59.09
696,59.13
697,59.37
698,58.93
699,59.0
700,59.11
701,59.28
702,59.21
703,59.06
704,59.17
705,58.99
706,59.03
707,59.01
708,59.56
709,58.76
710,58.92
711,58.81
712,58.79
713,58.93
714,59.35
715,58.99
716,58.77
717,58.99
718,59.02
719,59.02
720,59.04
721,59.19
722,59.07
723,59.15
724,58.8
725,59.1
726,58.88
727,59.16
728,59.22
729,58.82
730,59.34
731,58.93
732,59.34
733,59.22
734,59.02
735,59.13
736,58.97
737,58.98
738,59.35
739,58.86
740,59.05
741,59.24
742,58.86
743,59.04
744,58.81
745,58.81
746,59.19
747,59.11
748,58.86
749,59.4
750,58.93
751,59.12
752,58.8
753,58.9
754,59.32
755,58.82
756,58.92
757,59.0
758,58.85
759,59.11
760,58.8
761,58.92
762,58.87
763,58.83
764,59.32
765,58.82
766,59.03
767,59.11
768,58.92
769,59.09
770,58.81
771,58.9
772,58.93
773,58.81
774,58.84
775,59.14
776,58.94
777,58.85
778,59.27
779,59.0
780,59.11
781,58.92
782,59.27
783,58.83
784,58.84
785,59.18
786,59.01
787,59.12
788,59.18
789,58.84
790,58.96
791,58.79
792,59.01
793,59.4
794,59.34
795,59.1
796,59.14
797,58.97
798,59.13
799,58.81
800,59.39
801,59.35
802,58.83
803,58.84
804,59.12
805,59.16
806,59.15
807,59.16
808,59.15
809,59.09
810,59.21
811,58.82
812,59.05
813,58.86
814,59.13
815,59.32
816,59.22
817,59.09
818,59.08
819,58.88
820,59.23
821,58.85
822,59.14
823,58.82
824,58.82
825,59.0
826,59.28
827,58.91
828,58.82
829,58.95
830,58.96
831,58.82
832,59.24
833,59.33
834,58.97
835,59.13
836,58.95
837,58.9
838,59.35
839,59.14
840,59.15
841,59.04
842,58.81
843,59.04
844,59.08
845,58.82
846,58.9
847,58.85
848,59.01
849,58.82
850,58.85
851,58.99
852,58.92
853,59.03
854,59.04
855,59.21
856,59.56
857,58.79
858,59.09
859,59.13
860,59.02
861,58.94
862,58.91
863,59.01
864,59.54
865,59.26
866,59.04
867,58.82
868,58.82
869,59.0
870,59.18
871,59.03
872,58.8
873,58.98
874,58.91
875,58.81
876,59.37
877,58.91
878,59.15
879,59.0
880,58.84
881,58.96
882,58.91
883,58.99
884,58.91
885,58.88
886,59.03
887,58.92
888,58.95
889,58.79
890,59.09
891,58.98
892,59.22
893,58.93
894,59.24
895,58.92
896,58.83
897,59.16
898,58.86
899,58.86
900,58.83
901,58.95
902,59.06
903,58.85
904,58.93
905,58.9
906,58.94
907,58.87
908,59.0
909,59.16
910,59.28
911,59.13
912,59.01
913,58.97
914,59.08
915,58.83
916,58.97
917,58.8
918,58.99
919,59.05
920,58.85
921,58.79
922,58.81
923,58.78
924,58.81
925,58.79
926,58.77
927,58.78
928,59.37
929,58.94
930,58.96
931,58.81
932,58.78
933,58.98
934,58.76
935,59.19
936,59.09
937,59.36
938,59.0
939,59.03
940,59.18
941,59.1
942,58.61
943,58.82
944,59.01
945,59.09
946,58.85
947,59.24
948,58.93
949,58.99
950,59.12
951,59.53
952,58.94
953,59.14
954,58.99
955,59.08
956,58.85
957,58.99
958,58.84
959,58.99
960,59.07
961,58.83
962,58.94
963,58.8
964,59.12
965,59.36
966,59.02
967,58.63
968,58.83
969,59.11
970,59.15
971,58.9
972,58.98
973,58.92
974,59.18
975,58.65
976,59.32
977,59.13
978,58.82
979,59.02
980,58.87
981,58.81
982,59.14
983,59.09
984,59.1
985,59.14
986,59.05
987,59.33
988,58.81
989,58.99
990,59.39
991,58.81
992,58.72
993,58.99
994,59.23
995,59.1
996,59.11
997,58.99
998,58.82
999,58.81
1000,58.8
1001,59.32
1002,59.33
1003,59.33
1004,59.35
1005,59.34
1006,58.8
1007,59.49
1008,59.58
1009,59.46
