row_index,WTUR.TmOK.actTmVal
1355,48904.3
1356,48904.3
1357,48904.31
1358,48904.31
1359,48904.31
1360,48904.31
1361,48904.31
1362,48904.32
1363,48904.32
1364,48904.32
1365,48904.32
1366,48904.32
1367,48904.33
1368,48904.33
1369,48904.33
1370,48904.33
1371,48904.33
1372,48904.34
1373,48904.34
1374,48904.34
1375,48904.34
1376,48904.34
1377,48904.35
1378,48904.35
1379,48904.35
1380,48904.35
1381,48904.35
1382,48904.36
1383,48904.36
1384,48904.36
1385,48904.36
1386,48904.36
1387,48904.37
1388,48904.37
1389,48904.37
1390,48904.37
1391,48904.37
1392,48904.38
1393,48904.38
1394,48904.38
1395,48904.38
1396,48904.38
1397,48904.39
1398,48904.39
1399,48904.39
1400,48904.39
1401,48904.39
1402,48904.4
1403,48904.4
1404,48904.4
1405,48904.4
1406,48904.4
1407,48904.41
1408,48904.41
1409,48904.41
1410,48904.41
1411,48904.41
1412,48904.42
1413,48904.42
1414,48904.42
1415,48904.42
1416,48904.42
1417,48904.43
1418,48904.43
1419,48904.43
1420,48904.43
1421,48904.43
1422,48904.44
1423,48904.44
1424,48904.44
1425,48904.44
1426,48904.44
1427,48904.45
1428,48904.45
1429,48904.45
1430,48904.45
1431,48904.45
1432,48904.46
1433,48904.46
1434,48904.46
1435,48904.46
1436,48904.46
1437,48904.47
1438,48904.47
1439,48904.47
1440,48904.47
1441,48904.47
1442,48904.48
1443,48904.48
1444,48904.48
1445,48904.48
1446,48904.48
1447,48904.49
1448,48904.49
1449,48904.49
1450,48904.49
1451,48904.49
1452,48904.5
1453,48904.5
1454,48904.5
1455,48904.5
1456,48904.5
1457,48904.51
1458,48904.51
1459,48904.51
1460,48904.51
1461,48904.51
1462,48904.52
1463,48904.52
1464,48904.52
1465,48904.52
1466,48904.52
1467,48904.53
1468,48904.53
1469,48904.53
1470,48904.53
1471,48904.53
1472,48904.54
1473,48904.54
1474,48904.54
1475,48904.54
1476,48904.54
1477,48904.55
1478,48904.55
1479,48904.55
1480,48904.55
1481,48904.55
1482,48904.56
1483,48904.56
1484,48904.56
1485,48904.56
1486,48904.56
1487,48904.57
1488,48904.57
1489,48904.57
1490,48904.57
1491,48904.57
1492,48904.58
1493,48904.58
1494,48904.58
1495,48904.58
1496,48904.58
1497,48904.59
1498,48904.59
1499,48904.59
1500,48904.59
1501,48904.59
1502,48904.6
1503,48904.6
1504,48904.6
1505,48904.6
1506,48904.6
1507,48904.61
1508,48904.61
1509,48904.61
1510,48904.61
1511,48904.61
1512,48904.62
1513,48904.62
1514,48904.62
1515,48904.62
1516,48904.62
1517,48904.62
1518,48904.63
1519,48904.63
1520,48904.63
1521,48904.63
1522,48904.63
1523,48904.64
1524,48904.64
1525,48904.64
1526,48904.64
1527,48904.64
1528,48904.65
1529,48904.65
1530,48904.65
1531,48904.65
1532,48904.65
1533,48904.66
1534,48904.66
1535,48904.66
1536,48904.66
1537,48904.66
1538,48904.67
1539,48904.67
1540,48904.67
1541,48904.67
1542,48904.67
1543,48904.68
1544,48904.68
1545,48904.68
1546,48904.68
1547,48904.68
1548,48904.69
1549,48904.69
1550,48904.69
1551,48904.69
1552,48904.69
1553,48904.7
1554,48904.7
1555,48904.7
1556,48904.7
1557,48904.7
1558,48904.71
1559,48904.71
1560,48904.71
1561,48904.71
1562,48904.71
1563,48904.72
1564,48904.72
1565,48904.72
1566,48904.72
1567,48904.72
1568,48904.73
1569,48904.73
1570,48904.73
1571,48904.73
1572,48904.73
1573,48904.74
1574,48904.74
1575,48904.74
1576,48904.74
1577,48904.74
1578,48904.75
1579,48904.75
1580,48904.75
1581,48904.75
1582,48904.75
1583,48904.76
1584,48904.76
1585,48904.76
1586,48904.76
1587,48904.76
1588,48904.77
1589,48904.77
1590,48904.77
1591,48904.77
1592,48904.78
1593,48904.78
1594,48904.78
1595,48904.78
1596,48904.78
1597,48904.78
1598,48904.79
1599,48904.79
1600,48904.79
1601,48904.79
1602,48904.79
1603,48904.8
1604,48904.8
1605,48904.8
1606,48904.8
1607,48904.8
1608,48904.81
1609,48904.81
1610,48904.81
1611,48904.81
1612,48904.81
1613,48904.82
1614,48904.82
1615,48904.82
1616,48904.82
1617,48904.82
1618,48904.83
1619,48904.83
1620,48904.83
1621,48904.83
1622,48904.83
1623,48904.84
1624,48904.84
1625,48904.84
1626,48904.84
1627,48904.84
1628,48904.85
1629,48904.85
1630,48904.85
1631,48904.85
1632,48904.85
1633,48904.86
1634,48904.86
1635,48904.86
1636,48904.86
1637,48904.86
1638,48904.87
1639,48904.87
1640,48904.87
1641,48904.87
1642,48904.87
1643,48904.88
1644,48904.88
1645,48904.88
1646,48904.88
1647,48904.88
1648,48904.89
1649,48904.89
1650,48904.89
1651,48904.89
1652,48904.89
1653,48904.9
1654,48904.9
1655,48904.9
1656,48904.9
1657,48904.9
1658,48904.91
1659,48904.91
1660,48904.91
1661,48904.91
1662,48904.91
1663,48904.92
1664,48904.92
1665,48904.92
1666,48904.92
1667,48904.92
1668,48904.93
1669,48904.93
1670,48904.93
1671,48904.93
1672,48904.93
1673,48904.94
1674,48904.94
1675,48904.94
1676,48904.94
1677,48904.94
1678,48904.95
1679,48904.95
1680,48904.95
1681,48904.95
1682,48904.95
1683,48904.95
1684,48904.95
1685,48904.96
1686,48904.96
1687,48904.96
1688,48904.96
1689,48904.96
1690,48904.97
1691,48904.97
1692,48904.97
1693,48904.97
1694,48904.97
1695,48904.98
1696,48904.98
1697,48904.98
1698,48904.98
1699,48904.98
1700,48904.99
1701,48904.99
1702,48904.99
1703,48904.99
1704,48904.99
1705,48905.0
1706,48905.0
1707,48905.0
1708,48905.0
1709,48905.0
1710,48905.01
1711,48905.01
1712,48905.01
1713,48905.01
1714,48905.02
1715,48905.02
1716,48905.02
1717,48905.02
1718,48905.02
1719,48905.03
1720,48905.03
1721,48905.03
1722,48905.03
1723,48905.03
1724,48905.04
1725,48905.04
1726,48905.04
1727,48905.04
1728,48905.04
1729,48905.05
1730,48905.05
1731,48905.05
1732,48905.05
1733,48905.05
1734,48905.06
1735,48905.06
1736,48905.06
1737,48905.06
1738,48905.06
1739,48905.07
1740,48905.07
1741,48905.07
1742,48905.07
1743,48905.07
1744,48905.08
1745,48905.08
1746,48905.08
1747,48905.08
1748,48905.08
1749,48905.09
1750,48905.09
1751,48905.09
1752,48905.09
1753,48905.09
1754,48905.1
1755,48905.1
1756,48905.1
1757,48905.1
1758,48905.1
1759,48905.11
1760,48905.11
1761,48905.11
1762,48905.11
1763,48905.11
1764,48905.12
1765,48905.12
1766,48905.12
1767,48905.12
1768,48905.12
1769,48905.12
1770,48905.13
1771,48905.13
1772,48905.13
1773,48905.13
1774,48905.13
1775,48905.14
1776,48905.14
1777,48905.14
1778,48905.14
1779,48905.14
1780,48905.15
1781,48905.15
1782,48905.15
1783,48905.15
1784,48905.15
1785,48905.16
1786,48905.16
1787,48905.16
1788,48905.16
1789,48905.16
1790,48905.17
1791,48905.17
1792,48905.17
1793,48905.17
1794,48905.17
1795,48905.18
1796,48905.18
1797,48905.18
1798,48905.18
1799,48905.18
1800,48905.19
1801,48905.19
1802,48905.19
1803,48905.19
1804,48905.19
1805,48905.2
1806,48905.2
1807,48905.2
1808,48905.2
1809,48905.2
1810,48905.21
1811,48905.21
1812,48905.21
1813,48905.21
1814,48905.21
1815,48905.22
1816,48905.22
1817,48905.22
1818,48905.22
1819,48905.22
1820,48905.23
1821,48905.23
1822,48905.23
1823,48905.23
1824,48905.23
1825,48905.24
1826,48905.24
1827,48905.24
1828,48905.24
1829,48905.24
1830,48905.25
1831,48905.25
1832,48905.25
1833,48905.25
1834,48905.25
1835,48905.26
1836,48905.26
1837,48905.26
1838,48905.26
1839,48905.26
1840,48905.27
1841,48905.27
1842,48905.27
1843,48905.27
1844,48905.27
1845,48905.28
1846,48905.28
1847,48905.28
1848,48905.28
1849,48905.28
1850,48905.28
1851,48905.29
1852,48905.29
1853,48905.29
1854,48905.29
1855,48905.29
1856,48905.3
1857,48905.3
1858,48905.3
1859,48905.3
1860,48905.3
1861,48905.31
